state,year,district,block,gram_panchayat,ward_no,tier,reservation,caste_reservation,woman_reserved,winner,votes,reservation_raw,script,source_pdf,source_path,source_page
Goa,2017,North Goa,Bicholim,Maem­Vainguinim,VII,ward,BC Other than Woman,BC,0,,,OBC,latin,bicholim.pdf,data/goa/2017/bicholim.pdf,12
Goa,2017,North Goa,Bicholim,Maem­Vainguinim,VIII,ward,Woman,NONE,1,,,Women,latin,bicholim.pdf,data/goa/2017/bicholim.pdf,13
Goa,2017,North Goa,Bicholim,Maem­Vainguinim,IX,ward,Other than Woman,NONE,0,,,General,latin,bicholim.pdf,data/goa/2017/bicholim.pdf,13
Goa,2017,North Goa,Bicholim,Maem­Vainguinim,X,ward,Other than Woman,NONE,0,,,General,latin,bicholim.pdf,data/goa/2017/bicholim.pdf,13
Goa,2017,North Goa,Bicholim,Maem­Vainguinim,XI,ward,Other than Woman,NONE,0,,,General,latin,bicholim.pdf,data/goa/2017/bicholim.pdf,13
Goa,2017,North Goa,Bicholim,Sirigao,II,ward,BC Other than Woman,BC,0,,,OBC,latin,bicholim.pdf,data/goa/2017/bicholim.pdf,14
Goa,2017,North Goa,Bicholim,Sirigao,III,ward,Woman,NONE,1,,,Women,latin,bicholim.pdf,data/goa/2017/bicholim.pdf,14
Goa,2017,North Goa,Bicholim,Sirigao,IV,ward,Other than Woman,NONE,0,,,General,latin,bicholim.pdf,data/goa/2017/bicholim.pdf,14
Goa,2017,North Goa,Bicholim,Sirigao,V,ward,Other than Woman,NONE,0,,,General,latin,bicholim.pdf,data/goa/2017/bicholim.pdf,14
Goa,2017,North Goa,Bicholim,Sirigao,I,ward,Woman,NONE,1,,,Women,latin,bicholim.pdf,data/goa/2017/bicholim.pdf,14
Goa,2017,North Goa,Bicholim,Naroa,II,ward,Other than Woman,NONE,0,,,General,latin,bicholim.pdf,data/goa/2017/bicholim.pdf,14
Goa,2017,North Goa,Bicholim,Naroa,III,ward,Woman,NONE,1,,,Women,latin,bicholim.pdf,data/goa/2017/bicholim.pdf,15
Goa,2017,North Goa,Bicholim,Naroa,IV,ward,BC Other than Woman,BC,0,,,OBC,latin,bicholim.pdf,data/goa/2017/bicholim.pdf,15
Goa,2017,North Goa,Bicholim,Naroa,V,ward,BC Other than Woman,BC,0,,,OBC,latin,bicholim.pdf,data/goa/2017/bicholim.pdf,15
Goa,2017,North Goa,Bicholim,Pale­Kotambi,I,ward,Other than Woman,NONE,0,,,General,latin,bicholim.pdf,data/goa/2017/bicholim.pdf,15
Goa,2017,North Goa,Bicholim,Pale­Kotambi,II,ward,BC Other than Woman,BC,0,,,OBC,latin,bicholim.pdf,data/goa/2017/bicholim.pdf,15
Goa,2017,North Goa,Bicholim,Pale­Kotambi,III,ward,Woman,NONE,1,,,Women,latin,bicholim.pdf,data/goa/2017/bicholim.pdf,15
Goa,2017,North Goa,Bicholim,Pale­Kotambi,IV,ward,Other than Woman,NONE,0,,,General,latin,bicholim.pdf,data/goa/2017/bicholim.pdf,15
Goa,2017,North Goa,Bicholim,Pale­Kotambi,VI,ward,ST Other than Woman,ST,0,,,ST,latin,bicholim.pdf,data/goa/2017/bicholim.pdf,16
Goa,2017,North Goa,Bicholim,Pale­Kotambi,VII,ward,BC Other than Woman,BC,0,,,OBC,latin,bicholim.pdf,data/goa/2017/bicholim.pdf,16
Goa,2017,North Goa,Bicholim,Pale­Kotambi,VIII,ward,Woman,NONE,1,,,Women,latin,bicholim.pdf,data/goa/2017/bicholim.pdf,16
Goa,2017,North Goa,Bicholim,Pale­Kotambi,IX,ward,Other than Woman,NONE,0,,,General,latin,bicholim.pdf,data/goa/2017/bicholim.pdf,16
Goa,2017,North Goa,Bicholim,Surla,I,ward,BC Other than Woman,BC,0,,,OBC,latin,bicholim.pdf,data/goa/2017/bicholim.pdf,16
Goa,2017,North Goa,Bicholim,Surla,II,ward,BC Other than Woman,BC,0,,,OBC,latin,bicholim.pdf,data/goa/2017/bicholim.pdf,17
Goa,2017,North Goa,Bicholim,Surla,III,ward,Woman,NONE,1,,,Women,latin,bicholim.pdf,data/goa/2017/bicholim.pdf,17
Goa,2017,North Goa,Bicholim,Surla,IV,ward,Other than Woman,NONE,0,,,General,latin,bicholim.pdf,data/goa/2017/bicholim.pdf,17
Goa,2017,North Goa,Bicholim,Surla,V,ward,Woman,NONE,1,,,Women,latin,bicholim.pdf,data/goa/2017/bicholim.pdf,17
Goa,2017,North Goa,Bicholim,Surla,VI,ward,ST Other than Woman,ST,0,,,ST,latin,bicholim.pdf,data/goa/2017/bicholim.pdf,18
Goa,2017,North Goa,Bicholim,Surla,VII,ward,ST Other than Woman,ST,0,,,ST,latin,bicholim.pdf,data/goa/2017/bicholim.pdf,18
Goa,2017,North Goa,Bicholim,Surla,VIII,ward,Woman,NONE,1,,,Women,latin,bicholim.pdf,data/goa/2017/bicholim.pdf,18
Goa,2017,North Goa,Bicholim,Surla,IX,ward,Other than Woman,NONE,0,,,General,latin,bicholim.pdf,data/goa/2017/bicholim.pdf,18
Goa,2017,North Goa,Bicholim,Amona,I,ward,Other than Woman,NONE,0,,,General,latin,bicholim.pdf,data/goa/2017/bicholim.pdf,18
Goa,2017,North Goa,Bicholim,Amona,II,ward,Other than Woman,NONE,0,,,General,latin,bicholim.pdf,data/goa/2017/bicholim.pdf,18
Goa,2017,North Goa,Bicholim,Amona,III,ward,Woman,NONE,1,,,Women,latin,bicholim.pdf,data/goa/2017/bicholim.pdf,19
Goa,2017,North Goa,Bicholim,Amona,IV,ward,Woman,NONE,1,,,Women,latin,bicholim.pdf,data/goa/2017/bicholim.pdf,19
Goa,2017,North Goa,Bicholim,Amona,V,ward,BC Other than Woman,BC,0,,,OBC,latin,bicholim.pdf,data/goa/2017/bicholim.pdf,19
Goa,2017,North Goa,Bicholim,Amona,VI,ward,Other than Woman,NONE,0,,,General,latin,bicholim.pdf,data/goa/2017/bicholim.pdf,19
Goa,2017,North Goa,Bicholim,Amona,VII,ward,BC Other than Woman,BC,0,,,OBC,latin,bicholim.pdf,data/goa/2017/bicholim.pdf,19
Goa,2017,North Goa,Bicholim,Navelim,I,ward,BC Other than Woman,BC,0,,,OBC,latin,bicholim.pdf,data/goa/2017/bicholim.pdf,20
Goa,2017,North Goa,Bicholim,Navelim,II,ward,BC Other than Woman,BC,0,,,OBC,latin,bicholim.pdf,data/goa/2017/bicholim.pdf,20
Goa,2017,North Goa,Bicholim,Navelim,III,ward,Woman,NONE,1,,,Women,latin,bicholim.pdf,data/goa/2017/bicholim.pdf,20
Goa,2017,North Goa,Bicholim,Navelim,IV,ward,Woman,NONE,1,,,Women,latin,bicholim.pdf,data/goa/2017/bicholim.pdf,20
Goa,2017,North Goa,Bicholim,Navelim,V,ward,Other than Woman,NONE,0,,,General,latin,bicholim.pdf,data/goa/2017/bicholim.pdf,20
Goa,2017,North Goa,Bicholim,Navelim,VI,ward,Other than Woman,NONE,0,,,General,latin,bicholim.pdf,data/goa/2017/bicholim.pdf,20
Goa,2017,North Goa,Bicholim,Navelim,VII,ward,Other than Woman,NONE,0,,,General,latin,bicholim.pdf,data/goa/2017/bicholim.pdf,20
Goa,2017,North Goa,Bicholim,Velguem,I,ward,Other than Woman,NONE,0,,,General,latin,bicholim.pdf,data/goa/2017/bicholim.pdf,21
Goa,2017,North Goa,Bicholim,Velguem,II,ward,Other than Woman,NONE,0,,,General,latin,bicholim.pdf,data/goa/2017/bicholim.pdf,21
Goa,2017,North Goa,Bicholim,Velguem,III,ward,Woman,NONE,1,,,Women,latin,bicholim.pdf,data/goa/2017/bicholim.pdf,21
Goa,2017,North Goa,Bicholim,Velguem,IV,ward,Woman,NONE,1,,,Women,latin,bicholim.pdf,data/goa/2017/bicholim.pdf,21
Goa,2017,North Goa,Bicholim,Velguem,V,ward,BC Other than Woman,BC,0,,,OBC,latin,bicholim.pdf,data/goa/2017/bicholim.pdf,22
Goa,2017,North Goa,Bicholim,Velguem,VI,ward,BC Other than Woman,BC,0,,,OBC,latin,bicholim.pdf,data/goa/2017/bicholim.pdf,22
Goa,2017,North Goa,Bicholim,Velguem,VII,ward,Other than Woman,NONE,0,,,General,latin,bicholim.pdf,data/goa/2017/bicholim.pdf,22
Goa,2017,South Goa,Canacona,Cola,I,ward,BC Other than Woman,BC,0,,,OBC,latin,canacona.pdf,data/goa/2017/canacona.pdf,1
Goa,2017,South Goa,Canacona,Cola,II,ward,BC Other than Woman,BC,0,,,OBC,latin,canacona.pdf,data/goa/2017/canacona.pdf,1
Goa,2017,South Goa,Canacona,Cola,III,ward,Woman,NONE,1,,,Women,latin,canacona.pdf,data/goa/2017/canacona.pdf,1
Goa,2017,South Goa,Canacona,Cola,IV,ward,Other than Woman,NONE,0,,,General,latin,canacona.pdf,data/goa/2017/canacona.pdf,1
Goa,2017,South Goa,Canacona,Cola,V,ward,Woman,NONE,1,,,Women,latin,canacona.pdf,data/goa/2017/canacona.pdf,1
Goa,2017,South Goa,Canacona,Cola,VI,ward,ST Other than Woman,ST,0,,,ST,latin,canacona.pdf,data/goa/2017/canacona.pdf,2
Goa,2017,South Goa,Canacona,Cola,VII,ward,Other than Woman,NONE,0,,,General,latin,canacona.pdf,data/goa/2017/canacona.pdf,2
Goa,2017,South Goa,Canacona,Cola,VIII,ward,Woman,NONE,1,,,Women,latin,canacona.pdf,data/goa/2017/canacona.pdf,2
Goa,2017,South Goa,Canacona,Cola,IX,ward,ST Other than Woman,ST,0,,,ST,latin,canacona.pdf,data/goa/2017/canacona.pdf,2
Goa,2017,South Goa,Canacona,Shrishthal,I,ward,Other than Woman,NONE,0,,,General,latin,canacona.pdf,data/goa/2017/canacona.pdf,2
Goa,2017,South Goa,Canacona,Shrishthal,II,ward,Other than Woman,NONE,0,,,General,latin,canacona.pdf,data/goa/2017/canacona.pdf,2
Goa,2017,South Goa,Canacona,Shrishthal,IV,ward,Woman,NONE,1,,,Women,latin,canacona.pdf,data/goa/2017/canacona.pdf,3
Goa,2017,South Goa,Canacona,Shrishthal,V,ward,ST Other than Woman,ST,0,,,ST,latin,canacona.pdf,data/goa/2017/canacona.pdf,3
Goa,2017,South Goa,Canacona,Shrishthal,VI,ward,ST Other than Woman,ST,0,,,ST,latin,canacona.pdf,data/goa/2017/canacona.pdf,3
Goa,2017,South Goa,Canacona,Shrishthal,VII,ward,ST Other than Woman,ST,0,,,ST,latin,canacona.pdf,data/goa/2017/canacona.pdf,3
Goa,2017,South Goa,Canacona,Agonda,I,ward,Other than Woman,NONE,0,,,General,latin,canacona.pdf,data/goa/2017/canacona.pdf,3
Goa,2017,South Goa,Canacona,Agonda,II,ward,BC Other than Woman,BC,0,,,OBC,latin,canacona.pdf,data/goa/2017/canacona.pdf,4
Goa,2017,South Goa,Canacona,Agonda,III,ward,ST Woman,ST,1,,,ST Women,latin,canacona.pdf,data/goa/2017/canacona.pdf,4
Goa,2017,South Goa,Canacona,Agonda,V,ward,BC Other than Woman,BC,0,,,OBC,latin,canacona.pdf,data/goa/2017/canacona.pdf,4
Goa,2017,South Goa,Canacona,Agonda,VI,ward,Other than Woman,NONE,0,,,General,latin,canacona.pdf,data/goa/2017/canacona.pdf,4
Goa,2017,South Goa,Canacona,Agonda,VII,ward,Other than Woman,NONE,0,,,General,latin,canacona.pdf,data/goa/2017/canacona.pdf,4
Goa,2017,South Goa,Canacona,Poinguinim,I,ward,ST Other than Woman,ST,0,,,ST,latin,canacona.pdf,data/goa/2017/canacona.pdf,4
Goa,2017,South Goa,Canacona,Poinguinim,II,ward,Other than Woman,NONE,0,,,General,latin,canacona.pdf,data/goa/2017/canacona.pdf,4
Goa,2017,South Goa,Canacona,Poinguinim,IV,ward,ST Other than Woman,ST,0,,,ST,latin,canacona.pdf,data/goa/2017/canacona.pdf,5
Goa,2017,South Goa,Canacona,Poinguinim,VI,ward,Other than Woman,NONE,0,,,General,latin,canacona.pdf,data/goa/2017/canacona.pdf,5
Goa,2017,South Goa,Canacona,Poinguinim,VII,ward,Other than Woman,NONE,0,,,General,latin,canacona.pdf,data/goa/2017/canacona.pdf,5
Goa,2017,South Goa,Canacona,Poinguinim,VIII,ward,Woman,NONE,1,,,Women,latin,canacona.pdf,data/goa/2017/canacona.pdf,5
Goa,2017,South Goa,Canacona,Loliem­Polem,I,ward,Other than Woman,NONE,0,,,General,latin,canacona.pdf,data/goa/2017/canacona.pdf,6
Goa,2017,South Goa,Canacona,Loliem­Polem,II,ward,Other than Woman,NONE,0,,,General,latin,canacona.pdf,data/goa/2017/canacona.pdf,6
Goa,2017,South Goa,Canacona,Loliem­Polem,III,ward,Woman,NONE,1,,,Women,latin,canacona.pdf,data/goa/2017/canacona.pdf,6
Goa,2017,South Goa,Canacona,Loliem­Polem,IV,ward,BC Other than Woman,BC,0,,,OBC,latin,canacona.pdf,data/goa/2017/canacona.pdf,6
Goa,2017,South Goa,Canacona,Loliem­Polem,V,ward,Woman,NONE,1,,,Women,latin,canacona.pdf,data/goa/2017/canacona.pdf,6
Goa,2017,South Goa,Canacona,Loliem­Polem,VI,ward,BC Other than Woman,BC,0,,,OBC,latin,canacona.pdf,data/goa/2017/canacona.pdf,6
Goa,2017,South Goa,Canacona,Loliem­Polem,VII,ward,Other than Woman,NONE,0,,,General,latin,canacona.pdf,data/goa/2017/canacona.pdf,6
Goa,2017,South Goa,Canacona,Loliem­Polem,VIII,ward,Woman,NONE,1,,,Women,latin,canacona.pdf,data/goa/2017/canacona.pdf,7
Goa,2017,South Goa,Canacona,Loliem­Polem,IX,ward,Other than Woman,NONE,0,,,General,latin,canacona.pdf,data/goa/2017/canacona.pdf,7
Goa,2017,South Goa,Canacona,Gaondongrem,I,ward,ST Other than Woman,ST,0,,,ST,latin,canacona.pdf,data/goa/2017/canacona.pdf,7
Goa,2017,South Goa,Canacona,Gaondongrem,II,ward,Other than Woman,NONE,0,,,General,latin,canacona.pdf,data/goa/2017/canacona.pdf,7
Goa,2017,South Goa,Canacona,Gaondongrem,III,ward,Woman,NONE,1,,,Women,latin,canacona.pdf,data/goa/2017/canacona.pdf,7
Goa,2017,South Goa,Canacona,Gaondongrem,IV,ward,Other than Woman,NONE,0,,,General,latin,canacona.pdf,data/goa/2017/canacona.pdf,7
Goa,2017,South Goa,Canacona,Gaondongrem,VII,ward,ST Other than Woman,ST,0,,,ST,latin,canacona.pdf,data/goa/2017/canacona.pdf,8
Goa,2017,South Goa,Canacona,Gaondongrem,VIII,ward,ST Woman,ST,1,,,ST Women,latin,canacona.pdf,data/goa/2017/canacona.pdf,8
Goa,2017,South Goa,Canacona,Gaondongrem,IX,ward,Other than Woman,NONE,0,,,General,latin,canacona.pdf,data/goa/2017/canacona.pdf,8
Goa,2017,South Goa,Canacona,Cotigao,I,ward,ST Other than Woman,ST,0,,,ST,latin,canacona.pdf,data/goa/2017/canacona.pdf,8
Goa,2017,South Goa,Canacona,Cotigao,II,ward,ST Other than Woman,ST,0,,,ST,latin,canacona.pdf,data/goa/2017/canacona.pdf,8
Goa,2017,South Goa,Canacona,Cotigao,III,ward,ST Woman,ST,1,,,ST Women,latin,canacona.pdf,data/goa/2017/canacona.pdf,8
Goa,2017,South Goa,Canacona,Cotigao,IV,ward,Woman,NONE,1,,,Women,latin,canacona.pdf,data/goa/2017/canacona.pdf,8
Goa,2017,South Goa,Canacona,Cotigao,V,ward,Other than Woman,NONE,0,,,General,latin,canacona.pdf,data/goa/2017/canacona.pdf,9
Goa,2017,South Goa,Canacona,Cotigao,VI,ward,ST Other than Woman,ST,0,,,ST,latin,canacona.pdf,data/goa/2017/canacona.pdf,9
Goa,2017,South Goa,Canacona,Cotigao,VII,ward,ST Other than Woman,ST,0,,,ST,latin,canacona.pdf,data/goa/2017/canacona.pdf,9
Goa,2017,South Goa,Mormugao,Sancoale,I,ward,Woman,NONE,1,,,Women,latin,mormugao.pdf,data/goa/2017/mormugao.pdf,1
Goa,2017,South Goa,Mormugao,Sancoale,III,ward,Other than Woman,NONE,0,,,General,latin,mormugao.pdf,data/goa/2017/mormugao.pdf,1
Goa,2017,South Goa,Mormugao,Sancoale,IV,ward,BC Other than Woman,BC,0,,,OBC,latin,mormugao.pdf,data/goa/2017/mormugao.pdf,1
Goa,2017,South Goa,Mormugao,Sancoale,VI,ward,Other than Woman,NONE,0,,,General,latin,mormugao.pdf,data/goa/2017/mormugao.pdf,2
Goa,2017,South Goa,Mormugao,Sancoale,V,ward,Woman,NONE,1,,,Women,latin,mormugao.pdf,data/goa/2017/mormugao.pdf,2
Goa,2017,South Goa,Mormugao,Sancoale,VII,ward,Other than Woman,NONE,0,,,General,latin,mormugao.pdf,data/goa/2017/mormugao.pdf,2
Goa,2017,South Goa,Mormugao,Sancoale,VIII,ward,Woman,NONE,1,,,Women,latin,mormugao.pdf,data/goa/2017/mormugao.pdf,3
Goa,2017,South Goa,Mormugao,Sancoale,IX,ward,Other than Woman,NONE,0,,,General,latin,mormugao.pdf,data/goa/2017/mormugao.pdf,3
Goa,2017,South Goa,Mormugao,Sancoale,X,ward,Other than Woman,NONE,0,,,General,latin,mormugao.pdf,data/goa/2017/mormugao.pdf,3
Goa,2017,South Goa,Mormugao,Sancoale,XI,ward,Other than Woman,NONE,0,,,General,latin,mormugao.pdf,data/goa/2017/mormugao.pdf,4
Goa,2017,South Goa,Mormugao,Chicalim,I,ward,Woman,NONE,1,,,Women,latin,mormugao.pdf,data/goa/2017/mormugao.pdf,4
Goa,2017,South Goa,Mormugao,Chicalim,III,ward,Other than Woman,NONE,0,,,General,latin,mormugao.pdf,data/goa/2017/mormugao.pdf,4
Goa,2017,South Goa,Mormugao,Chicalim,IV,ward,Other than Woman,NONE,0,,,General,latin,mormugao.pdf,data/goa/2017/mormugao.pdf,5
Goa,2017,South Goa,Mormugao,Chicalim,V,ward,Woman,NONE,1,,,Women,latin,mormugao.pdf,data/goa/2017/mormugao.pdf,5
Goa,2017,South Goa,Mormugao,Chicalim,VI,ward,Other than Woman,NONE,0,,,General,latin,mormugao.pdf,data/goa/2017/mormugao.pdf,5
Goa,2017,South Goa,Mormugao,Chicalim,VII,ward,BC Other than Woman,BC,0,,,OBC,latin,mormugao.pdf,data/goa/2017/mormugao.pdf,5
Goa,2017,South Goa,Mormugao,Chicalim,VIII,ward,Woman,NONE,1,,,Women,latin,mormugao.pdf,data/goa/2017/mormugao.pdf,5
Goa,2017,South Goa,Mormugao,Chicalim,IX,ward,BC Other than Woman,BC,0,,,OBC,latin,mormugao.pdf,data/goa/2017/mormugao.pdf,5
Goa,2017,South Goa,Mormugao,Chicalim,X,ward,Other than Woman,NONE,0,,,General,latin,mormugao.pdf,data/goa/2017/mormugao.pdf,5
Goa,2017,South Goa,Mormugao,Chicalim,XI,ward,Other than Woman,NONE,0,,,General,latin,mormugao.pdf,data/goa/2017/mormugao.pdf,5
Goa,2017,South Goa,Mormugao,Cortalim,I,ward,Woman,NONE,1,,,Women,latin,mormugao.pdf,data/goa/2017/mormugao.pdf,6
Goa,2017,South Goa,Mormugao,Cortalim,II,ward,Woman,NONE,1,,,Women,latin,mormugao.pdf,data/goa/2017/mormugao.pdf,6
Goa,2017,South Goa,Mormugao,Cortalim,III,ward,Other than Woman,NONE,0,,,General,latin,mormugao.pdf,data/goa/2017/mormugao.pdf,6
Goa,2017,South Goa,Mormugao,Cortalim,IV,ward,Other than Woman,NONE,0,,,General,latin,mormugao.pdf,data/goa/2017/mormugao.pdf,6
Goa,2017,South Goa,Mormugao,Cortalim,V,ward,Woman,NONE,1,,,Women,latin,mormugao.pdf,data/goa/2017/mormugao.pdf,6
Goa,2017,South Goa,Mormugao,Cortalim,VI,ward,ST Other than Woman,ST,0,,,ST,latin,mormugao.pdf,data/goa/2017/mormugao.pdf,6
Goa,2017,South Goa,Mormugao,Cortalim,VII,ward,ST Other than Woman,ST,0,,,ST,latin,mormugao.pdf,data/goa/2017/mormugao.pdf,7
Goa,2017,South Goa,Mormugao,Cortalim,VIII,ward,Woman,NONE,1,,,Women,latin,mormugao.pdf,data/goa/2017/mormugao.pdf,7
Goa,2017,South Goa,Mormugao,Cortalim,IX,ward,BC Other than Woman,BC,0,,,OBC,latin,mormugao.pdf,data/goa/2017/mormugao.pdf,7
Goa,2017,South Goa,Mormugao,Cortalim,X,ward,BC Other than Woman,BC,0,,,OBC,latin,mormugao.pdf,data/goa/2017/mormugao.pdf,7
Goa,2017,South Goa,Mormugao,Cortalim,XI,ward,ST Other than Woman,ST,0,,,ST,latin,mormugao.pdf,data/goa/2017/mormugao.pdf,7
Goa,2017,South Goa,Mormugao,Arossim­,I,ward,Other than Woman,NONE,0,,,General,latin,mormugao.pdf,data/goa/2017/mormugao.pdf,7
Goa,2017,South Goa,Mormugao,Arossim­,II,ward,Other than Woman,NONE,0,,,General,latin,mormugao.pdf,data/goa/2017/mormugao.pdf,7
Goa,2017,South Goa,Mormugao,Arossim­,IV,ward,Other than Woman,NONE,0,,,General,latin,mormugao.pdf,data/goa/2017/mormugao.pdf,8
Goa,2017,South Goa,Mormugao,Arossim­,V,ward,Woman,NONE,1,,,Women,latin,mormugao.pdf,data/goa/2017/mormugao.pdf,8
Goa,2017,South Goa,Mormugao,Arossim­,VI,ward,Other than Woman,NONE,0,,,General,latin,mormugao.pdf,data/goa/2017/mormugao.pdf,8
Goa,2017,South Goa,Mormugao,Arossim­,VII,ward,Other than Woman,NONE,0,,,General,latin,mormugao.pdf,data/goa/2017/mormugao.pdf,8
Goa,2017,South Goa,Mormugao,Arossim­,VIII,ward,Woman,NONE,1,,,Women,latin,mormugao.pdf,data/goa/2017/mormugao.pdf,8
Goa,2017,South Goa,Mormugao,Arossim­,IX,ward,Other than Woman,NONE,0,,,General,latin,mormugao.pdf,data/goa/2017/mormugao.pdf,8
Goa,2017,South Goa,Mormugao,Issorcim,II,ward,Other than Woman,NONE,0,,,General,latin,mormugao.pdf,data/goa/2017/mormugao.pdf,9
Goa,2017,South Goa,Mormugao,Issorcim,III,ward,Woman,NONE,1,,,Women,latin,mormugao.pdf,data/goa/2017/mormugao.pdf,9
Goa,2017,South Goa,Mormugao,Issorcim,IV,ward,Woman,NONE,1,,,Women,latin,mormugao.pdf,data/goa/2017/mormugao.pdf,9
Goa,2017,South Goa,Mormugao,Issorcim,V,ward,ST Other than Woman,ST,0,,,ST,latin,mormugao.pdf,data/goa/2017/mormugao.pdf,9
Goa,2017,South Goa,Mormugao,Velsao­Pale­,VI,ward,BC Other than Woman,BC,0,,,OBC,latin,mormugao.pdf,data/goa/2017/mormugao.pdf,9
Goa,2017,South Goa,Mormugao,Velsao­Pale­,VII,ward,Other than Woman,NONE,0,,,General,latin,mormugao.pdf,data/goa/2017/mormugao.pdf,9
Goa,2017,South Goa,Mormugao,Chicolna­,I,ward,ST Other than Woman,ST,0,,,ST,latin,mormugao.pdf,data/goa/2017/mormugao.pdf,10
Goa,2017,South Goa,Mormugao,Chicolna­,II,ward,Other than Woman,NONE,0,,,General,latin,mormugao.pdf,data/goa/2017/mormugao.pdf,10
Goa,2017,South Goa,Mormugao,Chicolna­,III,ward,Woman,NONE,1,,,Women,latin,mormugao.pdf,data/goa/2017/mormugao.pdf,10
Goa,2017,South Goa,Mormugao,Chicolna­,IV,ward,Woman,NONE,1,,,Women,latin,mormugao.pdf,data/goa/2017/mormugao.pdf,10
Goa,2017,South Goa,Mormugao,Chicolna­,V,ward,Other than Woman,NONE,0,,,General,latin,mormugao.pdf,data/goa/2017/mormugao.pdf,10
Goa,2017,South Goa,Mormugao,Chicolna­,VI,ward,Other than Woman,NONE,0,,,General,latin,mormugao.pdf,data/goa/2017/mormugao.pdf,10
Goa,2017,South Goa,Mormugao,Chicolna­,VII,ward,Other than Woman,NONE,0,,,General,latin,mormugao.pdf,data/goa/2017/mormugao.pdf,10
Goa,2017,South Goa,Mormugao,Quelossim,I,ward,BC Other than Woman,BC,0,,,OBC,latin,mormugao.pdf,data/goa/2017/mormugao.pdf,10
Goa,2017,South Goa,Mormugao,Quelossim,IV,ward,Woman,NONE,1,,,Women,latin,mormugao.pdf,data/goa/2017/mormugao.pdf,11
Goa,2017,South Goa,Mormugao,Quelossim,V,ward,Other than Woman,NONE,0,,,General,latin,mormugao.pdf,data/goa/2017/mormugao.pdf,11
Goa,2017,South Goa,Mormugao,Quelossim,VI,ward,Other than Woman,NONE,0,,,General,latin,mormugao.pdf,data/goa/2017/mormugao.pdf,11
Goa,2017,South Goa,Mormugao,Quelossim,VII,ward,ST Other than Woman,ST,0,,,ST,latin,mormugao.pdf,data/goa/2017/mormugao.pdf,11
Goa,2017,North Goa,Pernem,Dhargalim,I,ward,Other than Woman,NONE,0,,,General,latin,pernem.pdf,data/goa/2017/pernem.pdf,13
Goa,2017,North Goa,Pernem,Tuem,I,ward,BC Other than Woman,BC,0,,,OBC,latin,pernem.pdf,data/goa/2017/pernem.pdf,15
Goa,2017,North Goa,Pernem,Tuem,VII,ward,SC Other than Woman,SC,0,,,SC,latin,pernem.pdf,data/goa/2017/pernem.pdf,15
Goa,2017,North Goa,Pernem,Casne­Amberem­,I,ward,BC Other than Woman,BC,0,,,OBC,latin,pernem.pdf,data/goa/2017/pernem.pdf,17
Goa,2017,North Goa,Pernem,Tamboxem­Mopa­,I,ward,Other than Woman,NONE,0,,,General,latin,pernem.pdf,data/goa/2017/pernem.pdf,18
Goa,2017,North Goa,Pernem,Torxem,I,ward,Other than Woman,NONE,0,,,General,latin,pernem.pdf,data/goa/2017/pernem.pdf,19
Goa,2017,North Goa,Pernem,Ibrampur­Hankhane,I,ward,BC Other than Woman,BC,0,,,OBC,latin,pernem.pdf,data/goa/2017/pernem.pdf,20
Goa,2017,North Goa,Pernem,Ibrampur­Hankhane,VII,ward,Other than Woman,NONE,0,,,General,latin,pernem.pdf,data/goa/2017/pernem.pdf,20
Goa,2017,North Goa,Pernem,Ozarim,I,ward,Woman,NONE,1,,,Women,latin,pernem.pdf,data/goa/2017/pernem.pdf,20
Goa,2017,North Goa,Pernem,Ozarim,III,ward,Woman,NONE,1,,,Women,latin,pernem.pdf,data/goa/2017/pernem.pdf,20
Goa,2017,North Goa,Pernem,Varkhand­Nagzar,I,ward,Other than Woman,NONE,0,,,General,latin,pernem.pdf,data/goa/2017/pernem.pdf,21
Goa,2017,North Goa,Pernem,Varkhand­Nagzar,III,ward,Woman,NONE,1,,,Women,latin,pernem.pdf,data/goa/2017/pernem.pdf,21
Goa,2017,South Goa,Quepem,Balli­Adnem,I,ward,ST Other than Woman,ST,0,,,ST,latin,quepem.pdf,data/goa/2017/quepem.pdf,1
Goa,2017,South Goa,Quepem,Balli­Adnem,II,ward,ST Other than Woman,ST,0,,,ST,latin,quepem.pdf,data/goa/2017/quepem.pdf,1
Goa,2017,South Goa,Quepem,Balli­Adnem,III,ward,Woman,NONE,1,,,Women,latin,quepem.pdf,data/goa/2017/quepem.pdf,1
Goa,2017,South Goa,Quepem,Balli­Adnem,IV,ward,BC Other than Woman,BC,0,,,OBC,latin,quepem.pdf,data/goa/2017/quepem.pdf,1
Goa,2017,South Goa,Quepem,Balli­Adnem,V,ward,Woman,NONE,1,,,Women,latin,quepem.pdf,data/goa/2017/quepem.pdf,1
Goa,2017,South Goa,Quepem,Balli­Adnem,VI,ward,BC Other than Woman,BC,0,,,OBC,latin,quepem.pdf,data/goa/2017/quepem.pdf,2
Goa,2017,South Goa,Quepem,Balli­Adnem,VII,ward,Other than Woman,NONE,0,,,General,latin,quepem.pdf,data/goa/2017/quepem.pdf,2
Goa,2017,South Goa,Quepem,Balli­Adnem,VIII,ward,Woman,NONE,1,,,Women,latin,quepem.pdf,data/goa/2017/quepem.pdf,2
Goa,2017,South Goa,Quepem,Balli­Adnem,IX,ward,Other than Woman,NONE,0,,,General,latin,quepem.pdf,data/goa/2017/quepem.pdf,2
