state,year,district,block,gram_panchayat,ward_no,tier,tier_local,reservation,caste_reservation,woman_reserved,winner,votes,reservation_raw,script,source_pdf,source_path,source_page
Goa,2022,North Goa,Bicholim,Advalpal,III,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,4
Goa,2022,North Goa,Bicholim,Advalpal,IV,gp_ward,ward,SC Other than Woman,SC,0,,,SC,latin,list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,4
Goa,2022,North Goa,Bicholim,Advalpal,V,gp_ward,ward,Woman,NONE,1,,,Women,latin,list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,4
Goa,2022,North Goa,Bicholim,Karapur- Sarvan,I,gp_ward,ward,BC Other than Woman,BC,0,,,OBC,latin,list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,5
Goa,2022,North Goa,Bicholim,Karapur- Sarvan,II,gp_ward,ward,BC Woman,BC,1,,,OBC Women,latin,list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,5
Goa,2022,North Goa,Bicholim,Karapur- Sarvan,III,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,5
Goa,2022,North Goa,Bicholim,Karapur- Sarvan,IV,gp_ward,ward,BC Woman,BC,1,,,OBC Women,latin,list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,5
Goa,2022,North Goa,Bicholim,Karapur- Sarvan,V,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,5
Goa,2022,North Goa,Bicholim,Karapur- Sarvan,VI,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,5
Goa,2022,North Goa,Bicholim,Karapur- Sarvan,VII,gp_ward,ward,ST Other than Woman,ST,0,,,ST,latin,list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,6
Goa,2022,North Goa,Bicholim,Karapur- Sarvan,VIII,gp_ward,ward,BC Other than Woman,BC,0,,,OBC,latin,list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,6
Goa,2022,North Goa,Bicholim,Karapur- Sarvan,IX,gp_ward,ward,Woman,NONE,1,,,Women,latin,list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,6
Goa,2022,North Goa,Bicholim,Karapur- Sarvan,X,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,6
Goa,2022,North Goa,Bicholim,Karapur- Sarvan,XI,gp_ward,ward,Woman,NONE,1,,,Women,latin,list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,6
Goa,2022,North Goa,Bicholim,Ona- Maulinguem- Curchirem,I,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,6
Goa,2022,North Goa,Bicholim,Ona- Maulinguem- Curchirem,II,gp_ward,ward,Woman,NONE,1,,,Women,latin,list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,6
Goa,2022,North Goa,Bicholim,Ona- Maulinguem- Curchirem,III,gp_ward,ward,SC Other than Woman,SC,0,,,SC,latin,list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,6
Goa,2022,North Goa,Bicholim,Ona- Maulinguem- Curchirem,IV,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,6
Goa,2022,North Goa,Bicholim,Ona- Maulinguem- Curchirem,V,gp_ward,ward,Woman,NONE,1,,,Women,latin,list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,7
Goa,2022,North Goa,Bicholim,Ona- Maulinguem- Curchirem,VI,gp_ward,ward,BC Other than Woman,BC,0,,,OBC,latin,list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,7
Goa,2022,North Goa,Bicholim,Ona- Maulinguem- Curchirem,VII,gp_ward,ward,BC Woman,BC,1,,,OBC Women,latin,list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,7
Goa,2022,North Goa,Bicholim,Cudnem,I,gp_ward,ward,BC Woman,BC,1,,,OBC Women,latin,list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,7
Goa,2022,North Goa,Bicholim,Cudnem,II,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,7
Goa,2022,North Goa,Bicholim,Cudnem,III,gp_ward,ward,BC Other than Woman,BC,0,,,OBC,latin,list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,7
Goa,2022,North Goa,Bicholim,Cudnem,IV,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,7
Goa,2022,North Goa,Bicholim,Cudnem,V,gp_ward,ward,Woman,NONE,1,,,Women,latin,list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,7
Goa,2022,North Goa,Bicholim,Cudnem,VI,gp_ward,ward,Woman,NONE,1,,,Women,latin,list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,7
Goa,2022,North Goa,Bicholim,Cudnem,VII,gp_ward,ward,BC Other than Woman,BC,0,,,OBC,latin,list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,8
Goa,2022,North Goa,Bicholim,Piligao,I,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,8
Goa,2022,North Goa,Bicholim,Piligao,II,gp_ward,ward,BC Other than Woman,BC,0,,,OBC,latin,list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,8
Goa,2022,North Goa,Bicholim,Piligao,III,gp_ward,ward,ST Other than Woman,ST,0,,,ST,latin,list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,8
Goa,2022,North Goa,Bicholim,Piligao,IV,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,8
Goa,2022,North Goa,Bicholim,Piligao,V,gp_ward,ward,Woman,NONE,1,,,Women,latin,list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,8
Goa,2022,North Goa,Bicholim,Piligao,VI,gp_ward,ward,ST Woman,ST,1,,,ST Women,latin,list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,8
Goa,2022,North Goa,Bicholim,Piligao,VII,gp_ward,ward,Woman,NONE,1,,,Women,latin,list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,8
Goa,2022,North Goa,Bicholim,Maem- Vainguinim,I,gp_ward,ward,BC Other than Woman,BC,0,,,OBC,latin,list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,8
Goa,2022,North Goa,Bicholim,Maem- Vainguinim,II,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,9
Goa,2022,North Goa,Bicholim,Maem- Vainguinim,III,gp_ward,ward,Woman,NONE,1,,,Women,latin,list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,9
Goa,2022,North Goa,Bicholim,Maem- Vainguinim,IV,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,9
Goa,2022,North Goa,Bicholim,Maem- Vainguinim,V,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,9
Goa,2022,North Goa,Bicholim,Maem- Vainguinim,VI,gp_ward,ward,BC Other than Woman,BC,0,,,OBC,latin,list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,9
Goa,2022,North Goa,Bicholim,Maem- Vainguinim,VII,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,9
Goa,2022,North Goa,Bicholim,Maem- Vainguinim,VIII,gp_ward,ward,BC Other than Woman,BC,0,,,OBC,latin,list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,9
Goa,2022,North Goa,Bicholim,Maem- Vainguinim,IX,gp_ward,ward,Woman,NONE,1,,,Women,latin,list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,10
Goa,2022,North Goa,Bicholim,Maem- Vainguinim,X,gp_ward,ward,BC Woman,BC,1,,,OBC Women,latin,list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,10
Goa,2022,North Goa,Bicholim,Maem- Vainguinim,XI,gp_ward,ward,BC Woman,BC,1,,,OBC Women,latin,list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,10
Goa,2022,North Goa,Bicholim,Sirigao,I,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,10
Goa,2022,North Goa,Bicholim,Sirigao,II,gp_ward,ward,Woman,NONE,1,,,Women,latin,list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,10
Goa,2022,North Goa,Bicholim,Sirigao,III,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,10
Goa,2022,North Goa,Bicholim,Sirigao,V,gp_ward,ward,BC Other than Woman,BC,0,,,OBC,latin,list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,11
Goa,2022,North Goa,Bicholim,Naroa,I,gp_ward,ward,ST Other than Woman,ST,0,,,ST,latin,list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,11
Goa,2022,North Goa,Bicholim,Naroa,II,gp_ward,ward,Woman,NONE,1,,,Women,latin,list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,11
Goa,2022,North Goa,Bicholim,Naroa,III,gp_ward,ward,BC Other than Woman,BC,0,,,OBC,latin,list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,11
Goa,2022,North Goa,Bicholim,Naroa,IV,gp_ward,ward,Woman,NONE,1,,,Women,latin,list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,11
Goa,2022,North Goa,Bicholim,Naroa,V,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,11
Goa,2022,North Goa,Bicholim,Pale-Kotambi,I,gp_ward,ward,BC Other than Woman,BC,0,,,OBC,latin,list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,11
Goa,2022,North Goa,Bicholim,Pale-Kotambi,II,gp_ward,ward,Woman,NONE,1,,,Women,latin,list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,12
Goa,2022,North Goa,Bicholim,Pale-Kotambi,III,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,12
Goa,2022,North Goa,Bicholim,Pale-Kotambi,IV,gp_ward,ward,ST Other than Woman,ST,0,,,ST,latin,list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,12
Goa,2022,North Goa,Bicholim,Pale-Kotambi,V,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,12
Goa,2022,North Goa,Bicholim,Pale-Kotambi,VI,gp_ward,ward,BC Woman,BC,1,,,OBC Women,latin,list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,12
Goa,2022,North Goa,Bicholim,Pale-Kotambi,VII,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,13
Goa,2022,North Goa,Bicholim,Pale-Kotambi,VIII,gp_ward,ward,BC Other than Woman,BC,0,,,OBC,latin,list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,13
Goa,2022,North Goa,Bicholim,Pale-Kotambi,IX,gp_ward,ward,Woman,NONE,1,,,Women,latin,list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,13
Goa,2022,North Goa,Bicholim,Surla,I,gp_ward,ward,Woman,NONE,1,,,Women,latin,list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,13
Goa,2022,North Goa,Bicholim,Surla,II,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,13
Goa,2022,North Goa,Bicholim,Surla,III,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,14
Goa,2022,North Goa,Bicholim,Surla,IV,gp_ward,ward,ST Woman,ST,1,,,ST Women,latin,list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,14
Goa,2022,North Goa,Bicholim,Surla,V,gp_ward,ward,ST Other than Woman,ST,0,,,ST,latin,list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,14
Goa,2022,North Goa,Bicholim,Surla,VI,gp_ward,ward,Woman,NONE,1,,,Women,latin,list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,14
Goa,2022,North Goa,Bicholim,Surla,VII,gp_ward,ward,ST Other than Woman,ST,0,,,ST,latin,list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,14
Goa,2022,North Goa,Bicholim,Amona,I,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,14
Goa,2022,North Goa,Bicholim,Amona,II,gp_ward,ward,Woman,NONE,1,,,Women,latin,list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,14
Goa,2022,North Goa,Bicholim,Amona,III,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,14
Goa,2022,North Goa,Bicholim,Amona,IV,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,15
Goa,2022,North Goa,Bicholim,Amona,V,gp_ward,ward,BC Woman,BC,1,,,OBC Women,latin,list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,15
Goa,2022,North Goa,Bicholim,Amona,VI,gp_ward,ward,BC Other than Woman,BC,0,,,OBC,latin,list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,15
Goa,2022,North Goa,Bicholim,Amona,VII,gp_ward,ward,Woman,NONE,1,,,Women,latin,list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,15
Goa,2022,North Goa,Bicholim,Navelim,I,gp_ward,ward,Woman,NONE,1,,,Women,latin,list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,15
Goa,2022,North Goa,Bicholim,Navelim,II,gp_ward,ward,Woman,NONE,1,,,Women,latin,list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,15
Goa,2022,North Goa,Bicholim,Navelim,III,gp_ward,ward,BC Other than Woman,BC,0,,,OBC,latin,list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,16
Goa,2022,North Goa,Bicholim,Navelim,IV,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,16
Goa,2022,North Goa,Bicholim,Navelim,V,gp_ward,ward,Woman,NONE,1,,,Women,latin,list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,16
Goa,2022,North Goa,Bicholim,Navelim,VI,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,16
Goa,2022,North Goa,Bicholim,Navelim,VII,gp_ward,ward,ST Other than Woman,ST,0,,,ST,latin,list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,16
Goa,2022,North Goa,Bicholim,Velguem,I,gp_ward,ward,BC Woman,BC,1,,,OBC Women,latin,list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,17
Goa,2022,North Goa,Bicholim,Velguem,II,gp_ward,ward,Woman,NONE,1,,,Women,latin,list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,17
Goa,2022,North Goa,Bicholim,Velguem,III,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,17
Goa,2022,North Goa,Bicholim,Velguem,IV,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,17
Goa,2022,North Goa,Bicholim,Velguem,V,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,17
Goa,2022,North Goa,Bicholim,Velguem,VI,gp_ward,ward,Woman,NONE,1,,,Women,latin,list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,17
Goa,2022,North Goa,Bicholim,Velguem,VII,gp_ward,ward,BC Other than Woman,BC,0,,,OBC,latin,list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Bicholimvp_2022.pdf,17
Goa,2022,South Goa,Dharbandora,Kirlapal- Dabal,I,gp_ward,ward,ST Woman,ST,1,,,ST Women,latin,list-of-validly-nominated-candidates-Dharbandoravp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Dharbandoravp_2022.pdf,1
Goa,2022,South Goa,Dharbandora,Kirlapal- Dabal,II,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-Dharbandoravp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Dharbandoravp_2022.pdf,1
Goa,2022,South Goa,Dharbandora,Kirlapal- Dabal,III,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-Dharbandoravp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Dharbandoravp_2022.pdf,1
Goa,2022,South Goa,Dharbandora,Kirlapal- Dabal,IV,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-Dharbandoravp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Dharbandoravp_2022.pdf,1
Goa,2022,South Goa,Dharbandora,Kirlapal- Dabal,V,gp_ward,ward,ST Other than Woman,ST,0,,,ST,latin,list-of-validly-nominated-candidates-Dharbandoravp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Dharbandoravp_2022.pdf,1
Goa,2022,South Goa,Dharbandora,Kirlapal- Dabal,VI,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-Dharbandoravp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Dharbandoravp_2022.pdf,2
Goa,2022,South Goa,Dharbandora,Kirlapal- Dabal,VII,gp_ward,ward,ST Woman,ST,1,,,ST Women,latin,list-of-validly-nominated-candidates-Dharbandoravp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Dharbandoravp_2022.pdf,2
Goa,2022,South Goa,Dharbandora,Kirlapal- Dabal,VIII,gp_ward,ward,ST Other than Woman,ST,0,,,ST,latin,list-of-validly-nominated-candidates-Dharbandoravp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Dharbandoravp_2022.pdf,2
Goa,2022,South Goa,Dharbandora,Kirlapal- Dabal,IX,gp_ward,ward,Woman,NONE,1,,,Women,latin,list-of-validly-nominated-candidates-Dharbandoravp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Dharbandoravp_2022.pdf,2
Goa,2022,South Goa,Dharbandora,Dharbandora,I,gp_ward,ward,Woman,NONE,1,,,Women,latin,list-of-validly-nominated-candidates-Dharbandoravp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Dharbandoravp_2022.pdf,2
Goa,2022,South Goa,Dharbandora,Dharbandora,II,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-Dharbandoravp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Dharbandoravp_2022.pdf,2
Goa,2022,South Goa,Dharbandora,Dharbandora,III,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-Dharbandoravp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Dharbandoravp_2022.pdf,3
Goa,2022,South Goa,Dharbandora,Dharbandora,IV,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-Dharbandoravp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Dharbandoravp_2022.pdf,3
Goa,2022,South Goa,Dharbandora,Dharbandora,V,gp_ward,ward,ST Other than Woman,ST,0,,,ST,latin,list-of-validly-nominated-candidates-Dharbandoravp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Dharbandoravp_2022.pdf,3
Goa,2022,South Goa,Dharbandora,Dharbandora,VI,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-Dharbandoravp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Dharbandoravp_2022.pdf,3
Goa,2022,South Goa,Dharbandora,Dharbandora,VII,gp_ward,ward,ST Woman,ST,1,,,ST Women,latin,list-of-validly-nominated-candidates-Dharbandoravp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Dharbandoravp_2022.pdf,4
