state,year,district,block,gram_panchayat,ward_no,tier,tier_local,reservation,caste_reservation,woman_reserved,winner,votes,reservation_raw,script,source_pdf,source_path,source_page
Goa,2022,North Goa,Pernem,Tuem,IV,gp_ward,ward,BC Other than Woman,BC,0,,,OBC,latin,list-of-validly-nominated-candidates-pernemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-pernemvp_2022.pdf,19
Goa,2022,North Goa,Pernem,Tuem,V,gp_ward,ward,Woman,NONE,1,,,Women,latin,list-of-validly-nominated-candidates-pernemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-pernemvp_2022.pdf,19
Goa,2022,North Goa,Pernem,Tuem,VI,gp_ward,ward,Woman,NONE,1,,,Women,latin,list-of-validly-nominated-candidates-pernemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-pernemvp_2022.pdf,19
Goa,2022,North Goa,Pernem,Tuem,VII,gp_ward,ward,BC Other than Woman,BC,0,,,OBC,latin,list-of-validly-nominated-candidates-pernemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-pernemvp_2022.pdf,19
Goa,2022,North Goa,Pernem,Virnoda,I,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-pernemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-pernemvp_2022.pdf,19
Goa,2022,North Goa,Pernem,Virnoda,II,gp_ward,ward,BC Other than Woman,BC,0,,,OBC,latin,list-of-validly-nominated-candidates-pernemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-pernemvp_2022.pdf,20
Goa,2022,North Goa,Pernem,Virnoda,III,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-pernemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-pernemvp_2022.pdf,20
Goa,2022,North Goa,Pernem,Virnoda,IV,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-pernemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-pernemvp_2022.pdf,20
Goa,2022,North Goa,Pernem,Virnoda,V,gp_ward,ward,Woman,NONE,1,,,Women,latin,list-of-validly-nominated-candidates-pernemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-pernemvp_2022.pdf,20
Goa,2022,North Goa,Pernem,Virnoda,VI,gp_ward,ward,Woman,NONE,1,,,Women,latin,list-of-validly-nominated-candidates-pernemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-pernemvp_2022.pdf,20
Goa,2022,North Goa,Pernem,Virnoda,VII,gp_ward,ward,Woman,NONE,1,,,Women,latin,list-of-validly-nominated-candidates-pernemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-pernemvp_2022.pdf,20
Goa,2022,North Goa,Pernem,Casne- Amberem- Porascadem,I,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-pernemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-pernemvp_2022.pdf,20
Goa,2022,North Goa,Pernem,Casne- Amberem- Porascadem,II,gp_ward,ward,Woman,NONE,1,,,Women,latin,list-of-validly-nominated-candidates-pernemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-pernemvp_2022.pdf,21
Goa,2022,North Goa,Pernem,Casne- Amberem- Porascadem,III,gp_ward,ward,BC Other than Woman,BC,0,,,OBC,latin,list-of-validly-nominated-candidates-pernemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-pernemvp_2022.pdf,21
Goa,2022,North Goa,Pernem,Casne- Amberem- Porascadem,IV,gp_ward,ward,SC Other than Woman,SC,0,,,SC,latin,list-of-validly-nominated-candidates-pernemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-pernemvp_2022.pdf,21
Goa,2022,North Goa,Pernem,Casne- Amberem- Porascadem,V,gp_ward,ward,BC Woman,BC,1,,,OBC Women,latin,list-of-validly-nominated-candidates-pernemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-pernemvp_2022.pdf,21
Goa,2022,North Goa,Pernem,Casne- Amberem- Porascadem,VI,gp_ward,ward,Woman,NONE,1,,,Women,latin,list-of-validly-nominated-candidates-pernemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-pernemvp_2022.pdf,22
Goa,2022,North Goa,Pernem,Casne- Amberem- Porascadem,VII,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-pernemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-pernemvp_2022.pdf,22
Goa,2022,North Goa,Pernem,Tamboxem- Mopa- Ugvem,I,gp_ward,ward,BC Woman,BC,1,,,OBC Women,latin,list-of-validly-nominated-candidates-pernemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-pernemvp_2022.pdf,22
Goa,2022,North Goa,Pernem,Tamboxem- Mopa- Ugvem,II,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-pernemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-pernemvp_2022.pdf,22
Goa,2022,North Goa,Pernem,Tamboxem- Mopa- Ugvem,III,gp_ward,ward,SC Other than Woman,SC,0,,,SC,latin,list-of-validly-nominated-candidates-pernemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-pernemvp_2022.pdf,22
Goa,2022,North Goa,Pernem,Tamboxem- Mopa- Ugvem,IV,gp_ward,ward,BC Other than Woman,BC,0,,,OBC,latin,list-of-validly-nominated-candidates-pernemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-pernemvp_2022.pdf,22
Goa,2022,North Goa,Pernem,Tamboxem- Mopa- Ugvem,V,gp_ward,ward,Woman,NONE,1,,,Women,latin,list-of-validly-nominated-candidates-pernemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-pernemvp_2022.pdf,23
Goa,2022,North Goa,Pernem,Tamboxem- Mopa- Ugvem,VI,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-pernemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-pernemvp_2022.pdf,23
Goa,2022,North Goa,Pernem,Tamboxem- Mopa- Ugvem,VII,gp_ward,ward,Woman,NONE,1,,,Women,latin,list-of-validly-nominated-candidates-pernemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-pernemvp_2022.pdf,23
Goa,2022,North Goa,Pernem,Torxem,I,gp_ward,ward,BC Woman,BC,1,,,OBC Women,latin,list-of-validly-nominated-candidates-pernemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-pernemvp_2022.pdf,23
Goa,2022,North Goa,Pernem,Torxem,II,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-pernemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-pernemvp_2022.pdf,23
Goa,2022,North Goa,Pernem,Torxem,III,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-pernemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-pernemvp_2022.pdf,24
Goa,2022,North Goa,Pernem,Torxem,IV,gp_ward,ward,BC Other than Woman,BC,0,,,OBC,latin,list-of-validly-nominated-candidates-pernemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-pernemvp_2022.pdf,24
Goa,2022,North Goa,Pernem,Torxem,V,gp_ward,ward,Woman,NONE,1,,,Women,latin,list-of-validly-nominated-candidates-pernemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-pernemvp_2022.pdf,24
Goa,2022,North Goa,Pernem,Torxem,VI,gp_ward,ward,Woman,NONE,1,,,Women,latin,list-of-validly-nominated-candidates-pernemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-pernemvp_2022.pdf,24
Goa,2022,North Goa,Pernem,Torxem,VII,gp_ward,ward,SC Other than Woman,SC,0,,,SC,latin,list-of-validly-nominated-candidates-pernemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-pernemvp_2022.pdf,24
Goa,2022,North Goa,Pernem,Ibrampur- Hankhane,I,gp_ward,ward,SC Other than Woman,SC,0,,,SC,latin,list-of-validly-nominated-candidates-pernemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-pernemvp_2022.pdf,24
Goa,2022,North Goa,Pernem,Ibrampur- Hankhane,II,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-pernemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-pernemvp_2022.pdf,24
Goa,2022,North Goa,Pernem,Ibrampur- Hankhane,III,gp_ward,ward,BC Other than Woman,BC,0,,,OBC,latin,list-of-validly-nominated-candidates-pernemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-pernemvp_2022.pdf,25
Goa,2022,North Goa,Pernem,Ibrampur- Hankhane,IV,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-pernemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-pernemvp_2022.pdf,25
Goa,2022,North Goa,Pernem,Ibrampur- Hankhane,V,gp_ward,ward,Woman,NONE,1,,,Women,latin,list-of-validly-nominated-candidates-pernemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-pernemvp_2022.pdf,25
Goa,2022,North Goa,Pernem,Ibrampur- Hankhane,VI,gp_ward,ward,Woman,NONE,1,,,Women,latin,list-of-validly-nominated-candidates-pernemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-pernemvp_2022.pdf,25
Goa,2022,North Goa,Pernem,Ibrampur- Hankhane,VII,gp_ward,ward,BC Woman,BC,1,,,OBC Women,latin,list-of-validly-nominated-candidates-pernemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-pernemvp_2022.pdf,25
Goa,2022,North Goa,Pernem,Ozarim,I,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-pernemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-pernemvp_2022.pdf,25
Goa,2022,North Goa,Pernem,Ozarim,II,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-pernemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-pernemvp_2022.pdf,26
Goa,2022,North Goa,Pernem,Ozarim,III,gp_ward,ward,BC Other than Woman,BC,0,,,OBC,latin,list-of-validly-nominated-candidates-pernemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-pernemvp_2022.pdf,26
Goa,2022,North Goa,Pernem,Ozarim,IV,gp_ward,ward,Woman,NONE,1,,,Women,latin,list-of-validly-nominated-candidates-pernemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-pernemvp_2022.pdf,26
Goa,2022,North Goa,Pernem,Ozarim,V,gp_ward,ward,BC Woman,BC,1,,,OBC Women,latin,list-of-validly-nominated-candidates-pernemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-pernemvp_2022.pdf,26
Goa,2022,North Goa,Pernem,Varkhand- Nagzar,I,gp_ward,ward,BC Other than Woman,BC,0,,,OBC,latin,list-of-validly-nominated-candidates-pernemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-pernemvp_2022.pdf,26
Goa,2022,North Goa,Pernem,Varkhand- Nagzar,II,gp_ward,ward,Woman,NONE,1,,,Women,latin,list-of-validly-nominated-candidates-pernemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-pernemvp_2022.pdf,26
Goa,2022,North Goa,Pernem,Varkhand- Nagzar,III,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-pernemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-pernemvp_2022.pdf,26
Goa,2022,North Goa,Pernem,Varkhand- Nagzar,IV,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-pernemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-pernemvp_2022.pdf,27
Goa,2022,North Goa,Pernem,Varkhand- Nagzar,V,gp_ward,ward,BC Other than Woman,BC,0,,,OBC,latin,list-of-validly-nominated-candidates-pernemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-pernemvp_2022.pdf,27
Goa,2022,North Goa,Pernem,Varkhand- Nagzar,VI,gp_ward,ward,Woman,NONE,1,,,Women,latin,list-of-validly-nominated-candidates-pernemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-pernemvp_2022.pdf,27
Goa,2022,North Goa,Pernem,Varkhand- Nagzar,VII,gp_ward,ward,BC Woman,BC,1,,,OBC Women,latin,list-of-validly-nominated-candidates-pernemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-pernemvp_2022.pdf,27
Goa,2022,South Goa,Sanguem,Sanvordem,I,gp_ward,ward,BC Woman,BC,1,,,OBC Women,latin,list-of-validly-nominated-candidates-sanguemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-sanguemvp_2022.pdf,1
Goa,2022,South Goa,Sanguem,Sanvordem,II,gp_ward,ward,Woman,NONE,1,,,Women,latin,list-of-validly-nominated-candidates-sanguemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-sanguemvp_2022.pdf,1
Goa,2022,South Goa,Sanguem,Sanvordem,III,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-sanguemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-sanguemvp_2022.pdf,1
Goa,2022,South Goa,Sanguem,Sanvordem,IV,gp_ward,ward,BC Other than Woman,BC,0,,,OBC,latin,list-of-validly-nominated-candidates-sanguemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-sanguemvp_2022.pdf,1
Goa,2022,South Goa,Sanguem,Sanvordem,V,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-sanguemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-sanguemvp_2022.pdf,2
Goa,2022,South Goa,Sanguem,Sanvordem,VI,gp_ward,ward,Woman,NONE,1,,,Women,latin,list-of-validly-nominated-candidates-sanguemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-sanguemvp_2022.pdf,2
Goa,2022,South Goa,Sanguem,Sanvordem,VII,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-sanguemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-sanguemvp_2022.pdf,2
Goa,2022,South Goa,Sanguem,Sanvordem,VIII,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-sanguemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-sanguemvp_2022.pdf,2
Goa,2022,South Goa,Sanguem,Sanvordem,IX,gp_ward,ward,BC Other than Woman,BC,0,,,OBC,latin,list-of-validly-nominated-candidates-sanguemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-sanguemvp_2022.pdf,3
Goa,2022,South Goa,Sanguem,Calem,I,gp_ward,ward,ST Other than Woman,ST,0,,,ST,latin,list-of-validly-nominated-candidates-sanguemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-sanguemvp_2022.pdf,3
Goa,2022,South Goa,Sanguem,Calem,II,gp_ward,ward,BC Other than Woman,BC,0,,,OBC,latin,list-of-validly-nominated-candidates-sanguemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-sanguemvp_2022.pdf,3
Goa,2022,South Goa,Sanguem,Calem,III,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-sanguemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-sanguemvp_2022.pdf,3
Goa,2022,South Goa,Sanguem,Calem,IV,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-sanguemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-sanguemvp_2022.pdf,3
Goa,2022,South Goa,Sanguem,Calem,V,gp_ward,ward,BC Woman,BC,1,,,OBC Women,latin,list-of-validly-nominated-candidates-sanguemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-sanguemvp_2022.pdf,4
Goa,2022,South Goa,Sanguem,Calem,VI,gp_ward,ward,Woman,NONE,1,,,Women,latin,list-of-validly-nominated-candidates-sanguemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-sanguemvp_2022.pdf,4
Goa,2022,South Goa,Sanguem,Calem,VII,gp_ward,ward,Woman,NONE,1,,,Women,latin,list-of-validly-nominated-candidates-sanguemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-sanguemvp_2022.pdf,4
Goa,2022,South Goa,Sanguem,Rivona,I,gp_ward,ward,ST Woman,ST,1,,,ST Women,latin,list-of-validly-nominated-candidates-sanguemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-sanguemvp_2022.pdf,4
Goa,2022,South Goa,Sanguem,Rivona,II,gp_ward,ward,Woman,NONE,1,,,Women,latin,list-of-validly-nominated-candidates-sanguemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-sanguemvp_2022.pdf,4
Goa,2022,South Goa,Sanguem,Rivona,III,gp_ward,ward,ST Other than Woman,ST,0,,,ST,latin,list-of-validly-nominated-candidates-sanguemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-sanguemvp_2022.pdf,4
Goa,2022,South Goa,Sanguem,Rivona,IV,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-sanguemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-sanguemvp_2022.pdf,4
Goa,2022,South Goa,Sanguem,Rivona,V,gp_ward,ward,ST Other than Woman,ST,0,,,ST,latin,list-of-validly-nominated-candidates-sanguemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-sanguemvp_2022.pdf,5
Goa,2022,South Goa,Sanguem,Rivona,VI,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-sanguemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-sanguemvp_2022.pdf,5
Goa,2022,South Goa,Sanguem,Rivona,VII,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-sanguemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-sanguemvp_2022.pdf,5
Goa,2022,South Goa,Sanguem,Rivona,VIII,gp_ward,ward,BC Other than Woman,BC,0,,,OBC,latin,list-of-validly-nominated-candidates-sanguemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-sanguemvp_2022.pdf,5
Goa,2022,South Goa,Sanguem,Rivona,IX,gp_ward,ward,Woman,NONE,1,,,Women,latin,list-of-validly-nominated-candidates-sanguemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-sanguemvp_2022.pdf,5
Goa,2022,South Goa,Sanguem,Uguem,I,gp_ward,ward,BC Other than Woman,BC,0,,,OBC,latin,list-of-validly-nominated-candidates-sanguemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-sanguemvp_2022.pdf,6
Goa,2022,South Goa,Sanguem,Uguem,II,gp_ward,ward,Woman,NONE,1,,,Women,latin,list-of-validly-nominated-candidates-sanguemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-sanguemvp_2022.pdf,6
Goa,2022,South Goa,Sanguem,Uguem,III,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-sanguemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-sanguemvp_2022.pdf,6
Goa,2022,South Goa,Sanguem,Uguem,IV,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-sanguemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-sanguemvp_2022.pdf,6
Goa,2022,South Goa,Sanguem,Uguem,V,gp_ward,ward,BC Woman,BC,1,,,OBC Women,latin,list-of-validly-nominated-candidates-sanguemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-sanguemvp_2022.pdf,7
Goa,2022,South Goa,Sanguem,Uguem,VI,gp_ward,ward,ST Other than Woman,ST,0,,,ST,latin,list-of-validly-nominated-candidates-sanguemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-sanguemvp_2022.pdf,7
Goa,2022,South Goa,Sanguem,Uguem,VII,gp_ward,ward,Woman,NONE,1,,,Women,latin,list-of-validly-nominated-candidates-sanguemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-sanguemvp_2022.pdf,7
Goa,2022,South Goa,Sanguem,Netorlim,I,gp_ward,ward,BC Other than Woman,BC,0,,,OBC,latin,list-of-validly-nominated-candidates-sanguemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-sanguemvp_2022.pdf,7
Goa,2022,South Goa,Sanguem,Netorlim,II,gp_ward,ward,Woman,NONE,1,,,Women,latin,list-of-validly-nominated-candidates-sanguemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-sanguemvp_2022.pdf,7
Goa,2022,South Goa,Sanguem,Netorlim,III,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-sanguemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-sanguemvp_2022.pdf,7
Goa,2022,South Goa,Sanguem,Netorlim,IV,gp_ward,ward,ST Other than Woman,ST,0,,,ST,latin,list-of-validly-nominated-candidates-sanguemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-sanguemvp_2022.pdf,7
Goa,2022,South Goa,Sanguem,Netorlim,V,gp_ward,ward,Woman,NONE,1,,,Women,latin,list-of-validly-nominated-candidates-sanguemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-sanguemvp_2022.pdf,7
Goa,2022,South Goa,Sanguem,Netorlim,VI,gp_ward,ward,ST Woman,ST,1,,,ST Women,latin,list-of-validly-nominated-candidates-sanguemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-sanguemvp_2022.pdf,7
Goa,2022,South Goa,Sanguem,Netorlim,VII,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-sanguemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-sanguemvp_2022.pdf,8
Goa,2022,South Goa,Sanguem,Curdi- Vaddem,I,gp_ward,ward,ST Other than Woman,ST,0,,,ST,latin,list-of-validly-nominated-candidates-sanguemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-sanguemvp_2022.pdf,8
Goa,2022,South Goa,Sanguem,Curdi- Vaddem,II,gp_ward,ward,ST Woman,ST,1,,,ST Women,latin,list-of-validly-nominated-candidates-sanguemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-sanguemvp_2022.pdf,8
Goa,2022,South Goa,Sanguem,Curdi- Vaddem,III,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-sanguemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-sanguemvp_2022.pdf,8
Goa,2022,South Goa,Sanguem,Curdi- Vaddem,IV,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-sanguemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-sanguemvp_2022.pdf,8
Goa,2022,South Goa,Sanguem,Curdi- Vaddem,V,gp_ward,ward,Woman,NONE,1,,,Women,latin,list-of-validly-nominated-candidates-sanguemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-sanguemvp_2022.pdf,9
Goa,2022,South Goa,Sanguem,Curdi- Vaddem,VI,gp_ward,ward,Woman,NONE,1,,,Women,latin,list-of-validly-nominated-candidates-sanguemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-sanguemvp_2022.pdf,9
Goa,2022,South Goa,Sanguem,Curdi- Vaddem,VII,gp_ward,ward,BC Other than Woman,BC,0,,,OBC,latin,list-of-validly-nominated-candidates-sanguemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-sanguemvp_2022.pdf,9
Goa,2022,South Goa,Sanguem,Bhati,I,gp_ward,ward,Woman,NONE,1,,,Women,latin,list-of-validly-nominated-candidates-sanguemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-sanguemvp_2022.pdf,9
Goa,2022,South Goa,Sanguem,Bhati,II,gp_ward,ward,BC Other than Woman,BC,0,,,OBC,latin,list-of-validly-nominated-candidates-sanguemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-sanguemvp_2022.pdf,9
Goa,2022,South Goa,Sanguem,Bhati,III,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-sanguemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-sanguemvp_2022.pdf,10
Goa,2022,South Goa,Sanguem,Bhati,IV,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-sanguemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-sanguemvp_2022.pdf,10
Goa,2022,South Goa,Sanguem,Bhati,V,gp_ward,ward,ST Woman,ST,1,,,ST Women,latin,list-of-validly-nominated-candidates-sanguemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-sanguemvp_2022.pdf,10
Goa,2022,South Goa,Sanguem,Bhati,VI,gp_ward,ward,Woman,NONE,1,,,Women,latin,list-of-validly-nominated-candidates-sanguemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-sanguemvp_2022.pdf,10
Goa,2022,South Goa,Sanguem,Bhati,VII,gp_ward,ward,ST Other than Woman,ST,0,,,ST,latin,list-of-validly-nominated-candidates-sanguemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-sanguemvp_2022.pdf,10
Goa,2022,North Goa,Sattari,Honda,I,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-sattarivp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-sattarivp_2022.pdf,1
Goa,2022,North Goa,Sattari,Honda,II,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-sattarivp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-sattarivp_2022.pdf,1
Goa,2022,North Goa,Sattari,Honda,III,gp_ward,ward,ST Other than Woman,ST,0,,,ST,latin,list-of-validly-nominated-candidates-sattarivp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-sattarivp_2022.pdf,1
Goa,2022,North Goa,Sattari,Honda,IV,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-sattarivp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-sattarivp_2022.pdf,1
Goa,2022,North Goa,Sattari,Honda,V,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-sattarivp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-sattarivp_2022.pdf,2
Goa,2022,North Goa,Sattari,Honda,VI,gp_ward,ward,Woman,NONE,1,,,Women,latin,list-of-validly-nominated-candidates-sattarivp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-sattarivp_2022.pdf,2
Goa,2022,North Goa,Sattari,Honda,VII,gp_ward,ward,BC Other than Woman,BC,0,,,OBC,latin,list-of-validly-nominated-candidates-sattarivp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-sattarivp_2022.pdf,2
Goa,2022,North Goa,Sattari,Honda,VIII,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-sattarivp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-sattarivp_2022.pdf,2
