Sr. No.,DISTRICT,MUNICIP ALITY,WARD NO.,WARD CATEG.,NAME,PARTY,ELECTED CANDIDATE (MALE/ FEMALE),"ELECTED CANDIDATE BELONGS WHICH CATEG. WHETHER GEN, SC, ST, OBC"
1,AJMER,BEAWER,1,GENW,HEMLATA AGARWAL,INC,FEMALE,GENW
2,AJMER,BEAWER,2,GENW,KANTA,BJP,FEMALE,OBCW
3,AJMER,BEAWER,3,GEN,SURENDRA YADAV,INC,MALE,OBC
4,AJMER,BEAWER,4,SCW,MUMA DEVI,INC,FEMALE,SCW
5,AJMER,BEAWER,5,OBC,DANNA SINGH,INC,MALE,OBC
6,AJMER,BEAWER,6,GEN,DEEP SINGH KATHAT,INC,MALE,GEN
7,AJMER,BEAWER,7,GENW,SURENDRA KAUR,BJP,FEMALE,GENW
8,AJMER,BEAWER,8,SCW,SHASHI CHANWARIA,BJP,FEMALE,SCW
9,AJMER,BEAWER,9,GEN,RAJESH SHARMA,INC,MALE,GEN
10,AJMER,BEAWER,10,SC,RAMCHANDRA,INC,MALE,SC
11,AJMER,BEAWER,11,GENW,MANJU DEVI,BJP,FEMALE,GENW
12,AJMER,BEAWER,12,GENW,ANITA SHARMA,BJP,FEMALE,GENW
13,AJMER,BEAWER,13,GEN,TARA MAHESHWARI,INC,FEMALE,GENW
14,AJMER,BEAWER,14,GEN,A MAZID,BJP,MALE,OBC
15,AJMER,BEAWER,15,OBCW,PUSHPA KANWAR,BJP,FEMALE,OBCW
16,AJMER,BEAWER,16,GENW,PRITI,BJP,FEMALE,GENW
17,AJMER,BEAWER,17,GEN,ASHOK KUMAR,BJP,MALE,GEN
18,AJMER,BEAWER,18,GEN,MUKESH SOLANKI,INC,MALE,OBC
19,AJMER,BEAWER,19,GENW,SADHNA,IND,FEMALE,GENW
20,AJMER,BEAWER,20,SCW,VIMLA,INC,FEMALE,SCW
21,AJMER,BEAWER,21,GEN,BHANWAR LAL OSTWAL,INC,MALE,GEN
22,AJMER,BEAWER,22,GEN,KAILASH,BJP,MALE,OBC
23,AJMER,BEAWER,23,SC,LEKHRAJ,IND,MALE,SC
24,AJMER,BEAWER,24,SC,RAJENDRA,INC,MALE,SC
25,AJMER,BEAWER,25,GENW,BHANWARI DEVI,IND,FEMALE,OBCW
26,AJMER,BEAWER,26,GEN,GYANDEV JHANWAR,BJP,MALE,GEN
27,AJMER,BEAWER,27,GENW,BRIJBALA,BJP,FEMALE,OBCW
28,AJMER,BEAWER,28,GEN,DEVIDAS,BJP,MALE,OBC
29,AJMER,BEAWER,29,OBC,DALPATRAJ MEWARA,INC,MALE,OBC
30,AJMER,BEAWER,30,OBCW,KAMLA DEVI RAWAT,INC,FEMALE,OBCW
31,AJMER,BEAWER,31,SC,SHANTI LAL,INC,MALE,SC
32,AJMER,BEAWER,32,SCW,KAMALA DEVI,BJP,FEMALE,SCW
33,AJMER,BEAWER,33,GEN,BIRDA SINGH,INC,MALE,OBC
34,AJMER,BEAWER,34,GENW,LEELA DEVI,INC,FEMALE,OBCW
35,AJMER,BEAWER,35,GEN,HAMEER SINGH,INC,MALE,GEN
36,AJMER,BEAWER,36,GENW,SHARDA HARKUT,BJP,FEMALE,GENW
37,AJMER,BEAWER,37,OBC,KANHAIYA LAL,BJP,MALE,OBC
38,AJMER,BEAWER,38,OBC,GANPAT SINGH MUGDHESH,BJP,MALE,OBC
39,AJMER,BEAWER,39,GENW,DHANNI BEGHAM,INC,FEMALE,OBCW
40,AJMER,BEAWER,40,OBCW,RENU DAGDI,BJP,FEMALE,OBCW
41,AJMER,BEAWER,41,GENW,HEM LATA PRAJAPATI,INC,FEMALE,OBCW
42,AJMER,BEAWER,42,GEN,DINESH BHATI,BJP,MALE,OBC
43,AJMER,BEAWER,43,SC,SAMPATI,INC,FEMALE,SCW
44,AJMER,BEAWER,44,OBCW,RAJESHWARI,BJP,FEMALE,OBCW
45,AJMER,BEAWER,45,OBC,SUBHASH CHOUDHARY,INC,MALE,OBC
46,AJMER,PUSHKAR,1,SC,SUBHASHCHAND,INC,MALE,SC
47,AJMER,PUSHKAR,2,SC,HARISH CHANDRA,INC,MALE,SC
48,AJMER,PUSHKAR,3,GENW,SARIKA,BJP,FEMALE,OBCW
49,AJMER,PUSHKAR,4,GENW,SUNITA,INC,FEMALE,GENW
50,AJMER,PUSHKAR,5,GENW,PARWATI,BJP,FEMALE,GENW
51,AJMER,PUSHKAR,6,GENW,MANJU,INC,FEMALE,GENW
52,AJMER,PUSHKAR,7,GEN,MAHESH KUMAR,BJP,MALE,GEN
53,AJMER,PUSHKAR,8,SCW,MANJU DEVI,IND,FEMALE,SCW
54,AJMER,PUSHKAR,9,GENW,KUMUDNI,INC,FEMALE,GENW
55,AJMER,PUSHKAR,10,GEN,TIKAM SHARMA,INC,MALE,GEN
56,AJMER,PUSHKAR,11,OBC,JAINARAYAN DADGI,BJP,MALE,OBC
57,AJMER,PUSHKAR,12,GEN,SHIV SWAROOP MAHARSHI,BJP,MALE,GEN
58,AJMER,PUSHKAR,13,GENW,DEEPA JAKHETIA,BJP,FEMALE,GENW
59,AJMER,PUSHKAR,14,GEN,SHAKTI SINGH SHEKHAWAT,BJP,MALE,GEN
60,AJMER,PUSHKAR,15,GEN,PUSHKAR NARAYAN BHATI,BJP,MALE,OBC
61,AJMER,PUSHKAR,16,OBCW,CHAMPA DEVI,INC,FEMALE,OBCW
62,AJMER,PUSHKAR,17,OBC,BUDHA SINGH,IND,MALE,OBC
63,AJMER,PUSHKAR,18,GEN,BUDHA,BJP,MALE,OBC
64,AJMER,PUSHKAR,19,OBCW,BAKTI,INC,FEMALE,OBCW
65,AJMER,PUSHKAR,20,SCW,KAMLA,INC,FEMALE,SCW
66,ALWAR,ALWAR,1,GENW,VINITA GARG,BJP,FEMALE,GENW
67,ALWAR,ALWAR,2,OBCW,SHANTI DEVI,IND,FEMALE,OBCW
68,ALWAR,ALWAR,3,OBC,SUSHIL KUMAR,BJP,MALE,OBC
69,ALWAR,ALWAR,4,SC,PRASHANT KHOWAL,BJP,MALE,SC
70,ALWAR,ALWAR,5,SCW,ASHA DEVI,IND,FEMALE,SCW
71,ALWAR,ALWAR,6,SC,DULI CHAND JATAV,BJP,MALE,SC
72,ALWAR,ALWAR,7,GENW,REKHA,IND,FEMALE,GENW
73,ALWAR,ALWAR,8,OBC,SUNIL CHAUDHARY,IND,MALE,OBC
74,ALWAR,ALWAR,9,OBC,RAMJI LAL SHARMA,BJP,MALE,OBC
75,ALWAR,ALWAR,10,GEN,GOVIND,BJP,MALE,GEN
76,ALWAR,ALWAR,11,OBCW,BHAGWATI SAINI,IND,FEMALE,OBCW
77,ALWAR,ALWAR,12,GENW,HEMLATA KHANDELWAL,BJP,FEMALE,GENW
78,ALWAR,ALWAR,13,OBCW,MEENA CHHIPI,BJP,FEMALE,OBCW
79,ALWAR,ALWAR,14,GENW,RAJDULARI SHARMA,BJP,FEMALE,GENW
80,ALWAR,ALWAR,15,GEN,VIMAL KUMAR JAIN,BJP,MALE,GEN
81,ALWAR,ALWAR,16,GEN,NAVEEN KHANDELWAL,BJP,MALE,GEN
82,ALWAR,ALWAR,17,GENW,RASHMI,IND,FEMALE,GENW
83,ALWAR,ALWAR,18,GEN,AJAY KUMAR,IND,MALE,OBC
84,ALWAR,ALWAR,19,SC,RAMOTAR,INC,MALE,SC
85,ALWAR,ALWAR,20,GEN,NAND LAL GANDHI,INC,MALE,GEN
86,ALWAR,ALWAR,21,GENW,GORI DEVI,BJP,FEMALE,GENW
87,ALWAR,ALWAR,22,SCW,RENU,IND,FEMALE,SCW
88,ALWAR,ALWAR,23,ST,DHARMENDRA,IND,MALE,ST
89,ALWAR,ALWAR,24,GENW,HARPREET KAUR,BJP,FEMALE,GENW
90,ALWAR,ALWAR,25,OBC,SITA RAM,BJP,MALE,OBC
91,ALWAR,ALWAR,26,OBC,RAMAN KUMAR,INC,MALE,OBC
92,ALWAR,ALWAR,27,GENW,LAXMI KANWAR,BJP,FEMALE,GENW
93,ALWAR,ALWAR,28,GENW,JEET KAUR,INC,FEMALE,OBCW
94,ALWAR,ALWAR,29,GEN,GHANSHYAM GUPTA,BJP,MALE,GEN
95,ALWAR,ALWAR,30,GEN,KAMLESH,INC,FEMALE,OBCW
96,ALWAR,ALWAR,31,STW,DEEP SHIKHA,IND,FEMALE,STW
97,ALWAR,ALWAR,32,GEN,JAGDISH PRASAD,INC,MALE,GEN
98,ALWAR,ALWAR,33,GEN,FATEH SINGH,INC,MALE,OBC
99,ALWAR,ALWAR,34,GENW,GYARSHI,IND,FEMALE,SCW
100,ALWAR,ALWAR,35,GEN,MUKESH KUMAR,BJP,MALE,GEN
101,ALWAR,ALWAR,36,GENW,KAVITA SAIN,IND,FEMALE,OBCW
102,ALWAR,ALWAR,37,GEN,BRIJBHUSHAN GANDHI,BJP,MALE,GEN
103,ALWAR,ALWAR,38,GEN,PURUSHOTAM LAL,IND,MALE,GEN
104,ALWAR,ALWAR,39,SCW,SHAKUNTLA W/O RAMESH CHANDRA,BJP,FEMALE,SCW
105,ALWAR,ALWAR,40,SCW,REKHA,INC,FEMALE,SCW
106,ALWAR,ALWAR,41,OBCW,PHOOL WATI,BJP,FEMALE,OBCW
107,ALWAR,ALWAR,42,GENW,SANTOSH SHARMA,BJP,FEMALE,GENW
108,ALWAR,ALWAR,43,SC,PRAKASH,IND,MALE,SC
109,ALWAR,ALWAR,44,GEN,SUBHASH MITTAL,IND,MALE,GEN
110,ALWAR,ALWAR,45,GEN,SATISH YADAV,BJP,MALE,OBC
111,ALWAR,ALWAR,46,OBCW,DEVINDER KAUR,INC,FEMALE,OBCW
112,ALWAR,ALWAR,47,OBC,JAGDISH KUMAR YADAV,INC,MALE,OBC
113,ALWAR,ALWAR,48,GENW,REENA TIWARI,BJP,FEMALE,GENW
114,ALWAR,ALWAR,49,GEN,ASHOK PATHAK,BJP,MALE,GEN
115,ALWAR,ALWAR,50,GENW,SUNITA (KHAMBRA),BJP,FEMALE,GENW
116,ALWAR,BHIWADI,1,GEN,HAWA SINGH,BJP,MALE,GEN
117,ALWAR,BHIWADI,2,GENW,SHIMLA,BJP,FEMALE,GENW
118,ALWAR,BHIWADI,3,GEN,ROSHNI,IND,FEMALE,GENW
119,ALWAR,BHIWADI,4,GENW,JARINA,IND,FEMALE,OBCW
120,ALWAR,BHIWADI,5,OBC,SUBHASH CHAND,IND,MALE,OBC
121,ALWAR,BHIWADI,6,GEN,PREETEM SINGH,BJP,MALE,GEN
122,ALWAR,BHIWADI,7,SC,LAXMAN LAL,IND,MALE,SC
123,ALWAR,BHIWADI,8,GENW,PREETI AGARWAL,INC,FEMALE,GENW
124,ALWAR,BHIWADI,9,OBC,RAJENDER SINGH,INC,MALE,OBC
125,ALWAR,BHIWADI,10,GENW,CHIDIYA DEVI,INC,FEMALE,GENW
126,ALWAR,BHIWADI,11,GEN,ISHWAR SINGH,BJP,MALE,GEN
127,ALWAR,BHIWADI,12,GEN,RAJBIR SINGH,BSP,MALE,GEN
128,ALWAR,BHIWADI,13,GENW,ANJUM,IND,FEMALE,GENW
129,ALWAR,BHIWADI,14,OBCW,SEEMA,BSP,FEMALE,OBCW
130,ALWAR,BHIWADI,15,GENW,RAJBALA,IND,FEMALE,GENW
131,ALWAR,BHIWADI,16,GENW,SUSHMA KHATANA,IND,FEMALE,GENW
132,ALWAR,BHIWADI,17,GEN,MAHIPAL,INC,MALE,GEN
133,ALWAR,BHIWADI,18,GENW,KAMLESH,BJP,FEMALE,GENW
134,ALWAR,BHIWADI,19,GENW,ANITA VYAS,IND,FEMALE,GENW
135,ALWAR,BHIWADI,20,GENW,MOHINI,INC,FEMALE,OBCW
136,ALWAR,BHIWADI,21,GEN,MOHAN LAL,IND,MALE,SC
137,ALWAR,BHIWADI,22,GEN,NARENDRA PATEL,IND,MALE,OBC
138,ALWAR,BHIWADI,23,SC,KHACHEDU RAM,IND,MALE,SC
139,ALWAR,BHIWADI,24,OBC,PRAVEEN KUMAR,INC,MALE,OBC
140,ALWAR,BHIWADI,25,GENW,SAROJ,BJP,FEMALE,OBCW
141,ALWAR,BHIWADI,26,OBC,VEDPAL,IND,MALE,OBC
142,ALWAR,BHIWADI,27,SCW,BIMLESH,BJP,FEMALE,SCW
143,ALWAR,BHIWADI,28,GENW,ARCHANA TIWARI,BJP,FEMALE,GENW
144,ALWAR,BHIWADI,29,GEN,VIJAY KUMAR,BJP,MALE,GEN
145,ALWAR,BHIWADI,30,GEN,NARENDRA,BJP,MALE,OBC
146,ALWAR,BHIWADI,31,GEN,SURENDRA SINGH,IND,MALE,OBC
147,ALWAR,BHIWADI,32,GEN,JAGDISH,INC,MALE,OBC
148,ALWAR,BHIWADI,33,OBCW,ARSIDA,IND,FEMALE,OBCW
149,ALWAR,BHIWADI,34,OBCW,JUHARI,IND,FEMALE,OBCW
150,ALWAR,BHIWADI,35,GEN,RATTAN SINGH,IND,MALE,OBC
151,BANSWARA,BANSWARA,1,ST,HARISH CHANDRA RANA,BJP,MALE,ST
152,BANSWARA,BANSWARA,2,STW,KALA,BJP,FEMALE,STW
153,BANSWARA,BANSWARA,3,GENW,RADHIKA JOSHI,BJP,FEMALE,GENW
154,BANSWARA,BANSWARA,4,GENW,RANJANA,INC,FEMALE,GENW
155,BANSWARA,BANSWARA,5,GEN,MUKESH,INC,MALE,GEN
156,BANSWARA,BANSWARA,6,GEN,YOGESH JOSHI,BJP,MALE,GEN
157,BANSWARA,BANSWARA,7,GENW,MANJUBALA,BJP,FEMALE,GENW
158,BANSWARA,BANSWARA,8,SCW,DEVBALA,INC,FEMALE,SCW
159,BANSWARA,BANSWARA,9,SC,NATHULAL,INC,MALE,SC
160,BANSWARA,BANSWARA,10,GEN,LABHCHAND PATEL,IND,MALE,OBC
161,BANSWARA,BANSWARA,11,GENW,KRISHNA JOSHI,INC,FEMALE,GENW
162,BANSWARA,BANSWARA,12,GEN,ASHISH,INC,MALE,GEN
163,BANSWARA,BANSWARA,13,GENW,ANITA JAIN,INC,FEMALE,GENW
164,BANSWARA,BANSWARA,14,GEN,SEWALAL KALAL,INC,MALE,OBC
165,BANSWARA,BANSWARA,15,GEN,KANTILAL,BJP,MALE,GEN
166,BANSWARA,BANSWARA,16,SC,DANESHWAR,INC,MALE,SC
167,BANSWARA,BANSWARA,17,GEN,ARVIND PANCHAL,BJP,MALE,GEN
168,BANSWARA,BANSWARA,18,OBC,ZAHID AHEMAD,INC,MALE,OBC
169,BANSWARA,BANSWARA,19,GENW,SHAHIN,INC,FEMALE,GENW
170,BANSWARA,BANSWARA,20,GENW,RAJSHREE,INC,FEMALE,GENW
171,BANSWARA,BANSWARA,21,OBC,TUFEL AHAMAD,INC,MALE,OBC
172,BANSWARA,BANSWARA,22,GENW,GAYATRIDEVI SHARMA,BJP,FEMALE,OBCW
173,BANSWARA,BANSWARA,23,GEN,DEEPAK JOSHI,BJP,MALE,GEN
174,BANSWARA,BANSWARA,24,GENW,NAFEESA BAI,INC,FEMALE,GENW
175,BANSWARA,BANSWARA,25,GEN,SURESH PANDYA,BJP,MALE,GEN
176,BANSWARA,BANSWARA,26,GEN,MUKESH KUMAR NAYAK,BJP,MALE,GEN
177,BANSWARA,BANSWARA,27,GENW,KUSUM DEWARA,BJP,FEMALE,SCW
178,BANSWARA,BANSWARA,28,OBCW,PREMEELA,IND,FEMALE,OBCW
179,BANSWARA,BANSWARA,29,OBC,DHARMENDRA,INC,MALE,OBC
180,BANSWARA,BANSWARA,30,OBCW,RADHA DEVI,INC,FEMALE,OBCW
181,BANSWARA,BANSWARA,31,GEN,DOST MOHAMMAD,INC,MALE,GEN
182,BANSWARA,BANSWARA,32,ST,SITA DAMOR,INC,FEMALE,STW
183,BANSWARA,BANSWARA,33,GEN,AMZAD HUSAIN,INC,MALE,GEN
184,BANSWARA,BANSWARA,34,GENW,KANCHAN,INC,FEMALE,OBCW
185,BANSWARA,BANSWARA,35,OBC,DILIP PATEL,INC,MALE,OBC
186,BANSWARA,BANSWARA,36,OBCW,NITU,INC,FEMALE,OBCW
187,BANSWARA,BANSWARA,37,GENW,TAHERA,INC,FEMALE,GENW
188,BANSWARA,BANSWARA,38,OBCW,KHATUN,INC,FEMALE,OBCW
189,BANSWARA,BANSWARA,39,GEN,KHOJEMA,INC,MALE,GEN
190,BANSWARA,BANSWARA,40,STW,BHOORI,INC,FEMALE,STW
191,BARAN,CHHABRA,1,GEN,OM PRAKASH,BJP,MALE,GEN
192,BARAN,CHHABRA,2,ST,GHANSHYAM,BJP,MALE,ST
193,BARAN,CHHABRA,3,GENW,MAMTA,IND,FEMALE,GENW
194,BARAN,CHHABRA,4,OBCW,BADRI BAI,BJP,FEMALE,OBCW
195,BARAN,CHHABRA,5,GEN,CHANDRA PRAKASH,BJP,MALE,GEN
196,BARAN,CHHABRA,6,OBC,SHAHZAD SHAH,INC,MALE,OBC
197,BARAN,CHHABRA,7,SC,BHERU LAL,INC,MALE,SC
198,BARAN,CHHABRA,8,GEN,DAL CHAND,BJP,MALE,OBC
199,BARAN,CHHABRA,9,GEN,GOPAL,BJP,MALE,GEN
200,BARAN,CHHABRA,10,GENW,NANDU,INC,FEMALE,GENW
201,BARAN,CHHABRA,11,GEN,MANOJ KUMAR,BJP,MALE,OBC
202,BARAN,CHHABRA,12,OBC,MAHAVIR,BJP,MALE,OBC
203,BARAN,CHHABRA,13,GENW,RAZIYA KHAN,IND,FEMALE,OBCW
204,BARAN,CHHABRA,14,GENW,SHARDA,BJP,FEMALE,GENW
205,BARAN,CHHABRA,15,SCW,LEELA BAI,BJP,FEMALE,SCW
206,BARAN,CHHABRA,16,GENW,SANZIDA,INC,FEMALE,GENW
207,BARAN,CHHABRA,17,GENW,HUSNA,INC,FEMALE,GENW
208,BARAN,CHHABRA,18,GEN,SHAKIL AHAMAD,INC,MALE,GEN
209,BARAN,CHHABRA,19,OBCW,RUKMANI SEN,INC,FEMALE,OBCW
210,BARAN,CHHABRA,20,SC,RAMPRASAD,INC,MALE,SC
211,BARAN,MANGROLE,1,GEN,BALMUKUND,IND,MALE,OBC
212,BARAN,MANGROLE,2,GEN,BHUPENDRA SINGH,IND,MALE,GEN
213,BARAN,MANGROLE,3,OBCW,BADRI BAI,BJP,FEMALE,OBCW
214,BARAN,MANGROLE,4,GENW,SHAKILA BEGAM,INC,FEMALE,GENW
215,BARAN,MANGROLE,5,GENW,ANISHA BEGAM,INC,FEMALE,GENW
216,BARAN,MANGROLE,6,GEN,ABDUL RAB,IND,MALE,OBC
217,BARAN,MANGROLE,7,GENW,AKHTAR BANO,INC,FEMALE,GENW
218,BARAN,MANGROLE,8,OBCW,SALMA BEGAM,INC,FEMALE,OBCW
219,BARAN,MANGROLE,9,OBC,ASGAR ALI,INC,MALE,OBC
220,BARAN,MANGROLE,10,GEN,ABDUL RAJAQ,BJP,MALE,OBC
221,BARAN,MANGROLE,11,GEN,VISHANU MUKATI,INC,MALE,GEN
222,BARAN,MANGROLE,12,OBC,FAIZ MOHD.,INC,MALE,OBC
223,BARAN,MANGROLE,13,SCW,KANCHAN BAI,INC,FEMALE,SCW
224,BARAN,MANGROLE,14,SC,LALIT,INC,MALE,SC
225,BARAN,MANGROLE,15,SC,MOHAN LAL KAMAD,INC,MALE,SC
226,BARAN,MANGROLE,16,GENW,NATTI BAI,INC,FEMALE,OBCW
227,BARAN,MANGROLE,17,ST,RAJENDRA KUMAR MEENA,IND,MALE,ST
228,BARAN,MANGROLE,18,GEN,JAIPRAKASH,BJP,MALE,GEN
229,BARAN,MANGROLE,19,GENW,KAILASH,BJP,FEMALE,GENW
230,BARAN,MANGROLE,20,GENW,PREMBAI,BJP,FEMALE,OBCW
231,BARMER,BARMER,1,GEN,SURTAN SINGH,BJP,MALE,GEN
232,BARMER,BARMER,2,OBC,PEETAMBER DAS,IND,MALE,OBC
233,BARMER,BARMER,3,SCW,DHARMI DEVI,BJP,FEMALE,SCW
234,BARMER,BARMER,4,GEN,PRAKASH CHAND,BJP,MALE,GEN
235,BARMER,BARMER,5,GENW,PUSHPA DEVI,INC,FEMALE,GENW
236,BARMER,BARMER,6,GEN,RAMESH,INC,MALE,GEN
237,BARMER,BARMER,7,OBCW,SUNDER DEVI,BJP,FEMALE,OBCW
238,BARMER,BARMER,8,GENW,VIMLA,BJP,FEMALE,GENW
239,BARMER,BARMER,9,GEN,SURESH KUMAR,INC,MALE,GEN
240,BARMER,BARMER,10,GENW,CHANDRA,BJP,FEMALE,GENW
241,BARMER,BARMER,11,SC,RAMESH,IND,MALE,SC
242,BARMER,BARMER,12,GENW,SHARDA DEVI,INC,FEMALE,GENW
243,BARMER,BARMER,13,SCW,MANJU DEVI,INC,FEMALE,SCW
244,BARMER,BARMER,14,SC,MISHRI MAL,INC,MALE,SC
245,BARMER,BARMER,15,SCW,NATHI,INC,FEMALE,SCW
246,BARMER,BARMER,16,GEN,SHANKAR SINGH,IND,MALE,GEN
247,BARMER,BARMER,17,GEN,NAVALA RAM,INC,MALE,GEN
248,BARMER,BARMER,18,GENW,SUSHILA,INC,FEMALE,GENW
249,BARMER,BARMER,19,GENW,SANTOSH,INC,FEMALE,GENW
250,BARMER,BARMER,20,GENW,NIRMALA,INC,FEMALE,GENW
251,BARMER,BARMER,21,GENW,URMILA,INC,FEMALE,GENW
252,BARMER,BARMER,22,GEN,AMRIT LAL,INC,MALE,GEN
253,BARMER,BARMER,23,GEN,GANGA VISHAN,BJP,MALE,GEN
254,BARMER,BARMER,24,GEN,SURESH KUMAR,BJP,MALE,GEN
255,BARMER,BARMER,25,SC,MAHENDAR,BJP,MALE,SC
256,BARMER,BARMER,26,OBC,CHAIN SINGH,INC,MALE,OBC
257,BARMER,BARMER,27,ST,MEWA RAM,INC,MALE,ST
258,BARMER,BARMER,28,GENW,DEVI,INC,FEMALE,GENW
259,BARMER,BARMER,29,OBCW,LAJWANTI,INC,FEMALE,OBCW
260,BARMER,BARMER,30,OBCW,DARIYA DEVI,INC,FEMALE,OBCW
261,BARMER,BARMER,31,GEN,BALVIR,INC,MALE,GEN
262,BARMER,BARMER,32,GENW,JADA KANWAR,BJP,FEMALE,GENW
263,BARMER,BARMER,33,OBCW,PAWAN KANWAR,INC,FEMALE,OBCW
264,BARMER,BARMER,34,GENW,CHOTHI DEVI,BJP,FEMALE,GENW
265,BARMER,BARMER,35,GENW,SHANTI,INC,FEMALE,GENW
266,BARMER,BARMER,36,OBC,BIHARI LAL,BJP,MALE,OBC
267,BARMER,BARMER,37,GEN,BHAWANI SINGH,BJP,MALE,GEN
268,BARMER,BARMER,38,GEN,ASHOK DARJEE,BJP,MALE,GEN
269,BARMER,BARMER,39,OBC,ARVIND,BJP,MALE,OBC
270,BARMER,BARMER,40,GEN,DEENU KHAN,INC,MALE,GEN
271,BARMER,BALOTRA,1,GEN,JETHUSINGH,BJP,MALE,GEN
272,BARMER,BALOTRA,2,OBC,KEWALCHAND,BJP,MALE,OBC
273,BARMER,BALOTRA,3,OBCW,KAMLA KHATUN,INC,FEMALE,OBCW
274,BARMER,BALOTRA,4,GENW,ASHA DEVI,BJP,FEMALE,GENW
275,BARMER,BALOTRA,5,OBCW,BASANTI DEVI,BJP,FEMALE,OBCW
276,BARMER,BALOTRA,6,GENW,SUJI DEVI,BJP,FEMALE,GENW
277,BARMER,BALOTRA,7,OBC,NEMI CHAND,BJP,MALE,OBC
278,BARMER,BALOTRA,8,GENW,CHANDRA DEVI,INC,FEMALE,GENW
279,BARMER,BALOTRA,9,OBC,ROHIT KUMAR,IND,MALE,OBC
280,BARMER,BALOTRA,10,GENW,SUSHILA DEVI,BJP,FEMALE,GENW
281,BARMER,BALOTRA,11,GENW,DURGA DEVI,BJP,FEMALE,GENW
282,BARMER,BALOTRA,12,GEN,GOUTAM CHAND,BJP,MALE,GEN
283,BARMER,BALOTRA,13,GEN,PUSHPRAJ,BJP,MALE,GEN
284,BARMER,BALOTRA,14,GEN,PRATAP MAL,IND,MALE,GEN
285,BARMER,BALOTRA,15,SCW,JAMNA,BJP,FEMALE,SCW
286,BARMER,BALOTRA,16,GEN,NARSINGHA RAM,INC,MALE,GEN
287,BARMER,BALOTRA,17,SC,MANGILAL,INC,MALE,SC
288,BARMER,BALOTRA,18,GEN,RATAN LAL,INC,MALE,GEN
289,BARMER,BALOTRA,19,GENW,KAMLA DEVI,BJP,FEMALE,GENW
290,BARMER,BALOTRA,20,GENW,MOHANI DEVI,INC,FEMALE,GENW
291,BARMER,BALOTRA,21,SC,GOVIND RAM,INC,MALE,SC
292,BARMER,BALOTRA,22,OBCW,PUSHPA,INC,FEMALE,OBCW
293,BARMER,BALOTRA,23,GENW,JUBAIDA,INC,FEMALE,GENW
294,BARMER,BALOTRA,24,SCW,SAJAN DEVI,IND,FEMALE,SCW
295,BARMER,BALOTRA,25,GEN,RAM LAL,BJP,MALE,GEN
296,BARMER,BALOTRA,26,GEN,AMRA RAM,INC,MALE,GEN
297,BARMER,BALOTRA,27,GENW,BHAGWATI DEVI,INC,FEMALE,GENW
298,BARMER,BALOTRA,28,GENW,RAINA,IND,FEMALE,GENW
299,BARMER,BALOTRA,29,GEN,PANCHANA RAM,INC,MALE,GEN
300,BARMER,BALOTRA,30,GEN,RAWTA RAM,INC,MALE,GEN
301,BARMER,BALOTRA,31,GEN,NAINARAM,BJP,MALE,GEN
302,BARMER,BALOTRA,32,OBC,MANOJ KUMAR,BJP,MALE,OBC
303,BARMER,BALOTRA,33,ST,BHAGWANA RAM,IND,MALE,ST
304,BARMER,BALOTRA,34,GENW,MANOHAR KANWAR,BJP,FEMALE,GENW
305,BARMER,BALOTRA,35,SC,RAM CHANDRA,IND,MALE,SC
306,BHARATPUR,BHARATPUR,1,SC,PHOOLSINGH,IND,MALE,SC
307,BHARATPUR,BHARATPUR,2,OBCW,USHA SINGH,IND,FEMALE,OBCW
308,BHARATPUR,BHARATPUR,3,SCW,DEVI,IND,FEMALE,SCW
309,BHARATPUR,BHARATPUR,4,OBC,BHOLA RAM SAINI,IND,MALE,OBC
310,BHARATPUR,BHARATPUR,5,GENW,LAXMI DEVI,IND,FEMALE,GENW
311,BHARATPUR,BHARATPUR,6,OBC,UDAI SINGH,BJP,MALE,OBC
312,BHARATPUR,BHARATPUR,7,SC,PREM SINGH,IND,MALE,SC
313,BHARATPUR,BHARATPUR,8,SC,YADRAM,BJP,MALE,SC
314,BHARATPUR,BHARATPUR,9,GENW,GAYATRI DEVI,BJP,FEMALE,GENW
315,BHARATPUR,BHARATPUR,10,OBC,MANOJ SINGH,INC,MALE,OBC
316,BHARATPUR,BHARATPUR,11,GENW,SAVITRI,INC,FEMALE,GENW
317,BHARATPUR,BHARATPUR,12,SCW,BARFI DEVI,IND,FEMALE,SCW
318,BHARATPUR,BHARATPUR,13,OBCW,RATAN KAUR,INC,FEMALE,OBCW
319,BHARATPUR,BHARATPUR,14,OBCW,HANSIKA,INC,FEMALE,OBCW
320,BHARATPUR,BHARATPUR,15,GEN,VIMLESH,BJP,FEMALE,OBCW
321,BHARATPUR,BHARATPUR,16,GENW,PRATIBHA SHUKLA,INC,FEMALE,GENW
322,BHARATPUR,BHARATPUR,17,SCW,BASANTI,IND,FEMALE,SCW
323,BHARATPUR,BHARATPUR,18,GEN,MOHAN GAURAVAR,INC,MALE,GEN
324,BHARATPUR,BHARATPUR,19,GEN,AKHILESH,BSP,MALE,GEN
325,BHARATPUR,BHARATPUR,20,GEN,ASHOK,INC,MALE,GEN
326,BHARATPUR,BHARATPUR,21,GEN,NATTHILAL,IND,MALE,GEN
327,BHARATPUR,BHARATPUR,22,SC,RAKESH,INC,MALE,SC
328,BHARATPUR,BHARATPUR,23,GENW,KIRTI SHARMA,INC,FEMALE,GENW
