sr_no,district,municipal_board_council_corp,name,ward_no,elected_member_name,elected_member_educ
641,BIKANER,NAGAR NIGAM BIKANER,BIKANER,41,MAJIDAN,LITERATE
642,BIKANER,NAGAR NIGAM BIKANER,BIKANER,42,LAXMI DEVI,LITERATE
643,BIKANER,NAGAR NIGAM BIKANER,BIKANER,43,PARMESHWARI DEVI,LITERATE
644,BIKANER,NAGAR NIGAM BIKANER,BIKANER,44,VIJAY SINGH RAJPUT,12th
645,BIKANER,NAGAR NIGAM BIKANER,BIKANER,45,DARSHANA,LITERATE
646,BIKANER,NAGAR NIGAM BIKANER,BIKANER,46,SUSHIL KUMAR,GRADUATE
647,BIKANER,NAGAR NIGAM BIKANER,BIKANER,47,SUMAN CHHAJED,8TH
648,BIKANER,NAGAR NIGAM BIKANER,BIKANER,48,NAND LAL JAWA,12th
649,BIKANER,NAGAR NIGAM BIKANER,BIKANER,49,RAJENDRA PANWAR,10th
650,BIKANER,NAGAR NIGAM BIKANER,BIKANER,50,ANITA SHARMA,POST GRADUATION
651,BIKANER,NAGAR NIGAM BIKANER,BIKANER,51,AANAND SINGH,12th
652,BIKANER,NAGAR NIGAM BIKANER,BIKANER,52,MAHENDRA SINGH,8TH
653,BIKANER,NAGAR NIGAM BIKANER,BIKANER,53,SHAHAJAD KHAN,8TH
654,BIKANER,NAGAR NIGAM BIKANER,BIKANER,54,RAFIK,POST GRADUATION
655,BIKANER,NAGAR NIGAM BIKANER,BIKANER,55,JAVED PARIHAR,12th
656,BIKANER,NAGAR NIGAM BIKANER,BIKANER,56,SHIV SHANKAR BISSA,POST GRADUATION
657,BIKANER,NAGAR NIGAM BIKANER,BIKANER,57,PRADEEP UPADHYAY,10th
658,BIKANER,NAGAR NIGAM BIKANER,BIKANER,58,DURGADAS,12th
659,BIKANER,NAGAR NIGAM BIKANER,BIKANER,59,SUNITA VYAS,POST GRADUATION
660,BIKANER,NAGAR NIGAM BIKANER,BIKANER,60,KISHORE ACHARYA,12th
661,BIKANER,NAGAR NIGAM BIKANER,BIKANER,61,HASAN ALI TAK,GRADUATE
662,BIKANER,NAGAR NIGAM BIKANER,BIKANER,62,MOHAMMAD AKRAM,10th
663,BIKANER,NAGAR NIGAM BIKANER,BIKANER,63,ASHOK KUMAR MALI,GRADUATE
664,BIKANER,NAGAR NIGAM BIKANER,BIKANER,64,NUSARAT AARA,POST GRADUATION
665,BIKANER,NAGAR NIGAM BIKANER,BIKANER,65,PARAS,8TH
666,BIKANER,NAGAR NIGAM BIKANER,BIKANER,66,SHANTILAL MODI,10th
667,BIKANER,NAGAR NIGAM BIKANER,BIKANER,67,MAHAZBEEN,GRADUATE
668,BIKANER,NAGAR NIGAM BIKANER,BIKANER,68,PARMANAND GEHLOT,LITERATE
669,BIKANER,NAGAR NIGAM BIKANER,BIKANER,69,ANUP,POST GRADUATION
670,BIKANER,NAGAR NIGAM BIKANER,BIKANER,70,MANOHARI,LITERATE
671,BIKANER,NAGAR NIGAM BIKANER,BIKANER,71,PRAFULL,POST GRADUATION
672,BIKANER,NAGAR NIGAM BIKANER,BIKANER,72,SUSHIL KUMAR VYAS,LITERATE
673,BIKANER,NAGAR NIGAM BIKANER,BIKANER,73,MEHNAZ BANO,GRADUATE
674,BIKANER,NAGAR NIGAM BIKANER,BIKANER,74,DULI CHAND,10th
675,BIKANER,NAGAR NIGAM BIKANER,BIKANER,75,ANAMIKA,GRADUATE
676,BIKANER,NAGAR NIGAM BIKANER,BIKANER,76,GOPI CHAND SONI,LITERATE
677,BIKANER,NAGAR NIGAM BIKANER,BIKANER,77,MANOJ KUMAR,12th
678,BIKANER,NAGAR NIGAM BIKANER,BIKANER,78,JULEKHA BANO,LITERATE
679,BIKANER,NAGAR NIGAM BIKANER,BIKANER,79,RAMZAN ALI,GRADUATE
680,BIKANER,NAGAR NIGAM BIKANER,BIKANER,80,WASIM FIROZ,8TH
681,CHITTORGARH,NAGARP ARISHAD,CHITTORGARH,1,PRATIKSHA,GRADUATE
682,CHITTORGARH,NAGARP ARISHAD,CHITTORGARH,2,SANDEEP SHARMA,GRADUATE
683,CHITTORGARH,NAGARP ARISHAD,CHITTORGARH,3,BEBI KANWAR,LITERATE
684,CHITTORGARH,NAGARP ARISHAD,CHITTORGARH,4,VIJAY,10th
685,CHITTORGARH,NAGARP ARISHAD,CHITTORGARH,5,DINESH,GRADUATE
686,CHITTORGARH,NAGARP ARISHAD,CHITTORGARH,6,SUSHIL KUMAR,GRADUATE
687,CHITTORGARH,NAGARP ARISHAD,CHITTORGARH,7,SA VITRI,LITERATE
688,CHITTORGARH,NAGARP ARISHAD,CHITTORGARH,8,RAMESH NATH,10th
689,CHITTORGARH,NAGARP ARISHAD,CHITTORGARH,9,MANJU,10th
690,CHITTORGARH,NAGARP ARISHAD,CHITTORGARH,10,RAHUL,GRADUATE
691,CHITTORGARH,NAGARP ARISHAD,CHITTORGARH,11,MANGI DEVI,9th
692,CHITTORGARH,NAGARP ARISHAD,CHITTORGARH,12,SHIV KUMAR SHARMA,GRADUATE
693,CHITTORGARH,NAGARP ARISHAD,CHITTORGARH,13,CHOTTU SINGH SHEKHAWAT,POST GRADUATION
694,CHITTORGARH,NAGARP ARISHAD,CHITTORGARH,14,SHANTI LAL,GRADUATE
695,CHITTORGARH,NAGARP ARISHAD,CHITTORGARH,15,SUMANT KUMAR,GRADUATE
696,CHITTORGARH,NAGARP ARISHAD,CHITTORGARH,16,SURESH CHANDRA JHANWAR,POST GRADUATION
697,CHITTORGARH,NAGARP ARISHAD,CHITTORGARH,17,MAHENDRA SINGH,GRADUATE
698,CHITTORGARH,NAGARP ARISHAD,CHITTORGARH,18,REKHA ADIWAL,9th
699,CHITTORGARH,NAGARP ARISHAD,CHITTORGARH,19,VIJAY,10th
700,CHITTORGARH,NAGARP ARISHAD,CHITTORGARH,20,TARANJIT KOUR,LITERATE
701,CHITTORGARH,NAGARP ARISHAD,CHITTORGARH,21,NAVEEN SINGH,10th
702,CHITTORGARH,NAGARP ARISHAD,CHITTORGARH,22,MANOJ KUMAR,12th
703,CHITTORGARH,NAGARP ARISHAD,CHITTORGARH,23,LEELA DEVI,12th
704,CHITTORGARH,NAGARP ARISHAD,CHITTORGARH,24,MANOJ,12th
705,CHITTORGARH,NAGARP ARISHAD,CHITTORGARH,25,MUNNA,GRADUATE
706,CHITTORGARH,NAGARP ARISHAD,CHITTORGARH,26,RAMA,GRADUATE
707,CHITTORGARH,NAGARP ARISHAD,CHITTORGARH,27,SHALENDRA SINGH,10th
708,CHITTORGARH,NAGARP ARISHAD,CHITTORGARH,28,DIPTI,10th
709,CHITTORGARH,NAGARP ARISHAD,CHITTORGARH,29,PRITI SUKHWAL,POST GRADUATION
710,CHITTORGARH,NAGARP ARISHAD,CHITTORGARH,30,REENA,7th
711,CHITTORGARH,NAGARP ARISHAD,CHITTORGARH,31,RAMCHANDRA,GRADUATE
712,CHITTORGARH,NAGARP ARISHAD,CHITTORGARH,32,KUSUM LATA MEENA,10th
713,CHITTORGARH,NAGARP ARISHAD,CHITTORGARH,33,NARENDRA KUMAR,GRADUATE
714,CHITTORGARH,NAGARP ARISHAD,CHITTORGARH,34,SUMIT MEENA,12th
715,CHITTORGARH,NAGARP ARISHAD,CHITTORGARH,35,AVINASH SHARMA,POST GRADUATION
716,CHITTORGARH,NAGARP ARISHAD,CHITTORGARH,36,RAMGOPAL,GRADUATE
717,CHITTORGARH,NAGARP ARISHAD,CHITTORGARH,37,TINKU,POST GRADUATION
718,CHITTORGARH,NAGARP ARISHAD,CHITTORGARH,38,ANIL KUMAR,GRADUATE
719,CHITTORGARH,NAGARP ARISHAD,CHITTORGARH,39,MADHU,LITERATE
720,CHITTORGARH,NAGARP ARISHAD,CHITTORGARH,40,NITU KANWAR BHATI,GRADUATE
721,CHITTORGARH,NAGARP ARISHAD,CHITTORGARH,41,NAGMA B,10th
722,CHITTORGARH,NAGARP ARISHAD,CHITTORGARH,42,ANUSUYA SUKHWAL,POST GRADUATION
723,CHITTORGARH,NAGARP ARISHAD,CHITTORGARH,43,ASHOK KUMAR,12th
724,CHITTORGARH,NAGARP ARISHAD,CHITTORGARH,44,LALITA,12th
725,CHITTORGARH,NAGARP ARISHAD,CHITTORGARH,45,DEVRAJ,LITERATE
726,CHITTORGARH,NAGARP ARISHAD,CHITTORGARH,46,POOJA,GRADUATE
727,CHITTORGARH,NAGARP ARISHAD,CHITTORGARH,47,AMANAT ALI,10th
728,CHITTORGARH,NAGARP ARISHAD,CHITTORGARH,48,REKHA,8th
729,CHITTORGARH,NAGARP ARISHAD,CHITTORGARH,49,BALMUKUND MALIWAL,POST GRADUATION
730,CHITTORGARH,NAGARP ARISHAD,CHITTORGARH,50,RENU,GRADUATE
731,CHITTORGARH,NAGARP ARISHAD,CHITTORGARH,51,HARISH KUMAR,GRADUATE
732,CHITTORGARH,NAGARP ARISHAD,CHITTORGARH,52,GOS MOHAMMAD,5th
733,CHITTORGARH,NAGARP ARISHAD,CHITTORGARH,53,RAM CHANDRA,LITERATE
734,CHITTORGARH,NAGARP ARISHAD,CHITTORGARH,54,BRIJ KISHOR,10th
735,CHITTORGARH,NAGARP ARISHAD,CHITTORGARH,55,KANHAIYA,GRADUATE
736,CHITTORGARH,NAGARP ARISHAD,CHITTORGARH,56,BAL KISHAN,10th
737,CHITTORGARH,NAGARP ARISHAD,CHITTORGARH,57,RESHMA KAHAR,GRADUATE
738,CHITTORGARH,NAGARP ARISHAD,CHITTORGARH,58,KAILASH CHANDRA,10th
739,CHITTORGARH,NAGARP ARISHAD,CHITTORGARH,59,PURAN SINGH,GRADUATE
740,CHITTORGARH,NAGARP ARISHAD,CHITTORGARH,60,RAJESH,LITERATE
741,CHITTORGARH,NAGARP ARISHAD,NIMBAHERA,1,AVINASH GOTHWAL,12th
742,CHITTORGARH,NAGARP ARISHAD,NIMBAHERA,2,BHANU PRATAP,GRADUATE
743,CHITTORGARH,NAGARP ARISHAD,NIMBAHERA,3,JAVED,GRADUATE
744,CHITTORGARH,NAGARP ARISHAD,NIMBAHERA,4,AARTI,12th
745,CHITTORGARH,NAGARP ARISHAD,NIMBAHERA,5,GAJENDRA SINGH,8th
746,CHITTORGARH,NAGARP ARISHAD,NIMBAHERA,6,ATIK KHAN,3th
747,CHITTORGARH,NAGARP ARISHAD,NIMBAHERA,7,ATUL SONI,POST GRADUATION
748,CHITTORGARH,NAGARP ARISHAD,NIMBAHERA,8,SURESH CHANDRA,GRADUATE
749,CHITTORGARH,NAGARP ARISHAD,NIMBAHERA,9,RADHA KISHAN,10th
750,CHITTORGARH,NAGARP ARISHAD,NIMBAHERA,10,SUDHA DEVI,POST GRADUATION
751,CHITTORGARH,NAGARP ARISHAD,NIMBAHERA,11,PARVEJ AHMAD,10th
752,CHITTORGARH,NAGARP ARISHAD,NIMBAHERA,12,TABASSUM,5th
753,CHITTORGARH,NAGARP ARISHAD,NIMBAHERA,13,KHEMRAJ,LITERATE
754,CHITTORGARH,NAGARP ARISHAD,NIMBAHERA,14,RAJU,9th
755,CHITTORGARH,NAGARP ARISHAD,NIMBAHERA,15,ASHOK KUMAR NAVLAKHA,GRADUATE
756,CHITTORGARH,NAGARP ARISHAD,NIMBAHERA,16,PUSHPA,GRADUATE
757,CHITTORGARH,NAGARP ARISHAD,NIMBAHERA,17,KHEMRAJ,LITERATE
758,CHITTORGARH,NAGARP ARISHAD,NIMBAHERA,18,JAGDISH CHANDRA MALI,10th
759,CHITTORGARH,NAGARP ARISHAD,NIMBAHERA,19,ANITA JAT,10th
760,CHITTORGARH,NAGARP ARISHAD,NIMBAHERA,20,KALA DEVI,LITERATE
761,CHITTORGARH,NAGARP ARISHAD,NIMBAHERA,21,AAJAD DEVI,LITERATE
762,CHITTORGARH,NAGARP ARISHAD,NIMBAHERA,22,PARAS MAL,10th
763,CHITTORGARH,NAGARP ARISHAD,NIMBAHERA,23,MANOJ KUMAR,10th
764,CHITTORGARH,NAGARP ARISHAD,NIMBAHERA,24,SUBHASH CHANDRA SHARDA,POST GRADUATION
765,CHITTORGARH,NAGARP ARISHAD,NIMBAHERA,25,PRADEEP,8th
766,CHITTORGARH,NAGARP ARISHAD,NIMBAHERA,26,EKTA,12th
767,CHITTORGARH,NAGARP ARISHAD,NIMBAHERA,27,RA VI PRAKASH SONI,12th
768,CHITTORGARH,NAGARP ARISHAD,NIMBAHERA,28,MOHAMMAD KHAN,LITERATE
769,CHITTORGARH,NAGARP ARISHAD,NIMBAHERA,29,SHAMSHU KAMAR,POST GRADUATION
770,CHITTORGARH,NAGARP ARISHAD,NIMBAHERA,30,MOHAMMAD SALIM,8th
771,CHITTORGARH,NAGARP ARISHAD,NIMBAHERA,31,NITESH,GRADUATE
772,CHITTORGARH,NAGARP ARISHAD,NIMBAHERA,32,NILOFAR,10th
773,CHITTORGARH,NAGARP ARISHAD,NIMBAHERA,33,NITIN,GRADUATE
774,CHITTORGARH,NAGARP ARISHAD,NIMBAHERA,34,OMPRAKASH,GRADUATE
775,CHITTORGARH,NAGARP ARISHAD,NIMBAHERA,35,MAYANK AGRAWAL,POST GRADUATION
776,CHITTORGARH,NAGARP ARISHAD,NIMBAHERA,36,MUFID KHAN,5th
777,CHITTORGARH,NAGARP ARISHAD,NIMBAHERA,37,SANJU KANW AR,GRADUATE
778,CHITTORGARH,NAGARP ARISHAD,NIMBAHERA,38,FIRDOS BEGUM,8th
779,CHITTORGARH,NAGARP ARISHAD,NIMBAHERA,39,PREM KUMAR,POST GRADUATION
780,CHITTORGARH,NAGARP ARISHAD,NIMBAHERA,40,RAJESH KUMAR,LITERATE
781,CHITTORGARH,NAGARP ARISHAD,NIMBAHERA,41,BANSHI LAL,GRADUATE
782,CHITTORGARH,NAGARP ARISHAD,NIMBAHERA,42,MAYA,5th
783,CHITTORGARH,NAGARP ARISHAD,NIMBAHERA,43,RUCHI,12th
784,CHITTORGARH,NAGARP ARISHAD,NIMBAHERA,44,DEVANTI DEVI,LITERATE
785,CHITTORGARH,NAGARP ARISHAD,NIMBAHERA,45,RASHMI SHARMA,GRADUATE
786,CHITTORGARH,NAGARP ARISHAD,RAWATBHATA,1,VIMLA KANWAR,10th
787,CHITTORGARH,NAGARP ARISHAD,RAWATBHATA,2,KAYUM KHAN,10th
788,CHITTORGARH,NAGARP ARISHAD,RAWATBHATA,3,MERUNISHA,10th
789,CHITTORGARH,NAGARP ARISHAD,RAWATBHATA,4,YASMIN,5th
790,CHITTORGARH,NAGARP ARISHAD,RAWATBHATA,5,MOHAMMAD IMRAN,GRADUATE
791,CHITTORGARH,NAGARP ARISHAD,RAWATBHATA,6,MOHAMMAD HUSSAIN,LITERATE
792,CHITTORGARH,NAGARP ARISHAD,RAWATBHATA,7,HARISH KUMAR,10th
793,CHITTORGARH,NAGARP ARISHAD,RAWATBHATA,8,PRERNA JAIN,12th
794,CHITTORGARH,NAGARP ARISHAD,RAWATBHATA,9,DHAN KANWAR,LITERATE
795,CHITTORGARH,NAGARP ARISHAD,RAWATBHATA,10,MADHU KANWAR HADA,8th
796,CHITTORGARH,NAGARP ARISHAD,RAWATBHATA,11,SURESH ROHLAN,POST GRADUATION
797,CHITTORGARH,NAGARP ARISHAD,RAWATBHATA,12,CHHITAR LAL,LITERATE
798,CHITTORGARH,NAGARP ARISHAD,RAWATBHATA,13,DURGA BAI,LITERATE
799,CHITTORGARH,NAGARP ARISHAD,RAWATBHATA,14,PRAKASH CHANDRA DEVDA,10th
800,CHITTORGARH,NAGARP ARISHAD,RAWATBHATA,15,NARESH,10th
801,CHITTORGARH,NAGARP ARISHAD,RAWATBHATA,16,NEELAM SINGH,GRADUATE
802,CHITTORGARH,NAGARP ARISHAD,RAWATBHATA,17,MUNNA TIWARI,12th
803,CHITTORGARH,NAGARP ARISHAD,RAWATBHATA,18,RITU MEENA,POST GRADUATION
804,CHITTORGARH,NAGARP ARISHAD,RAWATBHATA,19,KISHAN LAL,8th
805,CHITTORGARH,NAGARP ARISHAD,RAWATBHATA,20,TANVI SHARMA,"Ph.d, B.TECH"
806,CHITTORGARH,NAGARP ARISHAD,RAWATBHATA,21,MANISHA VERMA,GRADUATE
807,CHITTORGARH,NAGARP ARISHAD,RAWATBHATA,22,SANJAY,10th
808,CHITTORGARH,NAGARP ARISHAD,RAWATBHATA,23,ARTI,8th
809,CHITTORGARH,NAGARP ARISHAD,RAWATBHATA,24,ANUSUIYA NAGAR,POST GRADUATION
810,CHITTORGARH,NAGARP ARISHAD,RAWATBHATA,25,MANEESH GIRI,GRADUATE
811,CHITTORGARH,NAGARP ARISHAD,RAWATBHATA,26,REKHA,POST GRADUATION
812,CHITTORGARH,NAGARP ARISHAD,RAWATBHATA,27,MANJULATA JANGAM,10th
813,CHITTORGARH,NAGARP ARISHAD,RAWATBHATA,28,RADHA RANI,GRADUATE
814,CHITTORGARH,NAGARP ARISHAD,RAWATBHATA,29,PUSHPA,8th
815,CHITTORGARH,NAGARP ARISHAD,RAWATBHATA,30,JYOTI PARETA,12th
816,CHITTORGARH,NAGARP ARISHAD,RAWATBHATA,31,RAMESH RAGHAV,POST GRADUATION
817,CHITTORGARH,NAGARP ARISHAD,RAWATBHATA,32,ANIL BALSORI,ITI
818,CHITTORGARH,NAGARP ARISHAD,RAWATBHATA,33,ANIL,POST GRADUATION
819,CHITTORGARH,NAGARP ARISHAD,RAWATBHATA,34,NARENDRA KUMAR,DIPLOMA
820,CHITTORGARH,NAGARP ARISHAD,RAWATBHATA,35,RAJENDRA KUMAR,POST GRADUATION
821,CHITTORGARH,NAGARP ARISHAD,RAWATBHATA,36,PADMA SONI,POST GRADUATION
822,CHITTORGARH,NAGARP ARISHAD,RAWATBHATA,37,DIPEEKA TILLANI,GRADUATE
823,CHITTORGARH,NAGARP ARISHAD,RAWATBHATA,38,VANDANA,POST GRADUATION
824,CHITTORGARH,NAGARP ARISHAD,RAWATBHATA,39,TEENA RATHOR,7th
825,CHITTORGARH,NAGARP ARISHAD,RAWATBHATA,40,RAJKUMAR CHOUDHARY,GRADUATE
826,CHURU,NAGAR PARISHAD,CHURU,1,SAROJ DEVI,LITERATE
827,CHURU,NAGAR PARISHAD,CHURU,2,ANJANI KUMAR,GRADUATE
828,CHURU,NAGAR PARISHAD,CHURU,3,JEEVRAJ,LITERATE
829,CHURU,NAGAR PARISHAD,CHURU,4,HUSENA BANO,LITERATE
830,CHURU,NAGAR PARISHAD,CHURU,5,YUSUF KHAN,LITERATE
831,CHURU,NAGAR PARISHAD,CHURU,6,KULDEEP,12th
832,CHURU,NAGAR PARISHAD,CHURU,7,ASLAM HUSAIN,9th
833,CHURU,NAGAR PARISHAD,CHURU,8,JAITUN BANO,ILLITERA TE
834,CHURU,NAGAR PARISHAD,CHURU,9,KHATUN,LITERATE
835,CHURU,NAGAR PARISHAD,CHURU,10,ISMAIL,LITERATE
836,CHURU,NAGAR PARISHAD,CHURU,11,BISMILLA,ILLITERA TE
837,CHURU,NAGAR PARISHAD,CHURU,12,SHAHID KHAN,B.A 2nd year
838,CHURU,NAGAR PARISHAD,CHURU,13,TOFFIQ KHAN,POST GRADUATION
839,CHURU,NAGAR PARISHAD,CHURU,14,SABANA BANO,LITERATE
840,CHURU,NAGAR PARISHAD,CHURU,15,SHAHRUKH KHAN,MA B.ED
841,CHURU,NAGAR PARISHAD,CHURU,16,LIKHMICHAND,10th
842,CHURU,NAGAR PARISHAD,CHURU,17,SAMMIULLAH,12th
843,CHURU,NAGAR PARISHAD,CHURU,18,MANNAL,POST GRADUATION
844,CHURU,NAGAR PARISHAD,CHURU,19,SAROJ,LITERATE
845,CHURU,NAGAR PARISHAD,CHURU,20,BABY,LITERATE
846,CHURU,NAGAR PARISHAD,CHURU,21,SUSHEELA,GRADUATE
847,CHURU,NAGAR PARISHAD,CHURU,22,SITA DEVI,LITERATE
848,CHURU,NAGAR PARISHAD,CHURU,23,VIMLA DEVI,10th
849,CHURU,NAGAR PARISHAD,CHURU,24,ANISH KHAN,GRADUATE
850,CHURU,NAGAR PARISHAD,CHURU,25,JAMILA BANO,LITERATE
851,CHURU,NAGAR PARISHAD,CHURU,26,MADINA BANO,LITERATE
852,CHURU,NAGAR PARISHAD,CHURU,27,MOHD. ALI KHAN,LITERATE
853,CHURU,NAGAR PARISHAD,CHURU,28,SHASI KALA,10th
854,CHURU,NAGAR PARISHAD,CHURU,29,ANWAR THIM,LITERATE
855,CHURU,NAGAR PARISHAD,CHURU,30,RAJKUMAR,10th
856,CHURU,NAGAR PARISHAD,CHURU,31,JAGDISH PRASAD,LITERATE
857,CHURU,NAGAR PARISHAD,CHURU,32,CHANDARKALA,5TH
858,CHURU,NAGAR PARISHAD,CHURU,33,LAXMI DEVI GURJAR,LITERATE
859,CHURU,NAGAR PARISHAD,CHURU,34,LILADHAR SHARMA,10th
860,CHURU,NAGAR PARISHAD,CHURU,35,NIRMLA SAINI,GRADUATE
861,CHURU,NAGAR PARISHAD,CHURU,36,VIMAL KUMAR,12th
862,CHURU,NAGAR PARISHAD,CHURU,37,RUKSAR BANO,10th
863,CHURU,NAGAR PARISHAD,CHURU,38,BHAGIRTH PRASAD,GRADUATE
864,CHURU,NAGAR PARISHAD,CHURU,39,NASIM NISHA,LITERATE
865,CHURU,NAGAR PARISHAD,CHURU,40,SAKILA,LITERATE
866,CHURU,NAGAR PARISHAD,CHURU,41,MAMTA JOSHI,10th
867,CHURU,NAGAR PARISHAD,CHURU,42,BABU KHAN ELMAN,LITERATE
868,CHURU,NAGAR PARISHAD,CHURU,43,RAKESH,GRADUATE
869,CHURU,NAGAR PARISHAD,CHURU,44,CHANDA,8TH
870,CHURU,NAGAR PARISHAD,CHURU,45,VIJAY KRISHAN,10th
871,CHURU,NAGAR PARISHAD,CHURU,46,GIRDHARI LAL,GRADUATE
872,CHURU,NAGAR PARISHAD,CHURU,47,JAMANA DEVI,LITERATE
873,CHURU,NAGAR PARISHAD,CHURU,48,MEGHRAJ,10th
874,CHURU,NAGAR PARISHAD,CHURU,49,SUVATI DEVI,LITERATE
875,CHURU,NAGAR PARISHAD,CHURU,50,SUMAN,LITERATE
876,CHURU,NAGAR PARISHAD,CHURU,51,GHANSHYAM,LITERATE
877,CHURU,NAGAR PARISHAD,CHURU,52,CHANDA,LITERATE
878,CHURU,NAGAR PARISHAD,CHURU,53,VINOD,MA B.ED
879,CHURU,NAGAR PARISHAD,CHURU,54,BANWARI LAL,LITERATE
880,CHURU,NAGAR PARISHAD,CHURU,55,SARITA JOSHI,LITERATE
881,CHURU,NAGAR PARISHAD,CHURU,56,USHA,12th
882,CHURU,NAGAR PARISHAD,CHURU,57,ANJANA,LITERATE
883,CHURU,NAGAR PARISHAD,CHURU,58,JANNAT,LITERATE
884,CHURU,NAGAR PARISHAD,CHURU,59,PAYAL,LLM
885,CHURU,NAGAR PARISHAD,CHURU,60,CHANDARPRAKASH,10th
886,CHURU,NAGARP ALIKA,RAJGRAH,1,AMIT KUMAR NAYAK,LLM
887,CHURU,NAGARP ALIKA,RAJGRAH,2,BALA,LITERATE
888,CHURU,NAGARP ALIKA,RAJGRAH,3,SUMAN KANW AR,8th
889,CHURU,NAGARP ALIKA,RAJGRAH,4,BALA,B.A. B.Ed
890,CHURU,NAGARP ALIKA,RAJGRAH,5,JYOTI KUMARI,12th
891,CHURU,NAGARP ALIKA,RAJGRAH,6,HARDWARI LAL,LITERATE
892,CHURU,NAGARP ALIKA,RAJGRAH,7,DEEPCHAND,LITERATE
893,CHURU,NAGARP ALIKA,RAJGRAH,8,LALITA DEVI,9th
894,CHURU,NAGARP ALIKA,RAJGRAH,9,RAHUL PAREEK,12th
895,CHURU,NAGARP ALIKA,RAJGRAH,10,SA VITRI,LITERATE
896,CHURU,NAGARP ALIKA,RAJGRAH,11,NANNI,LITERATE
897,CHURU,NAGARP ALIKA,RAJGRAH,12,MOHAMMAD HAIDAR ALI,POST GRADUATION
898,CHURU,NAGARP ALIKA,RAJGRAH,13,CHANDU RAM,LITERATE
899,CHURU,NAGARP ALIKA,RAJGRAH,14,LATA,LITERATE
900,CHURU,NAGARP ALIKA,RAJGRAH,15,ROSHANI,LITERATE
901,CHURU,NAGARP ALIKA,RAJGRAH,16,SAVITA,LITERATE
902,CHURU,NAGARP ALIKA,RAJGRAH,17,AFROJ BANO,LITERATE
903,CHURU,NAGARP ALIKA,RAJGRAH,18,MAHENDRA KUMAR,GRADUATE
904,CHURU,NAGARP ALIKA,RAJGRAH,19,GOMATEE DEVI,LITERATE
905,CHURU,NAGARP ALIKA,RAJGRAH,20,JAHEER AHAMAD,BE Computer
906,CHURU,NAGARP ALIKA,RAJGRAH,21,RAJIYA,LITERATE
907,CHURU,NAGARP ALIKA,RAJGRAH,22,SHER MOHMMAD,12th
908,CHURU,NAGARP ALIKA,RAJGRAH,23,JAMEELA BEGUM,LITERATE
909,CHURU,NAGARP ALIKA,RAJGRAH,24,JAITOON,LITERATE
910,CHURU,NAGARP ALIKA,RAJGRAH,25,JAMEELA,LITERATE
911,CHURU,NAGARP ALIKA,RAJGRAH,26,MOHAMMAD RAFIQ,LITERATE
912,CHURU,NAGARP ALIKA,RAJGRAH,27,RAMBABU,LITERATE
913,CHURU,NAGARP ALIKA,RAJGRAH,28,LILADHAR BUNDELA,LITERATE
914,CHURU,NAGARP ALIKA,RAJGRAH,29,MOHMMAD RASHID,LITERATE
915,CHURU,NAGARP ALIKA,RAJGRAH,30,SHABANA,8th
916,CHURU,NAGARP ALIKA,RAJGRAH,31,DEEPIKA SHARMA,12th
917,CHURU,NAGARP ALIKA,RAJGRAH,32,GORDHAN LAL,LITERATE
918,CHURU,NAGARP ALIKA,RAJGRAH,33,LALEETA POONIYA,10th
919,CHURU,NAGARP ALIKA,RAJGRAH,34,MAHA VEER SINGH BEEKA,12th
920,CHURU,NAGARP ALIKA,RAJGRAH,35,MANIRAM,10th
921,CHURU,NAGARP ALIKA,RAJGRAH,36,SUMAN DEVI,LITERATE
922,CHURU,NAGARP ALIKA,RAJGRAH,37,CHIRANGEE LAL,Professional
923,CHURU,NAGARP ALIKA,RAJGRAH,38,POOJA,12th
924,CHURU,NAGARP ALIKA,RAJGRAH,39,SUGRA,LITERATE
925,CHURU,NAGARP ALIKA,RAJGRAH,40,RAJENDRA KUMAR,Phd
926,DAUSA,NAGAR PALIKA,MAHWA,1,SADDAM,LITERATE
927,DAUSA,NAGAR PALIKA,MAHWA,2,MURADAN BANO,ILLITERA TE
928,DAUSA,NAGAR PALIKA,MAHWA,3,SHEELA,LITERATE
929,DAUSA,NAGAR PALIKA,MAHWA,4,OMPRAKASH BHARDW AJ,10th
930,DAUSA,NAGAR PALIKA,MAHWA,5,SABANA,LITERATE
931,DAUSA,NAGAR PALIKA,MAHWA,6,SHEELA,LITERATE
932,DAUSA,NAGAR PALIKA,MAHWA,7,VIJAY KUMAR,10th
933,DAUSA,NAGAR PALIKA,MAHWA,8,RADHAKISHAN,GRADUATE
934,DAUSA,NAGAR PALIKA,MAHWA,9,NARBDA,LITERATE
935,DAUSA,NAGAR PALIKA,MAHWA,10,SANTOSH,10th
936,DAUSA,NAGAR PALIKA,MAHWA,11,MADHAV,GRADUATE
937,DAUSA,NAGAR PALIKA,MAHWA,12,BHAGWATI,9TH
938,DAUSA,NAGAR PALIKA,MAHWA,13,ANJANA DEVI JATAV,5TH
939,DAUSA,NAGAR PALIKA,MAHWA,14,NATTHI LAL,LITERATE
940,DAUSA,NAGAR PALIKA,MAHWA,15,SAPNA,8 TH
941,DAUSA,NAGAR PALIKA,MAHWA,16,SAROJ,8 TH
942,DAUSA,NAGAR PALIKA,MAHWA,17,RAMPATI,ILLITERA TE
943,DAUSA,NAGAR PALIKA,MAHWA,18,HURMAT NISHA,12th
