sl_no_2005,dist_name_2005,samiti_name_2005,gp_2005,reservation_2005,name_2005,sex_2005,category_2005,gp_new_2005,dist_name_new_2005,samiti_name_new_2005,dist_2010_2005,key_2005,sl_no_2010,dist_name_2010,samiti_name_2010,gp_2010,reservation_2010,name_2010,sex_2010,category_2010,gp_new_2010,dist_name_new_2010,samiti_name_new_2010,key_2010,dist,nuke
1618,BARMER,SINDHARI,NEHRON KI DHANI,OBC,RAURAM,MALE,OBC,nehro ki dhani,BARMER,SINDHARI,NA,BARMERSINDHARInehro ki dhani,1583,BARMER,SINDHARI,NEHRO KI DHANI,GENW,CHIMU DEVI,F,OBCW,nehro ki dhani,BARMER,SINDHARI,BARMERSINDHARInehro ki dhani,0,
1619,BARMER,SINDHARI,NIMBALKOT,OBC,HIMTHARAM,MALE,OBC,nimbalkot,BARMER,SINDHARI,NA,BARMERSINDHARInimbalkot,1584,BARMER,SINDHARI,NIMBALKOT,SC,GANGA,F,SCW,nimbalkot,BARMER,SINDHARI,BARMERSINDHARInimbalkot,0,
1620,BARMER,SINDHARI,NOKHDA,GEN W,WALI DEVI,FEMALE,OBC,nokhda,BARMER,SINDHARI,NA,BARMERSINDHARInokhda,1585,BARMER,SINDHARI,NOKHDA,GEN,BAGA RAM,M,GEN,nokhda,BARMER,SINDHARI,BARMERSINDHARInokhda,0,
1621,BARMER,SINDHARI,NOSAR,GEN,JABARSINGH,MALE,GEN,nosar,BARMER,SINDHARI,NA,BARMERSINDHARInosar,1586,BARMER,SINDHARI,NOSAR,GEN,ROOPA RAM,M,OBC,nosar,BARMER,SINDHARI,BARMERSINDHARInosar,0,
1622,BARMER,SINDHARI,PAYALAKALA,SC,ANARAM,MALE,SC,payala kala,BARMER,SINDHARI,NA,BARMERSINDHARIpayala kala,1587,BARMER,SINDHARI,PAYALA KALA,OBC,MEGHA RAM,M,OBC,payala kala,BARMER,SINDHARI,BARMERSINDHARIpayala kala,0,
1623,BARMER,SINDHARI,PAYALAKHURD,GEN,PRABHURAM,MALE,OBC,payala khurd,BARMER,SINDHARI,NA,BARMERSINDHARIpayala khurd,1588,BARMER,SINDHARI,PAYALA KHURD,OBC,DHEERA RAM,M,OBC,payala khurd,BARMER,SINDHARI,BARMERSINDHARIpayala khurd,0,
1624,BARMER,SINDHARI,RANASARKHURD,GEN W,KOCHI,FEMALE,OBC,ranasar khrud,BARMER,SINDHARI,NA,BARMERSINDHARIranasar khrud,1589,BARMER,SINDHARI,RANASAR KHRUD,SC,PALU DEVI,F,SCW,ranasar khrud,BARMER,SINDHARI,BARMERSINDHARIranasar khrud,0,
1625,BARMER,SINDHARI,RAWATSAR,OBC,BALARAM,MALE,OBC,rawatsar,BARMER,SINDHARI,NA,BARMERSINDHARIrawatsar,1590,BARMER,SINDHARI,RAWATSAR,GENW,ANTRI DEVI,F,OBCW,rawatsar,BARMER,SINDHARI,BARMERSINDHARIrawatsar,0,
1626,BARMER,SINDHARI,SADA,GEN,JETHARAM,MALE,GEN,sada,BARMER,SINDHARI,NA,BARMERSINDHARIsada,1591,BARMER,SINDHARI,SADA,SC,CHOGA RAM,M,SC,sada,BARMER,SINDHARI,BARMERSINDHARIsada,0,
1627,BARMER,SINDHARI,SANJTA,SC W,MANGI DEVI,FEMALE,SC,sanjta,BARMER,SINDHARI,NA,BARMERSINDHARIsanjta,1592,BARMER,SINDHARI,SANJT A,GENW,VANU DEVI,F,OBCW,sanjta,BARMER,SINDHARI,BARMERSINDHARIsanjta,0,
1628,BARMER,SINDHARI,SANPAMANJI,GEN W,ROOPO DEVI,FEMALE,GEN,sanpa manji,BARMER,SINDHARI,NA,BARMERSINDHARIsanpa manji,1593,BARMER,SINDHARI,SANPA MANJI,ST,SUJA RAM,M,ST,sanpa manji,BARMER,SINDHARI,BARMERSINDHARIsanpa manji,0,
1629,BARMER,SINDHARI,SARLI,GEN,DUDARAM,MALE,OBC,sarli,BARMER,SINDHARI,NA,BARMERSINDHARIsarli,1595,BARMER,SINDHARI,SARNU,GENW,KHAMMA DEVI,F,GENW,sarnu,BARMER,SINDHARI,BARMERSINDHARIsarnu,2,1
1629,BARMER,SINDHARI,SARLI,GEN,DUDARAM,MALE,OBC,sarli,BARMER,SINDHARI,NA,BARMERSINDHARIsarli,1594,BARMER,SINDHARI,SARLI,GEN,PARU DEVI,F,OBCW,sarli,BARMER,SINDHARI,BARMERSINDHARIsarli,0,
1630,BARMER,SINDHARI,SARNU,OBC,MULARAM JAT,MALE,OBC,sarnu,BARMER,SINDHARI,NA,BARMERSINDHARIsarnu,1573,BARMER,SINDHARI,KARNA,GEN,SURA RAM,M,OBC,karna,BARMER,SINDHARI,BARMERSINDHARIkarna,2,1
1630,BARMER,SINDHARI,SARNU,OBC,MULARAM JAT,MALE,OBC,sarnu,BARMER,SINDHARI,NA,BARMERSINDHARIsarnu,1594,BARMER,SINDHARI,SARLI,GEN,PARU DEVI,F,OBCW,sarli,BARMER,SINDHARI,BARMERSINDHARIsarli,2,1
1630,BARMER,SINDHARI,SARNU,OBC,MULARAM JAT,MALE,OBC,sarnu,BARMER,SINDHARI,NA,BARMERSINDHARIsarnu,1595,BARMER,SINDHARI,SARNU,GENW,KHAMMA DEVI,F,GENW,sarnu,BARMER,SINDHARI,BARMERSINDHARIsarnu,0,
1631,BARMER,SINDHARI,SEWANIYALA,GEN,RAISINGA RAM,MALE,GEN,sevniyala,BARMER,SINDHARI,NA,BARMERSINDHARIsevniyala,1596,BARMER,SINDHARI,SEVNIYALA,GENW,BALI DEVI,F,OBCW,sevniyala,BARMER,SINDHARI,BARMERSINDHARIsevniyala,0,
1632,BARMER,SINDHARI,SHIVKAR,GEN W,KHETU,FEMALE,OBC,shivkar,BARMER,SINDHARI,NA,BARMERSINDHARIshivkar,1597,BARMER,SINDHARI,SHIVKAR,GENW,LEHRO DEVI,F,OBCW,shivkar,BARMER,SINDHARI,BARMERSINDHARIshivkar,0,
1633,BARMER,SINDHARI,SHO-JETMAL,GEN,DAMARAM,MALE,OBC,shobhala jaitmal,BARMER,SINDHARI,NA,BARMERSINDHARIshobhala jaitmal,1598,BARMER,SINDHARI,SHOBHALA JAITMAL,GEN,DAMA RAM,M,OBC,shobhala jaitmal,BARMER,SINDHARI,BARMERSINDHARIshobhala jaitmal,0,
1634,BARMER,SINDHARI,SINDHRI CHOUSIRA,OBC,HIMTARAM,MALE,OBC,sindhari chosira,BARMER,SINDHARI,NA,BARMERSINDHARIsindhari chosira,1599,BARMER,SINDHARI,SINDHARI CHOSIRA,GENW,PRABHAT KANWAR,F,GENW,sindhari chosira,BARMER,SINDHARI,BARMERSINDHARIsindhari chosira,0,
1635,BARMER,SIWANA,AJIT,OBC,CHELA RAM,MALE,OBC,ajeet,BARMER,SIWANA,NA,BARMERSIWANAajeet,1600,BARMER,SIWANA,AJEET,GEN,SAROJ KANWAR,F,OBCW,ajeet,BARMER,SIWANA,BARMERSIWANAajeet,0,
1636,BARMER,SIWANA,BHAGWA,OBC,JOGARAM,MALE,OBC,bhagwa,BARMER,SIWANA,NA,BARMERSIWANAbhagwa,1602,BARMER,SIWANA,BHAGWA,GEN,MULENDRA SINGH,M,GEN,bhagwa,BARMER,SIWANA,BARMERSIWANAbhagwa,0,
1637,BARMER,SIWANA,DEVENDI,SC,BELARAM,MALE,SC,devandi,BARMER,SIWANA,NA,BARMERSIWANAdevandi,1603,BARMER,SIWANA,DEVANDI,ST,HIRA RAM,M,ST,devandi,BARMER,SIWANA,BARMERSIWANAdevandi,0,
1638,BARMER,SIWANA,DHARNA,GEN W,SAHAN KANWAR,FEMALE,GEN,dharna,BARMER,SIWANA,NA,BARMERSIWANAdharna,1604,BARMER,SIWANA,DHARNA,GEN,HEMA RAM,M,OBC,dharna,BARMER,SIWANA,BARMERSIWANAdharna,0,
1640,BARMER,SIWANA,DHIRA,GEN,JABAR SINGH,MALE,GEN,dheera,BARMER,SIWANA,NA,BARMERSIWANAdheera,1605,BARMER,SIWANA,DHEERA,OBCW,POKI,F,OBCW,dheera,BARMER,SIWANA,BARMERSIWANAdheera,0,
1639,BARMER,SIWANA,DHIDHAS,OBC,KHETA RAM,MALE,OBC,dhindas,BARMER,SIWANA,NA,BARMERSIWANAdhindas,1606,BARMER,SIWANA,DHINDAS,GENW,SARLA,F,GENW,dhindas,BARMER,SIWANA,BARMERSIWANAdhindas,0,
1641,BARMER,SIWANA,GOLIYA,GEN,ANOP SINGH,MALE,GEN,goliya,BARMER,SIWANA,NA,BARMERSIWANAgoliya,1607,BARMER,SIWANA,GOLIYA,GENW,SAYAR KANWAR,F,GENW,goliya,BARMER,SIWANA,BARMERSIWANAgoliya,0,
1642,BARMER,SIWANA,GUDA,GEN,BABU SINGH,MALE,GEN,guda,BARMER,SIWANA,NA,BARMERSIWANAguda,1608,BARMER,SIWANA,GUDHA,ST,LADHA RAM,M,ST,gudha,BARMER,SIWANA,BARMERSIWANAgudha,1,
1643,BARMER,SIWANA,INDRANA,OBC W,RAHINI DEVI,FEMALE,OBC,indrana,BARMER,SIWANA,NA,BARMERSIWANAindrana,1609,BARMER,SIWANA,INDRANA,SCW,PUSP A,F,SCW,indrana,BARMER,SIWANA,BARMERSIWANAindrana,0,
1644,BARMER,SIWANA,JETHANTRI,GEN,BHANWAR SINGH,MALE,GEN,jethantari,BARMER,SIWANA,NA,BARMERSIWANAjethantari,1610,BARMER,SIWANA,JETHANT ARI,SC,SANWAL RAM,M,SC,jethantari,BARMER,SIWANA,BARMERSIWANAjethantari,0,
1646,BARMER,SIWANA,KARMAWAS,SC,MANGLA RAM,MALE,SC,karmawas,BARMER,SIWANA,NA,BARMERSIWANAkarmawas,1611,BARMER,SIWANA,KARMAWAS,STW,SHANTI DEVI,F,STW,karmawas,BARMER,SIWANA,BARMERSIWANAkarmawas,0,
1647,BARMER,SIWANA,KATHADI,GEN W,RASAL KANWAR,FEMALE,GEN,kathadi,BARMER,SIWANA,NA,BARMERSIWANAkathadi,1612,BARMER,SIWANA,KATHADI,GEN,PREM SINGH,M,GEN,kathadi,BARMER,SIWANA,BARMERSIWANAkathadi,0,
1648,BARMER,SIWANA,KHANDAP,GEN,RAGHUVIR SINGH,MALE,GEN,khandap,BARMER,SIWANA,NA,BARMERSIWANAkhandap,1613,BARMER,SIWANA,KHANDAP,OBC,MADAN SINGH,M,OBC,khandap,BARMER,SIWANA,BARMERSIWANAkhandap,0,
1645,BARMER,SIWANA,KANKHI,GEN,BANESINGH,MALE,GEN,khankhi,BARMER,SIWANA,NA,BARMERSIWANAkhankhi,1614,BARMER,SIWANA,KHANKHI,GENW,RATAN KANWAR,F,GENW,khankhi,BARMER,SIWANA,BARMERSIWANAkhankhi,0,
1649,BARMER,SIWANA,KOTRI,GEN,KAN SINGH,MALE,GEN,kotri,BARMER,SIWANA,NA,BARMERSIWANAkotri,1615,BARMER,SIWANA,KOTDI,OBCW,SUKI,F,OBCW,kotdi,BARMER,SIWANA,BARMERSIWANAkotdi,1,
1650,BARMER,SIWANA,KUNDAL,SC,BAGDARAM,MALE,SC,kundal,BARMER,SIWANA,NA,BARMERSIWANAkundal,1616,BARMER,SIWANA,KUNDAL,GEN,NAROTAM DAS,M,OBC,kundal,BARMER,SIWANA,BARMERSIWANAkundal,0,
1651,BARMER,SIWANA,KUSIP,SC W,HARKU,FEMALE,SC,kuseep,BARMER,SIWANA,NA,BARMERSIWANAkuseep,1617,BARMER,SIWANA,KUSEEP,GEN,HUKAM SINGH,M,OBC,kuseep,BARMER,SIWANA,BARMERSIWANAkuseep,0,
1652,BARMER,SIWANA,LALANA,GEN,MEHRA RAM,MALE,OBC,lalana,BARMER,SIWANA,NA,BARMERSIWANAlalana,1618,BARMER,SIWANA,LALANA,GEN,HEMA RAM,M,OBC,lalana,BARMER,SIWANA,BARMERSIWANAlalana,0,
1653,BARMER,SIWANA,MAHILAWAS,GEN,BABU LAL,MALE,OBC,mahilawas,BARMER,SIWANA,NA,BARMERSIWANAmahilawas,1619,BARMER,SIWANA,MAHILAWAS,GENW,BHEEKHI DEVI,F,OBCW,mahilawas,BARMER,SIWANA,BARMERSIWANAmahilawas,0,
1654,BARMER,SIWANA,MAJAL,GEN,MAGSINGH,MALE,GEN,majal,BARMER,SIWANA,NA,BARMERSIWANAmajal,1620,BARMER,SIWANA,MAJAL,SCW,MIRA DEVI,F,SCW,majal,BARMER,SIWANA,BARMERSIWANAmajal,0,
1655,BARMER,SIWANA,MAWADI,OBC W,JAJU DEVI,FEMALE,OBC,mavdi,BARMER,SIWANA,NA,BARMERSIWANAmavdi,1621,BARMER,SIWANA,MAVDI,GENW,RAM KUNWAR,F,GENW,mavdi,BARMER,SIWANA,BARMERSIWANAmavdi,0,
1656,BARMER,SIWANA,MELI,GEN,AMAR SINGH,MALE,GEN,meli,BARMER,SIWANA,NA,BARMERSIWANAmeli,1622,BARMER,SIWANA,MELI,OBC,VAGTA RAM,M,OBC,meli,BARMER,SIWANA,BARMERSIWANAmeli,0,
1657,BARMER,SIWANA,MITHODA,SC,TEJARAM,MALE,SC,methoda,BARMER,SIWANA,NA,BARMERSIWANAmethoda,1623,BARMER,SIWANA,METHODA,OBC,BABU RAM,M,OBC,methoda,BARMER,SIWANA,BARMERSIWANAmethoda,0,
1658,BARMER,SIWANA,MOKALSAR,GEN W,OM KANWAR,FEMALE,GEN,mokalsar,BARMER,SIWANA,NA,BARMERSIWANAmokalsar,1624,BARMER,SIWANA,MOKALSAR,OBCW,RESHMI DEVI,F,OBCW,mokalsar,BARMER,SIWANA,BARMERSIWANAmokalsar,0,
1659,BARMER,SIWANA,MOTISARA,ST,BHAGARAM,MALE,ST,motisara,BARMER,SIWANA,NA,BARMERSIWANAmotisara,1625,BARMER,SIWANA,MOTISARA,GENW,DAKHU KANWAR,F,GENW,motisara,BARMER,SIWANA,BARMERSIWANAmotisara,0,
1660,BARMER,SIWANA,PADRU,SC,TIKMARAM,MALE,SC,padhru,BARMER,SIWANA,NA,BARMERSIWANApadhru,1626,BARMER,SIWANA,PADHRU,GENW,SAVITRI,F,GENW,padhru,BARMER,SIWANA,BARMERSIWANApadhru,0,
1661,BARMER,SIWANA,RAKHI,ST W,ANJI DEVI,FEMALE,ST,rakhi,BARMER,SIWANA,NA,BARMERSIWANArakhi,1627,BARMER,SIWANA,RAKHI,GENW,SANTOSH,F,OBCW,rakhi,BARMER,SIWANA,BARMERSIWANArakhi,0,
1662,BARMER,SIWANA,RAMNIYA,ST,MOMTARAM,MALE,ST,ramaniya,BARMER,SIWANA,NA,BARMERSIWANAramaniya,1628,BARMER,SIWANA,RAMANIYA,SC,GUMNA RAM,M,SC,ramaniya,BARMER,SIWANA,BARMERSIWANAramaniya,0,
1663,BARMER,SIWANA,RAMPURA,GEN W,SUWA,FEMALE,OBC,rampura,BARMER,SIWANA,NA,BARMERSIWANArampura,1629,BARMER,SIWANA,RAMPURA,GEN,HADMAT SINGH,M,GEN,rampura,BARMER,SIWANA,BARMERSIWANArampura,0,
1664,BARMER,SIWANA,RANI DESHIPURA,GEN,BUDHA RAM,MALE,OBC,rani deshipura,BARMER,SIWANA,NA,BARMERSIWANArani deshipura,1630,BARMER,SIWANA,RANI DESHIPURA,GEN,BUDHA RAM,M,OBC,rani deshipura,BARMER,SIWANA,BARMERSIWANArani deshipura,0,
1668,BARMER,SIWANA,SELA,GEN,MEGHSINGH,MALE,GEN,saila,BARMER,SIWANA,NA,BARMERSIWANAsaila,1631,BARMER,SIWANA,SAILA,SC,GEBA RAM,M,SC,saila,BARMER,SIWANA,BARMERSIWANAsaila,0,
1665,BARMER,SIWANA,SAMDARI,GEN W,RATAN KANWAR,FEMALE,GEN,samdari,BARMER,SIWANA,NA,BARMERSIWANAsamdari,1632,BARMER,SIWANA,SAMDARI,OBC,BABULAL,M,OBC,samdari,BARMER,SIWANA,BARMERSIWANAsamdari,0,
1666,BARMER,SIWANA,SARVADI,GEN W,GANGA,FEMALE,OBC,sarwadi,BARMER,SIWANA,NA,BARMERSIWANAsarwadi,1634,BARMER,SIWANA,SARW ADI,OBCW,AASI DEVI,F,OBCW,sarwadi,BARMER,SIWANA,BARMERSIWANAsarwadi,0,
1667,BARMER,SIWANA,SAWARDA,GEN,AAMSINGH,MALE,GEN,sawarda,BARMER,SIWANA,NA,BARMERSIWANAsawarda,1633,BARMER,SIWANA,SANW ARDA,GENW,SINGARI,F,OBCW,sanwarda,BARMER,SIWANA,BARMERSIWANAsanwarda,1,
1669,BARMER,SIWANA,SEWALI,OBC,SONARAM,MALE,OBC,sewali,BARMER,SIWANA,NA,BARMERSIWANAsewali,1635,BARMER,SIWANA,SEW ALI,GEN,HANJA,F,GENW,sewali,BARMER,SIWANA,BARMERSIWANAsewali,0,
1670,BARMER,SIWANA,SILORE,GEN W,SHANTI DEVI,FEMALE,GEN,silor,BARMER,SIWANA,NA,BARMERSIWANAsilor,1637,BARMER,SIWANA,SINER,GENW,BABRI KANWAR,F,GENW,siner,BARMER,SIWANA,BARMERSIWANAsiner,2,1
1670,BARMER,SIWANA,SILORE,GEN W,SHANTI DEVI,FEMALE,GEN,silor,BARMER,SIWANA,NA,BARMERSIWANAsilor,1636,BARMER,SIWANA,SILOR,GEN,MADHO SINGH,M,GEN,silor,BARMER,SIWANA,BARMERSIWANAsilor,0,
1671,BARMER,SIWANA,SINERE,OBC W,KAMLA DEVI,FEMALE,OBC,siner,BARMER,SIWANA,NA,BARMERSIWANAsiner,1636,BARMER,SIWANA,SILOR,GEN,MADHO SINGH,M,GEN,silor,BARMER,SIWANA,BARMERSIWANAsilor,2,1
1671,BARMER,SIWANA,SINERE,OBC W,KAMLA DEVI,FEMALE,OBC,siner,BARMER,SIWANA,NA,BARMERSIWANAsiner,1637,BARMER,SIWANA,SINER,GENW,BABRI KANWAR,F,GENW,siner,BARMER,SIWANA,BARMERSIWANAsiner,0,
1672,BARMER,SIWANA,SIWANA,OBC,RAMNIWAS,MALE,OBC,siwana,BARMER,SIWANA,NA,BARMERSIWANAsiwana,1638,BARMER,SIWANA,SIWANA,SCW,JAMNA DEVI,F,SCW,siwana,BARMER,SIWANA,BARMERSIWANAsiwana,0,
1673,BARMER,SIWANA,THAPAN,GEN,BHANWAR SINGH,MALE,GEN,thapan,BARMER,SIWANA,NA,BARMERSIWANAthapan,1639,BARMER,SIWANA,THAPAN,SC,MALA RAM,M,SC,thapan,BARMER,SIWANA,BARMERSIWANAthapan,0,
1675,BHARATPUR,BAYANA,BAGRAIN,SC,TIKAMCHAND,MALE,SC,bagren,BHARATPUR,BAYANA,NA,BHARATPURBAYANAbagren,1640,BHARATPUR,BAYANA,BAGREN,OBCW,GAYTRI,F,OBCW,bagren,BHARATPUR,BAYANA,BHARATPURBAYANAbagren,0,
1676,BHARATPUR,BAYANA,BAJANA,GEN,NARPAT,MALE,OBC,bajna,BHARATPUR,BAYANA,NA,BHARATPURBAYANAbajna,1641,BHARATPUR,BAYANA,BAJNA,GENW,RAMWATI,F,OBCW,bajna,BHARATPUR,BAYANA,BHARATPURBAYANAbajna,0,
1678,BHARATPUR,BAYANA,BERKHEDA,GEN,BIJJO,MALE,OBC,barkhera,BHARATPUR,BAYANA,NA,BHARATPURBAYANAbarkhera,1642,BHARATPUR,BAYANA,BARKHERA,SC,BHEEM SINGH,M,SC,barkhera,BHARATPUR,BAYANA,BHARATPURBAYANAbarkhera,0,
1677,BHARATPUR,BAYANA,BARODA,SC W,GANGA DAI,FEMALE,SC,baroda,BHARATPUR,BAYANA,NA,BHARATPURBAYANAbaroda,1671,BHARATPUR,BAYANA,PAROA,GENW,LAUHRI,F,OBCW,paroa,BHARATPUR,BAYANA,BHARATPURBAYANAparoa,2,1
1677,BHARATPUR,BAYANA,BARODA,SC W,GANGA DAI,FEMALE,SC,baroda,BHARATPUR,BAYANA,NA,BHARATPURBAYANAbaroda,1643,BHARATPUR,BAYANA,BARONDA,GEN,HARVAN SINGH,M,OBC,baronda,BHARATPUR,BAYANA,BHARATPURBAYANAbaronda,1,
1680,BHARATPUR,BAYANA,BRAHMBAD,GEN,RAMA PARASHAR,FEMALE,GEN,bhramwad,BHARATPUR,BAYANA,NA,BHARATPURBAYANAbhramwad,1644,BHARATPUR,BAYANA,BHRAMW AD,SC,AMART LAL,M,SC,bhramwad,BHARATPUR,BAYANA,BHARATPURBAYANAbhramwad,0,
1681,BHARATPUR,BAYANA,DEHGAONWA,GEN,DHRAMSINGH,MALE,OBC,dehgaon,BHARATPUR,BAYANA,NA,BHARATPURBAYANAdehgaon,1645,BHARATPUR,BAYANA,DEHGAON,GEN,YADRAM,M,OBC,dehgaon,BHARATPUR,BAYANA,BHARATPURBAYANAdehgaon,0,
1682,BHARATPUR,BAYANA,DHADHRAIN,SC,NATHI,MALE,SC,dhadheren,BHARATPUR,BAYANA,NA,BHARATPURBAYANAdhadheren,1646,BHARATPUR,BAYANA,DHADHEREN,GEN,gopal,M,ST,dhadheren,BHARATPUR,BAYANA,BHARATPURBAYANAdhadheren,0,
1683,BHARATPUR,BAYANA,FARSO,GEN,PURAN SINGH,MALE,OBC,farso,BHARATPUR,BAYANA,NA,BHARATPURBAYANAfarso,1647,BHARATPUR,BAYANA,FARSO,SCW,SAMPATI,F,SCW,farso,BHARATPUR,BAYANA,BHARATPURBAYANAfarso,0,
1684,BHARATPUR,BAYANA,GAJIPUR,GEN,VIJAY,MALE,OBC,gajipur,BHARATPUR,BAYANA,NA,BHARATPURBAYANAgajipur,1648,BHARATPUR,BAYANA,GAJIPUR,SC,JOTRAM,M,SC,gajipur,BHARATPUR,BAYANA,BHARATPURBAYANAgajipur,0,
1685,BHARATPUR,BAYANA,GURDHA NADI,OBC,POORAN SINGH,MALE,OBC,gurdha nadi,BHARATPUR,BAYANA,NA,BHARATPURBAYANAgurdha nadi,1649,BHARATPUR,BAYANA,GURDHA NADI,GENW,HEMLATA,F,GENW,gurdha nadi,BHARATPUR,BAYANA,BHARATPURBAYANAgurdha nadi,0,
1686,BHARATPUR,BAYANA,HERNAGAR,GEN W,SHAILESH,FEMALE,GEN,harnagar,BHARATPUR,BAYANA,NA,BHARATPURBAYANAharnagar,1650,BHARATPUR,BAYANA,HARNAGAR,GENW,ANGURI DEVI,F,OBCW,harnagar,BHARATPUR,BAYANA,BHARATPURBAYANAharnagar,0,
1687,BHARATPUR,BAYANA,JAISORA,GEN,GAJRAJ,MALE,OBC,jaisora,BHARATPUR,BAYANA,NA,BHARATPURBAYANAjaisora,1651,BHARATPUR,BAYANA,JAISORA,SC,MANGAL,M,SC,jaisora,BHARATPUR,BAYANA,BHARATPURBAYANAjaisora,0,
1688,BHARATPUR,BAYANA,JASPURA MOROLI,SC,AMAR SINGH,MALE,SC,jaspuramoroli,BHARATPUR,BAYANA,NA,BHARATPURBAYANAjaspuramoroli,1652,BHARATPUR,BAYANA,JASPURAMOROLI,GEN,BHAUTI,F,OBCW,jaspuramoroli,BHARATPUR,BAYANA,BHARATPURBAYANAjaspuramoroli,0,
1689,BHARATPUR,BAYANA,KAIR,OBC,KHEMCHAND,MALE,OBC,kair,BHARATPUR,BAYANA,NA,BHARATPURBAYANAkair,1653,BHARATPUR,BAYANA,KAIR,GENW,GEET A,F,GENW,kair,BHARATPUR,BAYANA,BHARATPURBAYANAkair,0,
1690,BHARATPUR,BAYANA,KALSADA,GEN W,URMILA,FEMALE,GEN,kalsada,BHARATPUR,BAYANA,NA,BHARATPURBAYANAkalsada,1654,BHARATPUR,BAYANA,KALSADA,SCW,CHAMELI,F,SCW,kalsada,BHARATPUR,BAYANA,BHARATPURBAYANAkalsada,0,
1693,BHARATPUR,BAYANA,KENAWAR,OBC,RAM BABU,MALE,OBC,kanawar,BHARATPUR,BAYANA,NA,BHARATPURBAYANAkanawar,1655,BHARATPUR,BAYANA,KANAW AR,GEN,KALLI RAM,M,OBC,kanawar,BHARATPUR,BAYANA,BHARATPURBAYANAkanawar,0,
1691,BHARATPUR,BAYANA,KAPURAMALUKA,GEN W,REENA,FEMALE,OBC,kapuramaluka,BHARATPUR,BAYANA,NA,BHARATPURBAYANAkapuramaluka,1656,BHARATPUR,BAYANA,KAPURAMALUKA,SC,POORAN SINGH,M,SC,kapuramaluka,BHARATPUR,BAYANA,BHARATPURBAYANAkapuramaluka,0,
1692,BHARATPUR,BAYANA,KARWARI,SC W,ROOPA,FEMALE,SC,karwari,BHARATPUR,BAYANA,NA,BHARATPURBAYANAkarwari,1657,BHARATPUR,BAYANA,KARW ARI,OBC,KEDAR,M,OBC,karwari,BHARATPUR,BAYANA,BHARATPURBAYANAkarwari,0,
1695,BHARATPUR,BAYANA,KHANKHEDA,OBC W,MEENA,FEMALE,OBC,khankheda,BHARATPUR,BAYANA,NA,BHARATPURBAYANAkhankheda,1661,BHARATPUR,BAYANA,KHUTKHEDA,SC,SAUNU RAM,M,SC,khutkheda,BHARATPUR,BAYANA,BHARATPURBAYANAkhutkheda,2,1
1695,BHARATPUR,BAYANA,KHANKHEDA,OBC W,MEENA,FEMALE,OBC,khankheda,BHARATPUR,BAYANA,NA,BHARATPURBAYANAkhankheda,1658,BHARATPUR,BAYANA,KHANKHEDA,SCW,BHAGW ANTI,F,SCW,khankheda,BHARATPUR,BAYANA,BHARATPURBAYANAkhankheda,0,
1696,BHARATPUR,BAYANA,KHEDLIGADASIYA,GEN,RAMSINGH,MALE,OBC,khedligadasiya,BHARATPUR,BAYANA,NA,BHARATPURBAYANAkhedligadasiya,1659,BHARATPUR,BAYANA,KHEDLIGADASIYA,GENW,SARASWATI,F,GENW,khedligadasiya,BHARATPUR,BAYANA,BHARATPURBAYANAkhedligadasiya,0,
1694,BHARATPUR,BAYANA,KHAIRERI,GEN W,VIMLESH,FEMALE,OBC,kherari,BHARATPUR,BAYANA,NA,BHARATPURBAYANAkherari,1660,BHARATPUR,BAYANA,KHERARI,OBCW,VIDHY A,F,OBCW,kherari,BHARATPUR,BAYANA,BHARATPURBAYANAkherari,0,
1697,BHARATPUR,BAYANA,KHOHRA,GEN W,RAMKALI,FEMALE,OBC,khohra,BHARATPUR,BAYANA,NA,BHARATPURBAYANAkhohra,1662,BHARATPUR,BAYANA,KOHRA,SC,RAMCHAND,M,SC,kohra,BHARATPUR,BAYANA,BHARATPURBAYANAkohra,1,
1698,BHARATPUR,BAYANA,KHUNTKHEDA,GEN,MANSINGH,MALE,OBC,khutkheda,BHARATPUR,BAYANA,NA,BHARATPURBAYANAkhutkheda,1658,BHARATPUR,BAYANA,KHANKHEDA,SCW,BHAGW ANTI,F,SCW,khankheda,BHARATPUR,BAYANA,BHARATPURBAYANAkhankheda,2,1
1698,BHARATPUR,BAYANA,KHUNTKHEDA,GEN,MANSINGH,MALE,OBC,khutkheda,BHARATPUR,BAYANA,NA,BHARATPURBAYANAkhutkheda,1661,BHARATPUR,BAYANA,KHUTKHEDA,SC,SAUNU RAM,M,SC,khutkheda,BHARATPUR,BAYANA,BHARATPURBAYANAkhutkheda,0,
1699,BHARATPUR,BAYANA,LEHCHOURA KALAN,GEN,MOHAN SINGH,MALE,OBC,lahchorakalan,BHARATPUR,BAYANA,NA,BHARATPURBAYANAlahchorakalan,1663,BHARATPUR,BAYANA,LAHCHORAKALAN,GENW,KIRAN DEI,F,OBCW,lahchorakalan,BHARATPUR,BAYANA,BHARATPURBAYANAlahchorakalan,0,
1700,BHARATPUR,BAYANA,MEHMATPURA,GEN W,KISHNI,FEMALE,OBC,mahrawar,BHARATPUR,BAYANA,NA,BHARATPURBAYANAmahrawar,1665,BHARATPUR,BAYANA,MAHRAWAR,GEN,ATRU,M,OBC,mahrawar,BHARATPUR,BAYANA,BHARATPURBAYANAmahrawar,0,
