sl_no,dist_name,samiti_name,gp,reservation,name,sex,category,gp_new,dist_name_new,samiti_name_new
1941,BHARATPUR,SEWAR,GANW ADI,OBCW,GEETA FOUZDAR,F,OBCW,ganwadi,BHARATPUR,SEWAR
1942,BHARATPUR,SEWAR,GHUSIY ARI,GEN,PRATAP,M,OBC,ghusiyari,BHARATPUR,SEWAR
1943,BHARATPUR,SEWAR,HAITHANI,GEN,CHANDRAP AL,M,OBC,haithani,BHARATPUR,SEWAR
1944,BHARATPUR,SEWAR,JAGHINA,GENW,ANITA,F,OBCW,jaghina,BHARATPUR,SEWAR
1945,BHARATPUR,SEWAR,JATOLI RATHWAN,OBCW,ANOKHI,F,OBCW,jatoli rathwan,BHARATPUR,SEWAR
1946,BHARATPUR,SEWAR,JHAROLI,GEN,RAM YADAV,M,GEN,jharoli,BHARATPUR,SEWAR
1947,BHARATPUR,SEWAR,KHANDERA,SCW,ANGURI,F,SCW,khandera,BHARATPUR,SEWAR
1948,BHARATPUR,SEWAR,KHEMRA,SC,BHAMAR SINGH,M,SC,khemra,BHARATPUR,SEWAR
1949,BHARATPUR,SEWAR,KUMHA,OBCW,NEELAM,F,OBCW,kumha,BHARATPUR,SEWAR
1950,BHARATPUR,SEWAR,LUDHAWAI,SC,RAJESH KUMAR,M,SC,ludhawai,BHARATPUR,SEWAR
1951,BHARATPUR,SEWAR,MADARPUR,GEN,GULAB SINGH,M,OBC,madarpur,BHARATPUR,SEWAR
1952,BHARATPUR,SEWAR,MADHONI,GENW,KAMLESH,F,OBCW,madhoni,BHARATPUR,SEWAR
1953,BHARATPUR,SEWAR,MAHUA,OBC,BADAN SINGH,M,OBC,mahua,BHARATPUR,SEWAR
1954,BHARATPUR,SEWAR,MALAH,SC,RAJKUMARI,F,SCW,malah,BHARATPUR,SEWAR
1955,BHARATPUR,SEWAR,MOROLIKALAN,OBC,HARI LAL,M,OBC,morolikalan,BHARATPUR,SEWAR
1956,BHARATPUR,SEWAR,MUDHOT A,GENW,VIDHYA DEVI,F,OBCW,mudhota,BHARATPUR,SEWAR
1957,BHARATPUR,SEWAR,MURW ARA,ST,SUSHEEL A,F,STW,murwara,BHARATPUR,SEWAR
1958,BHARATPUR,SEWAR,PAR,GENW,SHARELA,F,GENW,par,BHARATPUR,SEWAR
1959,BHARATPUR,SEWAR,PHULWARA,GEN,VIMLESH,F,OBCW,phulwara,BHARATPUR,SEWAR
1960,BHARATPUR,SEWAR,PIPALA,GENW,BRIJLATA,F,GENW,pipala,BHARATPUR,SEWAR
1961,BHARATPUR,SEWAR,RUNDH EKRAN,SC,RAM BHAROSI,M,SC,rundh ekran,BHARATPUR,SEWAR
1962,BHARATPUR,SEWAR,SUNARI,GEN,CHAIN SINGH,M,OBC,sunari,BHARATPUR,SEWAR
1963,BHARATPUR,SEWAR,TUHIYA,OBC,GAMBHIR SINGH,M,OBC,tuhiya,BHARATPUR,SEWAR
1964,BHARATPUR,SEWAR,UNDRA,SCW,SATYAWATI,F,SCW,undra,BHARATPUR,SEWAR
1965,BHARATPUR,WEIR,AAMOLI,GEN,LAXMAN SINGH,M,OBC,aamoli,BHARATPUR,WEIR
1966,BHARATPUR,WEIR,ALIPUR,STW,MULLI,F,STW,alipur,BHARATPUR,WEIR
1967,BHARATPUR,WEIR,BACHREN,GENW,DULARI,F,OBCW,bachren,BHARATPUR,WEIR
1968,BHARATPUR,WEIR,BAJHERAKALAN,GENW,NATHIYA,F,OBCW,bajherakalan,BHARATPUR,WEIR
1969,BHARATPUR,WEIR,BAROLI,GEN,GOPAL RAM TIWARI,M,GEN,baroli,BHARATPUR,WEIR
1970,BHARATPUR,WEIR,BAVEKHAR,SCW,OMVATI,F,SCW,bavekhar,BHARATPUR,WEIR
1971,BHARATPUR,WEIR,BHAISNA,SC,NARENDRA KUMAR,M,SC,bhaisna,BHARATPUR,WEIR
1972,BHARATPUR,WEIR,BHUTOLI,GENW,SUSHIL A,F,OBCW,bhutoli,BHARATPUR,WEIR
1973,BHARATPUR,WEIR,CHAINTOLI,SCW,NATHIYA,F,SCW,chaintoli,BHARATPUR,WEIR
1974,BHARATPUR,WEIR,CHAKARDHARSONI,SC,ATARI DEVI,F,SCW,chakardharsoni,BHARATPUR,WEIR
1975,BHARATPUR,WEIR,CHOKARWADA KALA,GENW,PRAMILA,F,OBCW,chokarwada kala,BHARATPUR,WEIR
1976,BHARATPUR,WEIR,DEEW ALI,SC,SURESH CHAND,M,SC,deewali,BHARATPUR,WEIR
1977,BHARATPUR,WEIR,DHARSONI,GEN,NABAB SING,M,OBC,dharsoni,BHARATPUR,WEIR
1978,BHARATPUR,WEIR,GAGROLI,GEN,CHANDRA SINGH,M,OBC,gagroli,BHARATPUR,WEIR
1979,BHARATPUR,WEIR,GHATARI,GEN,RAM BHAROSI,M,SC,ghatari,BHARATPUR,WEIR
1980,BHARATPUR,WEIR,GONGERA,GENW,GEET A,F,GENW,gongera,BHARATPUR,WEIR
1981,BHARATPUR,WEIR,GOVINDPURA,SC,LAKHAN LAL,M,SC,govindpura,BHARATPUR,WEIR
1982,BHARATPUR,WEIR,HALENA,OBCW,SHUDHA DEVI,F,OBCW,halena,BHARATPUR,WEIR
1983,BHARATPUR,WEIR,HATEEJAR,GENW,NIRMALA,F,OBCW,hateejar,BHARATPUR,WEIR
1984,BHARATPUR,WEIR,HATHODI,GEN,KUBAR,M,GEN,hathodi,BHARATPUR,WEIR
1985,BHARATPUR,WEIR,IT AMADA,SC,SUGAN,M,SC,itamada,BHARATPUR,WEIR
1986,BHARATPUR,WEIR,JAGJEW ANPUR,GENW,MEERA,F,STW,jagjewanpur,BHARATPUR,WEIR
1987,BHARATPUR,WEIR,JAHANPUR,ST,GOVIND,M,ST,jahanpur,BHARATPUR,WEIR
1988,BHARATPUR,WEIR,JEEVAD,GENW,LAJJAWATI,F,OBCW,jeevad,BHARATPUR,WEIR
1989,BHARATPUR,WEIR,JHAROTI,SCW,SAPHEDI,F,SCW,jharoti,BHARATPUR,WEIR
1990,BHARATPUR,WEIR,KAMALPUR,SCW,MAYA DEVI,F,SCW,kamalpur,BHARATPUR,WEIR
1991,BHARATPUR,WEIR,LAKHANPUR,GEN,GIRRAJI,F,OBCW,lakhanpur,BHARATPUR,WEIR
1992,BHARATPUR,WEIR,MAINAPURA,GEN,BHURA SINGH,M,ST,mainapura,BHARATPUR,WEIR
1993,BHARATPUR,WEIR,MOLANI,GENW,RAMA,F,OBCW,molani,BHARATPUR,WEIR
1994,BHARATPUR,WEIR,MUDIYALALITA,SCW,SUPHEDI,F,SCW,mudiyalalita,BHARATPUR,WEIR
1995,BHARATPUR,WEIR,NAIW ADA,GENW,SHAROJ DEVI,F,OBCW,naiwada,BHARATPUR,WEIR
1996,BHARATPUR,WEIR,NAROLI,SCW,NANGI DEVI,F,SCW,naroli,BHARATPUR,WEIR
1997,BHARATPUR,WEIR,NITHAR,OBC,BRIJMOHAN,M,OBC,nithar,BHARATPUR,WEIR
1998,BHARATPUR,WEIR,PAITHENA,OBC,ASHOK SINGH,M,OBC,paithena,BHARATPUR,WEIR
1999,BHARATPUR,WEIR,P ALI,ST,MANIRAM,M,ST,pali,BHARATPUR,WEIR
2000,BHARATPUR,WEIR,RANDHEERGARH,GEN,KUMARPAL,M,OBC,randheergarh,BHARATPUR,WEIR
2001,BHARATPUR,WEIR,SALEMPUR KALAN,GEN,ANARDAI,F,OBCW,salempur kalan,BHARATPUR,WEIR
2002,BHARATPUR,WEIR,SALEMPUR KHURD,GEN,DHARM SINGH,M,OBC,salempur khurd,BHARATPUR,WEIR
2003,BHARATPUR,WEIR,SAMRA Y A,OBCW,KEDHARI,F,OBCW,samraya,BHARATPUR,WEIR
2004,BHARATPUR,WEIR,SARSAINA,SC,PRATAP SINGH,M,SC,sarsaina,BHARATPUR,WEIR
2005,BHARATPUR,WEIR,SENDHALI,GENW,LAXMI,F,OBCW,sendhali,BHARATPUR,WEIR
2006,BHARATPUR,WEIR,SIRAS,SC,PREM DEVI,F,SCW,siras,BHARATPUR,WEIR
2007,BHARATPUR,WEIR,SUHARI,STW,JALBAI,F,STW,suhari,BHARATPUR,WEIR
2008,BHARATPUR,WEIR,SUHAS,GENW,BHOUTEE,F,OBCW,suhas,BHARATPUR,WEIR
2009,BHARATPUR,WEIR,UMERED,OBC,SHYAUDAN SINGH,M,OBC,umered,BHARATPUR,WEIR
2010,BHARATPUR,WEIR,VALLABHGARH,OBC,SAMPATI,F,OBCW,vallabhgarh,BHARATPUR,WEIR
2011,BHILWARA,ASIND,AAKARSADA,SCW,NANNI,F,SCW,aakarsada,BHILWARA,ASIND
2012,BHILWARA,ASIND,AAMESAR,OBCW,SAJANI DEVI,F,OBCW,aamesar,BHILWARA,ASIND
2013,BHILWARA,ASIND,ANT ALI,GEN,PREMRAJ MEHTA,M,GEN,antali,BHILWARA,ASIND
2014,BHILWARA,ASIND,BADNOR,GEN,GOPAL SINGH RAWAT,M,OBC,badnor,BHILWARA,ASIND
2015,BHILWARA,ASIND,BAJUNDA,GENW,FEFI DEVI,F,OBCW,bajunda,BHILWARA,ASIND
2016,BHILWARA,ASIND,BARANA,GENW,SANGEET A,F,GENW,barana,BHILWARA,ASIND
2017,BHILWARA,ASIND,BARSNI,STW,JEATI DEVI BHIL,F,STW,barsni,BHILWARA,ASIND
2018,BHILWARA,ASIND,BHADASI,GEN,MOHAN LAL MEWARA,M,OBC,bhadasi,BHILWARA,ASIND
2019,BHILWARA,ASIND,BHOJPURA,GENW,SHANTI DEVI,F,OBCW,bhojpura,BHILWARA,ASIND
2020,BHILWARA,ASIND,BHRAMON KI SARERI,ST,MAGANA BHIL,M,ST,bhramon ki sareri,BHILWARA,ASIND
2021,BHILWARA,ASIND,BOARELA,GENW,KAMALA,F,OBCW,boarela,BHILWARA,ASIND
2022,BHILWARA,ASIND,CHAINPUR,OBC,KISHAN SINGH RAWAT,M,OBC,chainpur,BHILWARA,ASIND
2023,BHILWARA,ASIND,CHATARPURA,GENW,MULI DEVI GURJAR,F,OBCW,chatarpura,BHILWARA,ASIND
2024,BHILWARA,ASIND,DANDAWAT,GEN,PUSHAKAR RAJ KUMAWAT,M,OBC,dandawat,BHILWARA,ASIND
2025,BHILWARA,ASIND,DANTRA,GENW,RAMU DEVI GURJAR,F,OBCW,dantra,BHILWARA,ASIND
2026,BHILWARA,ASIND,DOLATGARH,ST,HARDEV LAL BHIL,M,ST,dolatgarh,BHILWARA,ASIND
2027,BHILWARA,ASIND,GANGALAS,GEN,SHIVCHARAN SINGH,M,GEN,gangalas,BHILWARA,ASIND
2028,BHILWARA,ASIND,IRAS,GEN,BHANWAR LAL KUMAWAT,M,OBC,iras,BHILWARA,ASIND
2029,BHILWARA,ASIND,JAGPURA,GENW,PRITTAM KANWAR,F,GENW,jagpura,BHILWARA,ASIND
2030,BHILWARA,ASIND,JAITGARH,GENW,SITA DEVI,F,OBCW,jaitgarh,BHILWARA,ASIND
2031,BHILWARA,ASIND,JHALRIYA,OBC,HARJIRAM,M,OBC,jhalriya,BHILWARA,ASIND
2032,BHILWARA,ASIND,JINDRAS,OBC,CHATARBUGH,M,OBC,jindras,BHILWARA,ASIND
2033,BHILWARA,ASIND,KALIY AS,GEN,CHANDRASEKHAR SINGH,M,GEN,kaliyas,BHILWARA,ASIND
2034,BHILWARA,ASIND,KANVLAS,GENW,GAURI,F,GENW,kanvlas,BHILWARA,ASIND
2035,BHILWARA,ASIND,KARJALIYA,SC,ROOP A,M,SC,karjaliya,BHILWARA,ASIND
2036,BHILWARA,ASIND,KATAR,GEN,DASRATH SINGH,M,GEN,katar,BHILWARA,ASIND
2037,BHILWARA,ASIND,LACHHUDA,SC,SUWALAL,M,SC,lachhuda,BHILWARA,ASIND
2038,BHILWARA,ASIND,MOD KA NIMBAHEDA,GEN,RAMESHWAR LAL SHAMA,M,GEN,mod ka nimbaheda,BHILWARA,ASIND
2039,BHILWARA,ASIND,MOGAR,GEN,CHHUNNI SINGH,M,OBC,mogar,BHILWARA,ASIND
2040,BHILWARA,ASIND,MOTIPUR,OBCW,KAMALA,F,OBCW,motipur,BHILWARA,ASIND
2041,BHILWARA,ASIND,MOTRAS,GEN,KHUMARAM,M,GEN,motras,BHILWARA,ASIND
2042,BHILWARA,ASIND,NAGEDIYA,GEN,VIMALA DEVI,F,OBCW,nagediya,BHILWARA,ASIND
2043,BHILWARA,ASIND,OJHIDIY ANA,GENW,NANNI,F,OBCW,ojhidiyana,BHILWARA,ASIND
2044,BHILWARA,ASIND,PALDI,OBC,FATEHSINGH CHARAN,M,OBC,paldi,BHILWARA,ASIND
2045,BHILWARA,ASIND,P ARA,GENW,DALI DEVI,F,SCW,para,BHILWARA,ASIND
2046,BHILWARA,ASIND,PARASOLI,OBCW,SHANTI,F,OBCW,parasoli,BHILWARA,ASIND
2047,BHILWARA,ASIND,PATAN,OBCW,VIJAYLAXMI JAYASWAL,F,OBCW,patan,BHILWARA,ASIND
2048,BHILWARA,ASIND,RAGHUNATHPURA,OBC,LADU LAL,M,OBC,raghunathpura,BHILWARA,ASIND
2049,BHILWARA,ASIND,RAMPURA,SCW,PREMI DEVI KHATIK,F,SCW,rampura,BHILWARA,ASIND
2050,BHILWARA,ASIND,RATANPUR (BHA),GENW,DURGA DEVI RAWAT,F,OBCW,ratanpur (bha),BHILWARA,ASIND
2051,BHILWARA,ASIND,RATANPURA (LA),SCW,REKHA DEVI,F,SCW,ratanpura (la),BHILWARA,ASIND
2052,BHILWARA,ASIND,ROOPPURA,SC,SURESH BALAI,M,SC,rooppura,BHILWARA,ASIND
2053,BHILWARA,ASIND,SANGRAM GARH,GENW,ROOPA DEVI,F,OBCW,sangram garh,BHILWARA,ASIND
2054,BHILWARA,ASIND,SHAMBHU GARH,GENW,SHANTI DEVI,F,OBCW,shambhu garh,BHILWARA,ASIND
2055,BHILWARA,ASIND,TITOLI,GEN,PRAVIN SINGH,M,GEN,titoli,BHILWARA,ASIND
2056,BHILWARA,BANERA,BABRANA,GEN,JAGDISH KHATIK,M,SC,babrana,BHILWARA,BANERA
2057,BHILWARA,BANERA,BALDRAKHA,GEN,JAYRAJ SINGH,M,GEN,baldrakha,BHILWARA,BANERA
2058,BHILWARA,BANERA,BALESRIY A,SCW,DHAPU DEVI REGAR,F,SCW,balesriya,BHILWARA,BANERA
2059,BHILWARA,BANERA,BAMNIYA,GENW,MANGI DEVI,F,OBCW,bamniya,BHILWARA,BANERA
2060,BHILWARA,BANERA,BANEDA,GENW,USHA DEVI VYAS,F,GENW,baneda,BHILWARA,BANERA
2061,BHILWARA,BANERA,BARAN,OBC,SURAJKARAN JAT,M,OBC,baran,BHILWARA,BANERA
2062,BHILWARA,BANERA,BERA,GENW,VISHNU KANWER,F,GENW,bera,BHILWARA,BANERA
2063,BHILWARA,BANERA,CHAMANPURA,GENW,SARJU DEVI GURJAR,F,OBCW,chamanpura,BHILWARA,BANERA
2064,BHILWARA,BANERA,DABLA,SC,KANEHYA LAL DHOLI,M,SC,dabla,BHILWARA,BANERA
2065,BHILWARA,BANERA,GART A,SCW,RAMU KHATIK,F,SCW,garta,BHILWARA,BANERA
2066,BHILWARA,BANERA,KANKOLIY A,GEN,BHAGWAT SINGH,M,GEN,kankoliya,BHILWARA,BANERA
2067,BHILWARA,BANERA,KASORIY A,SC,BHAG CHAND BALAI,M,SC,kasoriya,BHILWARA,BANERA
2068,BHILWARA,BANERA,KHEDLIY A,STW,NATHI DEVI,F,STW,khedliya,BHILWARA,BANERA
2069,BHILWARA,BANERA,KUNDIYA KALAN,OBCW,RATNI DAROGA,F,OBCW,kundiya kalan,BHILWARA,BANERA
2070,BHILWARA,BANERA,LAMBIYA KALA,GENW,NANI DEVI,F,OBCW,lambiya kala,BHILWARA,BANERA
2071,BHILWARA,BANERA,LAMBIYA KHURD,GENW,SAYRI DEVI GUJAR,F,OBCW,lambiya khurd,BHILWARA,BANERA
2072,BHILWARA,BANERA,MAHUAKHURD,ST,JAGDISH BHIL,M,ST,mahuakhurd,BHILWARA,BANERA
2073,BHILWARA,BANERA,MEGHRAS,GENW,BHANWER BANU,F,OBCW,meghras,BHILWARA,BANERA
2074,BHILWARA,BANERA,MUSHI,GEN,GOPAL LAL BANGAD,M,GEN,mushi,BHILWARA,BANERA
2075,BHILWARA,BANERA,NIMBAHEDA KALAN,GEN,BHAWANI SINGH RAJPUT,M,GEN,nimbaheda kalan,BHILWARA,BANERA
2076,BHILWARA,BANERA,RAIALA,GENW,VIMLA SOMANI,F,GENW,raiala,BHILWARA,BANERA
2077,BHILWARA,BANERA,RAKSHI,OBCW,PARWATI DEVI,F,OBCW,rakshi,BHILWARA,BANERA
2078,BHILWARA,BANERA,ROOPHELIKHURD,GEN,SANW AR,M,OBC,roophelikhurd,BHILWARA,BANERA
2079,BHILWARA,BANERA,SALRIYA KALA,GEN,RAM SINGH RAJPUT,M,GEN,salriya kala,BHILWARA,BANERA
2080,BHILWARA,BANERA,SARDAR NAGAR,OBC,DHANRAJ KUMAWAT,M,OBC,sardar nagar,BHILWARA,BANERA
2081,BHILWARA,BANERA,UPREDA,OBC,RADHESHYAM KUMAWAT,M,OBC,upreda,BHILWARA,BANERA
2082,BHILWARA,HURDA,AAGUNCHA,OBCW,SARIKA,F,OBCW,aaguncha,BHILWARA,HURDA
2083,BHILWARA,HURDA,BADLA,GENW,GEETA JAT,F,OBCW,badla,BHILWARA,HURDA
2084,BHILWARA,HURDA,BARATHIAY,ST,KANA BHEEL,M,ST,barathiay,BHILWARA,HURDA
2085,BHILWARA,HURDA,BHOJRAS,GEN,MAVEER PRASHAD AJMERA,M,GEN,bhojras,BHILWARA,HURDA
2086,BHILWARA,HURDA,DATDA,SCW,LALI DEVI,F,SCW,datda,BHILWARA,HURDA
2087,BHILWARA,HURDA,GADHWALO KA KHERA,GEN,PRAMOD DEV JAT,M,OBC,gadhwalo ka khera,BHILWARA,HURDA
2088,BHILWARA,HURDA,GAGEDA,OBC,RAM SWAROOP MEWADA,M,OBC,gageda,BHILWARA,HURDA
2089,BHILWARA,HURDA,HURDA,GENW,MANORMA LADDHA,F,GENW,hurda,BHILWARA,HURDA
2090,BHILWARA,HURDA,JALAMPURA,GEN,JIYA,F,OBCW,jalampura,BHILWARA,HURDA
2091,BHILWARA,HURDA,KANIYA,SC,NORAT MAL BHAMBI,M,SC,kaniya,BHILWARA,HURDA
2092,BHILWARA,HURDA,KANLIY AS,OBCW,BHOLI DEVI GUJAR,F,OBCW,kanliyas,BHILWARA,HURDA
2093,BHILWARA,HURDA,KHEJDI,STW,PANI DEVI BHEEL,F,STW,khejdi,BHILWARA,HURDA
2094,BHILWARA,HURDA,KOTDI,GENW,SUNDA DEVI,F,OBCW,kotdi,BHILWARA,HURDA
2095,BHILWARA,HURDA,LAMBA,GENW,DHARM KANWER,F,GENW,lamba,BHILWARA,HURDA
2096,BHILWARA,HURDA,PHALMADA,OBC,PRAHALAD RAY BERAGI,M,OBC,phalmada,BHILWARA,HURDA
2097,BHILWARA,HURDA,RUPAHELI KALAN,GEN,KAMAL SINGH RATHORE,M,GEN,rupaheli kalan,BHILWARA,HURDA
2098,BHILWARA,HURDA,SARERI,GEN,DEV KARAN KHOTHARI,M,GEN,sareri,BHILWARA,HURDA
2099,BHILWARA,HURDA,SOODAR,GENW,SAYARI JAT,F,OBCW,soodar,BHILWARA,HURDA
2100,BHILWARA,HURDA,TASWARIYA,GEN,JASSU,F,OBCW,taswariya,BHILWARA,HURDA
2101,BHILWARA,HURDA,TOKARW AD,SC,DAL CHAND KHATIK,M,SC,tokarwad,BHILWARA,HURDA
2102,BHILWARA,HURDA,UKHLIYA,GENW,PREM DEVI VAISHNAV,F,GENW,ukhliya,BHILWARA,HURDA
2103,BHILWARA,JAHAZPUR,AAMALDA,GEN,NAND BHAWAR SINGH,M,GEN,aamalda,BHILWARA,JAHAZPUR
2104,BHILWARA,JAHAZPUR,AMARGARH,STW,SOBHAG DEVI,F,STW,amargarh,BHILWARA,JAHAZPUR
2105,BHILWARA,JAHAZPUR,AMARW ASI,STW,SUNITA MEENA,F,STW,amarwasi,BHILWARA,JAHAZPUR
2106,BHILWARA,JAHAZPUR,BAGUDAR,GEN,SHANKAR LAL GUJAR,M,OBC,bagudar,BHILWARA,JAHAZPUR
2107,BHILWARA,JAHAZPUR,BAI,STW,SAJANA DEVI MEENA,F,STW,bai,BHILWARA,JAHAZPUR
2108,BHILWARA,JAHAZPUR,BANKRA,STW,SMT NISA MEENA,F,STW,bankra,BHILWARA,JAHAZPUR
2109,BHILWARA,JAHAZPUR,BARODA,OBC,LALURAM GUJAR,M,OBC,baroda,BHILWARA,JAHAZPUR
2110,BHILWARA,JAHAZPUR,BAVDI,ST,MOHAN LAL MEENA,M,ST,bavdi,BHILWARA,JAHAZPUR
2111,BHILWARA,JAHAZPUR,BHAGUNAGAR,GEN,BHURALAL DHAKER,M,OBC,bhagunagar,BHILWARA,JAHAZPUR
2112,BHILWARA,JAHAZPUR,BHARNI KALAN,GENW,PREM DEVI DHAKER,F,OBCW,bharni kalan,BHILWARA,JAHAZPUR
2113,BHILWARA,JAHAZPUR,BIHADA,GENW,RINA SHRIMAL,F,GENW,bihada,BHILWARA,JAHAZPUR
2114,BHILWARA,JAHAZPUR,BILETHA,SC,LALARAM,M,SC,biletha,BHILWARA,JAHAZPUR
2115,BHILWARA,JAHAZPUR,DHOR,SC,MADAN LAL CHAMAR,M,SC,dhor,BHILWARA,JAHAZPUR
2116,BHILWARA,JAHAZPUR,DHUNWALA,STW,KANCHAN DEVI MEENA,F,STW,dhunwala,BHILWARA,JAHAZPUR
2117,BHILWARA,JAHAZPUR,GADOLI,STW,DHAPU DEVI,F,STW,gadoli,BHILWARA,JAHAZPUR
2118,BHILWARA,JAHAZPUR,GANDHER,GENW,SMT KAMLA JAT,F,OBCW,gandher,BHILWARA,JAHAZPUR
2119,BHILWARA,JAHAZPUR,GANGITHALA,SCW,GISHI DEVI DHOLI,F,SCW,gangithala,BHILWARA,JAHAZPUR
2120,BHILWARA,JAHAZPUR,GUDHA,ST,JAYSINGH MEENA,M,ST,gudha,BHILWARA,JAHAZPUR
2121,BHILWARA,JAHAZPUR,ITUNDA,ST,RANGLAL MEENA,M,ST,itunda,BHILWARA,JAHAZPUR
2122,BHILWARA,JAHAZPUR,JAMOLI,GEN,SIVSHAKTI SINGH,M,GEN,jamoli,BHILWARA,JAHAZPUR
2123,BHILWARA,JAHAZPUR,KHAJURI,GEN,DINESH KUMAR PARIK,M,GEN,khajuri,BHILWARA,JAHAZPUR
2124,BHILWARA,JAHAZPUR,KISHANGARH,STW,MIRA MEENA,F,STW,kishangarh,BHILWARA,JAHAZPUR
2125,BHILWARA,JAHAZPUR,KURDIY A,ST,RAM DAYAL MEENA,M,ST,kurdiya,BHILWARA,JAHAZPUR
2126,BHILWARA,JAHAZPUR,LUHARIKALAN,GENW,LALITA DEVI MEENA,F,STW,luharikalan,BHILWARA,JAHAZPUR
2127,BHILWARA,JAHAZPUR,MANOHARPURA,GEN,MOHAN LAL DAROGA,M,OBC,manoharpura,BHILWARA,JAHAZPUR
2128,BHILWARA,JAHAZPUR,PANDER,GENW,SMT CHANDA DEVI VYAS,F,GENW,pander,BHILWARA,JAHAZPUR
2129,BHILWARA,JAHAZPUR,PHLASIYA,SCW,MANGI DEVI DHOBI,F,SCW,phlasiya,BHILWARA,JAHAZPUR
2130,BHILWARA,JAHAZPUR,PIPULUND,GEN,RADHESYAM KANJAR,M,SC,pipulund,BHILWARA,JAHAZPUR
2131,BHILWARA,JAHAZPUR,RAWATKHERA,SC,DURGALAL DHOLI,M,SC,rawatkhera,BHILWARA,JAHAZPUR
2132,BHILWARA,JAHAZPUR,ROP A,GEN,GOPAL SINGH,M,GEN,ropa,BHILWARA,JAHAZPUR
2133,BHILWARA,JAHAZPUR,SARSIYA,GENW,UGMA DEVI MEENA,F,STW,sarsiya,BHILWARA,JAHAZPUR
2134,BHILWARA,JAHAZPUR,SHAKKRGARH,GEN,KISHOR KUMAR SHARMA,M,GEN,shakkrgarh,BHILWARA,JAHAZPUR
2135,BHILWARA,JAHAZPUR,TIKAD,SCW,SMT KANCHAN DEVI,F,SCW,tikad,BHILWARA,JAHAZPUR
2136,BHILWARA,JAHAZPUR,TITHODI,GENW,ALOL DEVI JAT,F,OBCW,tithodi,BHILWARA,JAHAZPUR
2137,BHILWARA,JAHAZPUR,TITODA JAGEER,GENW,BALA DEVI KAST,F,GENW,titoda jageer,BHILWARA,JAHAZPUR
2138,BHILWARA,JAHAZPUR,ULELA,ST,GOPI RAM MEENA,M,ST,ulela,BHILWARA,JAHAZPUR
2139,BHILWARA,JAHAZPUR,UNCHA,ST,JAYSINGH MEENA,M,ST,uncha,BHILWARA,JAHAZPUR
2140,BHILWARA,KOTRI,AAKOLA,SC,KAILASH RAO BHAN,M,SC,aakola,BHILWARA,KOTRI
2141,BHILWARA,KOTRI,AAMA,GEN,GOAPAL LAL SUWALKA,M,OBC,aama,BHILWARA,KOTRI
2142,BHILWARA,KOTRI,AASOP,SC,GOPAL BALAI,M,SC,aasop,BHILWARA,KOTRI
2143,BHILWARA,KOTRI,BADLA,GEN,JAWALA SINGH,M,GEN,badla,BHILWARA,KOTRI
2144,BHILWARA,KOTRI,BADLIY AS,GENW,AKSHAY KANWER,F,GENW,badliyas,BHILWARA,KOTRI
2145,BHILWARA,KOTRI,BAN KA KHEDA,GENW,RAMU DEVI GADRI,F,OBCW,ban ka kheda,BHILWARA,KOTRI
2146,BHILWARA,KOTRI,BERGHOL,OBCW,SUMITRA DEVI JAT,F,OBCW,berghol,BHILWARA,KOTRI
2147,BHILWARA,KOTRI,BISHNIY A,GEN,BHERU LAL SHARMA,M,GEN,bishniya,BHILWARA,KOTRI
2148,BHILWARA,KOTRI,BORADA,GEN,OM PRAKASH PAREEK,M,GEN,borada,BHILWARA,KOTRI
2149,BHILWARA,KOTRI,CHHAPDEL,ST,RATNA BHEEL,M,ST,chhapdel,BHILWARA,KOTRI
2150,BHILWARA,KOTRI,DANTRA BADA,OBC,UDAI LAL DHAKAD,M,OBC,dantra bada,BHILWARA,KOTRI
2151,BHILWARA,KOTRI,GEGA KA KHERA,GEN,KAILASH CHANDRA SHARMA,M,GEN,gega ka khera,BHILWARA,KOTRI
2152,BHILWARA,KOTRI,GEHULI,SCW,SAYAR DEVI,F,SCW,gehuli,BHILWARA,KOTRI
2153,BHILWARA,KOTRI,GENDLIY A,GENW,MADHU KANTA PORWAL,F,GENW,gendliya,BHILWARA,KOTRI
2154,BHILWARA,KOTRI,JAWAL,OBC,RAMKISHAN JAT,M,OBC,jawal,BHILWARA,KOTRI
2155,BHILWARA,KOTRI,JEEVAKHEDA,GEN,SHOBHA LAL JAT,M,OBC,jeevakheda,BHILWARA,KOTRI
2156,BHILWARA,KOTRI,KANKROLIYA GHATI,STW,NANDU DEVI,F,STW,kankroliya ghati,BHILWARA,KOTRI
2157,BHILWARA,KOTRI,KANTI,GENW,MANBHAR,F,OBCW,kanti,BHILWARA,KOTRI
2158,BHILWARA,KOTRI,KISHANGARH,OBCW,MADHU GUJAR,F,OBCW,kishangarh,BHILWARA,KOTRI
2159,BHILWARA,KOTRI,KOTDI,SCW,VIMLA DEVI JINGAR,F,SCW,kotdi,BHILWARA,KOTRI
2160,BHILWARA,KOTRI,KOTHAJ,GEN,GOPAL SINGH DAROGA,M,OBC,kothaj,BHILWARA,KOTRI
2161,BHILWARA,KOTRI,LASADIYA,GEN,PREM TIWARI,F,GENW,lasadiya,BHILWARA,KOTRI
2162,BHILWARA,KOTRI,MANSHA,GENW,RUKMA DEVI GUJAR,F,OBCW,mansha,BHILWARA,KOTRI
