sl_no,dist_name,samiti_name,gp,reservation,name,sex,category,gp_new,dist_name_new,samiti_name_new
8073,PRA T APGARH,DHRIABAD,ANAT,ST,KULDEEP MEENA,,ST,anat,PRATAPGARH,DHARIAWAD
8074,PRA T APGARH,DHRIABAD,BHANDALA,ST (Woman),BHAGLI BAI,,ST (Woman),bhandala,PRATAPGARH,DHARIAWAD
8075,PRA T APGARH,DHRIABAD,BHARKUDI,ST,KHETRAM,,ST,bharkudi,PRATAPGARH,DHARIAWAD
8076,PRA T APGARH,DHRIABAD,BHOJPUR,ST (Woman),VAALKI,,ST (Woman),bhojpur,PRATAPGARH,DHARIAWAD
8077,PRA T APGARH,DHRIABAD,BILDIYA,ST,KANHAYA LAL,,ST,bildiya,PRATAPGARH,DHARIAWAD
8078,PRA T APGARH,DHRIABAD,CHARDIYA,ST (Woman),RATNI KUMARI,,ST (Woman),chardiya,PRATAPGARH,DHARIAWAD
8079,PRA T APGARH,DHRIABAD,CHARI,ST (Woman),LAXMI,,ST (Woman),chari,PRATAPGARH,DHARIAWAD
8080,PRA T APGARH,DHRIABAD,CHITTORIYA,ST (Woman),THAVRI MEENA,,ST (Woman),chittoriya,PRATAPGARH,DHARIAWAD
8081,PRA T APGARH,DHRIABAD,DANT ALIA,ST (Woman),PAYAL,,ST (Woman),dant alia,PRATAPGARH,DHARIAWAD
8082,PRA T APGARH,DHRIABAD,DEVALA,ST,NARAYAN LAL,,ST,devala,PRATAPGARH,DHARIAWAD
8083,PRA T APGARH,DHRIABAD,DHARIBAD,ST (Woman),NATHI DEVI,,ST (Woman),dharibad,PRATAPGARH,DHARIAWAD
8084,PRA T APGARH,DHRIABAD,GADARIYAWAS,ST (Woman),HOMLI,,ST (Woman),gadariyawas,PRATAPGARH,DHARIAWAD
8085,PRA T APGARH,DHRIABAD,GOP ALPURA,ST,NATHULAL,,ST,gop alpura,PRATAPGARH,DHARIAWAD
8086,PRA T APGARH,DHRIABAD,GOTHEDA,ST (Woman),SHANTI,,ST (Woman),gotheda,PRATAPGARH,DHARIAWAD
8087,PRA T APGARH,DHRIABAD,JAWAHAR NAGAR,ST,GANESH LAL,,ST,jawahar nagar,PRATAPGARH,DHARIAWAD
8088,PRA T APGARH,DHRIABAD,JHADOLI,ST,KHANIYA,,ST,jhadoli,PRATAPGARH,DHARIAWAD
8089,PRA T APGARH,DHRIABAD,KESARIYAWAD,ST (Woman),LAXHMI MEENA,,ST (Woman),kesariyawad,PRATAPGARH,DHARIAWAD
8090,PRA T APGARH,DHRIABAD,KHUNT A,ST,SHOBHIT MEENA,,ST,khunt a,PRATAPGARH,DHARIAWAD
8091,PRA T APGARH,DHRIABAD,LODIYA,ST (Woman),LAXHMI KUMARI,,ST (Woman),lodiya,PRATAPGARH,DHARIAWAD
8092,PRA T APGARH,DHRIABAD,LOHAGARH,ST,WAALCHAND,,ST,lohagarh,PRATAPGARH,DHARIAWAD
8093,PRA T APGARH,DHRIABAD,MANDVI,ST (Woman),GANGADEVI,,ST (Woman),mandvi,PRATAPGARH,DHARIAWAD
8094,PRA T APGARH,DHRIABAD,MUNGANA,ST,HARISH CHAND,,ST,mungana,PRATAPGARH,DHARIAWAD
8095,PRA T APGARH,DHRIABAD,NAD,ST (Woman),HURJA,,ST (Woman),nad,PRATAPGARH,DHARIAWAD
8096,PRA T APGARH,DHRIABAD,NALVA,ST,PUTILAL,,ST,nalva,PRATAPGARH,DHARIAWAD
8097,PRA T APGARH,DHRIABAD,NAYABORIA,ST,KHATHU RAM,,ST,nayaboria,PRATAPGARH,DHARIAWAD
8098,PRA T APGARH,DHRIABAD,P AREL,ST,ASHA DEVI,,ST,p arel,PRATAPGARH,DHARIAWAD
8099,PRA T APGARH,DHRIABAD,PARSOLA,ST (Woman),AMMBA,,ST (Woman),parsola,PRATAPGARH,DHARIAWAD
8100,PRA T APGARH,DHRIABAD,PIP ALIA,SC (Woman),NARANGI DEVI,,ST (Woman),pip alia,PRATAPGARH,DHARIAWAD
8101,PRA T APGARH,DHRIABAD,SINGHAR,ST,HEERA LAL,,ST,singhar,PRATAPGARH,DHARIAWAD
8102,PRA T APGARH,DHRIABAD,VAJPURA,ST,DEVI LAL,,ST,vajpura,PRATAPGARH,DHARIAWAD
8103,PRA T APGARH,DHRIABAD,P AHADA,ST (Woman),DEVLI,,ST (Woman),p ahada,PRATAPGARH,DHARIAWAD
8104,PRA T APGARH,DHRIABAD,LODI MAANDVI,ST (Woman),LALITA,,ST (Woman),lodi maandvi,PRATAPGARH,DHARIAWAD
8105,PRA T APGARH,DHRIABAD,SHAKARKAND,ST,KALURAM,,ST,shakarkand,PRATAPGARH,DHARIAWAD
8106,PRA T APGARH,DHRIABAD,CHARPOTIYA,ST,SHANTILAL,,ST,charpotiya,PRATAPGARH,DHARIAWAD
8107,PRA T APGARH,DHRIABAD,HAJARIGUDA,ST,SANJEY,,ST,hajariguda,PRATAPGARH,DHARIAWAD
8108,PRA T APGARH,DHRIABAD,GADW AS,ST (Woman),RAMILA MEENA,,ST (Woman),gadw as,PRATAPGARH,DHARIAWAD
8109,PRA T APGARH,DHRIABAD,MANPUR,ST,ASHISH,,ST,manpur,PRATAPGARH,DHARIAWAD
3917,DHOLPUR,DHOLPUR,AUDI,General,KISHAN SINGH,,OBC,audi,DHOLPUR,DHOLPUR
3918,DHOLPUR,DHOLPUR,BARETHA,General (Woman),SHYAMWATI,,OBC (Woman),baretha,DHOLPUR,DHOLPUR
3919,DHOLPUR,DHOLPUR,BASAI NEEM,OBC,MURARI LAL,,OBC,basai neem,DHOLPUR,DHOLPUR
3920,DHOLPUR,DHOLPUR,BASAI SAMANTA,General (Woman),RAMA KUMARI,,OBC (Woman),basai samanta,DHOLPUR,DHOLPUR
3921,DHOLPUR,DHOLPUR,BIPERPUR,General (Woman),PRITI GURJAR,,OBC (Woman),biperpur,DHOLPUR,DHOLPUR
3922,DHOLPUR,DHOLPUR,BIRONDA,General (Woman),SUNITA SHARMA,,General (Woman),bironda,DHOLPUR,DHOLPUR
3923,DHOLPUR,DHOLPUR,BISHANNODA,General,SHRIPATI,,OBC,bishannoda,DHOLPUR,DHOLPUR
3924,DHOLPUR,DHOLPUR,BOTHPURA,SC,HARENDRA KUMAR,,SC,bothpura,DHOLPUR,DHOLPUR
3925,DHOLPUR,DHOLPUR,CHOKI HINOTA,General,JAIVEER SINGH,,OBC,choki hinota,DHOLPUR,DHOLPUR
3926,DHOLPUR,DHOLPUR,DUBATI,General (Woman),KAMLESH,,OBC (Woman),dubati,DHOLPUR,DHOLPUR
3927,DHOLPUR,DHOLPUR,DUBRA,General,RAJVEER SINGH,,General,dubra,DHOLPUR,DHOLPUR
3928,DHOLPUR,DHOLPUR,KOTRA,General,SURAJ SINGH,,OBC,kotra,DHOLPUR,DHOLPUR
3929,DHOLPUR,DHOLPUR,MANIYAN,General,JAY PRAKASH BANSAL,,General,maniyan,DHOLPUR,DHOLPUR
3930,DHOLPUR,DHOLPUR,MOROLI,General (Woman),RAJANI GURJAR,,OBC (Woman),moroli,DHOLPUR,DHOLPUR
3931,DHOLPUR,DHOLPUR,P ANCHGAON,OBC,RAVINDRA KUMAR BAGHELA,,OBC,p anchgaon,DHOLPUR,DHOLPUR
3932,DHOLPUR,DHOLPUR,PURANI CHHAWNI,General,BRAJESH KUMAR,,General,purani chhawni,DHOLPUR,DHOLPUR
3933,DHOLPUR,DHOLPUR,SERANIKHEDA,General (Woman),LAXMI DEVI,,General (Woman),seranikheda,DHOLPUR,DHOLPUR
3934,DHOLPUR,DHOLPUR,TANDA,General (Woman),NEELAM,,OBC (Woman),tanda,DHOLPUR,DHOLPUR
3935,DHOLPUR,DHOLPUR,BHASENA,SC (Woman),BEVI,,SC (Woman),bhasena,DHOLPUR,DHOLPUR
3936,DHOLPUR,DHOLPUR,DULHRA,General,BHANU PRATAP SINGH,,General,dulhra,DHOLPUR,DHOLPUR
3937,DHOLPUR,DHOLPUR,JATOLI,OBC,MAHARAJ SINGH LODHA,,OBC,jatoli,DHOLPUR,DHOLPUR
3938,DHOLPUR,DHOLPUR,KASIMPUR,General,BRAJ KISHOR,,OBC,kasimpur,DHOLPUR,DHOLPUR
3939,DHOLPUR,DHOLPUR,LUHARI,General (Woman),MUNNI DEVI,,OBC (Woman),luhari,DHOLPUR,DHOLPUR
3940,DHOLPUR,DHOLPUR,MANGROL,OBC (Woman),RADHA,,OBC (Woman),mangrol,DHOLPUR,DHOLPUR
3941,DHOLPUR,DHOLPUR,MEDHABHAU,General (Woman),RADHA,,OBC (Woman),medhabhau,DHOLPUR,DHOLPUR
3942,DHOLPUR,DHOLPUR,SADIKPUR,General,MAHESH KUMAR,,General,sadikpur,DHOLPUR,DHOLPUR
3943,DHOLPUR,DHOLPUR,SINGHVALIBERAH,OBC (Woman),MAMTA,,OBC (Woman),singhvaliberah,DHOLPUR,DHOLPUR
3944,DHOLPUR,DHOLPUR,TEGAWALI,OBC,ASHISH SINGH,,OBC,tegawali,DHOLPUR,DHOLPUR
3945,DHOLPUR,DHOLPUR,FIROJPUR,SC,MANGILAL,,SC,firojpur,DHOLPUR,DHOLPUR
3946,DHOLPUR,DHOLPUR,BILPUR,OBC (Woman),POOJA KUMARI,,OBC (Woman),bilpur,DHOLPUR,DHOLPUR
3947,DHOLPUR,DHOLPUR,DAYERI,SC (Woman),TRASHANA,,SC (Woman),dayeri,DHOLPUR,DHOLPUR
3948,DHOLPUR,DHOLPUR,KHEDA,SC,KASHI RAM,,SC,kheda,DHOLPUR,DHOLPUR
3949,DHOLPUR,DHOLPUR,NENOUKHAR,SC (Woman),SUSEEMA KUMARI,,SC (Woman),nenoukhar,DHOLPUR,DHOLPUR
8632,SIKAR,DHOD,ANOKHU,OBC,PHOKHAR SINGH,,OBC,anokhu,SIKAR,DHOND
8633,SIKAR,DHOD,BADHADHAR,General (Woman),SANJU,,OBC,badhadhar,SIKAR,DHOND
8634,SIKAR,DHOD,BADLWAS,General (Woman),SHARDA DEVI,,OBC,badlwas,SIKAR,DHOND
8635,SIKAR,DHOD,BHERUPURA,General (Woman),SUNITA DEVI,,OBC,bherupura,SIKAR,DHOND
8636,SIKAR,DHOD,BHUWALA,SC (Woman),SANTOSH DEVI,,SC,bhuwala,SIKAR,DHOND
8637,SIKAR,DHOD,BIDOLI,ST,BHOLARAM,,ST,bidoli,SIKAR,DHOND
8638,SIKAR,DHOD,BINJAYASI,General,JITENDRA SINGH SHEKHAWAT,,General,binjayasi,SIKAR,DHOND
8639,SIKAR,DHOD,BOSANA,OBC (Woman),SUNIT A,,OBC,bosana,SIKAR,DHOND
8640,SIKAR,DHOD,DHOND,General (Woman),SONAM SHARMA,,General,dhond,SIKAR,DHOND
8641,SIKAR,DHOD,DUGOLI,SC,JAGDISH PRASAD,,SC,dugoli,SIKAR,DHOND
8642,SIKAR,DHOD,DUJOD,General,LAXMAN SINGH,,General,dujod,SIKAR,DHOND
8643,SIKAR,DHOD,FATEHPURA,SC,MAHENDRA KRISHAN,,SC,fatehpura,SIKAR,DHOND
8644,SIKAR,DHOD,GOTHARA BHUKRAN,General,RAJENDRA KUMAR,,OBC,gothara bhukran,SIKAR,DHOND
8645,SIKAR,DHOD,GOTHDA TELANGANA,General (Woman),SANTRA DEVI,,OBC,gothda telangana,SIKAR,DHOND
8646,SIKAR,DHOD,JERTHDI,General,BHAGIRATH SINGH,,General,jerthdi,SIKAR,DHOND
8647,SIKAR,DHOD,JHINGAR CHHOTI,SC (Woman),KIRAN,,SC,jhingar chhoti,SIKAR,DHOND
8648,SIKAR,DHOD,KANSLI,General,MO. FARUQ,,OBC,kansli,SIKAR,DHOND
8649,SIKAR,DHOD,KANW ARPURA,General,SATPAL SINGH,,General,kanwarpura,SIKAR,DHOND
8650,SIKAR,DHOD,KHANKHOLI,OBC,OMPRAKASH JANGID,,OBC,khankholi,SIKAR,DHOND
8651,SIKAR,DHOD,KIRDOLI,OBC,BASIR AHMAD KHAN,,OBC,kirdoli,SIKAR,DHOND
8652,SIKAR,DHOD,KUDAN,General (Woman),SUMITRA,,OBC,kudan,SIKAR,DHOND
8653,SIKAR,DHOD,LOSAL CHHOTI,SC,BANWARI LAL,,SC,losal chhoti,SIKAR,DHOND
8654,SIKAR,DHOD,MANDAWARA,OBC (Woman),SHASHI KUMAWAT,,OBC,mandawara,SIKAR,DHOND
8655,SIKAR,DHOD,MANDOT A,General,MADAN LAL,,OBC,mandota,SIKAR,DHOND
8656,SIKAR,DHOD,MORDUNGA,OBC (Woman),PRIYANKA,,OBC,mordunga,SIKAR,DHOND
8657,SIKAR,DHOD,MUNDAWADA,General,MAHAVEER SINGH,,OBC,mundawada,SIKAR,DHOND
8658,SIKAR,DHOD,NAGWA,General,SUBHASH CHANDRA,,OBC,nagwa,SIKAR,DHOND
8659,SIKAR,DHOD,NETDW AS,General,RAMDEV SINGH,,OBC,netdwas,SIKAR,DHOND
8660,SIKAR,DHOD,P AL THANA,SC (Woman),MANJU DEVI,,SC,palthana,SIKAR,DHOND
8661,SIKAR,DHOD,PEWA,General (Woman),SAROJ KUMARI,,General,pewa,SIKAR,DHOND
8662,SIKAR,DHOD,PURABADI,General (Woman),RENU KANWAR,,General,purabadi,SIKAR,DHOND
8663,SIKAR,DHOD,PURANPURA,General,RAKHI DEVI,,OBC,puranpura,SIKAR,DHOND
8664,SIKAR,DHOD,RASEEDPURA,General (Woman),KAVITA,,OBC,raseedpura,SIKAR,DHOND
8665,SIKAR,DHOD,SAHAPURA,OBC,MOOLCHAND KUMAWAT,,OBC,sahapura,SIKAR,DHOND
8666,SIKAR,DHOD,SANWLODA PUROHITAN,General,GOVARDHAN,,General,sanwloda purohitan,SIKAR,DHOND
8667,SIKAR,DHOD,SARW ADI,General (Woman),SANTRA DEVI,,OBC,sarwadi,SIKAR,DHOND
8668,SIKAR,DHOD,SAVLODA GHAYALAN,SC,RAJKUMAR JOSHWAL,,SC,savloda ghayalan,SIKAR,DHOND
8669,SIKAR,DHOD,SEW A,General (Woman),SUMAN DEVI,,OBC,sewa,SIKAR,DHOND
8670,SIKAR,DHOD,SEWAD BADI,General (Woman),RAJU TANWAR,,OBC,sewad badi,SIKAR,DHOND
8671,SIKAR,DHOD,SHYAMPURA,General (Woman),NIRMALA,,OBC,shyampura,SIKAR,DHOND
8672,SIKAR,DHOD,SINGHOT BADI,OBC,CHHUNA RAM,,OBC,singhot badi,SIKAR,DHOND
8673,SIKAR,DHOD,SINGHOT CHHOTI,SC (Woman),SAWITRI DEVI,,SC,singhot chhoti,SIKAR,DHOND
8674,SIKAR,DHOD,SINGRAWAT,OBC (Woman),TARA BANO,,OBC,singrawat,SIKAR,DHOND
1484,BARMER,DHORIMANNA,BOOTH JAITMAL,General (Woman),LATA,,SC (Woman),booth jaitmal,BARMER,DHORIMANNA
1485,BARMER,DHORIMANNA,ARNIYALI,SC (Woman),MAMTA,,SC (Woman),arniyali,BARMER,DHORIMANNA
1486,BARMER,DHORIMANNA,BHALISAR,OBC (Woman),MURTI DEVI,,OBC (Woman),bhalisar,BARMER,DHORIMANNA
1487,BARMER,DHORIMANNA,BHEEMTHAL,General (Woman),MULI DEVI,,OBC (Woman),bheemthal,BARMER,DHORIMANNA
1488,BARMER,DHORIMANNA,BORCHARANAN,OBC,JAYRUPA RAM CHOUDHARY,,OBC,borcharanan,BARMER,DHORIMANNA
1489,BARMER,DHORIMANNA,CHAINPURA,General (Woman),INDUBALA,,OBC (Woman),chainpura,BARMER,DHORIMANNA
1490,BARMER,DHORIMANNA,DHORIMANNA,General (Woman),VIMLA,,OBC (Woman),dhorimanna,BARMER,DHORIMANNA
1491,BARMER,DHORIMANNA,DUDHU,OBC,REKHA CHOUDHARY,,OBC (Woman),dudhu,BARMER,DHORIMANNA
1492,BARMER,DHORIMANNA,KAOJA,General,JAGMALA RAM,,General,kaoja,BARMER,DHORIMANNA
1493,BARMER,DHORIMANNA,KHARI,General (Woman),VANU,,OBC (Woman),khari,BARMER,DHORIMANNA
1494,BARMER,DHORIMANNA,LOHARW A,General,ASHOK KUMAR,,General,loharwa,BARMER,DHORIMANNA
1495,BARMER,DHORIMANNA,LUKHU,OBC,MOTA RAM,,OBC,lukhu,BARMER,DHORIMANNA
1496,BARMER,DHORIMANNA,MANGTA,General,KAMAL SINGH,,General,mangta,BARMER,DHORIMANNA
1497,BARMER,DHORIMANNA,MEETHADA KHURD,OBC (Woman),KAMLA DEVI,,OBC (Woman),meethada khurd,BARMER,DHORIMANNA
1498,BARMER,DHORIMANNA,NEDINADI,General,JAGDISH,,OBC,nedinadi,BARMER,DHORIMANNA
1499,BARMER,DHORIMANNA,RANASAR KALAN,General,SADA RAM,,OBC,ranasar kalan,BARMER,DHORIMANNA
1500,BARMER,DHORIMANNA,SUDABERI,General,JAGMAL RAM,,OBC,sudaberi,BARMER,DHORIMANNA
1501,BARMER,DHORIMANNA,UDASAR,OBC,RAMCHANDRA,,OBC,udasar,BARMER,DHORIMANNA
1502,BARMER,DHORIMANNA,MEHLU,General (Woman),AMRU DEVI,,OBC (Woman),mehlu,BARMER,DHORIMANNA
1503,BARMER,DHORIMANNA,SHOBHALA JAITMAL,OBC,KANVAR RAJ,,OBC,shobhala jaitmal,BARMER,DHORIMANNA
1504,BARMER,DHORIMANNA,JAMBHAJI KA MANDIR,SC (Woman),SURTI DEVI,,SC (Woman),jambhaji ka mandir,BARMER,DHORIMANNA
1505,BARMER,DHORIMANNA,KHUME KI BERI,General (Woman),ANSI DEVI,,OBC (Woman),khume ki beri,BARMER,DHORIMANNA
1506,BARMER,DHORIMANNA,ROHILA,SC,HUKMA RAM,,SC,rohila,BARMER,DHORIMANNA
1507,BARMER,DHORIMANNA,BHALIKHAL,SC,SONARAM,,SC,bhalikhal,BARMER,DHORIMANNA
1508,BARMER,DHORIMANNA,DABOI,General,DINESH BISHNOI,,OBC,daboi,BARMER,DHORIMANNA
1509,BARMER,DHORIMANNA,KOLIYANA,General (Woman),ANDI,,OBC (Woman),koliyana,BARMER,DHORIMANNA
1510,BARMER,DHORIMANNA,BHILO KI DHANI KALA,ST,DALU RAM,,ST,bhilo ki dhani kala,BARMER,DHORIMANNA
1511,BARMER,DHORIMANNA,MEGVALO KA TALA,ST (Woman),KESAR DEVI,,ST (Woman),megvalo ka tala,BARMER,DHORIMANNA
7231,NAGAUR,DEEDW ANA,AANGUTA,OBC (Woman),SUPYARI,,OBC (Woman),aanguta,NAGAUR,DIDWANA
7232,NAGAUR,DEEDW ANA,BAIRAKHURD,OBC (Woman),RESMA BANO,,OBC (Woman),bairakhurd,NAGAUR,DIDWANA
7233,NAGAUR,DEEDW ANA,BALIYA,General,SULEMAN,,OBC,baliya,NAGAUR,DIDWANA
7234,NAGAUR,DEEDW ANA,BARANGANA,General,MANDEJ SINGH,,General,barangana,NAGAUR,DIDWANA
7235,NAGAUR,DEEDW ANA,BARDAWA,General (Woman),MUNNI DEVI,,General (Woman),bardawa,NAGAUR,DIDWANA
7236,NAGAUR,DEEDW ANA,BHEECHAWA,OBC (Woman),SUMAN LEL,,OBC (Woman),bheechawa,NAGAUR,DIDWANA
7237,NAGAUR,DEEDW ANA,CHHOLUKHA,SC,RATAN LAL,,SC,chholukha,NAGAUR,DIDWANA
7238,NAGAUR,DEEDW ANA,DADU BASNI,General,MOHAMMAD SARIF,,OBC,dadu basni,NAGAUR,DIDWANA
7239,NAGAUR,DEEDW ANA,DAULATPURA,General (Woman),CHANDA DEVI,,OBC (Woman),daulatpura,NAGAUR,DIDWANA
7240,NAGAUR,DEEDW ANA,DAYALPURA,General,KHNEHYA LAL SHARMA,,General,dayalpura,NAGAUR,DIDWANA
7241,NAGAUR,DEEDW ANA,DEENDARPURA,General,MOHANRAM CHOUDHARY,,OBC,deendarpura,NAGAUR,DIDWANA
7242,NAGAUR,DEEDW ANA,DUNDOLI,General (Woman),SUMAN,,OBC (Woman),dundoli,NAGAUR,DIDWANA
7243,NAGAUR,DEEDW ANA,KALVANI,OBC,BHANWAR LAL,,OBC,kalvani,NAGAUR,DIDWANA
7244,NAGAUR,DEEDW ANA,KERAP,General (Woman),MADHU,,OBC,kerap,NAGAUR,DIDWANA
7245,NAGAUR,DEEDW ANA,KHARESH,General (Woman),JAISREE SIKHWAL,,General (Woman),kharesh,NAGAUR,DIDWANA
7246,NAGAUR,DEEDW ANA,KHA TUKHURD,OBC,MEGHA RAM,,OBC,kha tukhurd,NAGAUR,DIDWANA
7247,NAGAUR,DEEDW ANA,KHUNKHUNA,OBC,BILAL KHAN,,OBC,khunkhuna,NAGAUR,DIDWANA
7248,NAGAUR,DEEDW ANA,KOLIYA,General,SANTOSH,,OBC,koliya,NAGAUR,DIDWANA
7249,NAGAUR,DEEDW ANA,LALASARI,General (Woman),BHAGWATI,,OBC (Woman),lalasari,NAGAUR,DIDWANA
7250,NAGAUR,DEEDW ANA,LOROLIKALA,General (Woman),SARVJEET KOR,,General,lorolikala,NAGAUR,DIDWANA
7251,NAGAUR,DEEDW ANA,MAMDODA,SC,SARWAN RAM,,SC,mamdoda,NAGAUR,DIDWANA
7252,NAGAUR,DEEDW ANA,MAWA,SC,MUKASH KUMAR,,SC,mawa,NAGAUR,DIDWANA
7253,NAGAUR,DEEDW ANA,NIMBIKALAN,General (Woman),NAJMA BANO,,OBC,nimbikalan,NAGAUR,DIDWANA
7254,NAGAUR,DEEDW ANA,P ALOT,OBC,RAKESH DARA,,OBC,p alot,NAGAUR,DIDWANA
7255,NAGAUR,DEEDW ANA,SANIYA,General,VIMLESH KANWAR,,General,saniya,NAGAUR,DIDWANA
7256,NAGAUR,DEEDW ANA,SHERANI ABAD,General (Woman),RAFIKA BANO,,General,sherani abad,NAGAUR,DIDWANA
7257,NAGAUR,DEEDW ANA,SIGARAWATKALA,General,RAJENDRA SINGH,,General,sigarawatkala,NAGAUR,DIDWANA
7258,NAGAUR,DEEDW ANA,SINGHANA,General,RAKESH,,General,singhana,NAGAUR,DIDWANA
7259,NAGAUR,DEEDW ANA,SUPKA,General (Woman),SHEHNAJ KHANAM,,OBC,supka,NAGAUR,DIDWANA
7260,NAGAUR,DEEDW ANA,THANU,SC (Woman),SANJU,,SC (Woman),thanu,NAGAUR,DIDWANA
7261,NAGAUR,DEEDW ANA,RAMSABAAS,SC (Woman),KANCHAN INDALIYA,,SC (Woman),ramsabaas,NAGAUR,DIDWANA
7262,NAGAUR,DEEDW ANA,GODRAAS,SC (Woman),BASANTI,,SC (Woman),godraas,NAGAUR,DIDWANA
4277,DUNGARPUR,DOVADA,AASELA,ST (Woman),KESAR DEVI,,ST (Woman),aasela,DUNGARPUR,DOVADA
4278,DUNGARPUR,DOVADA,ANTRI,ST,DEVI LAL KHARADI,,ST,antri,DUNGARPUR,DOVADA
4279,DUNGARPUR,DOVADA,BJOJATO KA AODA,ST,LALITA DEVI,,ST,bjojato ka aoda,DUNGARPUR,DOVADA
4280,DUNGARPUR,DOVADA,DAMDI,ST,SURMAL PARMAR,,ST,damdi,DUNGARPUR,DOVADA
4281,DUNGARPUR,DOVADA,DHANVDI,ST (Woman),DEVLI AHARI,,ST (Woman),dhanvdi,DUNGARPUR,DOVADA
4282,DUNGARPUR,DOVADA,DOJA,ST,GATU LAL,,ST,doja,DUNGARPUR,DOVADA
4283,DUNGARPUR,DOVADA,FALOJ,ST (Woman),GEETA DEVI,,ST (Woman),faloj,DUNGARPUR,DOVADA
4284,DUNGARPUR,DOVADA,HA THAI,ST (Woman),MAMTA NANOMA,,ST (Woman),ha thai,DUNGARPUR,DOVADA
4285,DUNGARPUR,DOVADA,HIRATA,ST,RAKESH KUMAR,,ST,hirata,DUNGARPUR,DOVADA
4286,DUNGARPUR,DOVADA,KANHARI,ST,RAKESH ROAT,,ST,kanhari,DUNGARPUR,DOVADA
4287,DUNGARPUR,DOVADA,KHEMPUR,ST,RAM KRISHANA AHARI,,ST,khempur,DUNGARPUR,DOVADA
4288,DUNGARPUR,DOVADA,KOLKHANDA,ST,DEVI LAL,,ST,kolkhanda,DUNGARPUR,DOVADA
4289,DUNGARPUR,DOVADA,LOLAKPUR,ST,SURESH,,ST,lolakpur,DUNGARPUR,DOVADA
4290,DUNGARPUR,DOVADA,MANDAWA,ST,NARESH BARIYA,,ST,mandawa,DUNGARPUR,DOVADA
4291,DUNGARPUR,DOVADA,P ALMANDA V,ST,PRAKASH PARMAR,,ST,p almanda v,DUNGARPUR,DOVADA
4292,DUNGARPUR,DOVADA,PUNALI,ST (Woman),MANJU,,ST (Woman),punali,DUNGARPUR,DOVADA
4293,DUNGARPUR,DOVADA,RAGELA,ST,MANGI LAL,,ST,ragela,DUNGARPUR,DOVADA
4294,DUNGARPUR,DOVADA,RAGHUNA THPURA,ST,BHUPESH KUMAR,,ST,raghuna thpura,DUNGARPUR,DOVADA
4295,DUNGARPUR,DOVADA,VALOTA,ST,KANTI LAL ROAT,,ST,valota,DUNGARPUR,DOVADA
4296,DUNGARPUR,DOVADA,VASI,ST (Woman),UDHA,,ST (Woman),vasi,DUNGARPUR,DOVADA
4297,DUNGARPUR,DOVADA,PAL VASSI,ST (Woman),KAMLA DEVI,,ST (Woman),pal vassi,DUNGARPUR,DOVADA
4298,DUNGARPUR,DOVADA,SAVGARH,ST (Woman),URMILA,,ST (Woman),savgarh,DUNGARPUR,DOVADA
4299,DUNGARPUR,DOVADA,DOVADA,ST (Woman),KALPANA DEVI PARMAR,,ST (Woman),dovada,DUNGARPUR,DOVADA
4300,DUNGARPUR,DOVADA,KOLKHANDA PAL,ST (Woman),SANTOSH DEVI,,ST (Woman),kolkhanda pal,DUNGARPUR,DOVADA
4301,DUNGARPUR,DOVADA,ODVADIYA,ST (Woman),JASODA AHARI,,ST (Woman),odvadiya,DUNGARPUR,DOVADA
4991,JAIPUR,DUDU,AAIDAN KA BAS,OBC (Woman),SUMITRA YADAV,,OBC (Woman),aaidan ka bas,JAIPUR,DUDU
4992,JAIPUR,DUDU,AAKODA,OBC,DEVKARAN,,OBC,aakoda,JAIPUR,DUDU
4993,JAIPUR,DUDU,AKHAIPURA,General,KHEMCHAND NEHRA,,OBC,akhaipura,JAIPUR,DUDU
4994,JAIPUR,DUDU,ASALPUR,SC (Woman),MANISHA VERMA,,SC (Woman),asalpur,JAIPUR,DUDU
4995,JAIPUR,DUDU,BARDOTI,General,MULCHAND GURJAR,,OBC,bardoti,JAIPUR,DUDU
4996,JAIPUR,DUDU,BICHUN,OBC (Woman),PAPPUDI DEVI,,OBC (Woman),bichun,JAIPUR,DUDU
4997,JAIPUR,DUDU,BIGOLAV,OBC (Woman),SAROJ DEVI,,OBC (Woman),bigolav,JAIPUR,DUDU
4998,JAIPUR,DUDU,BIHARIPURA,SC,BHANWARI DEVI HARIJAN,,SC (Woman),biharipura,JAIPUR,DUDU
4999,JAIPUR,DUDU,BOBAS,General (Woman),PRIYA SHARMA,,General (Woman),bobas,JAIPUR,DUDU
5000,JAIPUR,DUDU,BORAJ,General,PREMCHAND TAILOR,,OBC,boraj,JAIPUR,DUDU
5001,JAIPUR,DUDU,CHAINPURA,General,MOTILAL JAT,,OBC,chainpura,JAIPUR,DUDU
5002,JAIPUR,DUDU,DANT ARI,General,RAJENDRA SINGH,,General,dant ari,JAIPUR,DUDU
5003,JAIPUR,DUDU,DHAMANA,OBC (Woman),MEENA DEVI,,OBC (Woman),dhamana,JAIPUR,DUDU
5004,JAIPUR,DUDU,DHANDHOLI,General,SHYOJI,,OBC,dhandholi,JAIPUR,DUDU
5005,JAIPUR,DUDU,DHANI BORAJ,General (Woman),MANJU DEVI DEGDA,,OBC (Woman),dhani boraj,JAIPUR,DUDU
5006,JAIPUR,DUDU,DHEENDA,SC (Woman),ANITA VERMA,,SC (Woman),dheenda,JAIPUR,DUDU
