sl_no,dist_name,samiti_name,gp,reservation,name,sex,category,gp_new,dist_name_new,samiti_name_new
1044,BANSW ARA,SAJJANGARH,MAHUDI,ST (Woman),GALAL,,ST (Woman),mahudi,BANSWARA,SAJJANGARH
1045,BANSW ARA,SAJJANGARH,MASKAKLA,ST (Woman),PYARI,,ST (Woman),maskakla,BANSWARA,SAJJANGARH
1046,BANSW ARA,SAJJANGARH,MUNIYA KHUNTA,ST,KANHIYA,,ST,muniya khunta,BANSWARA,SAJJANGARH
1047,BANSW ARA,SAJJANGARH,PALI BADI,ST,KAL SINGH,,ST,pali badi,BANSWARA,SAJJANGARH
1048,BANSW ARA,SAJJANGARH,RA THDHANRAJ,ST,RAV JI,,ST,rathdhanraj,BANSWARA,SAJJANGARH
1049,BANSW ARA,SAJJANGARH,ROHNIYA LAXMAINSINGH,ST,BASANT LAL,,ST,rohniya laxmainsingh,BANSWARA,SAJJANGARH
1050,BANSW ARA,SAJJANGARH,SAGVA,ST,PREM CHAND,,ST,sagva,BANSWARA,SAJJANGARH
1051,BANSW ARA,SAJJANGARH,SAJJANGARH,ST,LALU DINDOR,,ST,sajjangarh,BANSWARA,SAJJANGARH
1052,BANSW ARA,SAJJANGARH,SATSERA,ST,PINKESH,,ST,satsera,BANSWARA,SAJJANGARH
1053,BANSW ARA,SAJJANGARH,SHAKKERVADA,ST,CHAGAN LAL,,ST,shakkervada,BANSWARA,SAJJANGARH
1054,BANSW ARA,SAJJANGARH,T AMBESRA,ST (Woman),SONA,,ST (Woman),tambesra,BANSWARA,SAJJANGARH
1055,BANSW ARA,SAJJANGARH,TANDA MANGLA,ST,DEEP AK,,ST,tanda mangla,BANSWARA,SAJJANGARH
1056,BANSW ARA,SAJJANGARH,TANDA RATNA,ST (Woman),SUSHIL A,,ST (Woman),tanda ratna,BANSWARA,SAJJANGARH
1057,BANSW ARA,SAJJANGARH,TANDI BADI,ST (Woman),NAHA TI,,ST (Woman),tandi badi,BANSWARA,SAJJANGARH
1058,BANSW ARA,SAJJANGARH,NAVAGAON,ST,SARSWATI,,ST (Woman),navagaon,BANSWARA,SAJJANGARH
1059,BANSW ARA,SAJJANGARH,MAHUDI(MASKAWALI),ST,BABU,,ST,mahudi (maskawali),BANSWARA,SAJJANGARH
1060,BANSW ARA,SAJJANGARH,TIMBAMHUDI,ST (Woman),VEERA,,ST (Woman),timbamhudi,BANSWARA,SAJJANGARH
9646,UDAIPUR,SALUMBER,BEDAWAL,ST (Woman),HEMLATA W/O PUNARAM,,ST (Woman),bedawal,UDAIPUR,SALUMBAR
9647,UDAIPUR,SALUMBER,ADKALIYA,ST (Woman),MAMTA,,ST (Woman),adkaliya,UDAIPUR,SALUMBAR
9648,UDAIPUR,SALUMBER,BAMANIYA,ST (Woman),JAYA W/O GAJENDRA MEENA,,ST (Woman),bamaniya,UDAIPUR,SALUMBAR
9649,UDAIPUR,SALUMBER,BARODA,ST (Woman),RATNI,,ST (Woman),baroda,UDAIPUR,SALUMBAR
9650,UDAIPUR,SALUMBER,BASSI JHUNJHAWAT,ST (Woman),KAMLA,,ST (Woman),bassi jhunjhawat,UDAIPUR,SALUMBAR
9651,UDAIPUR,SALUMBER,BASSI SAMCHOT,ST,RAJU DEVI,,ST (Woman),bassi samchot,UDAIPUR,SALUMBAR
9652,UDAIPUR,SALUMBER,CHIBORA,ST,RAMLAL MEENA,,ST,chibora,UDAIPUR,SALUMBAR
9653,UDAIPUR,SALUMBER,DAGAR,ST (Woman),GITA,,ST (Woman),dagar,UDAIPUR,SALUMBAR
9654,UDAIPUR,SALUMBER,DAL,ST,KALU LAL MEENA,,ST,dal,UDAIPUR,SALUMBAR
9655,UDAIPUR,SALUMBER,DHAROD,ST,HAMERA,,ST,dharod,UDAIPUR,SALUMBAR
9656,UDAIPUR,SALUMBER,GAVADAPAL,ST,GORAKI,,ST,gavadapal,UDAIPUR,SALUMBAR
9657,UDAIPUR,SALUMBER,GINGL A,ST,MOHAN LAL MEENA,,ST,gingla,UDAIPUR,SALUMBAR
9658,UDAIPUR,SALUMBER,GUDEL,ST,RODI LAL MEENA,,ST,gudel,UDAIPUR,SALUMBAR
9659,UDAIPUR,SALUMBER,IDANA,ST,BHERU LAL S/O JAGGA RAM,,ST,idana,UDAIPUR,SALUMBAR
9660,UDAIPUR,SALUMBER,INT ALIKHERA,ST (Woman),MEERA MINA,,ST (Woman),intalikhera,UDAIPUR,SALUMBAR
9661,UDAIPUR,SALUMBER,ISARW AS,ST,KHEMA MEENA,,ST,isarwas,UDAIPUR,SALUMBAR
9662,UDAIPUR,SALUMBER,KADUNI,ST,MANOJ,,ST,kaduni,UDAIPUR,SALUMBAR
9663,UDAIPUR,SALUMBER,KARAVALI,ST (Woman),CHANDRA BALA,,ST (Woman),karavali,UDAIPUR,SALUMBAR
9664,UDAIPUR,SALUMBER,KHARKA,ST,NANGA RAM,,ST,kharka,UDAIPUR,SALUMBAR
9665,UDAIPUR,SALUMBER,KHERAD,ST (Woman),KALKI MEENA,,ST,kherad,UDAIPUR,SALUMBAR
9666,UDAIPUR,SALUMBER,MAKADSEEMA,ST (Woman),SAMUDI DEVI MEENA,,ST (Woman),makadseema,UDAIPUR,SALUMBAR
9667,UDAIPUR,SALUMBER,MA THEDUI,ST (Woman),BADAMI,,ST (Woman),mathedui,UDAIPUR,SALUMBAR
9668,UDAIPUR,SALUMBER,ORWADIYA,ST (Woman),DEVALI MEENA,,ST (Woman),orwadiya,UDAIPUR,SALUMBAR
9669,UDAIPUR,SALUMBER,SARADI,ST (Woman),HIRAKI,,ST (Woman),saradi,UDAIPUR,SALUMBAR
9670,UDAIPUR,SALUMBER,SARIA,ST,RODA,,ST,saria,UDAIPUR,SALUMBAR
9671,UDAIPUR,SALUMBER,THADA,ST (Woman),NIRMA DEVI,,ST (Woman),thada,UDAIPUR,SALUMBAR
9672,UDAIPUR,SALUMBER,TODA,ST,RAMESH,,ST,toda,UDAIPUR,SALUMBAR
9673,UDAIPUR,SALUMBER,UTHARDA,ST,NARAYAN LAL MEENA,,ST,utharda,UDAIPUR,SALUMBAR
9674,UDAIPUR,SALUMBER,LAMBI DUNGRI,ST (Woman),DEEP MALA,,ST (Woman),lambidungri,UDAIPUR,SALUMBAR
9675,UDAIPUR,SALUMBER,NOLI,ST (Woman),GEET A,,ST (Woman),noli,UDAIPUR,SALUMBAR
9676,UDAIPUR,SALUMBER,SATI KI CHORI,ST,UDAY LAL S/O TEJPAL,,ST,satiki chori,UDAIPUR,SALUMBAR
9677,UDAIPUR,SALUMBER,KANT,ST,BHERU LAL,,ST,kant,UDAIPUR,SALUMBAR
5463,JAISALMER,SAM,ADBALA,OBC,NARAYAN PURI,,OBC,adbala,JAISALMER,SAM
5464,JAISALMER,SAM,BAIYA,General (Woman),PAWAN KANWAR,,General (Woman),baiya,JAISALMER,SAM
5465,JAISALMER,SAM,BANDHA,General,JAMSER KHAN,,OBC,bandha,JAISALMER,SAM
5466,JAISALMER,SAM,BARISIY ALA,OBC (Woman),GEET A,,OBC (Woman),barisiy ala,JAISALMER,SAM
5467,JAISALMER,SAM,BIDA,SC (Woman),LICHHMA,,SC (Woman),bida,JAISALMER,SAM
5468,JAISALMER,SAM,CHELAK,General (Woman),DHRAM KANWAR,,General (Woman),chelak,JAISALMER,SAM
5469,JAISALMER,SAM,CHHA TGARH,General (Woman),DARIYA KANWAR,,General (Woman),chha tgarh,JAISALMER,SAM
5470,JAISALMER,SAM,DANGRI,ST,SUJANA RAM,,ST,dangri,JAISALMER,SAM
5471,JAISALMER,SAM,DAV,General,SHANKAR SINGH,,General,dav,JAISALMER,SAM
5472,JAISALMER,SAM,DEDA,General,KARMALI KHAN,,OBC,deda,JAISALMER,SAM
5473,JAISALMER,SAM,DEVDA,OBC,BHERU LAL,,OBC,devda,JAISALMER,SAM
5474,JAISALMER,SAM,DEVIKOT,General (Woman),SAFIYAT,,OBC (Woman),devikot,JAISALMER,SAM
5475,JAISALMER,SAM,DHANANA,OBC (Woman),SUMARI,,OBC (Woman),dhanana,JAISALMER,SAM
5476,JAISALMER,SAM,FATEHGARH,General,SAWAI LAL,,OBC,fatehgarh,JAISALMER,SAM
5477,JAISALMER,SAM,HABUR,General (Woman),RAJBALA,,General (Woman),habur,JAISALMER,SAM
5478,JAISALMER,SAM,HARNAU,General (Woman),ACHHAR,,General (Woman),harnau,JAISALMER,SAM
5479,JAISALMER,SAM,JHINJHNIVALI,General (Woman),RASAL KANWAR,,General (Woman),jhinjhnivali,JAISALMER,SAM
5480,JAISALMER,SAM,KANOI,General,CHATURBHUJ PRAJAPAT,,OBC,kanoi,JAISALMER,SAM
5481,JAISALMER,SAM,KAPURIYA,SC,GOMA RAM,,SC,kapuriya,JAISALMER,SAM
5482,JAISALMER,SAM,KHUHDI,OBC,BADAL GIRI,,OBC,khuhdi,JAISALMER,SAM
5483,JAISALMER,SAM,KHUIVALA,General (Woman),PATHANI,,OBC (Woman),khuivala,JAISALMER,SAM
5484,JAISALMER,SAM,KOTDI,SC (Woman),PAPU DEVI,,SC (Woman),kotdi,JAISALMER,SAM
5485,JAISALMER,SAM,KUNDA,General,GORDHAN SINGH,,General,kunda,JAISALMER,SAM
5486,JAISALMER,SAM,LAKHA,General (Woman),GEET A,,General (Woman),lakha,JAISALMER,SAM
5487,JAISALMER,SAM,LUNAR,General,RANU LAL,,General,lunar,JAISALMER,SAM
5488,JAISALMER,SAM,MANDAI,General,KAMAL SINGH,,General,mandai,JAISALMER,SAM
5489,JAISALMER,SAM,MODHA,General (Woman),DHAPU KANWAR,,General (Woman),modha,JAISALMER,SAM
5490,JAISALMER,SAM,MULANA,General,BALWANT SINGH,,General,mulana,JAISALMER,SAM
5491,JAISALMER,SAM,MY AJLAR,General,REWANT SINGH,,General,my ajlar,JAISALMER,SAM
5492,JAISALMER,SAM,NARSINGHO KI DHANI,ST,IDAN RAM,,ST,narsingho ki dhani,JAISALMER,SAM
5493,JAISALMER,SAM,POCHHNIDA,OBC (Woman),ANITA DEVI,,OBC (Woman),pochhnida,JAISALMER,SAM
5494,JAISALMER,SAM,RAGHAVA,OBC,CHAGAN LAL,,OBC,raghava,JAISALMER,SAM
5495,JAISALMER,SAM,RAIMALA,SC,SAYARO,,SC (Woman),raimala,JAISALMER,SAM
5496,JAISALMER,SAM,RAMA,General,MOHANDAN,,OBC,rama,JAISALMER,SAM
5497,JAISALMER,SAM,RAMGARH,General,GOVIND LAL BHARGAWA,,OBC,ramgarh,JAISALMER,SAM
5498,JAISALMER,SAM,RASLA,General (Woman),MULI KANWAR,,General (Woman),rasla,JAISALMER,SAM
5499,JAISALMER,SAM,RIVDI,General (Woman),VIMLA,,General (Woman),rivdi,JAISALMER,SAM
5500,JAISALMER,SAM,SALKHA DAMODARA,OBC (Woman),SANGEET A,,OBC (Woman),salkha damodara,JAISALMER,SAM
5501,JAISALMER,SAM,SAM,General (Woman),SALIYAT,,OBC (Woman),sam,JAISALMER,SAM
5502,JAISALMER,SAM,SANGAD,SC (Woman),DEVKI,,SC (Woman),sangad,JAISALMER,SAM
5503,JAISALMER,SAM,SA TTO,OBC,JAVAN SINGH,,OBC,sa tto,JAISALMER,SAM
5504,JAISALMER,SAM,SHAHGARH,General (Woman),CHATAN KHATU,,OBC (Woman),shahgarh,JAISALMER,SAM
5505,JAISALMER,SAM,SIKPA SIPLA,General,ASHA KANWAR,,General (Woman),sikpa sipla,JAISALMER,SAM
5506,JAISALMER,SAM,SITODAI,OBC,SAKEENA,,OBC (Woman),sitodai,JAISALMER,SAM
5507,JAISALMER,SAM,SIY AMBER,SC,OM PRAKASH,,SC,siy amber,JAISALMER,SAM
5508,JAISALMER,SAM,SONU,General (Woman),YOGITA KANWAR,,General (Woman),sonu,JAISALMER,SAM
5509,JAISALMER,SAM,TEJMALTA,SC,KHIMA RAM,,SC,tejmalta,JAISALMER,SAM
5510,JAISALMER,SAM,TEJPALA,General (Woman),JAMNA KANWAR,,General (Woman),tejpala,JAISALMER,SAM
5511,JAISALMER,SAM,TEJRAVA,OBC (Woman),GUDDI,,OBC (Woman),tejrava,JAISALMER,SAM
5512,JAISALMER,SAM,UNDA,SC (Woman),NIMBU,,SC (Woman),unda,JAISALMER,SAM
5513,JAISALMER,SAM,NET ASI,ST (Woman),PAPU DEVI,,ST (Woman),netasi,JAISALMER,SAM
5514,JAISALMER,SAM,T ANOT,SC,ASHOK KUMAR,,SC,tanot,JAISALMER,SAM
5256,JAIPUR,SAMBHARLAKE,ANANTPURA,General (Woman),SANGEETA DEVI JANGID,,OBC (Woman),anantpura,JAIPUR,SAMBHARLAKE
5257,JAIPUR,SAMBHARLAKE,BABERWALON KI DHANI,General,SIT ARAM,,OBC,baberwalon ki dhani,JAIPUR,SAMBHARLAKE
5258,JAIPUR,SAMBHARLAKE,BAGHAWAS,General,GOPAL LAL YADAV,,OBC,baghawas,JAIPUR,SAMBHARLAKE
5259,JAIPUR,SAMBHARLAKE,BANDHAL,General (Woman),SUMITRA DEVI,,OBC (Woman),bandhal,JAIPUR,SAMBHARLAKE
5260,JAIPUR,SAMBHARLAKE,BASDI KHURD,ST,BABU LAL MEENA,,ST,basdi khurd,JAIPUR,SAMBHARLAKE
5261,JAIPUR,SAMBHARLAKE,BHAISAWA,General,GANGARAM CHOUDHARY,,OBC,bhaisawa,JAIPUR,SAMBHARLAKE
5262,JAIPUR,SAMBHARLAKE,BHAISLANA,OBC,BHIVARAM JAKHAD,,OBC,bhaislana,JAIPUR,SAMBHARLAKE
5263,JAIPUR,SAMBHARLAKE,BHA VDA,OBC (Woman),JYOTI KUMAWAT,,OBC (Woman),bha vda,JAIPUR,SAMBHARLAKE
5264,JAIPUR,SAMBHARLAKE,BHOJPURA KALA,General (Woman),URMILA JAT,,OBC (Woman),bhojpura kala,JAIPUR,SAMBHARLAKE
5265,JAIPUR,SAMBHARLAKE,DEHRA,SC,BIRDI CHAND BUNKAR,,SC,dehra,JAIPUR,SAMBHARLAKE
5266,JAIPUR,SAMBHARLAKE,DHANI NAGAN,General,OMPRAKASH,,OBC,dhani nagan,JAIPUR,SAMBHARLAKE
5267,JAIPUR,SAMBHARLAKE,DUNGARI KALA,General,BHANW AR,,OBC,dungari kala,JAIPUR,SAMBHARLAKE
5268,JAIPUR,SAMBHARLAKE,DUNGARI KHURD,OBC (Woman),GEETA DEVI,,OBC (Woman),dungari khurd,JAIPUR,SAMBHARLAKE
5269,JAIPUR,SAMBHARLAKE,DUNGRSI KA BAS,General,NAVAL KISHOR KUMAWAT,,OBC,dungrsi ka bas,JAIPUR,SAMBHARLAKE
5270,JAIPUR,SAMBHARLAKE,DYODI,General (Woman),BHANWAR KANWAR,,General (Woman),dyodi,JAIPUR,SAMBHARLAKE
5271,JAIPUR,SAMBHARLAKE,HARSOLI,General,MOOLCHAND RAIGAR,,SC,harsoli,JAIPUR,SAMBHARLAKE
5272,JAIPUR,SAMBHARLAKE,HINGONIA,General,DEEPRAM,,OBC,hingonia,JAIPUR,SAMBHARLAKE
5273,JAIPUR,SAMBHARLAKE,ITAWA,General (Woman),SHARDA DEVI YADAV,,OBC (Woman),itawa,JAIPUR,SAMBHARLAKE
5274,JAIPUR,SAMBHARLAKE,JAISINGHPURA,General (Woman),SUNITA CHOUDHARY,,OBC (Woman),jaisinghpura,JAIPUR,SAMBHARLAKE
5275,JAIPUR,SAMBHARLAKE,JOBNER,SC (Woman),SITA DEVI,,SC (Woman),jobner,JAIPUR,SAMBHARLAKE
5276,JAIPUR,SAMBHARLAKE,JORPURA SUNDARIWAS,OBC,N ANDA LAL,,OBC,jorpura sundariwas,JAIPUR,SAMBHARLAKE
5277,JAIPUR,SAMBHARLAKE,KAJIPURA,General,NAVRATAN KUMAWAT,,OBC,kajipura,JAIPUR,SAMBHARLAKE
5278,JAIPUR,SAMBHARLAKE,KALAKH,General,NANAGRAM,,General,kalakh,JAIPUR,SAMBHARLAKE
5279,JAIPUR,SAMBHARLAKE,KARANSAR,General (Woman),MAMTA GUPTA,,General (Woman),karansar,JAIPUR,SAMBHARLAKE
5280,JAIPUR,SAMBHARLAKE,KHANDEL,General,RAM LAL,,OBC,khandel,JAIPUR,SAMBHARLAKE
5281,JAIPUR,SAMBHARLAKE,KHEDAWAS,General (Woman),KIALASH KANWAR,,General (Woman),khedawas,JAIPUR,SAMBHARLAKE
5282,JAIPUR,SAMBHARLAKE,KHEDI MALIK,General (Woman),ASHA YADAV,,OBC (Woman),khedi malik,JAIPUR,SAMBHARLAKE
5283,JAIPUR,SAMBHARLAKE,KUDION KA BAS,OBC (Woman),KAMLA CHOUDHARY,,OBC (Woman),kudion ka bas,JAIPUR,SAMBHARLAKE
5284,JAIPUR,SAMBHARLAKE,LALASAR,ST (Woman),TARA DEVI MEENA,,ST (Woman),lalasar,JAIPUR,SAMBHARLAKE
5285,JAIPUR,SAMBHARLAKE,LUNIW AS,OBC,RAM GOPAL,,OBC,luniw as,JAIPUR,SAMBHARLAKE
5286,JAIPUR,SAMBHARLAKE,MALIKPUR,OBC,MAHESH KUMAR,,OBC,malikpur,JAIPUR,SAMBHARLAKE
5287,JAIPUR,SAMBHARLAKE,MANDABHEEM SINGH,SC (Woman),SHAYARI DEVI,,SC (Woman),mandabheem singh,JAIPUR,SAMBHARLAKE
5288,JAIPUR,SAMBHARLAKE,MUNDIYAGARH,SC (Woman),ANITA DEVI,,SC (Woman),mundiyagarh,JAIPUR,SAMBHARLAKE
5289,JAIPUR,SAMBHARLAKE,MUNDOTI,General,LALU RAM YADAV,,OBC,mundoti,JAIPUR,SAMBHARLAKE
5290,JAIPUR,SAMBHARLAKE,MUNDW ADA,General,JAGDISH,,OBC,mundw ada,JAIPUR,SAMBHARLAKE
5291,JAIPUR,SAMBHARLAKE,MURLIPURA,General,MAYANK JAIN,,General,murlipura,JAIPUR,SAMBHARLAKE
5292,JAIPUR,SAMBHARLAKE,NANDARI,SC,AANANDI LAL BALAI,,SC,nandari,JAIPUR,SAMBHARLAKE
5293,JAIPUR,SAMBHARLAKE,NORANGPURA,OBC (Woman),SAROJ,,OBC (Woman),norangpura,JAIPUR,SAMBHARLAKE
5294,JAIPUR,SAMBHARLAKE,PACHKODIYA,SC,TARACHAND VERMA,,SC,pachkodiya,JAIPUR,SAMBHARLAKE
5295,JAIPUR,SAMBHARLAKE,RALAWATA,General (Woman),VIMLA,,OBC (Woman),ralawata,JAIPUR,SAMBHARLAKE
5296,JAIPUR,SAMBHARLAKE,RAMJIPURA KALA,General (Woman),DAMINI YADAV,,OBC (Woman),ramjipura kala,JAIPUR,SAMBHARLAKE
5297,JAIPUR,SAMBHARLAKE,SONIDYA,General (Woman),LALITA DEVI,,OBC (Woman),sonidya,JAIPUR,SAMBHARLAKE
5298,JAIPUR,SAMBHARLAKE,TEJYA KA BAS,General (Woman),PINKI DEVI,,OBC (Woman),tejya ka bas,JAIPUR,SAMBHARLAKE
5299,JAIPUR,SAMBHARLAKE,TYOD,OBC (Woman),SANTOSH,,OBC (Woman),tyod,JAIPUR,SAMBHARLAKE
5300,JAIPUR,SAMBHARLAKE,BASSI NAGA,SC,KAILASH CHAND,,SC,bassi naga,JAIPUR,SAMBHARLAKE
5301,JAIPUR,SAMBHARLAKE,LOHARVADA,OBC,GANESH RAM,,OBC,loharvada,JAIPUR,SAMBHARLAKE
1761,BARMER,SAMDADI,AJEET,SC (Woman),MANJU,,SC (Woman),ajeet,BARMER,SAMDADI
1762,BARMER,SAMDADI,BAMSEEN,OBC,UMEDA RAM,,OBC,bamseen,BARMER,SAMDADI
1763,BARMER,SAMDADI,DHINDAS,General,DEV KISHAN,,General,dhindas,BARMER,SAMDADI
1764,BARMER,SAMDADI,JETHANT ARI,OBC (Woman),MANJU DEVI,,OBC (Woman),jethantari,BARMER,SAMDADI
1765,BARMER,SAMDADI,KARMAWAS,General,ASHOK KUMAR,,General,karmawas,BARMER,SAMDADI
1766,BARMER,SAMDADI,KHANDAP,General (Woman),HIMANI KANWAR,,General (Woman),khandap,BARMER,SAMDADI
1767,BARMER,SAMDADI,KOTDI,ST,HIRA LAL,,ST,kotdi,BARMER,SAMDADI
1768,BARMER,SAMDADI,LALANA,General (Woman),SHANTI DEVI,,OBC (Woman),lalana,BARMER,SAMDADI
1769,BARMER,SAMDADI,MAJAL,General,MANJU KUMARI,,OBC (Woman),majal,BARMER,SAMDADI
1770,BARMER,SAMDADI,RAKHI,General,DURGADAS SINGH CHOUHAN,,General,rakhi,BARMER,SAMDADI
1771,BARMER,SAMDADI,RAMPURA,General (Woman),SWAROOP KANWAR,,General (Woman),rampura,BARMER,SAMDADI
1772,BARMER,SAMDADI,RANI DESHIPURA,ST (Woman),KIRAN DEVI,,ST (Woman),rani deshipura,BARMER,SAMDADI
1773,BARMER,SAMDADI,SAMDARI,General (Woman),SAMDA KANWAR,,General (Woman),samdari,BARMER,SAMDADI
1774,BARMER,SAMDADI,SANW ARDA,General,LADU RAM,,General,sanwarda,BARMER,SAMDADI
1775,BARMER,SAMDADI,SARW ADI,General,VAGTARAM,,OBC,sarwadi,BARMER,SAMDADI
1776,BARMER,SAMDADI,SEW ALI,SC (Woman),JYOTI,,SC (Woman),sewali,BARMER,SAMDADI
1777,BARMER,SAMDADI,SILOR,General (Woman),RESHAMA,,General (Woman),silor,BARMER,SAMDADI
1778,BARMER,SAMDADI,RATDI,SC,DAYA RAM,,SC,ratdi,BARMER,SAMDADI
1779,BARMER,SAMDADI,KHEJADIYALI,ST (Woman),MAMTA,,ST (Woman),khejadiyali,BARMER,SAMDADI
1780,BARMER,SAMDADI,BHALRO KA BADA,SC,BHAGARAM,,SC,bhalro ka bada,BARMER,SAMDADI
1781,BARMER,SAMDADI,SAMDADI STATION,OBC,RAVINDRA SINGH,,OBC,samdadi station,BARMER,SAMDADI
5757,JALORE,SANCHORE,ACHALPUR,OBC (Woman),GEETA DEVI,,OBC (Woman),achalpur,JALORE,SANCHORE
5758,JALORE,SANCHORE,ARNAI,General (Woman),SANTOSH KANWAR,,General (Woman),arnai,JALORE,SANCHORE
5759,JALORE,SANCHORE,BAVERLA,SC,NAGJI RAM,,SC,baverla,JALORE,SANCHORE
5760,JALORE,SANCHORE,BHADRUNA,SC,GANPAT LAL,,SC,bhadruna,JALORE,SANCHORE
5761,JALORE,SANCHORE,BHADVAL,OBC,VASUDEV,,OBC,bhadval,JALORE,SANCHORE
5762,JALORE,SANCHORE,BICHHAVADI,General (Woman),MANJULA,,General (Woman),bichhavadi,JALORE,SANCHORE
5763,JALORE,SANCHORE,BIJROL KHEDA,General,MANGAL SINGH,,General,bijrol kheda,JALORE,SANCHORE
5764,JALORE,SANCHORE,CHOURAU,General (Woman),SIMA VISHNOI,,OBC (Woman),chourau,JALORE,SANCHORE
5765,JALORE,SANCHORE,DABAL,General,PRATAP SINGH,,General,dabal,JALORE,SANCHORE
5766,JALORE,SANCHORE,DANTA,General,ISHRA RAM,,General,danta,JALORE,SANCHORE
5767,JALORE,SANCHORE,DANTIYA,General (Woman),BHAGVAT KANWAR,,General (Woman),dantiya,JALORE,SANCHORE
5768,JALORE,SANCHORE,DHAMANA,OBC,MOHAN LAL,,OBC,dhamana,JALORE,SANCHORE
5769,JALORE,SANCHORE,DHANTA,OBC,GOMA RAM,,OBC,dhanta,JALORE,SANCHORE
5770,JALORE,SANCHORE,GOLASAN,General (Woman),HANNU DEVI,,OBC (Woman),golasan,JALORE,SANCHORE
5771,JALORE,SANCHORE,GUNDAU,General,LAXMAN RAM,,OBC,gundau,JALORE,SANCHORE
5772,JALORE,SANCHORE,HADETER,General (Woman),DARIYA DEVI,,SC (Woman),hadeter,JALORE,SANCHORE
5773,JALORE,SANCHORE,HARIYALI,General,AVTAR SINGH,,General,hariyali,JALORE,SANCHORE
5774,JALORE,SANCHORE,JAKHAL,General (Woman),POONI DEVI,,OBC (Woman),jakhal,JALORE,SANCHORE
5775,JALORE,SANCHORE,KAROLA,General,MANOHAR SINGH,,General,karola,JALORE,SANCHORE
5776,JALORE,SANCHORE,KHARA,General (Woman),PRIYANKA KANWAR,,General (Woman),khara,JALORE,SANCHORE
5777,JALORE,SANCHORE,KILVA,General,KISHANA RAM,,OBC,kilva,JALORE,SANCHORE
5778,JALORE,SANCHORE,KOD,General (Woman),JAMNA DEVI,,OBC (Woman),kod,JALORE,SANCHORE
5779,JALORE,SANCHORE,NAINOL,ST,SHANTI LAL,,ST,nainol,JALORE,SANCHORE
5780,JALORE,SANCHORE,PALDI SOLINDIYAN,OBC (Woman),KURI DEVI,,OBC (Woman),paldi solindiyan,JALORE,SANCHORE
5781,JALORE,SANCHORE,PANCHLA,General,KRISHAN KUMAR,,OBC,panchla,JALORE,SANCHORE
5782,JALORE,SANCHORE,PEMANA,General,AMBA RAM,,OBC,pemana,JALORE,SANCHORE
5783,JALORE,SANCHORE,PRA T APPURA,General,GOURAV SARAN,,OBC,pra t appura,JALORE,SANCHORE
5784,JALORE,SANCHORE,PUR,OBC (Woman),HEMI DEVI,,OBC (Woman),pur,JALORE,SANCHORE
5785,JALORE,SANCHORE,SANKDA,SC,GANESHA RAM,,SC,sankda,JALORE,SANCHORE
5786,JALORE,SANCHORE,SERNAU,SC (Woman),SEEMA,,SC (Woman),sernau,JALORE,SANCHORE
5787,JALORE,SANCHORE,SERVANA,General (Woman),PINA KANWAR,,General (Woman),servana,JALORE,SANCHORE
5788,JALORE,SANCHORE,SURAVA,OBC,PRATAPA RAM,,OBC,surava,JALORE,SANCHORE
5789,JALORE,SANCHORE,VIROL,General (Woman),NEELAM KANWAR,,General (Woman),virol,JALORE,SANCHORE
5790,JALORE,SANCHORE,SEDIYA,ST (Woman),MAMTA,,ST,sediya,JALORE,SANCHORE
5791,JALORE,SANCHORE,DUGAVA,SC (Woman),PANKHI DEVI,,SC (Woman),dugava,JALORE,SANCHORE
5792,JALORE,SANCHORE,LACHHIVAD,SC (Woman),NARANGI DEVI,,SC (Woman),lachhivad,JALORE,SANCHORE
5302,JAIPUR,SANGANER,AAWANIYA,General,MADAN LAL CHOUDHARY,,OBC,aawaniya,JAIPUR,SANGANER
5303,JAIPUR,SANGANER,AJAIRAJPURA,SC (Woman),ANITA DEVI,,SC (Woman),ajairajpura,JAIPUR,SANGANER
5304,JAIPUR,SANGANER,BEELWA,General (Woman),URMILA MAHESHWARY,,General (Woman),beelwa,JAIPUR,SANGANER
5305,JAIPUR,SANGANER,BHAMBHORIYA,OBC (Woman),ASHA CHOUDHARY,,OBC (Woman),bhambhoriya,JAIPUR,SANGANER
5306,JAIPUR,SANGANER,BHAPURA,SC,GOPAL LAL RAIGER,,SC,bhapura,JAIPUR,SANGANER
5307,JAIPUR,SANGANER,DADIYA,OBC,BABULAL YADAV,,OBC,dadiya,JAIPUR,SANGANER
5308,JAIPUR,SANGANER,DANT ALI,General,MANOJ KUMAR SHARMA,,General,dant ali,JAIPUR,SANGANER
5309,JAIPUR,SANGANER,DEHMIKALAN,General,PUSHPENDRA SINGH,,General,dehmikalan,JAIPUR,SANGANER
5310,JAIPUR,SANGANER,DEVLIYA,OBC,SUSHILA DEVI,,OBC,devliya,JAIPUR,SANGANER
5311,JAIPUR,SANGANER,GONER,General (Woman),SUNITA SHARMA,,General (Woman),goner,JAIPUR,SANGANER
5312,JAIPUR,SANGANER,JAISINGPURA,General (Woman),MANJU DEVI,,OBC (Woman),jaisingpura,JAIPUR,SANGANER
5313,JAIPUR,SANGANER,KALWADA,General,HARI NARAYAN SWAMY,,General,kalwada,JAIPUR,SANGANER
5314,JAIPUR,SANGANER,KAPURAWALA,General (Woman),MANJU SHARMA,,General (Woman),kapurawala,JAIPUR,SANGANER
