sl_no_2015,dist_name_2015,samiti_name_2015,gp_2015,reservation_2015,name_2015,sex_2015,category_2015,dist_name_new_2015,samiti_name_new_2015,key_2015,sl_no_2005,dist_name_2005,samiti_name_2005,gp_2005,reservation_2005,name_2005,sex_2005,category_2005,gp_new_2005,dist_name_new_2005,samiti_name_new_2005,dist_2010_2005,key_2005,sl_no_2010,dist_name_2010,samiti_name_2010,gp_2010,reservation_2010,name_2010,sex_2010,category_2010,gp_new_2015,dist_name_new_2010,samiti_name_new_2010,key_2010,dist_05_10,nuke_05_10,gp_new_2010,dist,nuke
5881,JHALAWAR,DUG,RAMPURA,SC (Woman),SORABH BAI,NA,SC (Woman),JHALAWAR,DAG,JHALAWARDAGrampura,5596,JHALAWAR,DAG,RAMPURA,GEN,DEVI LAL,MALE,GEN,rampura,JHALAWAR,DAG,NA,JHALAWARDAGrampura,5468,JHALAWAR,DAG,RAMPURA,OBC,MAN SINGH,M,OBC,rampura,JHALAWAR,DAG,JHALAWARDAGrampura,0,NA,rampura,0,0
5882,JHALAWAR,DUG,RAVAN GURADI,OBC,SURESH SINGH,NA,OBC,JHALAWAR,DAG,JHALAWARDAGravan guradi,5598,JHALAWAR,DAG,RAWAN GURADI,GEN,KALU SINGH,MALE,OBC,ravan guradi,JHALAWAR,DAG,NA,JHALAWARDAGravan guradi,5469,JHALAWAR,DAG,RAVAN GURADI,GENW,ANITA BAI,F,OBCW,ravan guradi,JHALAWAR,DAG,JHALAWARDAGravan guradi,0,NA,ravan guradi,0,0
5883,JHALAWAR,DUG,RENAYRA,General (Woman),GUDDI BAI,NA,OBC (Woman),JHALAWAR,DAG,JHALAWARDAGrenayra,5597,JHALAWAR,DAG,RANAIRA,GEN W,KACHRU BAI,FEMALE,OBC,renayra,JHALAWAR,DAG,NA,JHALAWARDAGrenayra,5470,JHALAWAR,DAG,RENAYRA,OBC,LILA BAI SUTHAR,F,OBCW,renayra,JHALAWAR,DAG,JHALAWARDAGrenayra,0,NA,renayra,0,0
5884,JHALAWAR,DUG,ROJHANA,General (Woman),KAILASH KAVAR,NA,General (Woman),JHALAWAR,DAG,JHALAWARDAGrojhana,5599,JHALAWAR,DAG,ROJHANA,SC W,SARITA BAI,FEMALE,SC,rojhana,JHALAWAR,DAG,NA,JHALAWARDAGrojhana,5471,JHALAWAR,DAG,ROJHANA,GEN,KARAN SINGH,M,OBC,rojhana,JHALAWAR,DAG,JHALAWARDAGrojhana,0,NA,rojhana,0,0
5885,JHALAWAR,DUG,SUNARI,General (Woman),MAYA KANWAR,NA,General (Woman),JHALAWAR,DAG,JHALAWARDAGsunari,5602,JHALAWAR,DAG,SUNARI,OBC W,THANA KUNWAR,FEMALE,OBC,sunari,JHALAWAR,DAG,NA,JHALAWARDAGsunari,5473,JHALAWAR,DAG,SUNARI,GEN,UMRAV SINGH,M,GEN,sunari,JHALAWAR,DAG,JHALAWARDAGsunari,0,NA,sunari,0,0
5887,JHALAWAR,DUG,TISAI,SC (Woman),ANOKH BAI,NA,SC (Woman),JHALAWAR,DAG,JHALAWARDAGtisai,5605,JHALAWAR,DAG,TISAI,GEN W,VINOD KUNWAR,FEMALE,GEN,tisai,JHALAWAR,DAG,NA,JHALAWARDAGtisai,5477,JHALAWAR,DAG,TISAI,OBCW,RAJAM KANWAR,F,OBCW,tisai,JHALAWAR,DAG,JHALAWARDAGtisai,0,NA,tisai,0,0
5888,JHALAWAR,DUG,UNHAIL,OBC (Woman),RAJA BAI,NA,OBC (Woman),JHALAWAR,DAG,JHALAWARDAGunhail,5606,JHALAWAR,DAG,UNHEL,GEN,NAND LAL,MALE,GEN,unhail,JHALAWAR,DAG,NA,JHALAWARDAGunhail,5478,JHALAWAR,DAG,UNHAIL,SC,HARI MOHAN,M,SC,unhail,JHALAWAR,DAG,JHALAWARDAGunhail,0,NA,unhail,0,0
5890,JHALAWAR,JHALRAP A T AN,ASNAVAR,ST (Woman),GUDDI BAI,NA,ST (Woman),JHALAWAR,JHALRAPATAN,JHALAWARJHALRAPATANasnavar,5611,JHALAWAR,JHALRAPATAN,ASNAWAR,SC,KISHANLAL,MALE,SC,asnavar,JHALAWAR,JHALRAPATAN,NA,JHALAWARJHALRAPATANasnavar,5482,JHALAWAR,JHALRAPATAN,ASNAVAR,OBC,HARISH KUMAR PATIDAR,M,OBC,asnavar,JHALAWAR,JHALRAPATAN,JHALAWARJHALRAPATANasnavar,0,NA,asnavar,0,0
5891,JHALAWAR,JHALRAP A T AN,BADODIYA,General (Woman),VIDYA DEVI,NA,OBC (Woman),JHALAWAR,JHALRAPATAN,JHALAWARJHALRAPATANbadodiya,5612,JHALAWAR,JHALRAPATAN,BADODIYA,ST,KANHAIYA LAL,MALE,ST,badodiya,JHALAWAR,JHALRAPATAN,NA,JHALAWARJHALRAPATANbadodiya,5484,JHALAWAR,JHALRAPATAN,BADODIY A,GEN,RAM NARAYAN,M,OBC,badodiya,JHALAWAR,JHALRAPATAN,JHALAWARJHALRAPATANbadodiya,0,NA,badodiya,0,0
5892,JHALAWAR,JHALRAP A T AN,BORDA,SC (Woman),GUDDI BAI,NA,SC (Woman),JHALAWAR,JHALRAPATAN,JHALAWARJHALRAPATANborda,5615,JHALAWAR,JHALRAPATAN,BORDA,ST,KANHAIYA LAL,MALE,ST,borda,JHALAWAR,JHALRAPATAN,NA,JHALAWARJHALRAPATANborda,5487,JHALAWAR,JHALRAPATAN,BORDA,OBC,RAM GOPAL PATIDAR,M,OBC,borda,JHALAWAR,JHALRAPATAN,JHALAWARJHALRAPATANborda,0,NA,borda,0,0
5893,JHALAWAR,JHALRAP A T AN,DONDA,General,DWARKA PRASAD PATIDAR,NA,OBC,JHALAWAR,JHALRAPATAN,JHALAWARJHALRAPATANdonda,5617,JHALAWAR,JHALRAPATAN,DODA,GEN,RAMDAYAL,MALE,OBC,donda,JHALAWAR,JHALRAPATAN,NA,JHALAWARJHALRAPATANdonda,5488,JHALAWAR,JHALRAPATAN,DONDA,STW,PREM BAI,F,STW,donda,JHALAWAR,JHALRAPATAN,JHALAWARJHALRAPATANdonda,0,NA,donda,0,0
5894,JHALAWAR,JHALRAP A T AN,DUNGERGAON,ST,BAJRANG LAL MENA,NA,ST,JHALAWAR,JHALRAPATAN,JHALAWARJHALRAPATANdungergaon,5618,JHALAWAR,JHALRAPATAN,DUGARGAON,GEN,JAGDISH,MALE,OBC,dungergaon,JHALAWAR,JHALRAPATAN,NA,JHALAWARJHALRAPATANdungergaon,5489,JHALAWAR,JHALRAPATAN,DUNGERGAON,OBCW,SANGEETA BAI,F,OBCW,dungergaon,JHALAWAR,JHALRAPATAN,JHALAWARJHALRAPATANdungergaon,0,NA,dungergaon,0,0
5895,JHALAWAR,JHALRAP A T AN,DURGPURA,ST,RADHEY SHYAM BHEEL,NA,ST,JHALAWAR,JHALRAPATAN,JHALAWARJHALRAPATANdurgpura,5619,JHALAWAR,JHALRAPATAN,DURGPURA,GEN W,GORDHANI BAI,FEMALE,GEN,durgpura,JHALAWAR,JHALRAPATAN,NA,JHALAWARJHALRAPATANdurgpura,5490,JHALAWAR,JHALRAPATAN,DURGPURA,SCW,GUDDI BAI,F,SCW,durgpura,JHALAWAR,JHALRAPATAN,JHALAWARJHALRAPATANdurgpura,0,NA,durgpura,0,0
5896,JHALAWAR,JHALRAP A T AN,GAGRON,ST,BARDI LAL,NA,ST,JHALAWAR,JHALRAPATAN,JHALAWARJHALRAPATANgagron,5620,JHALAWAR,JHALRAPATAN,GAGRON,OBC,GIRDHARI,MALE,OBC,gagron,JHALAWAR,JHALRAPATAN,NA,JHALAWARJHALRAPATANgagron,5491,JHALAWAR,JHALRAPATAN,GAGRON,GENW,SHASHI KANWAR,F,GENW,gagron,JHALAWAR,JHALRAPATAN,JHALAWARJHALRAPATANgagron,0,NA,gagron,0,0
5897,JHALAWAR,JHALRAP A T AN,GIRDHANPURA,ST (Woman),BHULI BAI,NA,ST (Woman),JHALAWAR,JHALRAPATAN,JHALAWARJHALRAPATANgirdhanpura,5623,JHALAWAR,JHALRAPATAN,GIRDHARPURA,SC,MOHAN LAL,MALE,SC,girdhanpura,JHALAWAR,JHALRAPATAN,NA,JHALAWARJHALRAPATANgirdhanpura,5494,JHALAWAR,JHALRAPATAN,GIRDHANPURA,GEN,CHHITAR LAL,M,OBC,girdhanpura,JHALAWAR,JHALRAPATAN,JHALAWARJHALRAPATANgirdhanpura,0,NA,girdhanpura,0,0
5898,JHALAWAR,JHALRAP A T AN,JHUMKI,General (Woman),RAJNI SHARMA,NA,General (Woman),JHALAWAR,JHALRAPATAN,JHALAWARJHALRAPATANjhumki,5629,JHALAWAR,JHALRAPATAN,JHUNKI,SC W,DHAPU BAI,FEMALE,SC,jhumki,JHALAWAR,JHALRAPATAN,NA,JHALAWARJHALRAPATANjhumki,5500,JHALAWAR,JHALRAPATAN,JHUMKI,ST,GAJANAND,M,ST,jhumki,JHALAWAR,JHALRAPATAN,JHALAWARJHALRAPATANjhumki,0,NA,jhumki,0,0
5899,JHALAWAR,JHALRAP A T AN,JUNAKHEDA,General,KARMVEER SINGH,NA,General,JHALAWAR,JHALRAPATAN,JHALAWARJHALRAPATANjunakheda,5630,JHALAWAR,JHALRAPATAN,JUNAKHEDA,GEN,GHANSHYAM,MALE,OBC,junakheda,JHALAWAR,JHALRAPATAN,NA,JHALAWARJHALRAPATANjunakheda,5501,JHALAWAR,JHALRAPATAN,JUNAKHEDA,SCW,ASHA BAI,F,SCW,junakheda,JHALAWAR,JHALRAPATAN,JHALAWARJHALRAPATANjunakheda,0,NA,junakheda,0,0
5900,JHALAWAR,JHALRAP A T AN,KALMANDIKALA,General,VIJAY PRATAP SINGH,NA,General,JHALAWAR,JHALRAPATAN,JHALAWARJHALRAPATANkalmandikala,5631,JHALAWAR,JHALRAPATAN,KALMANDI KALAN,ST,RADHEYSHYAM MEENA,MALE,ST,kalmandikala,JHALAWAR,JHALRAPATAN,NA,JHALAWARJHALRAPATANkalmandikala,5502,JHALAWAR,JHALRAPATAN,KALMANDIKALA,OBCW,SHANTI BAI,F,OBCW,kalmandikala,JHALAWAR,JHALRAPATAN,JHALAWARJHALRAPATANkalmandikala,0,NA,kalmandikala,0,0
5901,JHALAWAR,JHALRAP A T AN,KANVADA,General,NARAYAN SINGH,NA,General,JHALAWAR,JHALRAPATAN,JHALAWARJHALRAPATANkanvada,5632,JHALAWAR,JHALRAPATAN,KANWADA,SC,KALU LAL,MALE,SC,kanwada,JHALAWAR,JHALRAPATAN,NA,JHALAWARJHALRAPATANkanwada,5503,JHALAWAR,JHALRAPATAN,KANVADA,GENW,BRIJ KANWAR,F,GENW,kanvada,JHALAWAR,JHALRAPATAN,JHALAWARJHALRAPATANkanvada,1,NA,kanvada,0,0
5902,JHALAWAR,JHALRAP A T AN,KHANPURIYA,ST (Woman),MAMTA BAI BHEEL,NA,ST (Woman),JHALAWAR,JHALRAPATAN,JHALAWARJHALRAPATANkhanpuriya,5633,JHALAWAR,JHALRAPATAN,KHANPURIYA,GEN,BAJRANG SINGH,MALE,GEN,khanpuriya,JHALAWAR,JHALRAPATAN,NA,JHALAWARJHALRAPATANkhanpuriya,5504,JHALAWAR,JHALRAPATAN,KHANPURIY A,GEN,ROOP NARAYAN,M,OBC,khanpuriya,JHALAWAR,JHALRAPATAN,JHALAWARJHALRAPATANkhanpuriya,0,NA,khanpuriya,0,0
5904,JHALAWAR,JHALRAP A T AN,KOLANA,SC,DINESH,NA,SC,JHALAWAR,JHALRAPATAN,JHALAWARJHALRAPATANkolana,5635,JHALAWAR,JHALRAPATAN,KOLANA,GEN W,ISRAR BEGAM,FEMALE,GEN,kolana,JHALAWAR,JHALRAPATAN,NA,JHALAWARJHALRAPATANkolana,5506,JHALAWAR,JHALRAPATAN,KOLANA,STW,GHISI BAI,F,STW,kolana,JHALAWAR,JHALRAPATAN,JHALAWARJHALRAPATANkolana,0,NA,kolana,0,0
5905,JHALAWAR,JHALRAP A T AN,LAVASAL,General,BALMUKUND,NA,SC,JHALAWAR,JHALRAPATAN,JHALAWARJHALRAPATANlavasal,5637,JHALAWAR,JHALRAPATAN,LAWASAL,GEN W,SOHAN BAI,FEMALE,OBC,lavasal,JHALAWAR,JHALRAPATAN,NA,JHALAWARJHALRAPATANlavasal,5508,JHALAWAR,JHALRAPATAN,LAVASAL,GENW,ARCHANA,F,OBCW,lavasal,JHALAWAR,JHALRAPATAN,JHALAWARJHALRAPATANlavasal,0,NA,lavasal,0,0
5906,JHALAWAR,JHALRAP A T AN,MANDAWAR,SC,MOHAN LAL,NA,SC,JHALAWAR,JHALRAPATAN,JHALAWARJHALRAPATANmandawar,5638,JHALAWAR,JHALRAPATAN,MANDAWAR,ST,BADRILAL BHEEL,MALE,ST,mandawar,JHALAWAR,JHALRAPATAN,NA,JHALAWARJHALRAPATANmandawar,5509,JHALAWAR,JHALRAPATAN,MANDAWAR,GENW,SUSHILA SONI,F,OBCW,mandawar,JHALAWAR,JHALRAPATAN,JHALAWARJHALRAPATANmandawar,0,NA,mandawar,0,0
5907,JHALAWAR,JHALRAP A T AN,PANVASA,General,KHAYALI RAM,NA,ST,JHALAWAR,JHALRAPATAN,JHALAWARJHALRAPATANpanvasa,5643,JHALAWAR,JHALRAPATAN,PANWAS,GEN,KHYALIRAM,MALE,ST,panvasa,JHALAWAR,JHALRAPATAN,NA,JHALAWARJHALRAPATANpanvasa,5514,JHALAWAR,JHALRAPATAN,PANVASA,STW,KALYANI BAI,F,STW,panvasa,JHALAWAR,JHALRAPATAN,JHALAWARJHALRAPATANpanvasa,0,NA,panvasa,0,0
5908,JHALAWAR,JHALRAP A T AN,PIPLOD,General (Woman),BHERI BAI,NA,OBC (Woman),JHALAWAR,JHALRAPATAN,JHALAWARJHALRAPATANpiplod,5645,JHALAWAR,JHALRAPATAN,PIPLOD,OBC W,GUDDI BAI,FEMALE,OBC,piplod,JHALAWAR,JHALRAPATAN,NA,JHALAWARJHALRAPATANpiplod,5516,JHALAWAR,JHALRAPATAN,PIPLOD,ST,BAHADUR SINGH,M,ST,piplod,JHALAWAR,JHALRAPATAN,JHALAWARJHALRAPATANpiplod,0,NA,piplod,0,0
5911,JHALAWAR,JHALRAP A T AN,SALOTIYA,ST (Woman),MANJU KUMARI,NA,ST (Woman),JHALAWAR,JHALRAPATAN,JHALAWARJHALRAPATANsalotiya,5648,JHALAWAR,JHALRAPATAN,SALOTIYA,GEN,BHANWAR SINGH,MALE,GEN,salotiya,JHALAWAR,JHALRAPATAN,NA,JHALAWARJHALRAPATANsalotiya,5519,JHALAWAR,JHALRAPATAN,SALOTIYA,SC,BALU RAM,M,SC,salotiya,JHALAWAR,JHALRAPATAN,JHALAWARJHALRAPATANsalotiya,0,NA,salotiya,0,0
5912,JHALAWAR,JHALRAP A T AN,SALRIYA,General (Woman),PURA BAI,NA,OBC (Woman),JHALAWAR,JHALRAPATAN,JHALAWARJHALRAPATANsalriya,5649,JHALAWAR,JHALRAPATAN,SALRIYA,GEN,NENALAL,MALE,OBC,salriya,JHALAWAR,JHALRAPATAN,NA,JHALAWARJHALRAPATANsalriya,5520,JHALAWAR,JHALRAPATAN,SALRIYA,SC,PRABHU LAL,M,SC,salriya,JHALAWAR,JHALRAPATAN,JHALAWARJHALRAPATANsalriya,0,NA,salriya,0,0
5913,JHALAWAR,JHALRAP A T AN,SAMRAI,OBC,ISHWAR CHAND,NA,OBC,JHALAWAR,JHALRAPATAN,JHALAWARJHALRAPATANsamrai,5650,JHALAWAR,JHALRAPATAN,SAMRAI,ST W,BHANWARIBAI,FEMALE,ST,samrai,JHALAWAR,JHALRAPATAN,NA,JHALAWARJHALRAPATANsamrai,5521,JHALAWAR,JHALRAPATAN,SAMRAI,SCW,KAILASH BAI,F,SCW,samrai,JHALAWAR,JHALRAPATAN,JHALAWARJHALRAPATANsamrai,0,NA,samrai,0,0
5914,JHALAWAR,JHALRAP A T AN,TANDI SOHANPURA,General (Woman),SAJNA,NA,OBC (Woman),JHALAWAR,JHALRAPATAN,JHALAWARJHALRAPATANtandi sohanpura,5654,JHALAWAR,JHALRAPATAN,TODI SOHANPUR,SC W,JASODA BAI,FEMALE,SC,tandi sohanpura,JHALAWAR,JHALRAPATAN,NA,JHALAWARJHALRAPATANtandi sohanpura,5525,JHALAWAR,JHALRAPATAN,TANDI SOHANPURA,OBC,TEJ SINGH,M,OBC,tandi sohanpura,JHALAWAR,JHALRAPATAN,JHALAWARJHALRAPATANtandi sohanpura,0,NA,tandi sohanpura,0,0
5915,JHALAWAR,JHALRAP A T AN,TITERVASA,General,MANTU RAM,NA,ST,JHALAWAR,JHALRAPATAN,JHALAWARJHALRAPATANtitervasa,5653,JHALAWAR,JHALRAPATAN,TEETARWASA,ST W,MANGI BAI,FEMALE,ST,titervasa,JHALAWAR,JHALRAPATAN,NA,JHALAWARJHALRAPATANtitervasa,5526,JHALAWAR,JHALRAPATAN,TITERVASA,GENW,GYARASI BAI,F,OBCW,titervasa,JHALAWAR,JHALRAPATAN,JHALAWARJHALRAPATANtitervasa,0,NA,titervasa,0,0
5916,JHALAWAR,KHANPUR,AAKODIA,General (Woman),BHUVNESW ARI,NA,General (Woman),JHALAWAR,KHANPUR,JHALAWARKHANPURaakodia,5655,JHALAWAR,KHANPUR,AAKODIYA,OBC,BRIJMOHAN,MALE,OBC,aakodiya,JHALAWAR,KHANPUR,NA,JHALAWARKHANPURaakodiya,5527,JHALAWAR,KHANPUR,AAKODIA,GEN,BHAGWATI BAI KIRAD,F,OBCW,aakodia,JHALAWAR,KHANPUR,JHALAWARKHANPURaakodia,1,NA,aakodia,0,0
5917,JHALAWAR,KHANPUR,AKAVAD KHURD,SC (Woman),GAYATRI BAI,NA,SC (Woman),JHALAWAR,KHANPUR,JHALAWARKHANPURakavad khurd,5656,JHALAWAR,KHANPUR,AKAWADA KHURD,ST W,PUSHPA BAI,FEMALE,ST,akavad khurd,JHALAWAR,KHANPUR,NA,JHALAWARKHANPURakavad khurd,5528,JHALAWAR,KHANPUR,AKAVAD KHURD,OBC,SIYARAM,M,OBC,akavad khurd,JHALAWAR,KHANPUR,JHALAWARKHANPURakavad khurd,0,NA,akavad khurd,0,0
5918,JHALAWAR,KHANPUR,BAGHER,General (Woman),MANNU KUMARI,NA,General (Woman),JHALAWAR,KHANPUR,JHALAWARKHANPURbagher,5657,JHALAWAR,KHANPUR,BAGHER,OBC,BADRILAL DHAKAR,MALE,OBC,bagher,JHALAWAR,KHANPUR,NA,JHALAWARKHANPURbagher,5529,JHALAWAR,KHANPUR,BAGHER,SC,LATOOR LAL,M,SC,bagher,JHALAWAR,KHANPUR,JHALAWARKHANPURbagher,0,NA,bagher,0,0
5919,JHALAWAR,KHANPUR,BAISAR,ST,HANSRAJ SAHRIYA,NA,ST,JHALAWAR,KHANPUR,JHALAWARKHANPURbaisar,5659,JHALAWAR,KHANPUR,BESAR,GEN,BHAIRON LAL,MALE,SC,baisar,JHALAWAR,KHANPUR,NA,JHALAWARKHANPURbaisar,5530,JHALAWAR,KHANPUR,BAISAR,GENW,MEENA KUMARI,F,GENW,baisar,JHALAWAR,KHANPUR,JHALAWARKHANPURbaisar,0,NA,baisar,0,0
5920,JHALAWAR,KHANPUR,BAREDA,SC,KALU LAL,NA,SC,JHALAWAR,KHANPUR,JHALAWARKHANPURbareda,5658,JHALAWAR,KHANPUR,BAREDA,GEN,JANKI BAI,FEMALE,ST,bareda,JHALAWAR,KHANPUR,NA,JHALAWARKHANPURbareda,5531,JHALAWAR,KHANPUR,BAREDA,GENW,SANJU BAI,F,OBCW,bareda,JHALAWAR,KHANPUR,JHALAWARKHANPURbareda,0,NA,bareda,0,0
5922,JHALAWAR,KHANPUR,BISHANKHEDI,General,LEKHRAJ,NA,SC,JHALAWAR,KHANPUR,JHALAWARKHANPURbishankhedi,5661,JHALAWAR,KHANPUR,BISHANKHERI,OBC,RAMGOPAL,MALE,OBC,bishankhedi,JHALAWAR,KHANPUR,NA,JHALAWARKHANPURbishankhedi,5533,JHALAWAR,KHANPUR,BISHANKHEDI,GENW,RUKMANI BAI,F,OBCW,bishankhedi,JHALAWAR,KHANPUR,JHALAWARKHANPURbishankhedi,0,NA,bishankhedi,0,0
5923,JHALAWAR,KHANPUR,BORDA MAU,SC,MANOJ KUMAR,NA,SC,JHALAWAR,KHANPUR,JHALAWARKHANPURborda mau,5662,JHALAWAR,KHANPUR,BORDA MAHU,GEN W,NAND KUNWAR,FEMALE,OBC,borda mau,JHALAWAR,KHANPUR,NA,JHALAWARKHANPURborda mau,5534,JHALAWAR,KHANPUR,BORDA MAU,GENW,LAD BAI,F,OBCW,borda mau,JHALAWAR,KHANPUR,JHALAWARKHANPURborda mau,0,NA,borda mau,0,0
5924,JHALAWAR,KHANPUR,DHAIKHEDA,General (Woman),REKHA,NA,General (Woman),JHALAWAR,KHANPUR,JHALAWARKHANPURdhaikheda,5663,JHALAWAR,KHANPUR,DAHIKHERA,SC,GORDHAN LAL,MALE,SC,dhaikheda,JHALAWAR,KHANPUR,NA,JHALAWARKHANPURdhaikheda,5535,JHALAWAR,KHANPUR,DHAIKHEDA,ST,RAMKUNW AR,M,ST,dhaikheda,JHALAWAR,KHANPUR,JHALAWARKHANPURdhaikheda,0,NA,dhaikheda,0,0
5925,JHALAWAR,KHANPUR,DHANODA KALA,ST (Woman),VIJAY LAXMI,NA,ST (Woman),JHALAWAR,KHANPUR,JHALAWARKHANPURdhanoda kala,5665,JHALAWAR,KHANPUR,DHANODA KALAN,OBC W,LALTA BAI,FEMALE,OBC,dhanoda kala,JHALAWAR,KHANPUR,NA,JHALAWARKHANPURdhanoda kala,5536,JHALAWAR,KHANPUR,DHANODA KALA,SC,RAMAWATAR,M,SC,dhanoda kala,JHALAWAR,KHANPUR,JHALAWARKHANPURdhanoda kala,0,NA,dhanoda kala,0,0
5926,JHALAWAR,KHANPUR,DOBDA,General,MANOJ,NA,OBC,JHALAWAR,KHANPUR,JHALAWARKHANPURdobda,5666,JHALAWAR,KHANPUR,DOBRA,GEN,JITENDRA SINGH,MALE,GEN,dobda,JHALAWAR,KHANPUR,NA,JHALAWARKHANPURdobda,5537,JHALAWAR,KHANPUR,DOBDA,STW,RAM BILASI,F,STW,dobda,JHALAWAR,KHANPUR,JHALAWARKHANPURdobda,0,NA,dobda,0,0
5927,JHALAWAR,KHANPUR,GADERVADA DUNDI,ST (Woman),SULOCHANA BAI,NA,ST (Woman),JHALAWAR,KHANPUR,JHALAWARKHANPURgadervada dundi,5667,JHALAWAR,KHANPUR,GA.DUNDI,GEN W,SHANTI BAI,FEMALE,OBC,gadervada dundi,JHALAWAR,KHANPUR,NA,JHALAWARKHANPURgadervada dundi,5538,JHALAWAR,KHANPUR,GADERVADA DUNDI,OBCW,TULSI BAI KIRAD,F,OBCW,gadervada dundi,JHALAWAR,KHANPUR,JHALAWARKHANPURgadervada dundi,0,NA,gadervada dundi,0,0
5928,JHALAWAR,KHANPUR,GADERVADA NOORJI,General,RAJENDRA KUMAR,NA,ST,JHALAWAR,KHANPUR,JHALAWARKHANPURgadervada noorji,5668,JHALAWAR,KHANPUR,GADARWADA NOORJI,SC,RAMPRASAD DHOBI,MALE,SC,gadervada noorji,JHALAWAR,KHANPUR,NA,JHALAWARKHANPURgadervada noorji,5539,JHALAWAR,KHANPUR,GADERVADA NOORJI,OBCW,BADRUNNISA,F,OBCW,gadervada noorji,JHALAWAR,KHANPUR,JHALAWARKHANPURgadervada noorji,0,NA,gadervada noorji,0,0
5929,JHALAWAR,KHANPUR,GOLANA,ST,RAMDAYAL MEENA,NA,ST,JHALAWAR,KHANPUR,JHALAWARKHANPURgolana,5669,JHALAWAR,KHANPUR,GOLANA,GEN,SHAMBHU DAYAL,MALE,GEN,golana,JHALAWAR,KHANPUR,NA,JHALAWARKHANPURgolana,5540,JHALAWAR,KHANPUR,GOLANA,SCW,SHANTI BAI,F,SCW,golana,JHALAWAR,KHANPUR,JHALAWARKHANPURgolana,0,NA,golana,0,0
5930,JHALAWAR,KHANPUR,HARIGARH,OBC (Woman),NIRMALA GAUR,NA,OBC (Woman),JHALAWAR,KHANPUR,JHALAWARKHANPURharigarh,5670,JHALAWAR,KHANPUR,HARIGARH,GEN,BRIJRAJ SINGH,MALE,GEN,harigarh,JHALAWAR,KHANPUR,NA,JHALAWARKHANPURharigarh,5541,JHALAWAR,KHANPUR,HARIGARH,GEN,NIRMAL KUMAR,M,GEN,harigarh,JHALAWAR,KHANPUR,JHALAWARKHANPURharigarh,0,NA,harigarh,0,0
5931,JHALAWAR,KHANPUR,JARGA,General,KAVITA MEENA,NA,ST (Woman),JHALAWAR,KHANPUR,JHALAWARKHANPURjarga,5671,JHALAWAR,KHANPUR,JARGA,GEN,SHRILAL MEENA,MALE,ST,jarga,JHALAWAR,KHANPUR,NA,JHALAWARKHANPURjarga,5542,JHALAWAR,KHANPUR,JARGA,OBC,DHANRAJ MALI,M,OBC,jarga,JHALAWAR,KHANPUR,JHALAWARKHANPURjarga,0,NA,jarga,0,0
5933,JHALAWAR,KHANPUR,KANVALDA,OBC,DINESH KUMAR,NA,OBC,JHALAWAR,KHANPUR,JHALAWARKHANPURkanvalda,5675,JHALAWAR,KHANPUR,KAWALDA,OBC,JEETMAL DHAKAD,MALE,OBC,kanvalda,JHALAWAR,KHANPUR,NA,JHALAWARKHANPURkanvalda,5544,JHALAWAR,KHANPUR,KANVALDA,ST,SIYARAM MEENA,M,ST,kanvalda,JHALAWAR,KHANPUR,JHALAWARKHANPURkanvalda,0,NA,kanvalda,0,0
5934,JHALAWAR,KHANPUR,KANWARPURA MANDVALAN,General,RAMESWAR PRASAD,NA,OBC,JHALAWAR,KHANPUR,JHALAWARKHANPURkanwarpura mandvalan,5673,JHALAWAR,KHANPUR,KANWARPURA MAND,OBC W,SAVITRI,FEMALE,OBC,kanwarpura mandvalan,JHALAWAR,KHANPUR,NA,JHALAWARKHANPURkanwarpura mandvalan,5545,JHALAWAR,KHANPUR,KANWARPURA MANDVALAN,STW,AYODHYA BAI BHEEL,F,STW,kanwarpura mandvalan,JHALAWAR,KHANPUR,JHALAWARKHANPURkanwarpura mandvalan,0,NA,kanwarpura mandvalan,0,0
5935,JHALAWAR,KHANPUR,KARANVAS,General,OMPRAKASH NAGAR,NA,OBC,JHALAWAR,KHANPUR,JHALAWARKHANPURkaranvas,5674,JHALAWAR,KHANPUR,KARANWAS,SC,DEVILAL DHOBI,MALE,SC,karanvas,JHALAWAR,KHANPUR,NA,JHALAWARKHANPURkaranvas,5546,JHALAWAR,KHANPUR,KARANVAS,OBCW,GEETA BAI JAT,F,OBCW,karanvas,JHALAWAR,KHANPUR,JHALAWARKHANPURkaranvas,0,NA,karanvas,0,0
5936,JHALAWAR,KHANPUR,KHANDI,General (Woman),POORNIMA KANWAR,NA,General (Woman),JHALAWAR,KHANPUR,JHALAWARKHANPURkhandi,5676,JHALAWAR,KHANPUR,KHANDI,SC,JANKILAL MEHAR,MALE,SC,khandi,JHALAWAR,KHANPUR,NA,JHALAWARKHANPURkhandi,5547,JHALAWAR,KHANPUR,KHANDI,GEN,ARJUNE SINGH,M,GEN,khandi,JHALAWAR,KHANPUR,JHALAWARKHANPURkhandi,0,NA,khandi,0,0
5937,JHALAWAR,KHANPUR,KHANPUR,OBC,LALIT KUMAR,NA,OBC,JHALAWAR,KHANPUR,JHALAWARKHANPURkhanpur,5677,JHALAWAR,KHANPUR,KHANPUR,SC W,ASHA BAI,FEMALE,SC,khanpur,JHALAWAR,KHANPUR,NA,JHALAWARKHANPURkhanpur,5548,JHALAWAR,KHANPUR,KHANPUR,GENW,ZEHARA BAI,F,GENW,khanpur,JHALAWAR,KHANPUR,JHALAWARKHANPURkhanpur,0,NA,khanpur,0,0
