sl_no_2015,dist_name_2015,samiti_name_2015,gp_2015,reservation_2015,name_2015,sex_2015,category_2015,dist_name_new_2015,samiti_name_new_2015,key_2015,sl_no_2005,dist_name_2005,samiti_name_2005,gp_2005,reservation_2005,name_2005,sex_2005,category_2005,gp_new_2005,dist_name_new_2005,samiti_name_new_2005,dist_2010_2005,key_2005,sl_no_2010,dist_name_2010,samiti_name_2010,gp_2010,reservation_2010,name_2010,sex_2010,category_2010,gp_new_2015,dist_name_new_2010,samiti_name_new_2010,key_2010,dist_05_10,nuke_05_10,gp_new_2010,dist,nuke
4252,DUNGARPUR,JOTHALI,CHARW ADA,ST,DASHRATH LAL AHARI,NA,ST,DUNGARPUR,JOTHALI,DUNGARPURJOTHALIcharw ada,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,charw ada,NA,NA,NA,NA,NA,NA,NA,0
4253,DUNGARPUR,JOTHALI,GAINJI,ST,SHANTI LAL ROAT,NA,ST,DUNGARPUR,JOTHALI,DUNGARPURJOTHALIgainji,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gainji,NA,NA,NA,NA,NA,NA,NA,0
4254,DUNGARPUR,JOTHALI,GANDHAVA,ST,SHANTI LAL RANGOT,NA,ST,DUNGARPUR,JOTHALI,DUNGARPURJOTHALIgandhava,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gandhava,NA,NA,NA,NA,NA,NA,NA,0
4255,DUNGARPUR,JOTHALI,KARAWADA,ST (Woman),JASHODA DEVI ROAT,NA,ST (Woman),DUNGARPUR,JOTHALI,DUNGARPURJOTHALIkarawada,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,karawada,NA,NA,NA,NA,NA,NA,NA,0
4256,DUNGARPUR,JOTHALI,MAHUDI,ST (Woman),HEENA,NA,ST (Woman),DUNGARPUR,JOTHALI,DUNGARPURJOTHALImahudi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mahudi,NA,NA,NA,NA,NA,NA,NA,0
4257,DUNGARPUR,JOTHALI,RENT A,ST (Woman),SAVITA,NA,ST (Woman),DUNGARPUR,JOTHALI,DUNGARPURJOTHALIrent a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,rent a,NA,NA,NA,NA,NA,NA,NA,0
4258,DUNGARPUR,JOTHALI,VAINJA,ST,GEBI LAL AHARI,NA,ST,DUNGARPUR,JOTHALI,DUNGARPURJOTHALIvainja,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,vainja,NA,NA,NA,NA,NA,NA,NA,0
4259,DUNGARPUR,JOTHALI,VIKAS NAGAR,ST (Woman),PRIYANKA DEVI DENDOR,NA,ST (Woman),DUNGARPUR,JOTHALI,DUNGARPURJOTHALIvikas nagar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,vikas nagar,NA,NA,NA,NA,NA,NA,NA,0
4260,DUNGARPUR,JOTHALI,BEDA,ST (Woman),VIMLA ROAT,NA,ST (Woman),DUNGARPUR,JOTHALI,DUNGARPURJOTHALIbeda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,beda,NA,NA,NA,NA,NA,NA,NA,0
4261,DUNGARPUR,JOTHALI,BHINDA,ST,SHANKAR LAL ROAT,NA,ST,DUNGARPUR,JOTHALI,DUNGARPURJOTHALIbhinda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bhinda,NA,NA,NA,NA,NA,NA,NA,0
4262,DUNGARPUR,JOTHALI,JHOTHARI,ST,NARESH NANOMA,NA,ST,DUNGARPUR,JOTHALI,DUNGARPURJOTHALIjhothari,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,jhothari,NA,NA,NA,NA,NA,NA,NA,0
4263,DUNGARPUR,JOTHALI,MALL,ST,KALI DEVI,NA,ST,DUNGARPUR,JOTHALI,DUNGARPURJOTHALImall,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mall,NA,NA,NA,NA,NA,NA,NA,0
4264,DUNGARPUR,JOTHALI,PADLI GUJRESHWER,ST,GOVARDHAN LAL,NA,ST,DUNGARPUR,JOTHALI,DUNGARPURJOTHALIpadli gujreshwer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,padli gujreshwer,NA,NA,NA,NA,NA,NA,NA,0
4265,DUNGARPUR,JOTHALI,POHRI KHATURAT,ST,HARISH CHANDRA KATARA,NA,ST,DUNGARPUR,JOTHALI,DUNGARPURJOTHALIpohri khaturat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pohri khaturat,NA,NA,NA,NA,NA,NA,NA,0
4266,DUNGARPUR,JOTHALI,SANSRPUR,ST (Woman),RAMILA,NA,ST (Woman),DUNGARPUR,JOTHALI,DUNGARPURJOTHALIsansrpur,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sansrpur,NA,NA,NA,NA,NA,NA,NA,0
4267,DUNGARPUR,JOTHALI,SURATA,ST,MAHIPAL ROAT,NA,ST,DUNGARPUR,JOTHALI,DUNGARPURJOTHALIsurata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,surata,NA,NA,NA,NA,NA,NA,NA,0
4268,DUNGARPUR,JOTHALI,BEDSA,ST (Woman),REKHA ROAT,NA,ST (Woman),DUNGARPUR,JOTHALI,DUNGARPURJOTHALIbedsa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bedsa,NA,NA,NA,NA,NA,NA,NA,0
4269,DUNGARPUR,JOTHALI,NAGARIYA PANCHELA,ST (Woman),TANUJA,NA,ST (Woman),DUNGARPUR,JOTHALI,DUNGARPURJOTHALInagariya panchela,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nagariya panchela,NA,NA,NA,NA,NA,NA,NA,0
4270,DUNGARPUR,JOTHALI,UTIYA,ST (Woman),MEERA DEVI,NA,ST (Woman),DUNGARPUR,JOTHALI,DUNGARPURJOTHALIutiya,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,utiya,NA,NA,NA,NA,NA,NA,NA,0
4271,DUNGARPUR,JOTHALI,POHARI PATELN,ST,SHIVLAL DAMOR,NA,ST,DUNGARPUR,JOTHALI,DUNGARPURJOTHALIpohari pateln,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pohari pateln,NA,NA,NA,NA,NA,NA,NA,0
4272,DUNGARPUR,JOTHALI,VASUA,ST (Woman),DURGA DEVI,NA,ST (Woman),DUNGARPUR,JOTHALI,DUNGARPURJOTHALIvasua,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,vasua,NA,NA,NA,NA,NA,NA,NA,0
4273,DUNGARPUR,JOTHALI,VANIYA TALAB,ST,KARI LAL DAMOR,NA,ST,DUNGARPUR,JOTHALI,DUNGARPURJOTHALIvaniya talab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,vaniya talab,NA,NA,NA,NA,NA,NA,NA,0
4274,DUNGARPUR,JOTHALI,GORADA,ST (Woman),SANGITA DEVI,NA,ST (Woman),DUNGARPUR,JOTHALI,DUNGARPURJOTHALIgorada,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gorada,NA,NA,NA,NA,NA,NA,NA,0
4275,DUNGARPUR,JOTHALI,MANDELA UPALI,ST (Woman),LALITA,NA,ST (Woman),DUNGARPUR,JOTHALI,DUNGARPURJOTHALImandela upali,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mandela upali,NA,NA,NA,NA,NA,NA,NA,0
4276,DUNGARPUR,JOTHALI,NEGALA,ST,PRAKASH CHANDRA ROAT,NA,ST,DUNGARPUR,JOTHALI,DUNGARPURJOTHALInegala,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,negala,NA,NA,NA,NA,NA,NA,NA,0
4176,DUNGARPUR,SABLA,BHEKHRED,General (Woman),MINADIVI,NA,ST (Woman),DUNGARPUR,SABLA,DUNGARPURSABLAbhekhred,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bhekhred,NA,NA,NA,NA,NA,NA,NA,0
4177,DUNGARPUR,SABLA,BODIGAMA BADA,ST (Woman),RAMILA,NA,ST (Woman),DUNGARPUR,SABLA,DUNGARPURSABLAbodigama bada,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bodigama bada,NA,NA,NA,NA,NA,NA,NA,0
4178,DUNGARPUR,SABLA,BODIGAMA CHHOTA,ST,DULJI,NA,ST,DUNGARPUR,SABLA,DUNGARPURSABLAbodigama chhota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bodigama chhota,NA,NA,NA,NA,NA,NA,NA,0
4179,DUNGARPUR,SABLA,DOLPURA,ST (Woman),TULSHIDEVI,NA,ST (Woman),DUNGARPUR,SABLA,DUNGARPURSABLAdolpura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dolpura,NA,NA,NA,NA,NA,NA,NA,0
4180,DUNGARPUR,SABLA,GAMDI,ST,DEVILAL,NA,ST,DUNGARPUR,SABLA,DUNGARPURSABLAgamdi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gamdi,NA,NA,NA,NA,NA,NA,NA,0
4181,DUNGARPUR,SABLA,KABJA,ST,DAYALAL,NA,ST,DUNGARPUR,SABLA,DUNGARPURSABLAkabja,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,kabja,NA,NA,NA,NA,NA,NA,NA,0
4182,DUNGARPUR,SABLA,KHANAN,ST,LALSHANKAR,NA,ST,DUNGARPUR,SABLA,DUNGARPURSABLAkhanan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,khanan,NA,NA,NA,NA,NA,NA,NA,0
4183,DUNGARPUR,SABLA,LIMBATA,ST,GANGJI,NA,ST,DUNGARPUR,SABLA,DUNGARPURSABLAlimbata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,limbata,NA,NA,NA,NA,NA,NA,NA,0
4184,DUNGARPUR,SABLA,LODAWAL,ST (Woman),PIMLADEVI,NA,ST (Woman),DUNGARPUR,SABLA,DUNGARPURSABLAlodawal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,lodawal,NA,NA,NA,NA,NA,NA,NA,0
4185,DUNGARPUR,SABLA,MAL,ST (Woman),USHA,NA,ST,DUNGARPUR,SABLA,DUNGARPURSABLAmal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mal,NA,NA,NA,NA,NA,NA,NA,0
4186,DUNGARPUR,SABLA,MIYALI,ST,KANYALAL,NA,ST,DUNGARPUR,SABLA,DUNGARPURSABLAmiyali,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,miyali,NA,NA,NA,NA,NA,NA,NA,0
