state,year,district,block,halqa,ward_no,ward_name,tier,reservation,caste_reservation,woman_reserved,listing_scope,pop_sc,pop_st,pop_oc,pop_total,reservation_raw,script,source_path,source_page,source_pdf
Jammu & Kashmir,2016,Doda,1. Assar,1. Assar- Ginota,,,sarpanch,Woman,NONE,1,all_seats,0,0,192,192,Women,latin,data/jk/2016/Annex A Doda.pdf,1,Annex A Doda.pdf
Jammu & Kashmir,2016,Doda,1. Assar,2. Bibrota,,,sarpanch,Other than Woman,NONE,0,all_seats,0,0,389,389,Open,latin,data/jk/2016/Annex A Doda.pdf,1,Annex A Doda.pdf
Jammu & Kashmir,2016,Doda,1. Assar,3. Blandpur,,,sarpanch,SC Other than Woman,SC,0,all_seats,286,0,3,289,SC,latin,data/jk/2016/Annex A Doda.pdf,2,Annex A Doda.pdf
Jammu & Kashmir,2016,Doda,1. Assar,4. Chaka- A-1,,,sarpanch,Woman,NONE,1,all_seats,120,0,320,440,Women,latin,data/jk/2016/Annex A Doda.pdf,3,Annex A Doda.pdf
Jammu & Kashmir,2016,Doda,1. Assar,5. Chaka- A-2,,,sarpanch,Other than Woman,NONE,0,all_seats,0,0,316,316,Open,latin,data/jk/2016/Annex A Doda.pdf,3,Annex A Doda.pdf
Jammu & Kashmir,2016,Doda,1. Assar,6. Chaka- B,,,sarpanch,Other than Woman,NONE,0,all_seats,0,0,356,356,Open,latin,data/jk/2016/Annex A Doda.pdf,4,Annex A Doda.pdf
Jammu & Kashmir,2016,Doda,1. Assar,7. Chill,,,sarpanch,Woman,NONE,1,all_seats,0,0,156,156,Women,latin,data/jk/2016/Annex A Doda.pdf,5,Annex A Doda.pdf
Jammu & Kashmir,2016,Doda,1. Assar,8. Chirota- A,,,sarpanch,ST Other than Woman,ST,0,all_seats,0,326,10,336,ST,latin,data/jk/2016/Annex A Doda.pdf,5,Annex A Doda.pdf
Jammu & Kashmir,2016,Doda,1. Assar,9. Chirota- B,,,sarpanch,Other than Woman,NONE,0,all_seats,5,247,0,252,Open,latin,data/jk/2016/Annex A Doda.pdf,5,Annex A Doda.pdf
Jammu & Kashmir,2016,Doda,1. Assar,10. Kuthyara,,,sarpanch,Woman,NONE,1,all_seats,48,0,303,351,Women,latin,data/jk/2016/Annex A Doda.pdf,6,Annex A Doda.pdf
Jammu & Kashmir,2016,Doda,1. Assar,11. Ramgarh Kurmail,,,sarpanch,SC Other than Woman,SC,0,all_seats,150,0,0,150,SC,latin,data/jk/2016/Annex A Doda.pdf,7,Annex A Doda.pdf
Jammu & Kashmir,2016,Doda,1. Assar,12. Ranka,,,sarpanch,Other than Woman,NONE,0,all_seats,64,0,170,234,Open,latin,data/jk/2016/Annex A Doda.pdf,7,Annex A Doda.pdf
Jammu & Kashmir,2016,Doda,1. Assar,13. Shamthi,,,sarpanch,Other than Woman,NONE,0,all_seats,0,0,401,401,Open,latin,data/jk/2016/Annex A Doda.pdf,8,Annex A Doda.pdf
Jammu & Kashmir,2016,Doda,2. Bhaderw ah,1. Bheja,,,sarpanch,SC Woman,SC,1,all_seats,140,0,55,195,SC Women,latin,data/jk/2016/Annex A Doda.pdf,8,Annex A Doda.pdf
Jammu & Kashmir,2016,Doda,2. Bhaderw ah,2. Butla,,,sarpanch,ST Other than Woman,ST,0,all_seats,0,108,0,108,ST,latin,data/jk/2016/Annex A Doda.pdf,9,Annex A Doda.pdf
Jammu & Kashmir,2016,Doda,2. Bhaderw ah,3. Chakka,,,sarpanch,Other than Woman,NONE,0,all_seats,0,0,310,310,Open,latin,data/jk/2016/Annex A Doda.pdf,9,Annex A Doda.pdf
Jammu & Kashmir,2016,Doda,2. Bhaderw ah,4. Chanchor a,,,sarpanch,Woman,NONE,1,all_seats,30,0,205,235,Women,latin,data/jk/2016/Annex A Doda.pdf,9,Annex A Doda.pdf
Jammu & Kashmir,2016,Doda,2. Bhaderw ah,5. Chinote,,,sarpanch,Other than Woman,NONE,0,all_seats,40,65,165,270,Open,latin,data/jk/2016/Annex A Doda.pdf,10,Annex A Doda.pdf
Jammu & Kashmir,2016,Doda,2. Bhaderw ah,6. Dandi,,,sarpanch,ST Other than Woman,ST,0,all_seats,0,165,0,165,ST,latin,data/jk/2016/Annex A Doda.pdf,10,Annex A Doda.pdf
Jammu & Kashmir,2016,Doda,2. Bhaderw ah,7. Dhareja,,,sarpanch,Woman,NONE,1,all_seats,0,0,112,112,Women,latin,data/jk/2016/Annex A Doda.pdf,11,Annex A Doda.pdf
Jammu & Kashmir,2016,Doda,2. Bhaderw ah,8. Diggi,,,sarpanch,Other than Woman,NONE,0,all_seats,30,10,125,165,Open,latin,data/jk/2016/Annex A Doda.pdf,11,Annex A Doda.pdf
Jammu & Kashmir,2016,Doda,2. Bhaderw ah,9. Drodhu,,,sarpanch,Other than Woman,NONE,0,all_seats,126,0,160,286,Open,latin,data/jk/2016/Annex A Doda.pdf,11,Annex A Doda.pdf
Jammu & Kashmir,2016,Doda,2. Bhaderw ah,10. Dugga,,,sarpanch,SC Woman,SC,1,all_seats,183,0,82,265,SC Women,latin,data/jk/2016/Annex A Doda.pdf,12,Annex A Doda.pdf
Jammu & Kashmir,2016,Doda,2. Bhaderw ah,11. Gatha,,,sarpanch,Other than Woman,NONE,0,all_seats,0,0,284,284,Open,latin,data/jk/2016/Annex A Doda.pdf,12,Annex A Doda.pdf
Jammu & Kashmir,2016,Doda,2. Bhaderw ah,12. Guttassa,,,sarpanch,SC Other than Woman,SC,0,all_seats,140,0,20,160,SC,latin,data/jk/2016/Annex A Doda.pdf,13,Annex A Doda.pdf
Jammu & Kashmir,2016,Doda,2. Bhaderw ah,13. Hanga,,,sarpanch,SC Woman,SC,1,all_seats,149,0,55,204,SC Women,latin,data/jk/2016/Annex A Doda.pdf,13,Annex A Doda.pdf
Jammu & Kashmir,2016,Doda,2. Bhaderw ah,14. Jalga,,,sarpanch,Other than Woman,NONE,0,all_seats,18,0,58,76,Open,latin,data/jk/2016/Annex A Doda.pdf,13,Annex A Doda.pdf
Jammu & Kashmir,2016,Doda,2. Bhaderw ah,15. Katyara,,,sarpanch,Other than Woman,NONE,0,all_seats,0,0,168,168,Open,latin,data/jk/2016/Annex A Doda.pdf,14,Annex A Doda.pdf
Jammu & Kashmir,2016,Doda,2. Bhaderw ah,16. Kursari,,,sarpanch,Woman,NONE,1,all_seats,0,0,170,170,Women,latin,data/jk/2016/Annex A Doda.pdf,14,Annex A Doda.pdf
Jammu & Kashmir,2016,Doda,2. Bhaderw ah,17. Manthla,,,sarpanch,SC Other than Woman,SC,0,all_seats,382,0,0,382,SC,latin,data/jk/2016/Annex A Doda.pdf,14,Annex A Doda.pdf
Jammu & Kashmir,2016,Doda,2. Bhaderw ah,18. Manwah,,,sarpanch,Other than Woman,NONE,0,all_seats,0,26,145,171,Open,latin,data/jk/2016/Annex A Doda.pdf,15,Annex A Doda.pdf
Jammu & Kashmir,2016,Doda,2. Bhaderw ah,19. Misrata,,,sarpanch,Woman,NONE,1,all_seats,44,0,263,307,Women,latin,data/jk/2016/Annex A Doda.pdf,15,Annex A Doda.pdf
Jammu & Kashmir,2016,Doda,2. Bhaderw ah,20. Nalthi,,,sarpanch,Other than Woman,NONE,0,all_seats,0,11,254,265,Open,latin,data/jk/2016/Annex A Doda.pdf,15,Annex A Doda.pdf
Jammu & Kashmir,2016,Doda,2. Bhaderw ah,21. Neota,,,sarpanch,Other than Woman,NONE,0,all_seats,125,0,80,205,Open,latin,data/jk/2016/Annex A Doda.pdf,16,Annex A Doda.pdf
Jammu & Kashmir,2016,Doda,2. Bhaderw ah,22. Sadder,,,sarpanch,Woman,NONE,1,all_seats,25,11,182,218,Women,latin,data/jk/2016/Annex A Doda.pdf,16,Annex A Doda.pdf
Jammu & Kashmir,2016,Doda,2. Bhaderw ah,23. Sarna,,,sarpanch,Other than Woman,NONE,0,all_seats,6,0,197,203,Open,latin,data/jk/2016/Annex A Doda.pdf,17,Annex A Doda.pdf
Jammu & Kashmir,2016,Doda,2. Bhaderw ah,24. Sartingal,,,sarpanch,Other than Woman,NONE,0,all_seats,0,0,207,207,Open,latin,data/jk/2016/Annex A Doda.pdf,17,Annex A Doda.pdf
Jammu & Kashmir,2016,Doda,2. Bhaderw ah,25. Songai,,,sarpanch,Woman,NONE,1,all_seats,46,0,210,256,Women,latin,data/jk/2016/Annex A Doda.pdf,18,Annex A Doda.pdf
Jammu & Kashmir,2016,Doda,2. Bhaderw ah,26. Sungli,,,sarpanch,Other than Woman,NONE,0,all_seats,0,30,140,170,Open,latin,data/jk/2016/Annex A Doda.pdf,18,Annex A Doda.pdf
Jammu & Kashmir,2016,Doda,2. Bhaderw ah,27. Thanalla,,,sarpanch,Other than Woman,NONE,0,all_seats,0,0,389,389,Open,latin,data/jk/2016/Annex A Doda.pdf,18,Annex A Doda.pdf
Jammu & Kashmir,2016,Doda,2. Bhaderw ah,28. Thuba,,,sarpanch,SC Woman,SC,1,all_seats,0,81,244,325,SC Women,latin,data/jk/2016/Annex A Doda.pdf,19,Annex A Doda.pdf
Jammu & Kashmir,2016,Doda,2. Bhaderw ah,29. Udrana- A,,,sarpanch,Other than Woman,NONE,0,all_seats,0,0,266,266,Open,latin,data/jk/2016/Annex A Doda.pdf,19,Annex A Doda.pdf
Jammu & Kashmir,2016,Doda,2. Bhaderw ah,30. Udrana- B,,,sarpanch,Other than Woman,NONE,0,all_seats,0,0,300,300,Open,latin,data/jk/2016/Annex A Doda.pdf,19,Annex A Doda.pdf
Jammu & Kashmir,2016,Doda,3. Bhagwah,1. Bajarni upper,,,sarpanch,Woman,NONE,1,all_seats,0,0,192,192,Women,latin,data/jk/2016/Annex A Doda.pdf,20,Annex A Doda.pdf
Jammu & Kashmir,2016,Doda,3. Bhagwah,2. Beoli,,,sarpanch,Other than Woman,NONE,0,all_seats,21,0,310,331,Open,latin,data/jk/2016/Annex A Doda.pdf,21,Annex A Doda.pdf
Jammu & Kashmir,2016,Doda,3. Bhagwah,3. Bhagwah lower-A,,,sarpanch,Other than Woman,NONE,0,all_seats,0,0,302,302,Open,latin,data/jk/2016/Annex A Doda.pdf,21,Annex A Doda.pdf
Jammu & Kashmir,2016,Doda,3. Bhagwah,4. Bhagwah lower-B,,,sarpanch,Woman,NONE,1,all_seats,0,0,118,118,Women,latin,data/jk/2016/Annex A Doda.pdf,22,Annex A Doda.pdf
Jammu & Kashmir,2016,Doda,3. Bhagwah,5. Bhagwah upper-A,,,sarpanch,Other than Woman,NONE,0,all_seats,0,0,344,344,Open,latin,data/jk/2016/Annex A Doda.pdf,22,Annex A Doda.pdf
Jammu & Kashmir,2016,Doda,3. Bhagwah,6. Bhagwah upper-B,,,sarpanch,Other than Woman,NONE,0,all_seats,0,0,278,278,Open,latin,data/jk/2016/Annex A Doda.pdf,22,Annex A Doda.pdf
Jammu & Kashmir,2016,Doda,3. Bhagwah,7. Bijarni Lower-A,,,sarpanch,Woman,NONE,1,all_seats,0,0,226,226,Women,latin,data/jk/2016/Annex A Doda.pdf,23,Annex A Doda.pdf
Jammu & Kashmir,2016,Doda,3. Bhagwah,8. Bijarni Lower-B,,,sarpanch,Other than Woman,NONE,0,all_seats,102,21,210,333,Open,latin,data/jk/2016/Annex A Doda.pdf,24,Annex A Doda.pdf
Jammu & Kashmir,2016,Doda,3. Bhagwah,9. Gaddi- A,,,sarpanch,Other than Woman,NONE,0,all_seats,0,0,283,283,Open,latin,data/jk/2016/Annex A Doda.pdf,24,Annex A Doda.pdf
Jammu & Kashmir,2016,Doda,3. Bhagwah,10. Gaddi-B,,,sarpanch,Woman,NONE,1,all_seats,0,116,85,201,Women,latin,data/jk/2016/Annex A Doda.pdf,25,Annex A Doda.pdf
Jammu & Kashmir,2016,Doda,3. Bhagwah,11. Gai Dessa-A,,,sarpanch,Other than Woman,NONE,0,all_seats,0,0,171,171,Open,latin,data/jk/2016/Annex A Doda.pdf,25,Annex A Doda.pdf
Jammu & Kashmir,2016,Doda,3. Bhagwah,12. Gai Dessa-B,,,sarpanch,Other than Woman,NONE,0,all_seats,0,0,210,210,Open,latin,data/jk/2016/Annex A Doda.pdf,26,Annex A Doda.pdf
Jammu & Kashmir,2016,Doda,3. Bhagwah,13. Gai Dessa-C,,,sarpanch,Woman,NONE,1,all_seats,0,0,330,330,Women,latin,data/jk/2016/Annex A Doda.pdf,26,Annex A Doda.pdf
Jammu & Kashmir,2016,Doda,3. Bhagwah,14. Ganika,,,sarpanch,Other than Woman,NONE,0,all_seats,0,0,209,209,Open,latin,data/jk/2016/Annex A Doda.pdf,27,Annex A Doda.pdf
Jammu & Kashmir,2016,Doda,3. Bhagwah,15. Mallan-A,,,sarpanch,Other than Woman,NONE,0,all_seats,0,0,237,237,Open,latin,data/jk/2016/Annex A Doda.pdf,27,Annex A Doda.pdf
Jammu & Kashmir,2016,Doda,3. Bhagwah,16. Mallan-B,,,sarpanch,Woman,NONE,1,all_seats,0,0,416,416,Women,latin,data/jk/2016/Annex A Doda.pdf,28,Annex A Doda.pdf
Jammu & Kashmir,2016,Doda,3. Bhagwah,17. Manjmi,,,sarpanch,Other than Woman,NONE,0,all_seats,0,0,225,225,Open,latin,data/jk/2016/Annex A Doda.pdf,28,Annex A Doda.pdf
Jammu & Kashmir,2016,Doda,3. Bhagwah,18. Malwas,,,sarpanch,Other than Woman,NONE,0,all_seats,0,0,154,154,Open,latin,data/jk/2016/Annex A Doda.pdf,29,Annex A Doda.pdf
Jammu & Kashmir,2016,Doda,4. Bhalla,1 Berru,,,sarpanch,Woman,NONE,1,all_seats,14,14,263,291,Women,latin,data/jk/2016/Annex A Doda.pdf,29,Annex A Doda.pdf
Jammu & Kashmir,2016,Doda,4. Bhalla,2. Choundri,,,sarpanch,Other than Woman,NONE,0,all_seats,25,0,231,256,Open,latin,data/jk/2016/Annex A Doda.pdf,29,Annex A Doda.pdf
Jammu & Kashmir,2016,Doda,4. Bhalla,3. Derka,,,sarpanch,Other than Woman,NONE,0,all_seats,0,0,243,243,Open,latin,data/jk/2016/Annex A Doda.pdf,30,Annex A Doda.pdf
Jammu & Kashmir,2016,Doda,4. Bhalla,4. Dugli,,,sarpanch,Woman,NONE,1,all_seats,0,0,270,270,Women,latin,data/jk/2016/Annex A Doda.pdf,30,Annex A Doda.pdf
Jammu & Kashmir,2016,Doda,4. Bhalla,5. Gajoth,,,sarpanch,Other than Woman,NONE,0,all_seats,90,0,230,320,Open,latin,data/jk/2016/Annex A Doda.pdf,30,Annex A Doda.pdf
Jammu & Kashmir,2016,Doda,4. Bhalla,6. Guraka,,,sarpanch,Other than Woman,NONE,0,all_seats,80,0,255,335,Open,latin,data/jk/2016/Annex A Doda.pdf,31,Annex A Doda.pdf
Jammu & Kashmir,2016,Doda,4. Bhalla,7. Kari Chattra,,,sarpanch,Woman,NONE,1,all_seats,90,0,240,330,Women,latin,data/jk/2016/Annex A Doda.pdf,31,Annex A Doda.pdf
Jammu & Kashmir,2016,Doda,4. Bhalla,8. Khellani,,,sarpanch,Other than Woman,NONE,0,all_seats,26,0,160,186,Open,latin,data/jk/2016/Annex A Doda.pdf,32,Annex A Doda.pdf
Jammu & Kashmir,2016,Doda,4. Bhalla,9. Panjgraie n,,,sarpanch,Other than Woman,NONE,0,all_seats,0,6,284,290,Open,latin,data/jk/2016/Annex A Doda.pdf,32,Annex A Doda.pdf
Jammu & Kashmir,2016,Doda,4. Bhalla,10. Pranu,,,sarpanch,Woman,NONE,1,all_seats,40,81,166,287,Women,latin,data/jk/2016/Annex A Doda.pdf,33,Annex A Doda.pdf
Jammu & Kashmir,2016,Doda,4. Bhalla,11. Reware,,,sarpanch,SC Other than Woman,SC,0,all_seats,127,48,130,305,SC,latin,data/jk/2016/Annex A Doda.pdf,33,Annex A Doda.pdf
Jammu & Kashmir,2016,Doda,4. Bhalla,12. Shangroo,,,sarpanch,Other than Woman,NONE,0,all_seats,201,80,102,383,Open,latin,data/jk/2016/Annex A Doda.pdf,34,Annex A Doda.pdf
Jammu & Kashmir,2016,Doda,4. Bhalla,13. Sindra,,,sarpanch,Woman,NONE,1,all_seats,66,0,354,420,Women,latin,data/jk/2016/Annex A Doda.pdf,34,Annex A Doda.pdf
Jammu & Kashmir,2016,Doda,4. Bhalla,14. Soura,,,sarpanch,Other than Woman,NONE,0,all_seats,0,0,357,357,Open,latin,data/jk/2016/Annex A Doda.pdf,34,Annex A Doda.pdf
Jammu & Kashmir,2016,Doda,4. Bhalla,15. Southa,,,sarpanch,Other than Woman,NONE,0,all_seats,0,0,152,152,Open,latin,data/jk/2016/Annex A Doda.pdf,35,Annex A Doda.pdf
Jammu & Kashmir,2016,Doda,4. Bhalla,16. Trown,,,sarpanch,Woman,NONE,1,all_seats,0,42,309,351,Women,latin,data/jk/2016/Annex A Doda.pdf,35,Annex A Doda.pdf
Jammu & Kashmir,2016,Doda,5. Bhallessa,1. Batara,,,sarpanch,Woman,NONE,1,all_seats,131,0,109,240,Women,latin,data/jk/2016/Annex A Doda.pdf,35,Annex A Doda.pdf
Jammu & Kashmir,2016,Doda,5. Bhallessa,2. Bharghi,,,sarpanch,Other than Woman,NONE,0,all_seats,180,80,40,300,Open,latin,data/jk/2016/Annex A Doda.pdf,36,Annex A Doda.pdf
Jammu & Kashmir,2016,Doda,5. Bhallessa,3. Chonwer y,,,sarpanch,Other than Woman,NONE,0,all_seats,57,24,234,315,Open,latin,data/jk/2016/Annex A Doda.pdf,36,Annex A Doda.pdf
Jammu & Kashmir,2016,Doda,5. Bhallessa,4. Darie,,,sarpanch,Woman,NONE,1,all_seats,191,0,127,318,Women,latin,data/jk/2016/Annex A Doda.pdf,37,Annex A Doda.pdf
Jammu & Kashmir,2016,Doda,5. Bhallessa,5. Dhadkie- A,,,sarpanch,ST Other than Woman,ST,0,all_seats,0,165,0,165,ST,latin,data/jk/2016/Annex A Doda.pdf,37,Annex A Doda.pdf
Jammu & Kashmir,2016,Doda,5. Bhallessa,6. Dhadkie- B,,,sarpanch,ST Other than Woman,ST,0,all_seats,0,140,0,140,ST,latin,data/jk/2016/Annex A Doda.pdf,37,Annex A Doda.pdf
Jammu & Kashmir,2016,Doda,5. Bhallessa,7. Dherwari- A,,,sarpanch,Woman,NONE,1,all_seats,0,0,196,196,Women,latin,data/jk/2016/Annex A Doda.pdf,38,Annex A Doda.pdf
Jammu & Kashmir,2016,Doda,5. Bhallessa,8. Dherwari- B,,,sarpanch,Other than Woman,NONE,0,all_seats,16,0,172,188,Open,latin,data/jk/2016/Annex A Doda.pdf,38,Annex A Doda.pdf
Jammu & Kashmir,2016,Doda,5. Bhallessa,9. Gandoh,,,sarpanch,ST Other than Woman,ST,0,all_seats,2,290,3,295,ST,latin,data/jk/2016/Annex A Doda.pdf,38,Annex A Doda.pdf
Jammu & Kashmir,2016,Doda,5. Bhallessa,10 Kandolu,,,sarpanch,ST Woman,ST,1,all_seats,42,115,14,171,ST Women,latin,data/jk/2016/Annex A Doda.pdf,39,Annex A Doda.pdf
Jammu & Kashmir,2016,Doda,5. Bhallessa,11. Kharanga l,,,sarpanch,Other than Woman,NONE,0,all_seats,115,0,185,300,Open,latin,data/jk/2016/Annex A Doda.pdf,39,Annex A Doda.pdf
Jammu & Kashmir,2016,Doda,5. Bhallessa,12. Shengani,,,sarpanch,Other than Woman,NONE,0,all_seats,65,90,175,330,Open,latin,data/jk/2016/Annex A Doda.pdf,39,Annex A Doda.pdf
Jammu & Kashmir,2016,Doda,5. Bhallessa,13. Sinoo,,,sarpanch,Woman,NONE,1,all_seats,0,66,58,124,Women,latin,data/jk/2016/Annex A Doda.pdf,40,Annex A Doda.pdf
Jammu & Kashmir,2016,Doda,5. Bhallessa,14. Trithloo,,,sarpanch,ST Other than Woman,ST,0,all_seats,0,204,45,249,ST,latin,data/jk/2016/Annex A Doda.pdf,40,Annex A Doda.pdf
Jammu & Kashmir,2016,Doda,6. Changa,1. Achhair,,,sarpanch,Woman,NONE,1,all_seats,0,0,144,144,Women,latin,data/jk/2016/Annex A Doda.pdf,40,Annex A Doda.pdf
Jammu & Kashmir,2016,Doda,6. Changa,2. Alnigung ota-A,,,sarpanch,Other than Woman,NONE,0,all_seats,0,169,16,185,Open,latin,data/jk/2016/Annex A Doda.pdf,41,Annex A Doda.pdf
Jammu & Kashmir,2016,Doda,6. Changa,3. Alnigung ota-B,,,sarpanch,Other than Woman,NONE,0,all_seats,93,0,150,243,Open,latin,data/jk/2016/Annex A Doda.pdf,41,Annex A Doda.pdf
Jammu & Kashmir,2016,Doda,6. Changa,4. Barthi,,,sarpanch,Woman,NONE,1,all_seats,0,0,203,203,Women,latin,data/jk/2016/Annex A Doda.pdf,42,Annex A Doda.pdf
Jammu & Kashmir,2016,Doda,6. Changa,5. Chancer,,,sarpanch,Other than Woman,NONE,0,all_seats,0,0,106,106,Open,latin,data/jk/2016/Annex A Doda.pdf,42,Annex A Doda.pdf
Jammu & Kashmir,2016,Doda,6. Changa,6 Changa- A,,,sarpanch,Other than Woman,NONE,0,all_seats,0,0,251,251,Open,latin,data/jk/2016/Annex A Doda.pdf,42,Annex A Doda.pdf
Jammu & Kashmir,2016,Doda,6. Changa,7. Changa- B,,,sarpanch,ST Woman,ST,1,all_seats,0,0,150,150,ST Women,latin,data/jk/2016/Annex A Doda.pdf,43,Annex A Doda.pdf
Jammu & Kashmir,2016,Doda,6. Changa,8. Chantibal a,,,sarpanch,SC Other than Woman,SC,0,all_seats,534,30,40,604,SC,latin,data/jk/2016/Annex A Doda.pdf,43,Annex A Doda.pdf
Jammu & Kashmir,2016,Doda,6. Changa,9. Dohassa,,,sarpanch,Other than Woman,NONE,0,all_seats,0,0,188,188,Open,latin,data/jk/2016/Annex A Doda.pdf,44,Annex A Doda.pdf
Jammu & Kashmir,2016,Doda,6. Changa,10. Dudwar,,,sarpanch,Woman,NONE,1,all_seats,0,0,290,290,Women,latin,data/jk/2016/Annex A Doda.pdf,44,Annex A Doda.pdf
Jammu & Kashmir,2016,Doda,6. Changa,11. Gawari,,,sarpanch,Other than Woman,NONE,0,all_seats,0,0,393,393,Open,latin,data/jk/2016/Annex A Doda.pdf,44,Annex A Doda.pdf
Jammu & Kashmir,2016,Doda,6. Changa,12. Gurekhra,,,sarpanch,Other than Woman,NONE,0,all_seats,0,0,151,151,Open,latin,data/jk/2016/Annex A Doda.pdf,45,Annex A Doda.pdf
Jammu & Kashmir,2016,Doda,6. Changa,13. Inharra,,,sarpanch,SC Woman,SC,1,all_seats,90,0,0,90,SC Women,latin,data/jk/2016/Annex A Doda.pdf,45,Annex A Doda.pdf
Jammu & Kashmir,2016,Doda,6. Changa,14. Kaljugas ar-A,,,sarpanch,Other than Woman,NONE,0,all_seats,180,0,65,245,Open,latin,data/jk/2016/Annex A Doda.pdf,46,Annex A Doda.pdf
Jammu & Kashmir,2016,Doda,6. Changa,15. Kaljugas ar-B,,,sarpanch,Other than Woman,NONE,0,all_seats,80,172,106,358,Open,latin,data/jk/2016/Annex A Doda.pdf,46,Annex A Doda.pdf
