year,ward_no,candidate,symbol,gender,votes,won,incumbent,source_path
1997,52,Khade Vivek Pandurang,Chakra (Wheel),M,3337,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,52,Gadkari Eknath Bayaji,Jeep,M,410,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,52,Chouhan Sukhdev Vishram,Railway Engine,M,172,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,52,Bhagvat Suresh Purushottam,Hand,M,2872,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,52,Bhilare Jayprakash Tukaram,Clock,M,1546,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,52,Manjarekar Rajendra Dhondu,Bat,M,11,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,52,More Chandrakant Kalu,Umbrella,M,1395,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,52,More Laxman Hari,Rising Sun,M,432,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,52,Mhashilkar Janardhan Tulsiram,Two Swords & A Shield,M,351,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,52,Redekar Kedari Balkrishna,Bow & Arrow,M,4864,W,0,data/maharashtra/mumbai/BMC 1997.xls
1997,53,Ayare Vedu Fula,Bow & Arrow,M,3273,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,53,Kattekola Devayya Anjayya,Ears of Corn & Sickle,M,415,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,53,Kakade Padmakar Digambar,Coconut Tree Bearing Fruits,M,48,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,53,Kamble Jagannath Shivram,Rising Sun,M,3727,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,53,Kudatarkar Vijay bhau,Hand,M,3868,W,0,data/maharashtra/mumbai/BMC 1997.xls
1997,53,Kharat Chandrakant Dhondiram,Railway Engine,M,79,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,53,Khedekar Gajendra Vitthaldas,Aeroplane,M,373,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,53,Gajjal Ramdas Muttayya,Chair,M,31,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,53,Gavankar Dattatraya Shivram,Chakra (Wheel),M,2280,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,53,Zhagade Yashwant Mahadev,Conch,M,117,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,53,Tatikonda Ramesh Chinnaya,Plough,M,678,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,53,Parab Amrut Raghunath,Two Swords & A Shield,M,1225,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,53,Patkar Prakash Vasant,Clock,M,506,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,53,Patade Ramesh Sadashiv,Star,M,405,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,53,Mohite Shahaji Ganpat,Umbrella,M,15,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,53,Yeldi Ganesh Gangaram,Car,M,524,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,53,Rao Umashankar Rameshwar,Two Leaves,M,252,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,54,Kanekar Pradip Shyam,Ring,M,43,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,54,Kale Shivanand Haribhau,Boy & Girl,M,165,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,54,Kharat Chandrakant Dhondiram,Railway Engine,M,29,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,54,Gupta Suresh Rajaram,Car,M,408,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,54,Janvalkar Sanjay Mahadev,Kite,M,197,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,54,Padval Pandurang Sadashiv,Telephone,M,31,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,54,Parab Sudam Atmaram,Bow & Arrow,M,4572,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,54,Pawar Sanjay Kalu,Two Swords & A Shield,M,261,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,54,Pratap Vijay Hindurao,Rising Sun,M,817,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,54,Budharpu Rajkumar Jayvant,Clock,M,422,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,54,Bhandari Saishankar Lingayya,Umbrella,M,33,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,54,Rajulla Sudarshan Gangaram,Chakra (Wheel),M,298,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,54,Varadkar Mohan Bhikaji,Conch,M,278,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,54,Barik Vinayak Vishnu,Bell,M,354,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,54,Shirke Vandana Narayan,State,F,71,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,54,Shetye Prakash Dhondu,Star,M,220,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,54,Suryavanshi Vasant Vitthal,Hand,M,7535,W,0,data/maharashtra/mumbai/BMC 1997.xls
1997,55,Gothankar Manohar Vishnu,State,M,26,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,55,Gollar Timma Timappa,Chakra (Wheel),M,3036,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,55,Ghodke Sharad Dhondiram,Hurricane Lamp,M,166,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,55,Chouhan Tukaram Chokhaji,Two Swords & A Shield,M,142,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,55,Chemburkar Ashish Ramnath,Bow & Arrow,M,4362,W,0,data/maharashtra/mumbai/BMC 1997.xls
1997,55,Yerunkar Pravin Rajaram,Umbrella,M,256,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,55,Randive Vishwas Nana,Clock,M,38,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,55,Lokhande Ramesh Govind,Two Leaves,M,14,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,55,Shah Bina Chandulal,Hand,F,3413,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,55,Shety Sadanand Annappa,Spectacles,M,3585,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,55,Sagare Rahul Hiralal,Rising Sun,M,1019,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,56,Angane Anant Bapu,Conch,M,105,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,56,Eke Arjun Baburao,Car,M,82,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,56,Kamble Shyamrao Shankar,Flaming Torch,M,140,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,56,Chouhan Madhukar Vishram,Star,M,38,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,56,Chouhan Sambhajirao Bhanudas,Spectacles,M,322,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,56,Zende Ashok Dadu,Umbrella,M,11,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,56,Nandi Sujit Devendra,Hand,M,2076,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,56,Pote Yashwant Shivshankar,Television,M,33,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,56,Bansode Udhav Mahadev,Two Leaves,M,78,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,56,Bhosale Vishwajit Jaysingh,Chakra (Wheel),M,2266,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,56,Rane Dipak Dattaram,Kite,M,157,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,56,Vichare Balkrishna Shankar,"Hammer, Sickle & Star",M,248,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,56,Satam Nankumar Tukaram,Bow & Arrow,M,5606,W,0,data/maharashtra/mumbai/BMC 1997.xls
1997,56,Surve Santosh Harishchandra,Two Swords & A Shield,M,110,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,56,Sonavane Mahendra Bhiku,Rising Sun,M,1588,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,57,Kavte Manishankar Narayan,Ears of Corn & Sickle,M,8737,W,0,data/maharashtra/mumbai/BMC 1997.xls
1997,57,Koli Ghanshyam Pandurang,Lotus,M,2645,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,57,Koli Rohidas Janardhan,Hand,M,1414,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,57,Koli Sharad Vasudev,Two Swords & A Shield,M,517,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,57,Patil Raghunath Devji,Star,M,65,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,57,Bhangre Shankar Appaji,Clock,M,14,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,58,Jakkani Laxmi Ravindra,Star,F,197,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,58,Tandel Minakshi Vijay,Two Swords & A Shield,F,5223,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,58,Patil Vijaya Bhimrao,Hand,F,4720,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,58,Parkar Hemlata Madhukar,Two Leaves,F,450,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,58,Raut Vishakha Sharad,Bow & Arrow,F,6036,W,0,data/maharashtra/mumbai/BMC 1997.xls
1997,59,Oswal Manohar Atmaram,Television,M,117,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,59,Koure Vijay Jayram,Ears of Corn & Sickle,M,1069,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,59,Bhatkar Manohar Shankar,Star,M,177,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,59,Mandlik Sadanand Bapu,Boat,M,29,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,59,Manjarekar Prakash Vasant,Two Swords & A Shield,M,2663,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,59,Sarvankar Sadanand Shankar,Bow & Arrow,M,6792,W,0,data/maharashtra/mumbai/BMC 1997.xls
1997,59,Sangam Eknath Venkayya,Hand,M,6532,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,60,Uke Vedika Dhanraj,Conch,F,1707,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,60,Khedekar Shobha Laxman,Two Swords & A Shield,F,1848,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,60,Jadhav Snehal Sudhir,Bow & Arrow,F,5518,W,0,data/maharashtra/mumbai/BMC 1997.xls
1997,60,Jaiswal Sushila Milan,Hand,F,5145,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,60,Shinde Jyoti Keru,Star,F,240,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,60,Sabale Asmita Vijay,Boy & Girl,F,165,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,61,Jaywant Suhas Krishnanath,Telephone,M,101,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,61,Jain Bastimal Chunilalji,Two Leaves,M,106,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,61,Joshi Ramesh Vasudev,Star,M,374,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,61,Das Premkumar Govindan,Coconut Tree Bearing Fruits,M,99,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,61,Panbalkar Dhananjay Govind,Railway Engine,M,46,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,61,Birje Dashrath Jayram,Two Swords & A Shield,M,175,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,61,Bandbe Sunil Sadashiv,Jeep,M,209,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,61,Mahale Ganesh Anandrao,Bow & Arrow,M,6655,W,0,data/maharashtra/mumbai/BMC 1997.xls
1997,61,Shah Ashwin Amrutlal,Hand,M,5806,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,61,Sali Jitendra Udhav,Axe,M,530,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,62,Khan Yasmin Yusuf,Chakra (Wheel),F,786,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,62,Mangaovkar Indumati Bhikaji,Bow & Arrow,F,6547,W,0,data/maharashtra/mumbai/BMC 1997.xls
1997,62,Rele Shilpa Satish,Hand,F,4832,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,63,Kotiyan Ravi Sanjiya,Bicycle,M,76,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,63,Consika Newjina Anthoni,Flaming Torch,M,162,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,63,Jagtap Ashok Sadashiv,Hurricane Lamp,M,136,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,63,Jadhav Vasant Bhaguji,Jeep,M,1743,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,63,Devar Rajendar Narayan,Haldhar within Wheel (Chakra Haldar),M,273,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,63,Palkar Shantaram Tukaram,Coconut Tree Bearing Fruits,M,412,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,63,Pandit Ajit Govind,Bow & Arrow,M,7986,W,0,data/maharashtra/mumbai/BMC 1997.xls
1997,63,Murkar Dipak Krishnanath,Hand,M,2694,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,63,Shivgan Chandrakant Gokul,Chakra (Wheel),M,220,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,63,Sangve Jyotiba Sadu,Umbrella,M,362,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,64,Albas John Fransis,Chakra (Wheel),M,242,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,64,Ayare Prakash Atmaram,Bow & Arrow,M,5887,W,0,data/maharashtra/mumbai/BMC 1997.xls
1997,64,Kukde Arvind Purushottam,Star,M,113,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,64,Gharat Rajan Raghunath,Two Swords & A Shield,M,307,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,64,Temkar Nandkumar Anant,Hand,M,4442,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,64,Dosani Abdul Razak,Ladder,M,52,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,64,Toraskar Pratap Raghoba,Electric Bulb,M,371,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,64,Patel Hasan Dagadu,Hurricane Lamp,M,30,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,64,Mayekar Jaywant Pandurang,Apple,M,20,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,64,Raut Girish Vinayak,Two Leaves,M,1349,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,64,Rege Ashok Pandurang,Aeroplane,M,1188,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,65,Kale Shashan Bhaskar,Chakra (Wheel),M,260,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,65,Gavale Bhaskar Nibaji,Rising Sun,M,2279,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,65,Gaykawad Vishnu Ramchandra,Hand,M,5515,W,0,data/maharashtra/mumbai/BMC 1997.xls
1997,65,Dulgaj Omsingh Richapal,Lotus,M,5047,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,65,Dulgaj Jagdish Rupchand,Umbrella,M,810,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,65,Sabane Suresh Shiyling,Bicycle,M,226,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,66,Chouhan Jasumati Gulaji,Hand,F,4338,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,66,Bang Sarala Omprkash,Bicycle,F,5019,W,0,data/maharashtra/mumbai/BMC 1997.xls
1997,66,Meher Rekha Sandesh,Lotus,F,3165,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,67,Kalambe Ramesh Babu,Car,M,112,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,67,Kale Vasant Vishnu,Coconut Tree Bearing Fruits,M,59,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,67,Ghodake Harishchandra Ganpat,Two Swords & A Shield,M,242,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,67,Chougule Ashok Kashinath,Umbrella,M,63,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,67,Tale Dilip Velappa,Bicycle,M,1151,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,67,Trimukhe Nanda Omprakash,Aeroplane,F,38,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,67,Narayane Mahadev Narhari,Bow & Arrow,M,2485,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,67,Nandepelli Hanumant Sayappa,Hand,M,6381,W,0,data/maharashtra/mumbai/BMC 1997.xls
1997,67,Mhaske Vasudev Mahadev,Chakra (Wheel),M,1409,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,67,Vatkar Subhash Shankar,State,M,423,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,67,Shinde M. Y.,Rising Sun,M,6063,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,67,Sonawane Shalini Madhukar,Star,F,57,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,67,Sonawane Suresh Dharmaji,Ladder,M,126,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,68,Iyer Ganesh Rangayya,Ship,M,65,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,68,Athawale Sunil Sitaram,Conch,M,54,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,68,S. Polin Mery,Bicycle,M,671,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,68,Khan Rahim Idris,Chakra (Wheel),M,3287,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,68,Choudhari Abdul Vahab,Jeep,M,66,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,68,Diyekar Popat Pandurang,Two Swords & A Shield,M,146,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,68,Nadar Thangraj Kosalaiandi,Hockey & Ball,M,61,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,68,Nadar Durai S.,Haldhar within Wheel (Chakra Haldhar),M,141,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,68,Nadar M. Balraj Mattu,Star,M,2332,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,68,Pawar Vitthal Jyoti,Bow & Arrow,M,3682,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,68,Pal Jitendrakumar Nanku,Car,M,84,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,68,Mane Kunal Naresh,Hand,M,5828,W,0,data/maharashtra/mumbai/BMC 1997.xls
1997,68,Medhe Shidharth Shankar,Two Leaves,M,548,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,68,Meshri Gopal Jalappa,Boy & Girl,M,35,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,68,Gaileri Omprakash Eknath,State,M,80,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,68,Mojes Romuvela Israpalli,Coconut Tree Bearing Fruits,M,28,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,68,Yeshumishra Satyamishra,Brick,M,27,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,68,Vasim Khan Putankhan,Chair,M,99,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,68,Kherkhane Laxman Gangaram,"Hammer, Sickle & Star",M,219,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,68,Shinde Chandrakant Sakharam,Rising Sun,M,350,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,68,Said Mohmmed Hasim Abdul Masid,Umbrella,M,5,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,69,Kale Ashok Namdev,Bicycle,M,667,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,69,Kale Dipak Namdev,Hand,M,4461,W,0,data/maharashtra/mumbai/BMC 1997.xls
1997,69,Koushal Subhedar Hiralal,State,M,303,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,69,Kamble Bapu Gabaji,Two Swords & A Shield,M,193,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,69,Kharavi Kisan Ranchandra,Conch,M,12,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,69,Jadhav Sadanand Bhiku,Rising Sun,M,450,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,69,Doifode Ramesh Narayan,Star,M,142,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,69,Bobade Bhanudas Ganpat,Umbrella,M,1009,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,69,Shinde Bapurao Bhaguji,Chakra (Wheel),M,249,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,69,Suryavansh Rajendra Narayan,Bow & Arrow,M,2788,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,69,Sonawane Shalini Madhukar,Ladder,F,25,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,70,Katle Dattu Tukaram,Bow & Arrow,M,6723,W,0,data/maharashtra/mumbai/BMC 1997.xls
1997,70,Khade Sunil Valchand,Chair,M,283,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,70,Khandare Vasant Shivram,"Hammer, Sickle & Star",M,616,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,70,Jaiswal Atmaram Lalluram,Two Leaves,M,1160,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,70,Bhandare Somnath Ananda,Star,M,222,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,70,Rokade Nandkumar Tukaram,Ladder,M,70,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,70,Vatkar Jagannath Bhimrao,Bicycle,M,3926,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,70,Vatkar Manish Madhav,Hand,M,4376,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,70,Sawant Bhairu Maruti,Boy & Girl,M,45,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,70,Songaovkar Surendra Rajaram,Two Swords & A Shield,M,830,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,70,Votkar Rakhmaji Bhigsha,Rising Sun,M,425,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,71,Nagreddi Sankappa Naga,Star,M,161,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,71,Vaiti Sanjay Parshuram,Hand,M,5490,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,71,Vaidya Milind Dattaram,Bow & Arrow,M,8850,W,0,data/maharashtra/mumbai/BMC 1997.xls
1997,72,Kalelkar Poornima Shirish,Conch,F,276,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,72,Khan Raisa Akbar,Bicycle,F,1597,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,72,Khoja Mumtaj Haidarali,Star,F,55,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,72,Dandekar Pushplata Prakash,Lotus,F,105,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,72,Padval Priya Vihar,Two Leaves,F,3129,W,0,data/maharashtra/mumbai/BMC 1997.xls
1997,72,Rodriks Kavita Harvi,Hand,F,1874,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,72,Sohandani Mina Mohan,Ladder,F,80,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,73,Andrade Alivhar Pashav,Hockey & Ball,M,1929,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,73,Khaja Ahmed Husen,Aeroplane,M,33,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,73,Khan Athar Mohmmed Abdul Mohid,Umbrella,M,411,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,73,Khan Rehbar Siraj,Ladder,M,214,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,73,Gops Clarens Jems,Telephone,M,2229,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,73,Marchant Lejali John,Star,M,39,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,73,Deshpande Shrinivas Madhav,Jeep,M,323,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,73,Mahuawala Yusuf Kamruddin,Hand Pump,M,140,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,73,Mulchandani Jayram Sundardas,Two Leaves,M,32,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,73,Mohmmed Harun Riyasat Husen,Bicycle,M,1258,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,73,Shekh Mahmmed Zahir,Ship,M,47,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,73,Shelar Tukaram Bhikaji,Bow & Arrow,M,4403,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,73,Sidhiki Jayauddin Abdul,Hand,M,4569,W,0,data/maharashtra/mumbai/BMC 1997.xls
1997,73,Hanif Sayara Shamshudin,Boy & Girl,F,166,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,74,Aglave Bharti Ramchandra,Hand,F,3003,W,0,data/maharashtra/mumbai/BMC 1997.xls
1997,74,Koli Leela Krishna,Boat,F,645,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,74,Chikhodrawala Minakshi Yakub,Chakra (Wheel),F,973,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,74,Brigenza Liyan,Star,F,392,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,74,Maskarinhas Margaret,Bicycle,F,930,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,74,Sikvera Marta Sibil,Candles,F,2157,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,74,Kshirsagar Rajshree Ramesh,Lotus,F,2891,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,75,Contractor Rukaiya Abbas,Umbrella,F,678,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,75,Gaykawad Usha Harishchandra,Aeroplane,F,117,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,75,Ghule Pratibha Bhaskar,Star,F,99,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,75,Bhatija Kamini Kumar,Lotus,F,4829,W,0,data/maharashtra/mumbai/BMC 1997.xls
1997,75,Vaidya Nila Prabhakar,Hand,F,3287,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,75,Raldanha Urmila Pitar,Flaming Torch,F,254,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,75,Solanki Rekha Harendra,Bicycle,F,932,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,76,Bobadi Prakash Pandurang,Hand,M,6341,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,76,Bhagne Sandip Shantaram,Rising Sun,M,2779,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,76,Mahadik Ramesh Bapu,Bow & Arrow,M,7442,W,0,data/maharashtra/mumbai/BMC 1997.xls
1997,76,Yadav Lalji Ramkishor,Bicycle,M,3747,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,76,Rane Aruna Vinayak,Coconut Tree Bearing Fruits,F,1311,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,76,Solanki Laxman Naran,Two Swords & A Shield,M,853,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,77,Anand Charanbir Kaur,Bicycle,F,330,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,77,Bhosle Rohini Madhusudan,Umbrella,F,286,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,77,Sharma Shaili Guddu,Conch,F,220,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,77,Shetty Shobha Sudhakar,Two Leaves,F,781,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,77,Sathe Kranti Arun,Lotus,F,3717,W,0,data/maharashtra/mumbai/BMC 1997.xls
