wardyear_num,rd_bad_patch_potholes,ws_burst_water_main_lines,bld_change_user_res_comm,strm_cleaning_of_open_swd,drain_cleaning_of_septic_tank,strm_cleaning_water_entrance,strm_cleaning_removal_of_silt,swm_clean_rep_block_channels,swm_collection_pt_not_attend,misc_complaints_miscellenous,ws_contaminated_water_supply,rd_digging_of_roads,drain_drainage_choke_blockage,gdn_fallen_tree_on_road,strm_flooding_during_monsoon,pst_fogging,swm_gbg_lorry_not_report_cove,swm_gbg_not_lifted_gully,swm_gbg_not_lifted_mun_market,swm_gbg_not_lifted_from_road,encr_hawkers,bld_heavy_leakage_from_ceiling,heal_birth_deat_cert_issue,ws_leaks_in_water_lines_meter,gdn_lifting_of_tree_cutting,mun_maint_municipal_property,mun_major_repairs_to_mun_prop,mun_minor_repairs_to_mun_prop,pst_mosquito_nuisance,encr_municipal_colony_slum,encr_municipal_land_foot_swd,encr_municipal_plot,swm_no_attend_public_toilets,swm_non_attend_nuis_detect,ws_non_receipt_water_bills,pst_nuisance_cockroaches,encr_nuisance_due_to_vagrants,pst_nuisance_due_to_white_ants,drain_odour_from_drains,shp_online_renewal_application,shp_open_beyond_permis_hours,bld_other_buildings,misc_others,drain_others_drn,encr_others_ecnr,est_others_estate,lic_others_lic,heal_others_moh,mun_others_rnt,swm_others_swm,ws_others_was,col_others_colony_officer_col,ws_overflow_overhead_tank,drain_overflowing_drn_manhole,bld_perm_temp_monsoon_shed,gdn_perm_for_tree_cutting,encr_private_land_bldg_fact,swm_dustbins,strm_provid_manhole_cover_swd,rd_providing_rd_name_plate,drain_raising_of_manhole,pst_rat_nuisance,rd_reinstatement_of_trenches,rd_relaying_and_repairs_roads,swm_removal_of_dead_animals,swm_removal_of_debris,ws_removal_of_water_meters,strm_repair_damaged_open_swd,rd_repairs_of_road_footpath,drain_repairs_to_pipe_sewers,drain_replacement_manhole,rd_resurfacing_of_road,shp_running_without_license,ws_shortage_of_water_supply,rd_signals,swm_silt_lifted_from_road,rd_speed_breakers,rd_street_lighting,swm_sweeping_of_roads,lic_trade_without_license,gdn_trimming_of_branches,bld_unauth_alteration_bldg,lic_unauth_banners_advt_road,bld_unauth_constr_development,col_unauth_constr_in_slum,est_unauth_constr_reserve_plot,col_unauth_ext_constr,fac_unauth_factory_workshop,lic_unauth_storage_explosives,ws_unauth_tapping_water_conn,pst_unauth_uncov_water_storage,ws_unauth_use_waterchange_user,heal_unauth_food_sell,lic_unauth_stalls_road_foot,lic_unauth_workshop_or_garage,swm_unhygienic_cond_toilets,ws_use_of_booster_pump,castequota_scst,gender_election,genderquota,members,hdi,term,adminward,year,source_path
2016-PN,15.109195,22.714286,23.5,35.85,21,22.25,3.5,36,25.947368,,21.931507,16.238095,15.246032,8,31.2,11.494444,37.777778,37.933333,,24.470588,19.119266,33.333333,18.571429,22.428571,30.066667,35,32,30,11.619048,,19.694737,20.181818,25.5,40.675,18.636364,20.75,29.345455,13.375,24.428571,12.5,11.6,17.25,,14.666667,6,,,5,,8,,,24,27.756522,42,31.363636,23.2,30.75,21.470588,,4,12.880952,23.2,9.1428571,24.5,32.452381,7.3333333,17.333333,,15.166667,18.928571,16.111111,12.774194,21.078261,9,31.263158,18.535714,20.76,27.714286,19.64,18.896552,27.066667,18.228346,20.949008,,,,30.076923,54.5,23.1375,9.5,26.466667,23.583333,22.5,15,50.571429,24,0.1333333,0,0.3125,16,0.47,2012,PN,2016,data/maharashtra/mumbai/dataverse_IO9SLQ/fulldata_reshaped.tab
2016-PS,9.7813953,12,43,24.571429,6,18,24,,12.044444,,23.25,25.16,15.375723,36.571429,24,15.378049,15.75,13.913043,23,17.233333,13.590909,80.285714,9.15,24.111111,15.384615,,,,16.306122,,24.454545,33.75,28,14.0625,27.8,23,47.454545,,25.5,22,29.2,23.777778,,,,,,,,8,,,16,23.190476,29,40.333333,16.9,13.65,24.875,,,9.1818182,,18.478261,8.6,11.827586,29.5,33,,35.166667,25.789474,33.625,25.333333,24.590909,,13.636364,35.833333,28,8.7368421,18.5,39.2,40,9.8586957,29.24,,,,31,,34.526316,22.166667,58.714286,14.333333,35.928571,11,45,27.5,0.5,0,0.625,8,0.59,2012,PS,2016,data/maharashtra/mumbai/dataverse_IO9SLQ/fulldata_reshaped.tab
2016-RC,20.731959,51.5,,29,29,19,,11,12.207547,,30.62069,31.666667,6.104918,40.166667,18.6,15.392,11.555556,13.625,4,13.12,21.504505,21.5,12,28.15,12.2,,,8,16.572327,,41.833333,13,10.5,14.6,32.333333,10,,14.25,16.833333,32,,,,,12,,,41.5,,8,,,20,21.357143,,38,16.5,14.458333,34,,,19.777778,,,3,13.541667,44,,,18.142857,16.0625,31.571429,48,32.046729,25,8.2777778,35,40.785714,13.05,23.142857,36.036145,46.625,7.6181818,31.96,,,,39.25,14,23.814815,9,26,15.172414,28,14,,34.4,0,0,0.6,10,0.84,2012,RC,2016,data/maharashtra/mumbai/dataverse_IO9SLQ/fulldata_reshaped.tab
2016-RN,53.619048,14,,43,30.857143,41,,15,36,,11.375,42.5,4.9065421,,24,38.535714,14.666667,17,,1.5,24.357143,52,39,9.25,11.333333,88,,,34.7,,38.28125,48,19.5,6.5,5.875,,78,4,42.5,,,42.666667,,,18,,,,,6,,,12,31.73913,14,72.333333,38.428571,15.571429,62.333333,,,35.818182,,43,,9.2,28,17,,15.75,25.75,27.727273,,12.461538,,7.6666667,72.5,97.75,18.5,31.5,66.125,34.576923,38.1,29.141791,,,,37.5,,12.9,,11.8,,40.571429,,46,12.8,0.1428571,0,0.5714286,7,0.69,2012,RN,2016,data/maharashtra/mumbai/dataverse_IO9SLQ/fulldata_reshaped.tab
2016-RS,14.136232,15.1875,27,27.875,23,34.368421,32,44.5,11.148148,,20.464286,19.086957,12.797101,13.285714,31.285714,13.878788,3,14.875,,21.625,36.86,20.142857,18.333333,23.342857,10.48,49,18.666667,36.5,13.386364,,24.144928,24.428571,17.333333,15.611111,26.6,8.1666667,31.361111,9.6666667,17,6,4,10.75,,9.8333333,,27,,2,,23,,,29,22.896104,24,22.7,25.333333,22.681818,32.333333,24.4,25,13.619048,16.166667,23.714286,,15.258065,9.75,28.666667,,20,22.875,25.813953,,17.767123,18,19.318182,31.615385,22.333333,15.857143,39.923077,18.866667,25.325,20.078125,24.878924,18.571429,,,50,36,10.576923,8.5,4.5,18.647059,28.972973,,3,7.8333333,0.5454546,0,0.4545455,11,0.54,2012,RS,2016,data/maharashtra/mumbai/dataverse_IO9SLQ/fulldata_reshaped.tab
2016-S,33.943396,21.586207,,28,28,18.5,27.428571,14.5,8.3448276,,19.066667,23,22.259615,,28.454545,18.480519,10.545455,17.387097,,14.058824,27.7625,52.5,27.428571,18.611111,5.1111111,24,28.666667,,20.566667,13.5,30.129032,29.5,40,9.25,30.285714,40,31.230769,12.5,25,12.5,,32.5,,26,34.5,,,,,29,,,29.6,27.322581,37,,24.285714,17.153846,31.583333,36,15.5,32.551724,,17.142857,5.6666667,20.736842,11,28.333333,,29,31.875,29.16,16.230769,21.333333,6,9.9444444,37.333333,29.571429,19.461538,,29,28.181818,8.8358209,25.438525,17.36,,4,26.166667,13,16.964286,,25.25,46.666667,30.842105,,10,,0.4615385,0,0.2307692,13,0.51,2012,S,2016,data/maharashtra/mumbai/dataverse_IO9SLQ/fulldata_reshaped.tab
2016-T,9.37,7.4285714,,28,26.571429,26.5,12,20,11,,15.125,,35.04,41,32.333333,9.0793651,19,14.6,8,15,34.363636,37.666667,,11.446809,8.6,33,,42,9.8539326,4,31.709677,21,,12.166667,9.5,9,44,9.6666667,51,,12,36,,,,,,,,5,,,10,36.25,60,39.666667,47.25,11,41,8,,9,11.5,,12.333333,14.04,13.333333,,,20.75,20,16.5,16,12.956522,22,13.666667,37,46.791667,12.1,16.066667,44.285714,40.181818,17.931034,38.177778,17,,32,21,,15,9.5,4.5,3,19.941176,,15.75,10.6,0.6,0,0.5,6,0.76,2012,T,2016,data/maharashtra/mumbai/dataverse_IO9SLQ/fulldata_reshaped.tab
2017-A,32.52,14,46,142.6,274.5,123,90.75,,51.5,,24.393939,29.214286,152.38251,167,140,43.894737,115,116.21277,1,43.722222,74.54918,90.555556,100,21.428571,35.888889,67,26,87.555556,46.514286,,104.8625,183.5,215.66667,112.7619,25,130,122.375,,227.78571,22.64,35,,,,,147.5,,221,,,,,79,160.74286,176,14.333333,49.571429,95.235294,45,134.28571,,50,31,80.368421,,52.035714,,119,,181,129.83333,53.74359,57.375,20.688889,149.66667,2.52,100.33333,132.875,24.25,63.666667,75.875,68.866667,37.15,62.442424,99,,,94.75,9,18.5,42,31.571429,85.205882,97.3,,1,11,0.3333333,0,0.6666667,3,0.58,2017,A,2017,data/maharashtra/mumbai/dataverse_IO9SLQ/fulldata_reshaped.tab
2017-B,17.885714,,,,9.5,,,2,1.7,,5.4666667,42,21.490066,,,78.090909,1,2.5454545,,1.9772727,49.379433,,220,3.3333333,3.25,,14,,128.4,,97.666667,,,2.6818182,,,123.25,124,6,34,,,,,,,,,,,,,2,27.351351,,,18.6,1.6923077,,,14,147.79167,,124.5,,1.5666667,,,,14.5625,42.125,48.571429,21.142857,4.6027397,,1.6,,,1.125,64.133333,,8,59.75,16.735849,195,,,,51,8.5,125,3,112.2,68.5625,11.333333,1.5,9,0.5,0,1,2,0.71,2017,B,2017,data/maharashtra/mumbai/dataverse_IO9SLQ/fulldata_reshaped.tab
2017-C,30.385714,6.7272727,,64.642857,38,44.580645,,11.333333,5.6666667,,5.2111111,51.166667,26.337748,30,64.333333,51.454545,1.1666667,2.507772,8,2.0190476,36.407821,,,5.3181818,1.1666667,16.5,144.75,80.875,46.153846,128,48.074074,72,1,3.8571429,6,,53.211765,,35.4,34.791667,20.25,,,,,55,,,,,,,2.5,38.549296,,19.5,109.5,1,67.333333,125.33333,,70.764706,210,47.75,,5.9722222,,19,,16.277778,29.916667,27.904762,35.222222,5.4684685,,5.1666667,31,68.5,2.0434783,65.902439,40.6,,77.318182,,46,,,,140,6.3333333,109,5.6666667,234,66.672414,105.66667,1,1,0.3333333,0,0.3333333,3,0.89,2017,C,2017,data/maharashtra/mumbai/dataverse_IO9SLQ/fulldata_reshaped.tab
2017-D,22.575581,14.111111,74.4,19.333333,15.416667,18.035714,12.333333,1.2,71.375,,12.836364,29.8,43.105769,12.4375,13.2,15.382022,1.3333333,23.613445,265,23.390909,41.103896,56.875,31.809524,11.666667,3.6785714,17.5,54.833333,33.142857,11.111111,189,28.613636,25,1,41.639344,,,24.934066,17.75,34.888889,77.794118,175.5,,,,,143.4,,,,,,,16.45,48.228216,22.6,18.666667,45.758621,30.470588,41,29.6,139,16.375,18.615385,34.172414,27.833333,40.855422,17.666667,27.2,,63.5,118.95652,26.092105,188.77778,12.96748,151.75,70.9375,47.333333,22.954545,45.5,59.742857,13.8125,45.870748,12.304348,44.870861,97.3,126,22,32,61.5,11.636364,21,8.2857143,76.173913,41.628571,32.857143,58,,0.5,0,0.6666667,6,0.96,2017,D,2017,data/maharashtra/mumbai/dataverse_IO9SLQ/fulldata_reshaped.tab
2017-E,19.941176,23,17.7,12,29.6,12.75,4,4.4,3.5882353,,20.779412,39.142857,14.214592,13.666667,9.6666667,6.2,1.6363636,3.2947368,1.25,2.5,20.472603,29.916667,13.142857,19.5,3.3076923,32.916667,42.333333,26,6.1549296,,29.890411,12,5.8,3.2352941,,,23.622951,12.5,17.428571,14.6,31.333333,,,,36.291667,34,,,,,,,17.166667,16.300654,23.5,41.272727,34.72043,2.8571429,26.5,19.5,,6.9861111,,44.571429,1,9.3267327,,24.5,,21.071429,17.888889,29.02439,23.466667,18.029412,49,14.210526,39.5,38.6,3.2941176,17.416667,15.473684,27.072072,4.7272727,30.56848,98.428571,68,75,11.2,9,17,8.1818182,9.3333333,26.825397,42.020408,,1,32.2,0.2857143,0,0.4285714,7,0.54,2017,E,2017,data/maharashtra/mumbai/dataverse_IO9SLQ/fulldata_reshaped.tab
2017-FN,15.561151,13.6,10.75,8.3333333,16.625,15.583333,35.5,3.5,5.0526316,,10.4375,31.479769,16.772727,50,49.6,13.393939,13.454545,7.0243902,14.875,3.3186813,15.512415,15.3125,12.545455,15.40625,2.5333333,17.7,5.375,21,13.911765,15,25.388889,22.636364,24.666667,3.5892857,8,6.75,30.853659,13.4,6.1428571,7.2727273,14.5,,,,,18.888889,,,,,,,9.0833333,18.366667,19.7,9.5,12.157895,2.5217391,20.833333,27.428571,,10.285714,26.153846,15.533333,1.25,4.474359,,11.571429,,24.111111,23.214286,15.625,14.727273,8.7076923,11.4,10.277778,25.24,20.6,5.3333333,7.3125,26.862069,13.771429,9.1904762,15.795699,16.75,,,16.333333,3,11.185185,15.1,12.909091,16.529412,13.526316,13,5.75,7.3333333,0.4,0,0.4,10,0.41,2017,FN,2017,data/maharashtra/mumbai/dataverse_IO9SLQ/fulldata_reshaped.tab
2017-FS,29.061224,17,55.5,94,70.777778,32,2.5,7,1.25,,22.714286,28.363636,41.205128,,113.5,22.807692,1.0666667,2,,1.6428571,42.384615,71.090909,89.5,25.916667,15.846154,99.5,62.5,38,20.290323,,57.9,41.4,8,32.086957,18.5,49,54.328571,25,114.2,5.3666667,15,,,,72.833333,99.2,,,,,,,32.2,67.791667,135,8,136.31818,23.4375,64.857143,,17,32.25,60.5,31.423077,,3.4761905,15,74.666667,,39.875,30,29.947368,18.444444,37.411765,36,5.1666667,49.142857,52,10.894737,95.555556,83.8125,79.7,42.380952,74.868421,103,,142,96,101.66667,47.363636,23.166667,32.5,96.736842,50.473684,,1,14,0.2857143,0,0.5714286,7,0.67,2017,FS,2017,data/maharashtra/mumbai/dataverse_IO9SLQ/fulldata_reshaped.tab
2017-GN,54.30303,15,124,,156.21429,,,57.25,21.461538,,24.022222,91.333333,117.32468,,137,16.8,32.666667,7.804878,34.625,23.977011,11.34072,88.5,50.4,11.857143,13.153846,31,,,14.01,22,62.25,,1.5,52.675926,56,10.5,95.454545,12.5,175.33333,83.952381,150.66667,,,,,,,,,,,,20.909091,136.75,207,,138.95238,25.933333,,62,90,14.588235,,70.875,1.25,50.144231,14.5,,,134.1,148.33333,52.967742,151.72727,15.119048,2,58.9,127,206,23.615385,95.57971,30,206.68,59.953125,121.5672,32.715596,45.142857,78.615385,173.75,47.333333,12.469136,8.4,15.75,20.558824,69.069444,58.4,124.5,19.285714,0.2727273,0,0.6363636,11,0.49,2017,GN,2017,data/maharashtra/mumbai/dataverse_IO9SLQ/fulldata_reshaped.tab
2017-GS,30,56,27.2,36,100.72727,140.23077,63.5,1,8.4444444,,48.529412,46.470588,67.651685,86,67.555556,19.153846,1.3333333,4.7083333,1,3.6086957,49.301775,18.2,,31.75,1.8571429,119.25,104.2,64.769231,16.208791,174,50.959184,10,2,7.3428571,,10,48.967213,,31.5,23.527778,37.5,,,,,349,,,,,,,56.5,88.011364,18.25,37.571429,17.115385,3.25,121,128.75,,17.107143,46,41.346154,2,7.4776119,11,101.16667,,139.85714,111.21739,48.740741,32.785714,26.655172,51,1.3333333,39.714286,45.615385,4.7692308,29.333333,63.941176,15.851613,40,17.676923,227.63636,,182.1,31.333333,59.571429,44.375,34,42.6,178.97561,51.348485,69,13.285714,,0.4285714,0,0.1428571,7,0.66,2017,GS,2017,data/maharashtra/mumbai/dataverse_IO9SLQ/fulldata_reshaped.tab
2017-HE,48.798507,93.8,58.5,46,68.75,61,54.5,2,11.545455,,54.362069,93.173913,23.674419,110,38.615385,6.2307692,10.857143,5.625,1,6.3275862,45.77305,24,26,61.058824,9.1071429,23,35.5,90.142857,8.3076923,137.28571,99.506024,158.16667,15.285714,10.413043,53.333333,42,86.642857,7,50,24.969697,32,,,,,44.833333,,,,,,,102,54.365854,75.75,24.5,60,19.545455,95.857143,60.8,,5.3684211,150,90.631579,1,9.7058824,11,142,,63.444444,44.791667,52.487179,23.818182,53.263158,215,6.6190476,102.09091,56.272727,2.9473684,61.777778,68.052632,62.9,29.180328,68.620192,93.6,16.75,95.6,43.666667,88.666667,70.2,5.5,98.166667,45.259259,87.697674,75.333333,3.1428571,8,0.4,0,0.4,10,0.47,2017,HE,2017,data/maharashtra/mumbai/dataverse_IO9SLQ/fulldata_reshaped.tab
2017-HW,34.071429,22.714286,132.42857,34,34.7,52.2,33.6,1,5.2,,29.894737,51.75,13.435318,35.5,11.642857,21.275862,6.3333333,3.7,,5.65,58.523179,78.807692,29.5,35.954545,1.3529412,52,22,41,27.455882,156.33333,37.24,38,3,15,28.6,21,36.352941,33.333333,43.076923,12.71875,32,,,,,40.333333,,,,,,,27,29.433121,74.636364,20.642857,91.612903,2,20.444444,29,7,53.333333,64,34.214286,1,7.7653061,3,33.4,,26.111111,34.306122,36.563636,15.4,34.964286,24,8.2962963,39.444444,27.941176,1.8333333,28.555556,26.758621,96.141509,21.37037,95.703601,99.208333,,125.5,72,26.666667,40,35.857143,37.4,40.891304,33.022727,25.5,1.25,90.5,0.3333333,0,0.3333333,6,0.68,2017,HW,2017,data/maharashtra/mumbai/dataverse_IO9SLQ/fulldata_reshaped.tab
2017-KE,33.21513,22.722222,52.363636,51.153846,44.54717,45.076923,43.076923,17.75,32.765957,,14.255814,39.585366,25.883681,70,50.388889,46.584906,12.03125,40,1,14.576923,20.362694,61.416667,50,19.949495,17.727273,51.625,82.285714,42.642857,45.11976,,53.196226,56.484848,4,42.341176,16.888889,57,49.193548,54,40.052632,33.378049,22,,,,,210.21053,,,,,,,18.777778,46.251748,111,41.944444,76.453333,42.918919,53.857143,51,,36.434783,31.25,48.535714,,27.822222,14,53.666667,,48.787879,55.758621,50.021978,59,13.618557,51.333333,16.405405,48.59375,52.871795,7.6976744,15.277778,54.689189,69.673077,10.433333,73.986628,,,,46.454545,13.958763,15.803571,48.9,13.538462,54.718121,32.255172,26.636364,103.75,16,0.2666667,0,0.3333333,15,0.67,2017,KE,2017,data/maharashtra/mumbai/dataverse_IO9SLQ/fulldata_reshaped.tab
2017-KW,38.704846,63.277778,88.580645,46.5,41.925926,53.462963,58.6875,10.666667,19.821429,,50.049587,44.205882,19.266217,69.333333,33.034483,88.790576,17.5,8.7727273,1,13.25,32.180147,80.588235,27.461538,49.927536,13.573333,75,88.5,73.777778,98.120521,,67.974359,161.5,20.619048,36.319588,29.375,137.5,69.470968,44.333333,73.052632,10.454545,82.6,,,,61.333333,45.909091,120,,,,,,35.454545,58.723602,82.363636,75,82.654135,12.583333,69.3,37.777778,33.333333,86.705882,42,56.87931,1.4285714,17.44186,57.8,61.736264,,104.72414,69.347222,65.262626,18.25,49.278947,113.8,27.04878,44.47619,77.791209,10.581081,21.565217,66.794872,80.204724,22.567568,69.787905,158,43,,117.66667,63.571429,57.204301,86.705882,51.47619,57.431818,42.588235,,142.5,22.5,0.3076923,0,0.7692308,13,0.66,2017,KW,2017,data/maharashtra/mumbai/dataverse_IO9SLQ/fulldata_reshaped.tab
2017-L,14.843137,,,,13,,,1,1.4333333,,,,6.7275449,,,,1.4166667,1.5675676,1,1.2666667,,,,,1.2222222,,,,,,,,1,1.4666667,,,,,53,39.52381,55.5,,,,,,,,,,,,,13.169811,,,23.25,1.7272727,,,,,,,2,1.7368421,,,,90,20.5,,57.6,,,1.4772727,,,1.4,,,25.666667,51.042254,31.377778,,,,,,,,,74,,,1.3333333,,0.4375,0,0.375,16,0.29,2017,L,2017,data/maharashtra/mumbai/dataverse_IO9SLQ/fulldata_reshaped.tab
2017-ME,13.365217,194.84615,128.4,16.9,11.611111,17.357143,11.607143,25,17.181818,,147.88525,10.952381,12.784452,13.75,11.666667,19.211538,6,14.189189,1,11.709677,72.045802,127,235,164.32911,1.3714286,13.25,13,20.5,30.448276,51,13.6875,14.5,12.5,22.276596,141.91667,40.25,14.157407,56.666667,27.363636,33.826087,40,,,,33,83.166667,,,,,,,160.4,12.833333,141.5,16.857143,228.66667,15.615385,16.692308,6.3333333,13,20.774194,14.5,11.916667,,8.7083333,110.25,17.5,,11.307692,15.25,13.40625,58.928571,143.82353,,2.2222222,12.777778,13.487179,8.7037037,103.38095,11.942857,200.2,83.85,182.67942,57.430769,44,59.25,142.33333,88,161.45098,110.8,191.11111,115.64706,43.304348,47,9.1428571,65.333333,0.4,0,0.7333333,15,0.05,2017,ME,2017,data/maharashtra/mumbai/dataverse_IO9SLQ/fulldata_reshaped.tab
2017-MW,17.783333,22.888889,111.6,13,31.283333,25.75,15.75,1,51.315789,,38.725806,37.375,14.424474,20.333333,22,12.35,18,35.333333,220,16.666667,35.636364,155.2,138.6,30.393939,19.219512,25.857143,21,31.833333,13.53125,131.4,36.782609,33.428571,1.6,33.625,27.4,,28.861538,21.25,16.375,26.7,,,,,,120,,,,,,,99.666667,27.935065,27,47.857143,161.52941,78.416667,21.285714,34.25,,10.125,19.5,33.73913,1.25,56.553191,33,20.285714,,42.047619,30.829268,50.185185,39.4,39.278481,8,8.6818182,32.642857,34.016129,35.153846,74.571429,21.814815,115.63333,10.837838,120.72464,112.63158,50,139,80.6,30.5,39.548387,21,29.333333,176.17647,49.392857,50,77.3,26.125,0.4285714,0,0,7,0.33,2017,MW,2017,data/maharashtra/mumbai/dataverse_IO9SLQ/fulldata_reshaped.tab
2017-N,24.245033,18.789474,74.333333,28.785714,28.066667,16.05,23.8125,2.75,1.6,,38.555556,14.470588,12.595645,34.5,17.692308,33.402985,1.6724138,2.4918033,,1.4710744,10.908023,75.5,10.857143,16.402516,1.2424242,28.090909,24.454545,18.5,28.5,91.588235,26.22619,31,6,2.7346939,16,23.666667,25.818681,28.666667,32.047619,9.6222222,38.1,,,,,24.8,,,,,,,19.75,19.509009,122.33333,59.25,82.823529,3.4827586,16.571429,27.4,,30.741935,39,22.621622,3.5,2.3780488,28,23.833333,,30.423077,25.305556,20.075,13.452381,23.714286,21,1.8571429,18.857143,32.650602,2.5142857,5.4565217,48.210526,82.362832,4.2536232,76.892297,46.5,98.333333,68.157895,111.71429,3.3333333,19,33.625,19.615385,7.4528986,13.793103,8,4,32,0.1818182,0,0.5454546,11,0.52,2017,N,2017,data/maharashtra/mumbai/dataverse_IO9SLQ/fulldata_reshaped.tab
2017-PN,33.142857,36.6,73.5,53.952381,62.833333,25.7,47,81.8,22.153846,,32.144444,42.044444,38.509202,28.333333,47.769231,35.813559,20.909091,28.814286,73.5,15.898649,46.61008,117,43.833333,46.107143,5.3714286,94.5,31.2,73.6,37.788177,,47.571429,69.863636,49.181818,34.387097,25.434783,52,51.894737,40.428571,52.4,12.618182,15.75,,,77,63.5,126.91304,,45,,,,,19.5,56.292994,92.5,55.8,116.4127,60.044444,50.5625,64.833333,,45.440678,61,31.243902,1,29.402299,31.777778,65.368421,,54.928571,46.111111,42.528571,28.3125,27.789116,25.75,30.606061,47.770833,51.548387,45.428571,82.259259,45.578947,122.08219,71.488636,106.85672,291,,,121.625,50,29.766667,49.909091,28.4,48.891892,59.217391,89.714286,54.73913,34.692308,0.4444444,0,0.6111111,18,0.47,2017,PN,2017,data/maharashtra/mumbai/dataverse_IO9SLQ/fulldata_reshaped.tab
2017-PS,38.03268,35.444444,84,44.842105,57.904762,46.7,51.928571,157,9.3846154,,26,59.25,26.480159,84,76,15.140845,4.2666667,8.7857143,1.5,7.1555556,38.550459,102.66667,59.75,51.195122,6.5714286,16.5,72.888889,53.227273,16.27381,2,76.2,179,39,8.5454545,52.428571,13.666667,97.058824,29,61.666667,20.051282,86.428571,,,,,18,,,,,,,22.833333,53.822222,147.66667,68.833333,120.33333,18.894737,55,37,87,18.066667,59,64.380952,28.466667,10.473684,37.333333,113.85714,,36.166667,60.333333,49,39.75,19.313253,86.666667,9.16,79.285714,75.96,10.40625,13.857143,67.863636,133.12963,19.981481,143.88254,9,,25,84.166667,,25.724138,45.909091,27,25.358974,81.1,9,62.5,22.25,0.3333333,0,0.5555556,9,0.59,2017,PS,2017,data/maharashtra/mumbai/dataverse_IO9SLQ/fulldata_reshaped.tab
2017-RC,79.039735,27,158,189.08333,143.58333,175.21429,185.6,1,34.545455,,52.694118,218.17647,62.058252,183,176,77.763158,26.935484,19.920455,13,19.897059,114.28875,,15,30.272727,7.4054054,229.94118,151,205.91667,79.317073,,160.09091,145.7,2,24.795181,40.5,61.333333,166.20909,74,181.25,80.451613,48,,,302,,70.555556,,,,,,,38,163.14423,,247.66667,183.8,31.916667,208.20588,283,,58.466667,88.888889,192.35,26,32.935484,51.75,153.66667,,156.63158,170.34286,239.01887,72.142857,41.12931,199.8,1.53125,166.71429,204.77778,15.972973,80.934783,101.19091,164.81818,24.72,213.6,,,,,76.333333,41.2,56.2,79.5,21.205882,102.66265,64,38.4,43,0.2,0,0.3,10,0.84,2017,RC,2017,data/maharashtra/mumbai/dataverse_IO9SLQ/fulldata_reshaped.tab
2017-RN,60.235294,15.4,,29,61.333333,32,116.6,23.25,85.142857,,15.96,74.6,19.040984,,49.555556,111.74194,5,27.6,,12.393939,115.27473,,66.333333,12.941176,11.058824,70,,36.25,147.37209,,78.578947,68.285714,1,25.777778,12,95,82.71875,,51.333333,121.88235,43,,,,,129.42857,,,,,,,10.444444,59.244444,,,,41.2,81.5,76.5,19,150.5,40,101.64286,,31.041667,3.5,,,50.272727,46.75,91.481481,189.14286,11.190476,86.333333,1.4545455,59.125,94.454545,19.666667,121.65,74.5,,66.263158,38,,,,,163,10.363636,102.5,10.6,32.75,83.314286,60.666667,25.166667,14.714286,0.25,0,0.375,8,0.69,2017,RN,2017,data/maharashtra/mumbai/dataverse_IO9SLQ/fulldata_reshaped.tab
2017-RS,30.386364,31.571429,150.33333,35.75,45.041667,33,36.285714,,3,,48.692308,35.423077,22.468531,28.75,39.5,20.967742,3.0909091,2.8636364,,3.7019231,87.952381,105,36.428571,50.692308,1.34375,35.916667,8.3333333,36.714286,23.171233,95,27.850467,41.555556,79.428571,4.0945946,79.307692,15.916667,36.33526,2,39.766667,27.464286,83.333333,,,,,50.307692,,,,,,,92.5,35.533333,17,25.833333,124,3,48.5,39.666667,35,19.866667,36.5,36.885714,1.75,4.9259259,104,25.142857,,34.612903,34.24,33.211268,60.722222,48.381356,30.307692,2.2903226,44.923077,43.54,4.2857143,106.25,41.423077,103.14634,22.6,77.937086,99,,94,17,20,54.8,30.666667,19.6,45.185185,65.056818,70.090909,2,22.25,0.4166667,0,0.5833333,12,0.54,2017,RS,2017,data/maharashtra/mumbai/dataverse_IO9SLQ/fulldata_reshaped.tab
2017-S,52.659091,19.541667,229,150.9,127.75,102.08333,144.125,1,71.5,,38.407407,81.416667,62.175287,122.66667,127.22222,16.1,23.48,54.06383,305.5,42.37037,141.80952,94.5,52.625,21.198582,1.3125,159,142.8,183.6,20.5,284.75,103.14085,121.11111,102,36.354167,12.681818,5,117.96104,6,148.07143,40.964286,97.285714,,,,,175.85714,,,,,,,28.285714,93.070968,57,126,122.02703,24.259259,70,35,,18.03125,,51.958333,166.5,39.041667,16.5,95.333333,,137.11111,108.04,123.44828,109.11765,25.807692,49.5,7.8695652,59.875,155.33824,136.47368,174.59091,138.1,182.59375,59.466667,159.81141,177.15,,145.85714,32.333333,141.6,16.673913,6.5,15.166667,116.54167,151.38636,231.33333,1,8,0.2857143,0,0.7857143,14,0.51,2017,S,2017,data/maharashtra/mumbai/dataverse_IO9SLQ/fulldata_reshaped.tab
