year,ward_no,serial,candidate,party,party_local,votes,electorate,valid_votes,source_path
2012,163,5,Khan Najnin Shahid,samajvadi party,samajvadi party,3638,44717,19211,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,163,6,More Shantabai Ramesh,IND,Apaksh,401,44717,19211,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,163,7,Anita Dilip Ovhal,black panther,black panther,107,44717,19211,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,163,8,Bano B. Shaikh,IND,Apaksh,111,44717,19211,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,163,9,Farjana Abdul Gani Shaikh,nationalist loktantrik party,nationalist loktantrik party,34,44717,19211,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,163,10,Shaikh Kherunisa Manjar Inam,IND,Apaksh,50,44717,19211,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,163,11,Darshana Dilip Shinde,SS,shivsena,5583,44717,19211,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,164,1,Ansari Mohammad Khalid Mo. Shafi,IND,Apaksh,56,46429,21932,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,164,2,Vidhya Bhasker Bhoir,SS,shivsena,3024,46429,21932,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,164,3,Vandana S. Gavade,IND,Apaksh,53,46429,21932,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,164,4,Santosh Anil Jambhale,IND,Apaksh,25,46429,21932,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,164,5,Kajhi Vasim Nasirvadhin,IND,Apaksh,36,46429,21932,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,164,6,Khan Musdhik Hussain,samajvadi party,samajvadi party,2653,46429,21932,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,164,7,Mohini Shyam Kharik,IND,Apaksh,32,46429,21932,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,164,8,Hamid Hussain Kureshi,nationalist loktantrik party,nationalist loktantrik party,215,46429,21932,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,164,9,Abdul Rashid (Captan) Malik,NCP,nationalist congress party,5447,46429,21932,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,164,10,Virendra Mane (Sonu),IND,Apaksh,105,46429,21932,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,164,11,Rajesh Ganpat More,MNS,maharashtra navnirman sena,4041,46429,21932,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,164,12,Mahesh Devdas Navale,black panther,black panther,85,46429,21932,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,164,13,Jitendra Bhagvanta Nikam,BSP,bahujan samaj party,66,46429,21932,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,164,14,Salvi Surendra Shivram,IND,Apaksh,67,46429,21932,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,164,15,Arshad Papa Miya,IND,Apaksh,261,46429,21932,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,164,16,Shaikh Manjariman Jakir Hussain,IND,Apaksh,22,46429,21932,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,164,17,Tahir Ali Shaikh,IND,Apaksh,28,46429,21932,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,164,18,Navinchandra Surve,IND,Apaksh,102,46429,21932,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,164,19,Vijay Pandharinat Tandel,IND,Apaksh,5614,46429,21932,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,165,1,Vidhya Bandu Chalake,MNS,maharashtra navnirman sena,3642,41796,15528,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,165,2,Mane Vandana Vijay,NCP,nationalist congress party,2118,41796,15528,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,165,3,Vaghmare Pranita Prakash,SS,shivsena,8745,41796,15528,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,165,4,Jhende Lalita Yashwant,BSP,bahujan samaj party,1021,41796,15528,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,166,1,Sadhana Vikas Narnavar,MNS,maharashtra navnirman sena,4039,52342,19072,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,166,2,Sanjivani Nate,SS,shivsena,6765,52342,19072,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,166,3,Lalita Kacharu Yadav,NCP,indian nationalist congress,8268,52342,19072,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,167,1,Versha Vijay Kamble,IND,Apaksh,142,44275,16921,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,167,2,Pushpa Krushna Koli (Mami),NCP,indian nationalist congress,7107,44275,16921,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,167,3,Vaishali Vaman Mhatre,IND,Apaksh,266,44275,16921,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,167,4,Pornima Avinash Patil Narangikar,IND,Apaksh,332,44275,16921,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,167,5,Manisha Netaji Shirke,IND,Apaksh,834,44275,16921,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,167,6,Rajashree Shirvadhkar,BJP,bjp,8240,44275,16921,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,168,1,Nishant Dangale,IND,Apaksh,287,42944,19371,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,168,2,Deeka Harichandra Bharaturam,IND,Apaksh,74,42944,19371,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,168,3,Gupta Kishorilal Pyarelal,loksatta party,loksatta party,138,42944,19371,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,168,4,Vijay Gupta,IND,Apaksh,383,42944,19371,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,168,5,Guruprasad Krushnamurti,IND,Apaksh,52,42944,19371,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,168,6,Sardar Avtar Singh,IND,Apaksh,48,42944,19371,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,168,7,Rajaram Gyandev Hinukale,MNS,maharashtra navnirman sena,2088,42944,19371,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,168,8,Vatsalatai T. Hire,BSP,bahujan samaj party,459,42944,19371,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,168,9,Maniktala Jasveer Singh (Beera),NCP,indian nationalist congress,5070,42944,19371,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,168,10,Mandeep Singh Sehgal (Ladi),samajvadi party,samajvadi party,948,42944,19371,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,168,11,R Tamil Selvan (Captain),BJP,bjp,6936,42944,19371,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,168,12,Harish Uppal Amarnath,IND,Apaksh,2737,42944,19371,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,168,13,Alvinder Singh Vadhava,IND,Apaksh,151,42944,19371,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,169,1,Devendra Ramchandra Tangvel,MNS,maharashtra navnirman sena,1885,40936,16094,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,169,2,Sudarshan Ishramya Ganji,IND,Apaksh,30,40936,16094,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,169,3,Jadhav Shraddha Shridhar,SS,shivsena,5742,40936,16094,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,169,4,Varaktulla Khan,pees party,pees party,192,40936,16094,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,169,5,Khan Haisiyat Vali,IND,Apaksh,75,40936,16094,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,169,6,Kamal Khan,BSP,bahujan samaj party,1592,40936,16094,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,169,7,Nafis Khan,samajvadi party,samajvadi party,742,40936,16094,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,169,8,Khan Navab Babu,IND,Apaksh,18,40936,16094,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,169,9,Nur Mohammad Khan,IND,Apaksh,107,40936,16094,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,169,10,Mohamad Fayaj,indian muslim congress party,indian muslim congress party,72,40936,16094,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,169,11,Dr. Sujata Patel,IND,Apaksh,163,40936,16094,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,169,12,Swami Pol,IND,Apaksh,39,40936,16094,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,169,13,Ravi Raja,NCP,indian nationalist congress,5437,40936,16094,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,170,1,Deepa Deepak Bandkar,IND,Apaksh,188,44330,18581,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,170,2,Ghag Tejashree Madhukar,IND,Apaksh,210,44330,18581,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,170,3,Anita Joy Josef,BSP,bahujan samaj party,196,44330,18581,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,170,4,Khan Aktari Begam Babukha,samajvadi party,samajvadi party,461,44330,18581,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,170,5,Geeta N. Vitthal,IND,Apaksh,117,44330,18581,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,170,6,Archanatai Parab (Narkar),IND,Apaksh,168,44330,18581,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,170,7,Rutuja Vasudev Parab,MNS,maharashtra navnirman sena,2074,44330,18581,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,170,8,Shah Reshma Mustafa,IND,Apaksh,89,44330,18581,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,170,9,Khatija A. Salam Shaikh,NCP,indian nationalist congress,7380,44330,18581,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,170,10,Vishwasrav Trushna Chandrakant,SS,shivsena,7698,44330,18581,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,171,1,Pratibha Jaydeep Vishwas,MNS,maharashtra navnirman sena,446,30313,13650,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,171,2,Chaube Mahant Ramnaresh,BJP,bjp,2303,30313,13650,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,171,3,Faridabanu Abdul Alim Darji,IND,Apaksh,1055,30313,13650,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,171,4,Jaiswar Mishrilal Mangruram,IND,Apaksh,825,30313,13650,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,171,5,Abdul Gani,IND,Apaksh,26,30313,13650,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,171,6,Khan Ijarat Hussain,IND,Apaksh,51,30313,13650,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,171,7,Sabir Ali,IND,Apaksh,479,30313,13650,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,171,8,Khan Sabir Allirajja,samajvadi party,samajvadi party,1006,30313,13650,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,171,9,Raheman Mittivale,IND,Apaksh,141,30313,13650,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,171,10,Aaftab R. Shaikh,indian minorities suraksha mahasangh,indian minorities suraksha mahasangh,89,30313,13650,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,171,11,Shaikh Imtiyaj Shabbir,IND,Apaksh,366,30313,13650,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,171,12,Shetty Satish Jaya (Annu),IND,Apaksh,1824,30313,13650,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,171,13,Rampyare Shukla (Bachak),BSP,bahujan samaj party,1090,30313,13650,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,171,14,Shakil Ahamad Sidiqqui,IND,Apaksh,1723,30313,13650,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,171,15,Ghanshyam Ramobha Singh,rashtriya janta dal,rashtriya janta dal,103,30313,13650,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,171,16,Banu Niyaj Ahamad,NCP,nationalist congress party,2123,30313,13650,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,172,1,Bhosale Chandrakant Mogal,IND,Apaksh,188,48842,24616,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,172,2,Gade Sushila Eknath,IND,Apaksh,308,48842,24616,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,172,3,Sachinbhau R. Gayakwad,republican party of india (A),republican party of india (A),1057,48842,24616,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,172,4,Ghadage Arun Bhasker,IND,Apaksh,237,48842,24616,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,172,5,Anil Laxman Kadam,NCP,indian nationalist congress,9223,48842,24616,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,172,6,Kale Kalpana Silvian,BSP,bahujan samaj party,501,48842,24616,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,172,7,Rajguru Vishnu Nana,MNS,maharashtra navnirman sena,3130,48842,24616,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,172,8,Manoj Sansare,IND,Apaksh,9972,48842,24616,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,173,1,Jyoti Prakash Chahe,IND,Apaksh,215,35611,16288,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,173,2,Vinaya Yashwant Devgharkar,MNS,maharashtra navnirman sena,3132,35611,16288,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,173,3,Doke Alka Hemant,SS,shivsena,7060,35611,16288,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,173,4,Alka Haresh Keni,BSP,bahujan samaj party,324,35611,16288,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,173,5,Archana Hemant Mhatre,IND,Apaksh,538,35611,16288,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,173,6,Mhatre Jyoti Jitendra,NCP,nationalist congress party,5019,35611,16288,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,174,1,Sushma Yashwant Dabholkar,IND,Apaksh,217,46124,19038,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,174,2,Tara Dilip Malvankar,MNS,maharashtra navnirman sena,4447,46124,19038,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,174,3,Rashmi Mirchandani,BJP,bjp,5734,46124,19038,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,174,4,Nehal Shaha,loksatta party,loksatta party,2378,46124,19038,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,174,5,Nayana Sheth,NCP,indian nationalist congress,6262,46124,19038,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,175,1,Ansari Mohammad Said,IND,Apaksh,50,46884,17696,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,175,2,Bora Sabreddy Mallesh,republican party of india (A),republican party of india (A),3430,46884,17696,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,175,3,Kamil Hussain Fajil Hussain Faruki,IND,Apaksh,37,46884,17696,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,175,4,Kale Aasha Hemant,IND,Apaksh,66,46884,17696,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,175,5,Dattu Tukaram Katake,pees party,pees party,1844,46884,17696,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,175,6,Ganesh Chandrakant Khade,MNS,maharashtra navnirman sena,1723,46884,17696,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,175,7,Afsar Rahmatullah Khan,rashtriya janta dal,rashtriya janta dal,1196,46884,17696,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,175,8,Santosh Mugutrav Lavgare,IND,Apaksh,83,46884,17696,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,175,9,Palraj Muttu Nadar,INADMK,INADMK,291,46884,17696,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,175,10,Nayadu Gajendra Bhima,BSP,bahujan samaj party,1190,46884,17696,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,175,11,Manohar Kedare Raygave,IND,Apaksh,3026,46884,17696,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,175,12,Amita Bhagvan Salvi,IND,Apaksh,25,46884,17696,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,175,13,Shaikh A. Rajjak Sahmat,IND,Apaksh,78,46884,17696,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,175,14,Aashraf Vandesha Shaikh,IND,Apaksh,240,46884,17696,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,175,15,Mahendra Shivdas Shinde,NCP,indian nationalist congress,3206,46884,17696,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,175,16,Shinde (M.Y) Marjappa Yalappa,IND,Apaksh,469,46884,17696,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,175,17,Pradip Govind Shinde,BSP,bahujan samaj party,338,46884,17696,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,175,18,Archana Sunil Shrivastav,IND,Apaksh,20,46884,17696,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,175,19,Mohammad Adhas Mohammad Niwas Sidiqqui,indian muslim congress party,indian muslim congress party,32,46884,17696,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,175,20,Turki Hakikallah Abdulsattar,samajvadi party,samajvadi party,352,46884,17696,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,176,1,Dr. Akshada Aruna Jadhav,MNS,maharashtra navnirman sena,1121,55366,18371,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,176,2,Mane Ganga Kunal,NCP,indian nationalist congress,8148,55366,18371,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,176,3,Jyotsana Harjeevan Parmar,IND,Apaksh,165,55366,18371,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,176,4,Kodam Anusha R,SS,shivsena,8937,55366,18371,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,177,1,Ansari Mohammad Jamal Mohammad Jahagir,rashtriya janta dal,rashtriya janta dal,217,45553,19420,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,177,2,Jagdish Maruti Janvalkar,MNS,maharashtra navnirman sena,2069,45553,19420,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,177,3,Deepak Namdev Kale,NCP,indian nationalist congress,6979,45553,19420,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,177,4,Mohammad Aarif Khan,BSP,bahujan samaj party,1138,45553,19420,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,177,5,Balsubramanyam Loknathan Konder,IND,Apaksh,124,45553,19420,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,177,6,Puja Harishchandra Sharma,IND,Apaksh,66,45553,19420,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,177,7,Rajeshkumar Sharma,samajvadi party,samajvadi party,186,45553,19420,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,177,8,Chandrakant Sakharam Shinde,cpi,cpi,212,45553,19420,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,177,9,Santosh Anil Shinde,IND,Apaksh,753,45553,19420,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,177,10,Suryavanshi Rajendra Narayan,SS,shivsena,7676,45553,19420,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,178,1,Kishor Ganpat Gajmal,MNS,maharashtra navnirman sena,2241,57480,23046,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,178,2,Ad. Raju Korade,IND,Apaksh,1243,57480,23046,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,178,3,Prakash Vishnu Kumbhar,samajvadi party,samajvadi party,545,57480,23046,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,178,4,Bhupendra (Umesh) Jaywant Mahal,SS,shivsena,9246,57480,23046,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,178,5,Ramdulare Mevalal Nirmal,BSP,bahujan samaj party,457,57480,23046,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,178,6,Shaikh Vakil Ahamad,NCP,indian nationalist congress,9314,57480,23046,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,179,1,Kavita Arun Jadhav,maharashtra parivartan sena,maharashtra parivartan sena,2771,46455,19726,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,179,2,Suman Ashok Kadar,NCP,indian nationalist congress,5984,46455,19726,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,179,3,Jyotsana Harjeevan Parmar,samajvadi party,samajvadi party,8028,46455,19726,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,179,4,Sanika Rajendra Patkar,BJP,bjp,2943,46455,19726,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,180,1,Vinay Babu Dhondare,BSP,bahujan samaj party,2140,36489,16167,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,180,2,Dode Prakash Amrut,NCP,indian nationalist congress,3054,36489,16167,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,180,3,Gayakwad Vishnu Ramchandra,IND,Apaksh,4453,36489,16167,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,180,4,Chandrakant Rangnath Garud,IND,Apaksh,1064,36489,16167,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,180,5,Shamrav Bhiva Jadhav,republican party of india (A),republican party of india (A),195,36489,16167,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,180,6,Aatish Ramesh Landage,IND,Apaksh,38,36489,16167,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,180,7,Shripat Aaba Nikam,INADMK,INADMK,98,36489,16167,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,180,8,Manohar Kedari Raybago,IND,Apaksh,2976,36489,16167,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,180,9,Amit Ramesh Salave,MNS,maharashtra navnirman sena,2084,36489,16167,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,180,10,Raghunath Vishnu Jhende,republican party of india (D),republican party of india (D),84,36489,16167,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,181,1,Rashida Tajuddin Kaji,IND,Apaksh,357,47821,19030,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,181,2,Taruna Mahesh Kumbhar,IND,Apaksh,434,47821,19030,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,181,3,Amina Ali Kunatil,NCP,indian nationalist congress,3886,47821,19030,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,181,4,Shraddha Rajesh Patil,MNS,maharashtra navnirman sena,7554,47821,19030,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,181,5,Kureshi Afroj Vajar,samajvadi party,samajvadi party,204,47821,19030,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,181,6,Rodrix Filomina Jon,IND,Apaksh,159,47821,19030,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,181,7,Taslim Sayyad Rashid,IND,Apaksh,250,47821,19030,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,181,8,Jayashree Ramesh Tare,SS,shivsena,6186,47821,19030,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,182,1,A. Sabrina,IND,Apaksh,291,44486,20175,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,182,2,Prakash Atmaram Aayar,SS,shivsena,3951,44486,20175,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,182,3,Dalavi Sidhivinayak Shivram,IND,Apaksh,1883,44486,20175,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,182,4,Desai Meena Shripat,IND,Apaksh,1691,44486,20175,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,182,5,Dayas Harman Jonh,IND,Apaksh,225,44486,20175,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,182,6,Fanardees Fansis Agnolo,IND,Apaksh,357,44486,20175,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,182,7,Josef Samsan Gayakwad,IND,Apaksh,1014,44486,20175,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,182,8,Anilkumar Gupta,IND,Apaksh,318,44486,20175,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,182,9,Nasir Jafar Khan,BSP,bahujan samaj party,51,44486,20175,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,182,10,Prashant Janardan Pal,IND,Apaksh,252,44486,20175,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,182,11,Sarvankar Samadhan Sadanand,NCP,indian nationalist congress,4881,44486,20175,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,182,12,Shaikh Chandbadshaha Allabaksh,samajvadi party,samajvadi party,89,44486,20175,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,182,13,Sachin Vishnu Shinde,IND,Apaksh,84,44486,20175,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,182,14,Virendra Vishnu Tandel,MNS,maharashtra navnirman sena,5088,44486,20175,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,183,1,Manish Dattaram Chavan,MNS,maharashtra navnirman sena,12676,52992,25851,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,183,2,Dandekar Narendra Baburav,NCP,indian nationalist congress,3748,52992,25851,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,183,3,Arjun Ladoba Naik,IND,Apaksh,662,52992,25851,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,183,4,Milind Dattaram Vaidhya,SS,shivsena,8765,52992,25851,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,184,1,Sudhir Jadhav,MNS,maharashtra navnirman sena,9352,44197,22631,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,184,2,Prathamesh Kalidas Kolamkar,NCP,indian nationalist congress,6634,44197,22631,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,184,3,Vichale Yashwant Sakharam,SS,shivsena,6645,44197,22631,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,185,1,Sandip Sudhakar Deshpandey,MNS,maharashtra navnirman sena,13453,50082,26966,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,185,2,Datta Gayakwad,IND,Apaksh,120,50082,26966,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,185,3,Dr. Mandalik Sachin Sadanand,NCP,nationalist congress party,2433,50082,26966,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,185,4,Eknath Sakharam Mane,cpi,cpi,346,50082,26966,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,185,5,Mekal Laxminarayan Gangadhar,BSP,bahujan samaj party,109,50082,26966,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,185,6,Sanmugam Mudaliyar,IND,Apaksh,34,50082,26966,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,185,7,Gajanan (Gaja) Sadanand Pednekar,IND,Apaksh,42,50082,26966,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,185,8,Vasant (Raju) Suresh Rane,IND,Apaksh,183,50082,26966,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,185,9,Ad. Sanjiv Kumar Rapolu,samajvadi party,samajvadi party,79,50082,26966,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,185,10,Ashwin Amrutlal Shaha,IND,Apaksh,2977,50082,26966,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,185,11,Shetye Praveen Shridhar,SS,shivsena,7190,50082,26966,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,186,1,Gunja Kishor Patil,NCP,indian nationalist congress,5118,45447,21129,data/maharashtra/mumbai/2012_scanned_data.xlsx
