year,ward_no,serial,candidate,party,party_local,votes,electorate,valid_votes,source_path
2012,87,5,Krushna (Mahesh ) Parkar,BJP,bjp,9185,38625,18905,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,87,6,Prashant Vilas Polekar,IND,apaksh,205,38625,18905,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,87,7,Suryakant Chunilal Shedage,IND,apaksh,133,38625,18905,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,87,8,Abdul Kayyum Tamboli,NCP,nationalist congress party,6858,38625,18905,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,88Teachers,1,Subhash Rajaram Aacharekar,IND,apaksh,135,47329,22554,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,88Teachers,2,Bhutkar Deepak (Raju) Ramchandra,SS,Shivsena,8644,47329,22554,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,88Teachers,3,Manoj Gangadhar Gamare,IND,apaksh,96,47329,22554,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,88Teachers,4,Deepak Ramchandra Ghadigaonker,MNS,maharashtra navnirman sena,3977,47329,22554,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,88Teachers,5,Dr. Jaju Vivekanand,INC,indian national congress,5686,47329,22554,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,88Teachers,6,Kamble Aanand Shrirang,lok jan shakti party,lok jan shakti party,122,47329,22554,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,88Teachers,7,Khan Ajil Gaffar,IND,apaksh,269,47329,22554,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,88Teachers,8,Mohammad Salim Khan,janta dal (u),janta dal (u),111,47329,22554,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,88Teachers,9,Manoj Ulhas Khandare,indian muslim congress party,indian muslim congress party,104,47329,22554,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,88Teachers,10,Tajuddin Kamruddin Mansuri,samajvadi party,samajvadi party,451,47329,22554,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,88Teachers,11,Gundu Balkrushna Mayekar,IND,apaksh,776,47329,22554,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,88Teachers,12,Sandip Balkrushna More,india,india,84,47329,22554,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,88Teachers,13,Pandey Rajendra Amarnath,IND,apaksh,205,47329,22554,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,88Teachers,14,Jayvant Shantaram Parab,IND,apaksh,93,47329,22554,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,88Teachers,15,Shatrughan (Bala) Kusha Patkar,IND,apaksh,55,47329,22554,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,88Teachers,16,Jitendra Dashrath Sawant,IND,apaksh,419,47329,22554,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,88Teachers,17,Rikesh Aajad Sharma,IND,apaksh,464,47329,22554,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,88Teachers,18,Shaikh Abdul Hamid Jaddu,IND,apaksh,24,47329,22554,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,88Teachers,19,Kalimuddin Shaikh,IND,apaksh,74,47329,22554,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,88Teachers,20,Shenoy Sadashiv Laxman,IND,apaksh,197,47329,22554,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,88Teachers,21,Deepak Govind Shinde,indian prajasaktak paksh,indian prajasaktak paksh,91,47329,22554,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,88Teachers,22,Gyaneshwar Pandurang Shinde,IND,apaksh,44,47329,22554,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,88Teachers,23,Shirke Sandeep Shivaji,BSP,bahujan samaj party,433,47329,22554,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,89,1,Sandesh (Balli) Machalkar,MNS,maharashtra navnirman sena,3785,45777,18503,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,89,2,Manjarekar Ganesh Sadanand,NCP,nationalist congress party,5427,45777,18503,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,89,3,Suhas Krushna Patil,IND,apaksh,3453,45777,18503,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,89,4,Anil Pandurang Trimbkar (Sir),SS,Shivsena,5838,45777,18503,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,90,1,Bharti Devi Badriprasad Dayma,IND,apaksh,515,42612,19234,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,90,2,Vandana Sachin Kasare,republican party of india (A),republican party of india (A),3572,42612,19234,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,90,3,Balabai Sanjay Lokhande,MNS,maharashtra navnirman sena,3766,42612,19234,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,90,4,Porale Maya Debashish,IND,apaksh,356,42612,19234,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,90,5,Pragya Salavi - Bansode,BSP,bahujan samaj party,702,42612,19234,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,90,6,Reshma Shantaram Savale,IND,apaksh,1091,42612,19234,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,90,7,Dr. Priyatama Sharadkumar Sawant,INC,indian national congress,6513,42612,19234,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,90,8,Vhanmore Pushpa Rajesh,samajvadi party,samajvadi party,2719,42612,19234,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,91Khervadi,1,Ansari Sayrabanu Insanali,BSP,bahujan samaj party,84,33357,13810,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,91Khervadi,2,Anita Vinod Jadhav,MNS,maharashtra navnirman sena,1139,33357,13810,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,91Khervadi,3,Khan Aamana Shaid Anvar,IND,apaksh,15,33357,13810,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,91Khervadi,4,Khan Shahajaha Ekbal,IND,apaksh,87,33357,13810,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,91Khervadi,5,Laila Nadar,IND,apaksh,27,33357,13810,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,91Khervadi,6,Patel Geeta Raju,IND,apaksh,15,33357,13810,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,91Khervadi,7,Minakshi Laxman Rathod,indian muslim congress party,indian muslim congress party,39,33357,13810,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,91Khervadi,8,Sneha (Alka) Sunil Satam,SS,Shivsena,2562,33357,13810,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,91Khervadi,9,Jarina Nasim Sayyad,IND,apaksh,177,33357,13810,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,91Khervadi,10,Jarina Yunus Sayyad,janta dal (u),janta dal (u),79,33357,13810,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,91Khervadi,11,Dr. Gulista Shaikh,INC,indian national congress,4835,33357,13810,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,91Khervadi,12,Shaikh Hamida Bano Aayaj,IND,apaksh,52,33357,13810,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,91Khervadi,13,Shaikh Shakira Begam Mohammad,IND,apaksh,257,33357,13810,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,91Khervadi,14,Yasmin Yusuf Shaikh,samajvadi party,samajvadi party,4267,33357,13810,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,91Khervadi,15,Shaikh Jhubina Mohammad Kalim,rashtriya janta dal,rashtriya janta dal,175,33357,13810,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,92,1,Chari Mathura Madhukar,INC,indian national congress,6023,19883,19883,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,92,2,Chavan Geeta Bala,MNS,maharashtra navnirman sena,7257,19883,19883,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,92,3,Teelontkar Seema Krushna,SS,Shivsena,6603,19883,19883,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,93,1,Ad. Pallavi P. Aarolkar,IND,apaksh,357,20222,20222,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,93,2,Mahak Amar Bachani,INC,indian national congress,7410,20222,20222,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,93,3,Jadhav Minal Manoj,MNS,maharashtra navnirman sena,1652,20222,20222,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,93,4,Alka Kerkar,BJP,bjp,1922,20222,20222,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,93,5,Shama Samir Mohite,BSP,bahujan samaj party,240,20222,20222,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,93,6,Mandakini Vijay More,Bharip Bahujan Mahasangh,Bharip Bahujan Mahasangh,453,20222,20222,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,93,7,Sulochana Shanker Ratnavel,IND,apaksh,188,20222,20222,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,94,1,Seema N. Buga,IND,apaksh,294,23121,23121,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,94,2,Kiran Shridhar Gamare,IND,apaksh,134,23121,23121,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,94,3,Namita Kiran Khot,MNS,maharashtra navnirman sena,3216,23121,23121,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,94,4,Vaishali Krushna Mhatre,IND,apaksh,80,23121,23121,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,94,5,Sonali Sunil Parab,IND,apaksh,114,23121,23121,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,94,6,Laxmi Haresh Pinge,SS,Shivsena,5882,23121,23121,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,94,7,Nayana U. Raut,IND,apaksh,882,23121,23121,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,94,8,Reshma Ashok Salavi,IND,apaksh,236,23121,23121,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,94,9,Shobhana (Puja) Arvind Shisatkar,bhartiya shetkari kamgar paksh,bhartiya shetkari kamgar paksh,3038,23121,23121,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,94,10,Arpana K. Tiwari,IND,apaksh,746,23121,23121,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,94,11,Sunita Suresh Vavekar,INC,indian national congress,7415,23121,23121,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,94,12,Parvati Lalji Yadav,samajvadi party,samajvadi party,1004,23121,23121,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,95,1,Aslam Suleman Behlim (Chadda),rashtriya sarvasamaj Party (India),rashtriya sarvasamaj Party (India),60,18737,18737,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,95,2,Jems V. Bogi,the humanilist party of india,the humanilist party of india,134,18737,18737,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,95,3,Ad. Shen Clifards Cardos,IND,apaksh,472,18737,18737,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,95,4,Suresh Geega Dabhi,IND,apaksh,942,18737,18737,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,95,5,Anthony Disuja,IND,apaksh,122,18737,18737,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,95,6,Gomavale Mahesh Krushna,MNS,maharashtra navnirman sena,1551,18737,18737,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,95,7,Shyam Pyarelal Jaisvar,akhil bhartiya sena,akhil bhartiya sena,124,18737,18737,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,95,8,Krushna Babulal Kanojiya,BSP,bahujan samaj party,158,18737,18737,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,95,9,Kishor bhau Khatri,IND,apaksh,39,18737,18737,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,95,10,Lokare Nisar,IND,apaksh,17,18737,18737,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,95,11,Soma Madhur Mangnani,IND,apaksh,371,18737,18737,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,95,12,Ajit Manyal,BJP,bjp,6033,18737,18737,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,95,13,Pappu,IND,apaksh,135,18737,18737,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,95,14,Amol Gajanan Pawar,IND,apaksh,73,18737,18737,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,95,15,Dashrath Pawar,IND,apaksh,130,18737,18737,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,95,16,Raju S. Pille,samajvadi party,samajvadi party,263,18737,18737,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,95,17,Surati Jagdish Ishwarlal,IND,apaksh,54,18737,18737,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,95,18,Rony R Viliyams,IND,apaksh,105,18737,18737,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,95,19,Aasif Ahamad Jhakeriya,INC,indian national congress,7954,18737,18737,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,96,1,Amita Anil Bhirvandekar,MNS,maharashtra navnirman sena,1594,19375,19375,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,96,2,Karan Sisiliya Dimelo,INC,indian national congress,10765,19375,19375,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,96,3,Ashwini Rasal,BJP,bjp,7016,19375,19375,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,97,1,Hajare Vinayak Chandrakant,MNS,maharashtra navnirman sena,3198,18908,18908,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,97,2,Tanvir Mo. Ali Patel,INC,indian national congress,9324,18908,18908,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,97,3,Alijan Shaikh,IND,apaksh,2983,18908,18908,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,97,4,Nilima Thakur,IND,apaksh,3403,18908,18908,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,98,1,Aalat Mamlabai Libaji,IND,Apaksh,273,51180,23717,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,98,2,Sapna Anil Gadekar,IND,Apaksh,642,51180,23717,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,98,3,Manju Dhruvkumar Igale,BSP,bahujan samaj party,303,51180,23717,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,98,4,Nanda Prabhakar Kamble,NCP,indian nationalist congress,7980,51180,23717,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,98,5,Samita Vinod Kamble,BJP,bjp,8365,51180,23717,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,98,6,Minakshi Raju Mankar,IND,Apaksh,1196,51180,23717,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,98,7,Sunita Jijaba Shurve,MNS,maharashtra navnirman sena,4958,51180,23717,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,99,1,Kalpana Madhun Devkar,IND,Apaksh,148,49961,23512,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,99,2,Manisha Santosh Dike,BSP,bahujan samaj party,441,49961,23512,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,99,3,Bhavna Bhavin Jobanputra,BJP,bjp,9275,49961,23512,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,99,4,Reshma Ashok Khairan,MNS,maharashtra navnirman sena,5019,49961,23512,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,99,5,Shobha Madhukar Mali,IND,Apaksh,128,49961,23512,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,99,6,Patil Minakshi Suresh,NCP,nationalist congress party,8501,49961,23512,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,102,1,Prakash Kashinath Gangadhare,BJP,bjp,10550,49662,23197,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,102,2,Ghankar Vinayak Bal,IND,Apaksh,781,49662,23197,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,102,3,,NCP,indian nationalist congress,8623,49662,23197,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,102,4,,IND,Apaksh,350,49662,23197,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,102,5,,IND,Apaksh,142,49662,23197,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,102,6,,MNS,maharashtra navnirman sena,2751,49662,23197,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,103,,,,,,,,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,103,,,,,,,,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,103,,,,,,,,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,103,,,,,,,,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,103,,,,,,,,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,103,,,,,,,,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,103,,,,,,,,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,103,,,,,,,,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,103,,,,,,,,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,103,,,,,,,,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,103,,,,,,,,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,103,,,,,,,,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,103,,,,,,,,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,104,1,Gavhane Rajaram Dinkar,MNS,maharashtra navnirman sena,4620,43929,21034,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,104,2,Koparkar Suresh Harishchandra,NCP,indian nationalist congress,8599,43929,21034,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,104,3,Narvekar Santosh Vasudev,SS,shivsena,2952,43929,21034,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,104,4,Paste Harishchandra Govind,IND,Apaksh,2614,43929,21034,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,104,5,Sandip Rajapurkar,cpi (M),cpi (M),2249,43929,21034,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,105,1,Chirath Harinakshi Mohan,MNS,maharashtra navnirman sena,6825,49039,24645,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,105,2,Kanojiya Chotelal (Pappu) Dhanraj,samajvadi party,samajvadi party,670,49039,24645,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,105,3,Keni Madhukar Jagnnath,NCP,indian nationalist congress,4701,49039,24645,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,105,4,Vitthal Chahu Patil,IND,Apaksh,291,49039,24645,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,105,5,Mangesh Narayan Pavar,IND,Apaksh,6965,49039,24645,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,105,6,Ulhas Jagnath Pednekar,IND,Apaksh,891,49039,24645,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,105,7,Shailendra Vijay Suvarna,BJP,bjp,4302,49039,24645,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,106,1,Santosh Balkrushna Chavan,MNS,maharashtra navnirman sena,5596,33433,17950,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,106,2,Dhurat Sujay Gopal,NCP,indian nationalist congress,2673,33433,17950,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,106,3,Ramesh Gajanan Korgaonkar,SS,shivsena,9484,33433,17950,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,106,4,Mayekar Umesh Shivaji,IND,Apaksh,197,33433,17950,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,107,1,Sampada Kisan Gayakwad,BSP,bahujan samaj party,300,46674,25400,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,107,2,Anisha Amol Manjgaonkar,MNS,maharashtra navnirman sena,10705,46674,25400,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,107,3,Madhavi Kuldeep Pandave,IND,Apaksh,124,46674,25400,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,107,4,Pednekar Sangita Naresh,SS,shivsena,7305,46674,25400,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,107,5,Vichare Sandhya Bhaskar,NCP,nationalist congress party,8966,46674,25400,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,108,1,Ghade Ramesh Sadanand,SS,shivsena,7616,53141,25996,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,108,2,Mokal Rajendra Harishchandra,NCP,nationalist congress party,8597,53141,25996,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,108,3,Rupesh Vayangpakar,MNS,maharashtra navnirman sena,9783,53141,25996,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,109,1,Karanje Suvarna Sahdev,NCP,indian nationalist congress,2243,47670,22938,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,109,2,Pratibha Satish Latkar,BJP,bjp,3693,47670,22938,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,109,3,Deepali Deepak Patil,IND,Apaksh,513,47670,22938,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,109,4,Patil Pramila Kamlakar,IND,Apaksh,6841,47670,22938,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,109,5,Vaishnavi Sarfare Tarkar,MNS,maharashtra navnirman sena,8899,47670,22938,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,109,6,Shrungare Harsha Hemendra,IND,Apaksh,949,47670,22938,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,110,1,(Chitya) Sanjay Ramsurat Chauhan,IND,Apaksh,158,48468,26292,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,110,2,Vishak Dalavi,BJP,bjp,3763,48468,26292,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,110,3,Vishwas (Babu) Sakharam Ghan,IND,Apaksh,427,48468,26292,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,110,4,Ajay Navaji Indore,BSP,bahujan samaj party,173,48468,26292,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,110,5,Deepak Kashid,,,16,48468,26292,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,110,6,Sangita Mahendra Murkar,IND,Apaksh,77,48468,26292,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,110,7,Pakhare Madhukar Baburav,IND,Apaksh,20,48468,26292,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,110,8,Krushna Sakharam Palshetkar,IND,Apaksh,237,48468,26292,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,110,9,Pradip Govind Pawar,IND,Apaksh,212,48468,26292,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,110,10,Pisal Dhananjay Sadashiv,NCP,nationalist congress party,11753,48468,26292,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,110,11,Kamlakar Ramakant Sawant,IND,Apaksh,417,48468,26292,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,110,12,Vinod Ramchandra Shinde,MNS,maharashtra navnirman sena,8039,48468,26292,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,111,1,Santosh Rakhmaji Bhalerav,BSP,bahujan samaj party,770,20333,20333,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,111,2,Ad Vaishali Chandrakant Bhosale,IND,Apaksh,65,20333,20333,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,111,3,Ad Haribhau Jagtap,IND,Apaksh,78,20333,20333,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,111,4,Ravindra Narayan Kadam,MNS,maharashtra navnirman sena,4792,20333,20333,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,111,5,Ashok Shanker Kharat,IND,Apaksh,178,20333,20333,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,111,6,Sushila Babu Manchekar,IND,Apaksh,1034,20333,20333,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,111,7,Pal Satyajit Gurudin,IND,Apaksh,64,20333,20333,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,111,8,Sarvanan Saundra Pandiyan,IND,Apaksh,2346,20333,20333,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,111,9,Ashok Dharmaraj Patil,SS,shivsena,6558,20333,20333,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,111,10,Ritesh Shyam Sawant,NCP,indian nationalist congress,3303,20333,20333,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,111,11,Paresh Devraj Shah,IND,Apaksh,172,20333,20333,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,111,12,Santosh Pandurang Shetye,republican party of india,republican party of india,95,20333,20333,data/maharashtra/mumbai/2012_scanned_data.xlsx
