state,year,district,body,ward_no,ward_name,tier,woman_reserved,reservation_raw,caste_reservation_known,winner,party,party_local,votes,votes_polled,reservation_source_path,source_path
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,90,Bandra Terminus - Nirmal Nagar,ulb_ward,0,,0,Adv. Manmohan S Chonkar,SS,SENA,5432,17843,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,91,Kherwadi,ulb_ward,0,,0,Mohammed H Shaikh,SP,SP,4660,12341,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,92,Khira Nagar - Muktanand Park,ulb_ward,0,,0,Mohan V Lokegaonkar,SS,SENA,5574,18215,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,93,Vithaldas Nagar- Madhu Park - Khar (West)- Saraswat Colony,ulb_ward,0,,0,Adv. Ashish B Shelar,BJP,BJP,9335,18128,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,94,Khar Danda - Chuim Village,ulb_ward,0,,0,Vilas S Chavari,IND,IND,4340,20054,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,95,Union Park - National College,ulb_ward,1,W,0,Kavita H Rodricks,INC,CONG,6814,15850,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,96,Bandra Fort - Pali Market - National Library,ulb_ward,0,,0,Asif A Zakaria,INC,CONG,6882,17776,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,97,Lilavati Hospital - Bandra Bus Terminus,ulb_ward,0,,0,Rahebar S (Raja) Khan,IND,IND,6049,17870,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,98,Mulund Colony - Tulasi Lake,ulb_ward,0,,0,Vishwanath Shankar Maske,BJP,BJP,9859,18612,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,99,Mulund Check Naka - ESIS Hospital,ulb_ward,0,,0,Manoj Kishorbhai Kotak,BJP,BJP,4254,21505,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,100,Topiwala College - Gavan Pada - MHADA Buildings,ulb_ward,1,W,0,Jyoti Mahendra Vaity,SS,SENA,5827,20847,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,101,Nane Pada - Palm Acres,ulb_ward,0,,0,Prabhakar Tukaram Shinde,SS,SENA,8658,22581,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,102,Mulund Central,ulb_ward,1,W,0,Amita Deepak Shah,BJP,BJP,7498,18989,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,103,Johnson & Johnson - Sarvoday Nagar - Nahur Village,ulb_ward,1,W,0,Dr. Avtarkaur Sevsingh Sokhi,INC,CONG,5864,17292,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,104,Milind Nagar,ulb_ward,0,,0,Suresh Harishchandra Koparkar,INC,CONG,3570,16583,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,105,Bhandup Village,ulb_ward,1,W,0,Sangita Gopinath Patil,INC,CONG,6954,18029,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,106,Gaon Devi ( Bhandup ) Tembipada,ulb_ward,0,,0,Suresh Atmaram Shinde,SS,SENA,7225,14822,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,107,Nardas Nagar,ulb_ward,0,,0,Ramesh Gajanan Korgaonkar,SS,SENA,12849,22396,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,108,Kokan Nagar - Bhattipada,ulb_ward,1,W,0,Snehalata Manohar Dalvi,SS,SENA,6387,20760,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,109,Hanuman Nagar - Farid Nagar,ulb_ward,0,,0,shinath (Rajabhau) Damoji Karad,INC,CONG,4975,21237,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,110,Datar Colony - C. G. S. Quarters,ulb_ward,1,W,0,Bharati Dhananjay Pisal,NCP,NCP,9170,21716,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,111,Kanjur Village,ulb_ward,1,W,0,Minakshi Asshok Patil,SS,SENA,5344,13764,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,112,Kannamwar Nagar,ulb_ward,0,,0,Mangesh Eknath Sangle,MNS,MNS,6721,18657,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,113,Tagore Nagar,ulb_ward,0,,0,Tawaji Sahadev Gorule,SS,SENA,6061,18948,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,114,Hariyali Village - Godrej Colony,ulb_ward,1,W,0,Rashmi Ramesh Padukar,SS,SENA,6815,18081,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,115,Eden Bunglows - Tirandaz Village,ulb_ward,1,W,0,Charu Chandan Sharma,NCP,NCP,3952,10508,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,116,Vihar Lake - Powai Lake - Paspoli Village,ulb_ward,1,W,0,Anjali Vasant Darade,INC,CONG,5686,13443,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,117,Rahul Nagar,ulb_ward,0,,0,Kashinath Vittal Tharali,SS,SENA,8424,21240,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,118,Park Site Colony - Vikhroi Village,ulb_ward,0,,0,Harun Yusuf Khan,NCP,NCP,4763,16017,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,119,Damodar Park Sanghani Estate,ulb_ward,1,W,0,Sarasvati Gajanan Bhosle,SS,SENA,8466,16994,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,120,Sarvodaya Hospital - Central Govt. Colony - Jagdusha Nagar,ulb_ward,0,,0,Kumar B Pande,SS,SENA,6036,19598,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,121,Bhim Nagar - Ram Nagar,ulb_ward,0,,0,Pravin Velji Chheda,BJP,BJP,5940,19030,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,122,Bhat Wadi-Barve Nagar,ulb_ward,0,,0,Shubhangi Dashrath Shirke,SS,SENA,7877,18229,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,123,Chirag Nagar- Narayan Nagar,ulb_ward,0,,0,Ashwini Bharat Mate,SS,SENA,7538,21680,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,124,Kirol Village - Ramji Ashar School,ulb_ward,1,W,0,Shobha Harish Ashar,BJP,BJP,8778,15499,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,125,Pant Nagar,ulb_ward,0,,0,Suresh Shantaram Golatkar,INC,CONG,6616,19507,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,126,Ramabai Nagar,ulb_ward,1,W,0,Rakhi Harishchandra Jadhav,NCP,NCP,5330,15418,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,127,Garodia Nagar - Somaiya College,ulb_ward,0,,0,Bhalchandra Motiram Shrisat,BJP,BJP,12110,17284,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,128,Kamraj Nagar,ulb_ward,0,,0,Parmeshwar Tukaram Kadam,MNS,MNS,3465,16125,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,129,Lotus Colony - Rafiq Nagar,ulb_ward,0,,0,Suresh K Patil,IND,IND,2669,12794,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,130,Shivaji Nagar No.1,ulb_ward,1,W,0,Anjum Fatima Aslam,IND,IND,3709,10393,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,131,Shivaji Nagar No.2 - Sanjay Nagar,ulb_ward,1,W,0,Noorjahan R Shaikh,SP,SP,4499,12910,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,132,Shashtri Nagar - Kamala Raman Nagar,ulb_ward,1,W,0,Asma A B Shaikh,SP,SP,4209,13030,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,133,Baiganwadi - P.M.G. Colony,ulb_ward,0,,0,Fazrulrrehman S Choudhari,SP,SP,4478,16833,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,134,Mankhurd Villege - Mandala Villege,ulb_ward,1,W,0,Nirmaladevi V Singh,INC,CONG,2775,15372,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,135,Chita Camp,ulb_ward,0,,0,Mohammed Farooq A Razzak,IND,IND,4041,16965,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,136,Anushakti Nagar ( B.A.R.C. ) - Trombay,ulb_ward,0,,0,Rahul R Shewale,SS,SENA,8219,17846,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,137,New Gautam Nagar,ulb_ward,0,,0,Vittal G Lokare,INC,CONG,3916,12856,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,138,Deonar Slaughter House,ulb_ward,1,W,0,Sujata Rajendra Waghmare,RPI(A),RPI(A),5182,17550,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,139,Deonar Villege - Mankhurd childrens' house,ulb_ward,0,,0,Shashikant V Patil,INC,CONG,7058,17880,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,140,RCF Township,ulb_ward,0,,0,Devidas S Borse,INC,CONG,4217,14833,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,141,Adarsh Nagar - Hindustan Petroleum - Anik Village,ulb_ward,1,W,0,Rukmini V Kharatmol,BJP,BJP,3587,13585,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,142,"Anik, Mahul Villege - Rashtriya Chemical & Fertilzer Company",ulb_ward,0,,0,Rajendra J Mahulkar,INC,CONG,8038,15986,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,143,Suman Nagar - Sindhi Society,ulb_ward,1,W,0,Jayshree D Kharat,BJP,BJP,4757,15816,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,144,Siddharth Colony - Basant Park - Golf Club,ulb_ward,0,,0,Kisan R Mistry,INC,CONG,5082,16941,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,145,Sahakar nagar,ulb_ward,0,,0,Gautam G Sable,RPI(A),RPI(A),4195,14704,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,146,Subhas Nagar - Beggar's Home,ulb_ward,0,,0,Prakash V Phaterpekar,SS,SENA,4599,14292,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,147,Borla ( Central ) - Ghatala Village,ulb_ward,1,W,0,Mangala T Kate,SS,SENA,9995,20403,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,148,Jyoti Nagar - Rahul Nagar,ulb_ward,0,,0,Babasaheb D Bansode,RPI(A),RPI(A),6011,15431,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,149,Tilak Nagar - Chheda Nagar,ulb_ward,0,,0,Rajiv S Chaugule,SS,SENA,6494,16848,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,150,Tungve Village - Chandivli village ( west ),ulb_ward,0,,0,Sharad Shivkumar Pawar,NCP,NCP,3571,15055,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,151,Chandivli village (East ),ulb_ward,1,W,0,Chitra Somnath Sangle,SS,SENA,3117,10978,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,152,Mohili Village,ulb_ward,0,,0,Komal Kamalakar Jamsandekar,RPI(A),RPI(A),5338,15667,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,153,Kajupada Hill - Asalpe Village,ulb_ward,0,,0,Harish Chandan Shukla,SS,SENA,4083,13729,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,154,Kamani Industries - Saki Naka,ulb_ward,1,W,0,Shaila Dilip Lande,MNS,MNS,7621,16790,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,155,Jari Mari,ulb_ward,0,,0,Shivkilandu Annamalai,INC,CONG,5953,15718,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,156,Home Guard Training Center,ulb_ward,0,,0,Sitaram Shivnaresh Tiwari,BJP,BJP,6361,16975,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,157,Wadia Estate - Hall Village - Premuer Automobiles,ulb_ward,0,,0,Rajhans Singh D Singh,INC,CONG,5580,20456,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,158,Kurla Village - Dayanand Vidyalaya,ulb_ward,0,,0,Narayan Janu Pawar,IND,IND,3973,16687,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,159,Vinbha Bhave Nagar,ulb_ward,1,W,0,Shazia Aslam Azmi,SP,SP,6030,13270,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,160,Kurla Terminus - Kamgar Nagar,ulb_ward,0,,0,Shantaram Dattaram Nail,SS,SENA,5378,18294,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,161,Shikshak Nagar,ulb_ward,0,,0,bdul Rashid Mohamed Islam Mali,NCP,NCP,4287,15598,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,162,Nehru Nagar - Bhabha Hospital - Takia,ulb_ward,0,,0,Anuradha Mahesh Pednekar,SS,SENA,5331,17538,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,163,Kasai Wada - Everard Nagar,ulb_ward,0,,0,Rajendra Ramakant Lad,MNS,MNS,5578,16574,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,164,Swadeshi Mill - Eye Hospital,ulb_ward,1,W,0,Vidya Bhaskar Bhoir,SS,SENA,5747,17567,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,165,Pratiksha Nagar - Sion,ulb_ward,0,,0,Mangesh S Satamkar,SS,SENA,6420,14054,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,166,Salt Pans - Sion Transit camp,ulb_ward,0,,0,Ravi K Raja,INC,CONG,7664,19064,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,167,Lokmanya Tilak Hospital - Shanmukhanand Hall,ulb_ward,0,,0,Upendra P Doshi,INC,CONG,5033,17166,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,168,Rawli Hill,ulb_ward,1,W,0,Harwindarkaur J Maniktala,INC,CONG,6606,15874,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,169,C.G.S. Colony - Sector 7,ulb_ward,1,W,0,Shraddha S Jadhav,SS,SENA,4339,13391,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,170,C.G.S. Colony - Antop -  Hill,ulb_ward,0,,0,Niyaz A Vanu,NCP,NCP,4964,15787,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,171,Sangam Nagar,ulb_ward,1,W,0,Faridabanu A A Darji,SP,SP,2719,10585,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,172,Korba Mithagar - Wadala Saltpans,ulb_ward,1,W,0,Presila A Kadam,INC,CONG,6374,21009,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,173,Lepers' Home - B.P.T. Hospital Colony,ulb_ward,0,,0,Hemant U Doke,SS,SENA,3639,14208,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,174,Hindu Colony - Parsi Colony,ulb_ward,0,,0,Raghunath D Thawai,INC,CONG,6964,16862,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,175,Mahim Kala Killa,ulb_ward,1,W,0,Parubai Dattu Katke,BSP,BSP,5259,12914,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,176,Dharavi - Transit Camp,ulb_ward,0,,0,Naresh Pehalwan Mane,INC,CONG,663,17264,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,177,Kakkaiyadevi Tampl (Dharavi)Khambadevi Nagar-Mukund Naga,ulb_ward,1,W,0,Sunanda Rajendra Suryawanshi,SS,SENA,9369,16679,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,178,Western India Tanneries,ulb_ward,0,,0,Mahendra Shivdas Shinde,INC,CONG,7029,18025,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,179,Mahim Sonapur - Labour Camp,ulb_ward,0,,0,Hanumanta Sayappa Nandepalli,INC,CONG,4566,16838,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
