year,ward_no,candidate,symbol,gender,votes,won,incumbent,source_path
2002,74,Khatri Kishor Madhubhai,Bicycle,M,90,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,74,Telis Anthoni Frances,Kite,M,86,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,74,Pavale Dattatray Tukaram,Aeroplane,M,453,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,74,Britto Advin Frances,Battery Torch,M,3051,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,74,Bhamla Asif Vali,Clock,M,1396,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,74,Maniyal Ajit Motiram,Lotus,M,2604,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,74,Rodriks Kavita Harvi,Hand,F,4188,W,0,data/maharashtra/mumbai/BMC 2002.xls
2002,74,Rodriks Khristophar,Black Board,M,571,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,74,Vaz Grerg Jerom,Candles,M,41,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,74,Sharma Harbansh Rampratap,Basket,M,42,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,75,Punavat Kishor Barku,Lotus,M,4016,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,75,Bobadi Prakash Pandurang,Hand,M,5093,W,0,data/maharashtra/mumbai/BMC 2002.xls
2002,75,Sayyad Gaffar Umar,Clock,M,1908,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,76,Agalave Bharti Ramchandra,Hand,F,5067,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,76,Gujar Vijay Narayan,Bicycle,M,342,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,76,Gobare Ramesh Hari,Bungalow,M,372,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,76,Chavri Vilas Sitaram,Bow and Arrow,M,8491,W,0,data/maharashtra/mumbai/BMC 2002.xls
2002,76,Pal Udayanarayan Sukharam,Car,M,655,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,76,More Sunil Mahadev,Aeroplane,M,1257,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,76,Yadav Lalji Ramkishore,Bus,M,2144,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,76,Rana Kamdev Diho,Elephant,M,234,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,76,Rane Aruna Vinayak,Candles,F,684,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,76,Roy Dinesh Siyasaran,Kite,M,650,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,76,Shivtare Vijay Sopanrav,Clock,M,2483,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,76,Hak Mohammed Siddique Maitulak,Gas Cylnder,M,110,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,77,Kasare Hansraj Ramdas,Television,M,295,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,77,Ghatge Vijay Maruti,Elephant,M,1000,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,77,Chadda Tejpalsingh,Bicycle,M,341,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,77,Jadhav Sunita Mangesh,Bungalow,F,679,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,77,Nandgavnkar Prashant Shantaram,Clock,M,505,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,77,Pawar Tukaram Gunaji,Kite,M,17,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,77,Vavekar Suresh Dharma,Hand,M,3667,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,77,Shelar Ashish Babaji,Lotus,M,4311,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,77,Sethi Jasbirsingh Balvantsingh,Ceilng Fan,M,342,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,78,Gangar Ramesh Dhamji,Elephant,M,64,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,78,Chavan Shrikrushna Lakshman,Bow and Arrow,M,5921,W,0,data/maharashtra/mumbai/BMC 2002.xls
2002,78,Jani Prakash Revashankar,Kite,M,126,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,78,Tirletkar Seema Krishna,Bungalow,F,391,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,78,Pawar Vivek Govindrav,Lock and Key,M,1731,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,78,Batad Akhil Amar,Chair,M,151,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,78,Shukla Shashikant Vishvnath,Cup and Saucer,M,53,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,78,Shekh Aslam Jamaluddin,Bicycle,M,411,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,78,Singh Arjun Bjjala,Hand,M,4194,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,78,Husain Nishant Imtiyaj,Axe,F,312,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,79,Ovhal Smita Vishnu,Clock,F,2134,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,79,Chauhan Rinki Radheshyam,Hand,F,5590,W,,data/maharashtra/mumbai/BMC 2002.xls
2002,79,Jagtap Anita Hemchandra,Bicycle,F,5547,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,79,Jalgavankar Minikshi Pritish,Elephant,F,126,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,79,Bagoriya Kiran Jayaprakash,Bow and Arrow,F,4297,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,80,Kumbhar Suresh Tukaram,Elephant,M,148,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,80,Kore Rajendra Gopal,Clock,M,827,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,80,Patil Suhas Krushna,Bow and Arrow,M,4131,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,80,Shaikh Mohammed Kayyub Mohammed Ahmed,Aeroplane,M,10,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,80,Shaikh Lalmohamed Mehmud,Hand,M,6386,W,,data/maharashtra/mumbai/BMC 2002.xls
2002,80,Hadi Mohammed Shahrukh Mukthar Ahmed,Bicycle,M,1575,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,81,Kadam Dharmsen Shantaram,Elephant,M,190,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,81,Gangurde Dinesh Khanderav,Clock,M,1471,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,81,Gayakavad Deepak Kisan,Bus,M,73,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,81,Thakur Tejbahadur Pratapsingh,Ink Pot & Pen,M,38,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,81,Dayama Bhupendrasingh Dhannalal,Hand,M,3440,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,81,Pawar Jawant Maruti,Batsman,M,27,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,81,Piwal Rajbir Chandsigh,Bungalow,M,414,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,81,Pai Sunanda Raj,Aeroplane,F,271,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,81,Bhowal Vishnu Baliram,Axe,M,231,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,81,Bhosale Suryakant Gangaram,Car,M,55,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,81,Rikkibe Anand Balbhim,Bat,M,36,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,81,Lot Harish Surjeet,Railway Engine,M,132,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,81,Shinde Ashok Gauru,Kite,M,43,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,81,Shaik Mohammed Rahim Abdul Gaffur,Bicycle,M,1268,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,81,Swant Prakash Vasant,Bow and Arrow,M,7946,W,1,data/maharashtra/mumbai/BMC 2002.xls
2002,82,Ingle Suchitra Vijay,Lotus,F,1493,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,82,Kureshi Jahida Sadique (Jaffar),Hand,F,5539,W,,data/maharashtra/mumbai/BMC 2002.xls
2002,82,Parle Suvrna Dattatray,Kite,F,49,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,82,Palekar Shalini (Kala) Vilas,Clock,F,2670,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,82,Mirlekar Urmila Lakshman,Aeroplane,F,2095,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,83,Ajavankar Arvind Atmaram,Sewing Machine,M,74,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,83,Chavan Surekha Gangaram,Clock,M,1657,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,83,Dhamapurkar Ashok Sambhaji,Flaming Torch,M,93,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,83,Mayekar Gundu Balkrushna,Television,M,1864,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,83,Mahadeshwar Vishwnath Panudrang,Bow and Arrow,M,7483,W,,data/maharashtra/mumbai/BMC 2002.xls
2002,83,Rai Satish Chintamani,Hand,M,6788,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,83,Lal Vasudev Madhukar,Bus,M,267,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,83,Lokhande Ashok Kisan,Elephant,M,102,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,83,Shaikh Iqbal Azij,Carg,M,66,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,83,Shaikh Shamim Ahmed Habib Ahmed,Bicycle,M,694,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,84,Ahmed Neesha Bashir,Railway Engine,F,12,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,84,Anant Tavindar Pal Kaur Tarlochan Singh,Carg,F,489,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,84,Kalgoda Sheela Shantaram,Bangles,F,122,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,84,Koriya Fatima Paul,Candles,F,621,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,84,Kandekar Vidya Prakash,Bungalow,F,197,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,84,Gotekar Ramabai Bharat,Ceiling Fan,F,80,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,84,Dal Sadhna Subhash,Aeroplane,F,1017,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,84,Potnis Sunana Suresh,Bow and Arrow,F,6903,W,,data/maharashtra/mumbai/BMC 2002.xls
2002,84,Beg Jarina Ramjan,Bicycle,F,164,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,84,Barde Helan Anvar,Hand,F,6168,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,84,Meshram Kirti Sheshrav,Axe,F,47,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,84,More Minakshi Prakash,Lock and Arrow,F,3220,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,84,Shaikh Mominabi Mohammed Razaqe,Chair,F,22,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,84,Sonavne Sangita Ravindra,Bus,F,173,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,84,Somayya Sheela Deepak,Cup and Saucer,F,12,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,85,Anavakar Bhaskar Jagannath,Aeroplane,M,288,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,85,Ansari Masood Ahmed Abdul Kasab,Bicycle,M,1500,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,85,Kureshi Akbar Ali,Lock and Key,M,377,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,85,Jadhav Soma Sukappa,Bow and Arrow,M,3550,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,85,Pawar Sukhdev Kisan,Clock,M,283,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,85,Mahadgut Krushna Vasudev,Hand,M,2908,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,85,Lad Ramesh Dayaram,State,M,248,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,85,Shaikh Mohammed Raffiqe Mustaffa Husain,Coconut,M,5032,W,,data/maharashtra/mumbai/BMC 2002.xls
2002,86,Abraham Jorge,Hand,M,4727,W,,data/maharashtra/mumbai/BMC 2002.xls
2002,86,Kirtavade Vidyadhar Bhimrav,Televison,M,30,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,86,Gauli Pravin Harishchandra,Aeroplane,M,614,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,86,Gutka Harakchandra Liladhar,Clock,M,1699,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,86,Jadhav Krushana Narayan,State,M,150,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,86,Dayas Joseph Domnik,Bus,M,569,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,86,Dalvi Santosh Narayan,Axe,M,42,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,86,Miranda Brayan Francis,Kite,M,1408,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,86,Rajaura Pushpadevi S.,Elephant,F,41,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,86,Shaikh Abdulla Kadar,Railway Engine,M,19,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,86,Shrikhande Sanjay Suresh,Candles,M,105,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,86,Saravade Sharad Mahadev,Bungalow,M,105,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,86,Singh Jangbadur Ramnarayan,Bicycle,M,125,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,86,Singh Shriprakash Kashinath,Flaming Torch,M,29,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,86,Singh Ajaykumar Prasidhanarayan,Lotus,M,3900,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,86,Haldankar Dinesh Jayaram,Book,M,226,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,87,Khan Azad Mohammed,Aeroplane,M,199,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,87,Khan Tavkir Ahmed Mohammed Hanif,Bicycle,M,60,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,87,Dubhashi Aasha Arvind,Coconut,F,135,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,87,Parab Sadanand Gajanan,Bow and Arrow,M,4669,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,87,Pande Bholanath Kharpat,Hand Pump,M,8,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,87,Pulavale Trimbak Kisan,Gas Cylinder,M,38,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,87,Bastivala Khan Mohammed Haji Abbas,Hand,M,7725,W,,data/maharashtra/mumbai/BMC 2002.xls
2002,87,Mishra Brahmajeet Shobhnath,Flaming Torch,M,45,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,87,Savant Subhash Mahadev,Clock,M,1816,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,87,Soni Padam Bhagavti,Book,F,260,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,88,Gurav Vijay Raghunath,Bow and Arrow,M,7392,L,1,data/maharashtra/mumbai/BMC 2002.xls
2002,88,Thakur Suryvanshi Balrup,Hand,M,7770,W,0,data/maharashtra/mumbai/BMC 2002.xls
2002,88,Nandivakar Sanjay Vithoba,Bungalow,M,3003,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,88,Yadav Baijnath Shilaprasad,Clock,M,70,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,89,Kuntadi Sanjeev Timappa,Hand,M,3087,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,89,Khot Sukhdev Sitaram,Aeroplane,M,688,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,89,Gurav Dattaram Mahadev,Kite,M,160,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,89,Gurav Maruti Gopal,Coconut,M,770,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,89,Nirala Shilkumar Shitalprasad,Bicycle,M,660,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,89,Vavekar Naresh Vasant,Television,M,2392,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,89,Saliyan Shekhar Jillhu,Clock,M,1574,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,89,Khsirsagar Vasant Vithal,Lotus,M,4214,W,,data/maharashtra/mumbai/BMC 2002.xls
2002,90,Almeda Nikolas Hilari,Whistle,M,2990,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,90,Khan Lalmiya Suleman,Lock and Key,M,362,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,90,Gamre Vijay Prabhakar,Hand,M,6092,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,90,Gavali Pritish Kumar,Car,M,620,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,90,Gardi Suresh Babu,Ceiling Fan,M,122,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,90,Jadhav Rahul Jagan,Bungalow,M,467,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,90,Jayagade Krushna Dhondu,Railway Engine,M,509,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,90,D'Souza Anthoni Sebostiyan,Candles,M,224,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,90,Tiwari Raju,Flaming Torch,M,158,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,90,Dev Shyam Chabilal,Aeroplane,M,819,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,90,Nikam Tukaram Shabaji,Bow and Arrow,M,7221,W,0,data/maharashtra/mumbai/BMC 2002.xls
2002,90,Varma Sushila Umarav,Hammer Sickel and Sta,M,2639,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,90,Shaikh Mohammed Ali Mohammed Husain,Bus,M,819,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,90,Sayyad Manjeer Mujammil Husain,Bicycle,M,562,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,90,Sitap Balkrushna Babu,Television,M,459,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,90,Husain Ahmed Azam Nasir Ahamed,Road Roller,M,69,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,91,Alvani Parag Madhusudan,Lotus,M,8082,W,1,data/maharashtra/mumbai/BMC 2002.xls
2002,91,Ghadshi Ramchandra Bhikaji,Bungalow,M,157,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,91,Joshi Jitendra Gulab,Clock,M,2415,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,91,Joshi Vijay Kashinath,Aeroplane,M,21,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,91,Baghel Pradeep Shivsahay Singh,Hand,M,4489,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,91,Raje Anil Madhusudan,Letter Box,M,3,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,91,Vartak Avinash Anant,Coconut,M,578,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,91,Surve Rajaram Parshuram,Bus,M,85,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,92,Kasture Vidyalakshmi,Aeroplane,F,11,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,92,Chandevar Alka Govind,Hand,F,2871,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,92,Dhuri Riddhi Budhivan,Bow and Arrow,F,5928,W,0,data/maharashtra/mumbai/BMC 2002.xls
2002,92,Bagve Ujwala Dhulip,Clock,F,1351,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,92,Mane Sarita Suresh,Bicycle,F,71,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,92,Rav Sheela Chandrakant,Kite,F,21,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,92,Vadekar Chitra Chandrakant,Bungalow,F,154,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,93,Kanse Savitri Sakharam,Car,F,99,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,93,Kesari Anju Rajaram,Bicycle,F,164,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,93,Khandagle Varsha Deelip,Lock and Key,F,790,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,93,Zanzotada Sulochana Ishwarsingh,Aeroplane,F,267,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,93,Chandeliya Dhanpati Dayanand,Elephant,F,172,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,93,D'Souza Nanda Alliver,Candles,F,248,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,93,D'Souza Vinnifred Baptis,Hand,F,6296,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,93,Surve Vasanti Gajannath,Bow and Arrow,F,4808,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,94,Andhari Jyoti Deepak,Bow and Arrow,F,8252,W,0,data/maharashtra/mumbai/BMC 2002.xls
2002,94,Mishri Sarimadevi (Sarita) Premsagar,Hand,F,7775,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,94,Shaikh Asama Begam,Clock,F,729,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,95,Kapasi Hakim Saifuddin,Book,M,704,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,95,Karmel Alfanso Thomas,Bicycle,M,141,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,95,Dayas Klaive Jorje,Hand,M,4674,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,95,Tadalapurakar Prashant Shivaji,Aeroplane,M,68,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,95,Desai Ashok Bhivaji,Clock,M,3879,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,95,Perimal John Baburav,Candles,M,55,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,95,Yadav Rajesh Bhobhnath,Elephant,M,61,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,95,Rai Kamlesh Kedarnath,Bow and Arrow,M,5178,W,0,data/maharashtra/mumbai/BMC 2002.xls
2002,95,Sayyad Sanobar Dost Mohammed,Ladder,M,41,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,95,Hedge S. J.,Kisand Driving Tractor,M,2157,L,1,data/maharashtra/mumbai/BMC 2002.xls
2002,96,Ghosh Nandkumar Gosta,Candles,M,29,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,96,Jain Devilal,Flaming Torch,M,166,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,96,Dube Adyaprasad Bhagavatiprasad,Kite,M,169,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,96,Dube Rajiv Ramesh,Clock,M,3210,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,96,Dube Surendra Dayashankar,Lotus,M,3998,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,96,Parab Santosh Sitaram,Table Lamp,M,268,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,96,Patil Bhagavanrav Annasaheb,Bicycle,M,3771,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,96,Borade Prabhakar Narhari,Cup and Saucer,M,363,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,96,Vankhede Shobha Devram,Bungalow,F,460,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,96,Sharma Tribhuvan Nath,Hand Pump,M,33,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,96,Shaikh Mutruzkabi Abdul Munaff,Diesel Pump,M,6,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,96,Shetty Manmat Krushna,Hand,M,3684,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,96,Singh Upendra Pratap,Elephant,M,115,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,96,Suryvanshi Maruti Santaram,Aeroplane,M,184,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,96,Sontode Tukaram Pundalikarav,Bus,M,2462,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,97,Khare Jayantrav Mahadev,Chair,M,202,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,97,Dhuri Anil Raghunath,Ink Pot & Pen,M,147,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,97,Patel Bhavesh Dayabhai,Axe,M,49,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,97,Pal Rajinder Ramlakhan,Candles,M,22,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,97,Panchal Manohar Gangaram,Bow and Arrow,M,10815,W,0,data/maharashtra/mumbai/BMC 2002.xls
2002,97,Pande Gaurishnakar Devnarayan,Clock,M,2296,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,97,Savant Sanjay Vasant,Hand,M,6396,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,97,Singh Rakesh Shardaprasad,Bicycle,M,200,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,97,Sinh Surendra Vashishth N.,Aeroplane,M,107,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,98,Kathure Jyoti Deelip,Hand,F,4685,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,98,Padval Anita Bhalchandra,Clock,F,1738,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,98,Patil Shvetali Madhusudan,Bow and Arrow,F,6996,W,0,data/maharashtra/mumbai/BMC 2002.xls
2002,99,Gupta Rambachan Faguram,Bicycle,M,590,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,99,Patkar Shantaram Sitaram,Clock,M,2099,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,99,Prajapati Divakar Rambali,Hand,M,4873,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,99,Latke Ramesh Kondiram,Bow and Arrow,M,12297,W,0,data/maharashtra/mumbai/BMC 2002.xls
2002,99,Vishvakarma Ramprasad Ramharsh,Ink Pot & Pen,M,11,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,100,Acharekar Vijay Dattatray,Car,M,262,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,100,Jadhav Deelipkumar Ramesh,Coconut,M,119,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,100,Nalavade Sunil Dattram,Clock,M,5676,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,100,Pujari Sitaram Mundappa,Bicycle,M,729,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,100,Reddi Vijay Babulal,Hand,M,4428,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,100,Vaghmare Shashikant Maruti,Lock and Key,M,47,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,100,Vayakar Ravindra Dattaram,Bow and Arrow,M,13165,W,,data/maharashtra/mumbai/BMC 2002.xls
2002,100,Vichare Ravindra Ramrav,Railway Engine,M,36,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,101,Anjan Jayanti Suresh,Table Lamp,F,181,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,101,Kureshi Shamim Banu,Bicycle,F,6668,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,101,Kotiyan Sandhya Damodar,Hand,F,4992,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,101,Nakashe Vrushali Chandrpraksh,Bow and Arrow,F,7938,W,,data/maharashtra/mumbai/BMC 2002.xls
2002,101,Patel Hasina Salam,Book,F,453,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,101,Pipil Shantidevi Tarasingh,Television,F,497,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,101,Shaikh Parvin Mohiddin,Clock,F,1243,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,102,Aadarkar Prakash Vaman,Clock,M,828,L,0,data/maharashtra/mumbai/BMC 2002.xls
