state,year,district,body,ward_no,ward_name,tier,tier_local,reservation,caste_reservation,caste_reservation_local,woman_reserved,reservation_raw,winner,winner_basis,party,party_local,votes,valid_votes,electorate,total_candidates_stated,listing_scope,script,result_source_path,source_path,source_page,source_pdf,source_url,source_capture
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,66,,ulb_ward,corporator,Woman,NONE,,1,W,MEHER MOHSIN HYDER,published,INC,Indian National Congress,11228,,,10,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,67,,ulb_ward,corporator,BC Woman,BC,OBC,1,OBC-W,SUDHA SHAMBHUNATH SINGH,published,BJP,Bhartiya Janata Party,10719,,,5,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,68,,ulb_ward,corporator,Other than Woman,NONE,,0,G,ROHAN SHASHINDRA RATHOD,published,BJP,Bhartiya Janata Party,8200,,,14,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,69,,ulb_ward,corporator,Woman,NONE,,1,W,RENU KISHORILAL BHASIN,published,BJP,Bhartiya Janata Party,8266,,,10,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,70,,ulb_ward,corporator,Woman,NONE,,1,W,SUNITA RAJESH MEHTA,published,BJP,Bhartiya Janata Party,13034,,,10,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,71,,ulb_ward,corporator,Other than Woman,NONE,,0,G,Aneesh Naval Makwaaney,published,BJP,Bhartiya Janata Party,7277,,,16,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,72,,ulb_ward,corporator,BC Other than Woman,BC,OBC,0,OBC,PANKAJ SHOBHNATH YADAV,published,BJP,Bhartiya Janata Party,12709,,,6,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,73,,ulb_ward,corporator,Other than Woman,NONE,,0,G,PRAVIN GAJANAN SHINDE,published,SS,Shivsena,13084,,,8,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,74,,ulb_ward,corporator,Woman,NONE,,1,W,UJWALA SHRIKRUSHNA MODAK,published,BJP,Bhartiya Janata Party,9713,,,9,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,75,,ulb_ward,corporator,Woman,NONE,,1,W,Priyanka Pramod Sawant,published,SS,Shivsena,10801,,,9,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,76,,ulb_ward,corporator,BC Other than Woman,BC,OBC,0,OBC,KESHARBEN MURJI PATEL,published,BJP,Bhartiya Janata Party,12064,,,6,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,77,,ulb_ward,corporator,Other than Woman,NONE,,0,G,Anant Bhiku Nar,published,SS,Shivsena,12854,,,13,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,78,,ulb_ward,corporator,BC Woman,BC,OBC,1,OBC-W,,,NCP,Nationalist Congress Party,4012,,,9,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,79,,ulb_ward,corporator,Other than Woman,NONE,,0,G,SADANAND WAMAN PARAB,published,SS,Shivsena,9659,,,8,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,80,,ulb_ward,corporator,Other than Woman,NONE,,0,G,Sunil Lalanprasad Yadav,published,BJP,Bhartiya Janata Party,12342,,,12,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,81,,ulb_ward,corporator,BC Other than Woman,BC,OBC,0,OBC,MURJI KANJI PATEL,published,BJP,Bhartiya Janata Party,10867,,,7,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,82,,ulb_ward,corporator,Other than Woman,NONE,,0,G,Jagdish Kutty Amin,published,INC,Indian National Congress,5663,,,16,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,83,,ulb_ward,corporator,Woman,NONE,,1,W,Winnifred Baptist Dsouza,published,INC,Indian National Congress,7558,,,11,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,84,,ulb_ward,corporator,Other than Woman,NONE,,0,G,Abhijit Ganpat Samant,published,BJP,Bhartiya Janata Party,13501,,,8,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,85,,ulb_ward,corporator,Other than Woman,NONE,,0,G,JYOTI PARAG ALAVANI,published,BJP,Bhartiya Janata Party,15629,,,8,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,86,,ulb_ward,corporator,Woman,NONE,,1,W,SUSHMA KAMLESH RAI,published,INC,Indian National Congress,6213,,,12,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,87,,ulb_ward,corporator,Other than Woman,NONE,,0,G,VISHWANATH PANDURANG MAHADESHWAR,published,SS,Shivsena,7250,,,19,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,88,,ulb_ward,corporator,Other than Woman,NONE,,0,G,SADANAND GAJANAN PARAB,published,SS,Shivsena,8424,,,13,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,89,,ulb_ward,corporator,BC Other than Woman,BC,OBC,0,OBC,DINESH KASHIRAM KUBAL,published,SS,Shivsena,8682,,,6,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,90,,ulb_ward,corporator,BC Woman,BC,OBC,1,OBC-W,TULIP BRIAN MIRANDA,published,INC,Indian National Congress,5952,,,8,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,91,,ulb_ward,corporator,BC Other than Woman,BC,OBC,0,OBC,SAGUN VASANT NAIK,published,SS,Shivsena,7634,,,8,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,92,,ulb_ward,corporator,Woman,NONE,,1,W,GULNAZ MDSALIM QURESHI,published,AIMIM,All India Majlis e Ittehadul Muslimeen,4882,,,17,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,93,,ulb_ward,corporator,SC Woman,SC,,1,SC-W,ROHINI YOGESH KAMBLE,published,SS,Shivsena,9986,,,9,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,94,,ulb_ward,corporator,Woman,NONE,,1,W,PRADNYA DEEPAK BHUTKAR,published,SS,Shivsena,8617,,,9,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,95,,ulb_ward,corporator,Other than Woman,NONE,,0,G,CHANDRASHEKHAR VASUDEO WAINGANKAR,published,SS,Shivsena,6426,,,12,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,96,,ulb_ward,corporator,Other than Woman,NONE,,0,G,MOHAMMEDHALIM MOHAMMEDSHAMIM KHAN,published,SS,Shivsena,4052,,,15,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,97,,ulb_ward,corporator,Other than Woman,NONE,,0,G,HETAL VIMAL GALA,published,BJP,Bhartiya Janata Party,9244,,,18,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,98,,ulb_ward,corporator,Other than Woman,NONE,,0,G,ALKA SUBHASH KERKAR,published,BJP,Bhartiya Janata Party,12581,,,11,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,99,,ulb_ward,corporator,ST Other than Woman,ST,,0,ST,SANJAY GULABRAO AGALDARE,published,SS,Shivsena,9360,,,5,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,100,,ulb_ward,corporator,BC Woman,BC,OBC,1,OBC-W,SWAPNA VIRENDRA MHATRE,published,BJP,Bhartiya Janata Party,9717,,,4,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,101,,ulb_ward,corporator,Other than Woman,NONE,,0,G,ASIF AHMED ZAKARIA,published,INC,Indian National Congress,10587,,,10,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,102,,ulb_ward,corporator,Woman,NONE,,1,W,MUMTAZ RAHEBAR KHAN,published,IND,Independent,6617,,,10,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,103,,ulb_ward,corporator,Other than Woman,NONE,,0,G,MANOJ KISHORBHAI KOTAK,published,BJP,Bhartiya Janata Party,14063,,,16,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,104,,ulb_ward,corporator,BC Other than Woman,BC,OBC,0,OBC,PRAKASH KASHINATH GANGADHARE,published,BJP,Bhartiya Janata Party,12546,,,8,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,105,,ulb_ward,corporator,Woman,NONE,,1,W,RAJANI NARESH KENI,published,BJP,Bhartiya Janata Party,9866,,,13,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,106,,ulb_ward,corporator,Other than Woman,NONE,,0,G,PRABHAKAR TUKARAM SHINDE,published,BJP,Bhartiya Janata Party,6818,,,19,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,107,,ulb_ward,corporator,Woman,NONE,,1,W,SAMITA VINOD KAMBLE,published,BJP,Bhartiya Janata Party,10505,,,11,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,108,,ulb_ward,corporator,Other than Woman,NONE,,0,G,Neil Kirit Somaiya,published,BJP,Bhartiya Janata Party,9586,,,22,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,109,,ulb_ward,corporator,Woman,NONE,,1,W,Deepali Deepak Gosavi,published,SS,Shivsena,8707,,,9,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,110,,ulb_ward,corporator,Woman,NONE,,1,W,ASHA SURESH KOPARKAR,published,INC,Indian National Congress,5174,,,11,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,111,,ulb_ward,corporator,Woman,NONE,,1,W,Sarika Mangesh Pawar,published,BJP,Bhartiya Janata Party,7646,,,8,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,112,,ulb_ward,corporator,Woman,NONE,,1,W,Sakshi Deepak Dalvi,published,BJP,Bhartiya Janata Party,7691,,,8,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,113,,ulb_ward,corporator,Woman,NONE,,1,W,Deepmala Baban Badhe,published,SS,Shivsena,8361,,,13,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,114,,ulb_ward,corporator,Other than Woman,NONE,,0,G,Ramesh Gajanan Korgaonkar,published,SS,Shivsena,9887,,,16,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,115,,ulb_ward,corporator,Other than Woman,NONE,,0,G,UMESH SUBHASH MANE,published,SS,Shivsena,8232,,,15,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,116,,ulb_ward,corporator,Woman,NONE,,1,W,PRAMILA KAMLAKAR PATIL,published,INC,Indian National Congress,8326,,,12,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,117,,ulb_ward,corporator,BC Woman,BC,OBC,1,OBC-W,SUVARNA SAHADEV KARANJE,published,SS,Shivsena,7315,,,7,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,118,,ulb_ward,corporator,Other than Woman,NONE,,0,G,UPENDRA DATTARAM SAWANT,published,SS,Shivsena,9092,,,16,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,119,,ulb_ward,corporator,BC Woman,BC,OBC,1,OBC-W,Manisha Harishchandra Rahate,published,NCP,Nationalist Congress Party,6979,,,6,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,120,,ulb_ward,corporator,Woman,NONE,,1,W,Rajrajeshwari Anil Redkar,published,SS,Shivsena,7770,,,9,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,121,,ulb_ward,corporator,SC Woman,SC,,1,SC-W,Chandravati Shivaji More,published,SS,Shivsena,4769,,,14,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,122,,ulb_ward,corporator,BC Woman,BC,OBC,1,OBC-W,Vaishali Shrikant Patil,published,BJP,Bhartiya Janata Party,4942,,,9,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,123,,ulb_ward,corporator,Woman,NONE,,1,W,SNEHAL SUNIL MORE,published,IND,Independent,9322,,,11,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,124,,ulb_ward,corporator,Woman,NONE,,1,W,Jyoti Harun Khan,published,NCP,Nationalist Congress Party,6686,,,13,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,125,,ulb_ward,corporator,Woman,NONE,,1,W,Rupali Suresh Awale,published,SS,Shivsena,10652,,,15,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,126,,ulb_ward,corporator,BC Woman,BC,OBC,1,OBC-W,ARCHANA SANJAY BHALERAO,published,MNS,Maharashtra Navnirman Sena,12759,,,4,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,127,,ulb_ward,corporator,Other than Woman,NONE,,0,G,TUKARAM KRISHNA PATIL,published,SS,Shivsena,8596,,,23,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,128,,ulb_ward,corporator,Woman,NONE,,1,W,ASHWINI DEEPAK HANDE,published,SS,Shivsena,12980,,,11,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,129,,ulb_ward,corporator,BC Other than Woman,BC,OBC,0,OBC,Suryakant Jayhari Gawali,published,BJP,Bhartiya Janata Party,6927,,,8,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,130,,ulb_ward,corporator,Woman,NONE,,1,W,BINDU CHETAN TRIVEDI,published,BJP,Bhartiya Janata Party,11055,,,10,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,131,,ulb_ward,corporator,Other than Woman,NONE,,0,G,Rakhee Harishchandra Jadhav,published,NCP,Nationalist Congress Party,12123,,,14,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
