ward	reservation_status	party	sex	name	age	education_level	professional_education	pan_card	no_of_criminal_cases	new_fir	total_funds	score	gbm_attended	total_gbms	ward_attendance	total_ward_meetings	other_meetings	total_other_meetings	year	chargesheet	dob	votes	data_discrepancy	runner_up_party	margin	conditionofroads	trafficjamscongestionofroads	availabilityofpublicgardensopenp	availabilityofpublictransportfac	availabilityoffoodthroughrations	hospitalsandothermedicalfaciliti	appropriateschoolsandcolleges	powersupply	watersupply	waterloggingduringrainyseason	pollutionproblems	instancesofcrime	lawordersituation	cleanlinesssanitationfacilities	recallforpartynametowhichthecorp	recallfornameofthecorporator	accesibilityofthecorporator	satisfactionwiththecorporator	curruption	improvmentinlifestyle	samplesize	availabilityoffootpathsandpedest	animalhusbandry	buildings	mmrda	mhada	colonyofficer	disastermanagement	drainage	estate	footpaths	garden	license	firebrigaderelated	mcgmrelated	municipalpropertycolonies	negligenceindutyofmcgmofficialss	compensationrehabilitation	govermentmunicipalplotmarketrela	humanresourcesrelated	infrastructureequipmentsgovernme	infrastructuredevelopementunderd	issueofbirthdeathcertificates	miscellaneousissuesrelated	mmrdarelated	nuisanceduetostraydogsmonkeysetc	unauthorizedslaughterofanimals	pestcontrol	pollution	roads	shopandestablishment	solidwastemanagementswm	stormwaterdrainageswd	toilet	v83	schemespoliciesincivicissues	foodrationingschemes	schemespoliciesincommunitywelfar	anganwadibalwadicrecherelated	cemeteriescrematoriumrelated	communitydevelopmentrelated	communitytemple	constructionandmaintaininggymnas	constructionofcommunityhall	constructionimprovementofcommuni	playgroundmeterialequipmentrelat	playgroundrelated	providingandfixingprotectiveandc	providingandfixingshahabadladi	recreationalgroundrelated	repairandconstructionoflibraryst	slumdevelopementrelated	slumrehabilitationauthoritysrare	sportscomplexsportsrelated	washingplaces	seniorcitizensdisabledpersonsrel	crime	educationother	municipalschool	schemespoliciesineducation	electricity	energyother	forest	healthinfrastructureequipmentsfa	healthother	schemespoliciesonhealthmortality	sensitivediseases	industries	irrigation	legalsystem	mining	otherissuesrelated	schemespoliciesinotherissuesrela	revenueother	directtax	octroi	taxevasions	taxexemption	taxrelated	scamscorruption	schemespolicies	socialculturalconcernsother	namingrenamingofroadschowksmonum	roadtransport	tansportother	term	newid	adminward	slum	woman	reservation_facebook	genderquota	caste_quota	castenum	lowcaste	criminal	attend_corp	attend_ward	total_attend	funds_prop	attend_univ	pancard	Importanceofquestionsaskedby	QuestionsaskedcomparedtoCiti	q_corporation	q_crimecorrupt	q_culture	q_distribution	q_education	q_health	q_housing	q_humanres	q_license	q_otherinfrastructure	q_pollution	q_recreationcommunity	q_renaming	q_tax	q_transport	q_watertoilets	q_other	total_questions	party_grouped	partynum	sena	rich	richgender	poor	poorgender	slum_gender
37	"W"	"BJP"	"Female"	"Pratibha Hemant Shinde"	43	"Graduate"		"Yes"	0		5444676.0		88	102	13	15	14	15	2018		27638	"7815"		"SS"	"1452"	71.09	45.106	47.375	59.571		69.735	77.065	98.555	94.329	40.462	58.244	63.976	70.807	71.377	69.8	38.7	66.03	50.815	91.6325	40.07		69.952	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2017.0	477.0	"P/N"	0.48	1.0		1.0	"G"	1	0.0	0.0	0.8627451	0.8666667	0.8778626	0.907446	1.0	1.0	7.004	4.556916426512968	0.0	0.0	0.0	0.0	0.0	0.0	0.2857143	0.0	0.0	0.0	0.14285715	0.0	0.0	0.0	0.14285715	0.42857143	0.0	7.0	"BJP"	1	0.0	0.0	0.0			0.48
38		"NCP"	"Male"	"Ajit Balkrishna Raorane"									28	51	10	14	1	1	2011			"4297"		"IND"	"279"	67.78	66.186	66.506	66.899		69.299	67.964	72.251	69.482	64.472	62.946	64.151	63.874	64.133					71.68		121		0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0		0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	2007.0	478.0	"P/N"	0.48	0.0		0.0			1.0		0.54901963	0.71428573	0.59090906				14.4	0.9105999525729191	0.0	0.0	0.0	0.0	0.2	0.0	0.3	0.0	0.1	0.0	0.1	0.1	0.1	0.1	0.0	0.0	0.0	10.0	"NCP"	4	0.0	0.0	0.0	1.0	0.0	0.0
38	"?"	"NCP"	"Female"	"Rupali Ajit Raorane"	32	"HSC"		"Yes"	0		5834907.5		34	70	11	17	15	36	2013			"8811"		"MNS"	"3358"	79.975	88.089	84.849	82.487	78.85	80.119	79.634	78.221	79.398	79.64	81.04	80.796	80.007	81.736	93.0	95.8	95.41333	96.325	54.09	91.9275			0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1		0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2012.0	479.0	"P/N"	0.48	1.0	"W"	1.0	"G"	1	0.0	0.0	0.4857143	0.64705884	0.5882353	0.9724846	0.0	1.0	12.0	0.986856280973928	0.0	0.0	0.0	0.33333334	0.0	0.0	0.16666667	0.0	0.0	0.0	0.0	0.0	0.16666667	0.0	0.16666667	0.16666667	0.0	6.0	"NCP"	4	0.0	0.0	0.0	1.0	1.0	0.48
38	"?"	"NCP"	"Female"	"Rupali Ajit Raorane"	33	"HSC"		"Yes"	0		1.1987E7		45	65	9	13	14	28	2014							59.346	57.974	55.181	72.264	56.419	71.464	73.367	83.426	81.072	52.63	54.789	58.288	62.286	62.336	3.6	21.3	51.493332	60.925	61.2675	70.0125			0	2	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2012.0	479.0	"P/N"	0.48	1.0	"W"	1.0	"G"	1	0.0	0.0	0.6923077	0.6923077	0.73913044	0.9989167	0.0	1.0	9.76923076923077	2.978509204470743	0.0	0.0	0.0	0.0	0.07692308	0.23076923	0.30769232	0.0	0.07692308	0.0	0.07692308	0.0	0.0	0.0	0.0	0.0	0.23076923	13.0	"NCP"	4	0.0	0.0	0.0	1.0	1.0	0.48
38	"?"	"NCP"	"Female"	"Rupali Ajit Raorane"	34	"HSC"		"Yes"	0		4666000.0		41	79	8	16	0	0	2015							54.781	39.66	55.608	61.43	50.825	61.906	72.409	79.308	72.442	66.985	57.561	62.948	67.586	65.409	57.5	81.2	73.753334	70.6925	75.9375	65.3275			0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2012.0	479.0	"P/N"	0.48	1.0	"W"	1.0	"G"	1	0.0	0.0	0.51898736	0.5	0.51578945	0.7776667	0.0	1.0	14.0	2.942952362281906	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.4	0.0	5.0	"NCP"	4	0.0	0.0	0.0	1.0	1.0	0.48
38	"?"	"NCP"	"Female"	"Rupali Ajit Raorane"	35	"HSC"		"Yes"	0		6100154.0		36	74	8	14	0	0	2016							84.392	80.666	79.266	88.063	82.201	82.601	81.004	83.537	84.269	79.334	78.131	78.14	80.667	79.937	22.0	48.7	66.0	75.1725	80.8225	69.43			0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2012.0	479.0	"P/N"	0.48	1.0	"W"	1.0	"G"	1	0.0	0.0	0.4864865	0.5714286	0.5	0.50834614	0.0	1.0	12.90909090909091	5.93668258252024	0.0	0.0	0.0	0.0	0.0	0.0	0.09090909	0.09090909	0.09090909	0.0	0.09090909	0.0	0.0	0.0	0.45454547	0.18181819	0.0	11.0	"NCP"	4	0.0	0.0	0.0	1.0	1.0	0.48
38	"OBC"	"SS"	"Male"	"Atmaram Laxman Chache"	58	"SSC"		"Yes"	0		4637970.5		85	102	14	15	20	24	2018		22098	"6416"		"BJP"	"2701"	75.1	66.335	72.733	66.88		53.566	46.943	49.453	47.929	57.367	63.315	68.131	66.464	68.273	92.3	95.8	69.89	32.5625	94.57	84.14		69.529	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	2017.0	480.0	"P/N"	0.48	0.0		0.0	"OBC"	2	1.0	0.0	0.8333333	0.93333334	0.8686131	0.77299505	0.0	1.0	12.9025	5.175312199807877	0.0	0.0	0.0	0.0	0.0	0.0	0.26666668	0.0	0.13333334	0.0	0.13333334	0.0	0.33333334	0.0	0.0	0.06666667	0.06666667	15.0	"SS"	5	1.0	0.0	0.0			0.0
39		"SS"	"Male"	"Ganpat Balkrishna Varise"									50	51	11	14	12	13	2011			"5067"		"INC"	"689"	48.426	45.736	48.999	48.253		52.422	48.547	48.305	49.206	47.4	50.154	47.743	48.16	46.799					48.72		123		0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2007.0	481.0	"P/N"	0.48	0.0		0.0			1.0		0.98039216	0.78571427	0.9480519				17.0	0.6473796537823098	0.0	0.0	0.0	0.0	0.0	0.0	0.16666667	0.0	0.0	0.0	0.0	0.0	0.33333334	0.0	0.33333334	0.16666667	0.0	6.0	"SS"	5	1.0	0.0	0.0	1.0	0.0	0.0
39	"W"	"SS"	"Female"	"Sayali Sunil Warise"	34	"B.Com"		"Yes"	0		5936830.0		68	70	16	17	25	25	2013			"6592"		"Congress"	"469"	77.626	35.91	68.662	72.654	73.383	67.416	66.746	81.357	80.123	32.249	43.95	35.449	67.767	62.231	0.8	62.7	64.65	75.975	98.89	73.0175			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2012.0	482.0	"P/N"	0.48	1.0		1.0			1.0	0.0	0.9714286	0.9411765	0.97321427	0.9894717	1.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	"SS"	5	1.0	0.0	0.0	1.0	1.0	0.48
39	"W"	"SS"	"Female"	"Sayali Sunil Warise"	35	"B.Com"		"Yes"	0		1.1676E7		63	65	13	13	14	14	2014							73.022	68.324	59.764	78.265	64.625	74.585	71.903	86.736	79.444	57.282	55.519	53.473	64.334	61.616	0.7	7.5	72.55666	76.93	71.1325	59.585			0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2012.0	482.0	"P/N"	0.48	1.0		1.0			1.0	0.0	0.9692308	1.0	0.9782609	0.973	1.0	1.0	6.0	0.5676775147928994	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	"SS"	5	1.0	0.0	0.0	1.0	1.0	0.48
39	"W"	"SS"	"Female"	"Sayali Sunil Warise"	36	"B.Com"		"Yes"	0		3459000.0		78	79	16	16	29	34	2015							53.667	42.67	41.868	64.362	52.717	66.56	62.356	80.025	82.304	44.328	53.817	54.91	63.744	56.02	14.1	70.0	78.38	70.08	73.4475	68.06			0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2012.0	482.0	"P/N"	0.48	1.0		1.0			1.0	0.0	0.98734176	1.0	0.9919355	0.5765	1.0	1.0	13.714285714285714	4.715251911389924	0.0	0.0	0.0	0.0	0.0	0.0	0.14285715	0.0	0.14285715	0.0	0.0	0.0	0.42857143	0.0	0.14285715	0.14285715	0.0	7.0	"SS"	5	1.0	0.0	0.0	1.0	1.0	0.48
39	"W"	"SS"	"Female"	"Sayali Sunil Warise"	37	"B.Com"		"Yes"	0		6228848.0		72	74	12	14	31	31	2016							74.547	71.428	69.002	77.423	73.939	77.046	77.507	74.842	75.163	65.463	65.985	66.519	76.864	73.109	84.1	90.9	46.963333	76.525	50.585	74.425			0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2012.0	482.0	"P/N"	0.48	1.0		1.0			1.0	0.0	0.972973	0.85714287	0.96638656	0.5190707	1.0	1.0	6.0	2.4683412912601206	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.75	0.0	0.0	0.0	0.0	4.0	"SS"	5	1.0	0.0	0.0	1.0	1.0	0.48
39	"W"	"SS"	"Female"	"Vinaya Vishnu Sawant"	46	"Upto Ninth"		"Yes"	0		5211800.0		93	102	13	15	15	15	2018		26549	"5663"		"RSP"	"1372"	75.364	74.917	78.071	80.066		79.89	75.415	75.274	77.972	78.399	78.354	80.895	80.289	80.457	93.1	84.7	63.6	38.055	56.93	75.8225		82.256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2017.0	483.0	"P/N"	0.48	1.0		1.0	"G"	1	0.0	0.0	0.9117647	0.8666667	0.9166667	0.86863333	0.0	1.0	7.1175	1.5039625360230549	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.5	2.0	"SS"	5	1.0	0.0	0.0			0.48
40		"BJP"	"Male"	"Gyanmurti Ramchandra Sharma "									44	51	14	14	15	15	2011			"4662"		"INC"	"881"	71.733	71.515	58.325	70.673		76.743	74.033	77.207	77.085	63.268	65.326	62.274	71.815	69.631					73.5625		121		0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	1	1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	6	0	0	2007.0	487.0	"P/N"	0.48	0.0		0.0			1.0		0.8627451	1.0	0.9125				14.526315789473683	3.1144501692284474	0.0	0.0	0.0	0.05263158	0.0	0.0	0.10526316	0.0	0.05263158	0.0	0.10526316	0.0	0.31578946	0.05263158	0.2631579	0.05263158	0.0	19.0	"BJP"	1	0.0	0.0	0.0	1.0	0.0	0.0
40		"BJP"	"Male"	"Gyanmurti Ramchandra Sharma"	41	"B.Sc."	"L.L.B."	"Yes"	0		5732483.5		60	70	17	17	43	48	2013			"7364"		"NCP"	"3584"	65.529	66.458	61.238	71.412	65.026	69.328	70.481	71.84	64.759	64.443	62.539	64.498	65.497	64.126	0.0	5.3	51.45	79.075	76.2725	51.2725			0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	6	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0	0	1	0	1	3	1	0	2	0	0	2012.0	488.0	"P/N"	0.48	0.0	"G"	0.0	"G"	1	0.0	0.0	0.85714287	1.0	0.9230769	0.95541394	1.0	1.0	13.875	1.6979099332040508	0.0	0.09375	0.0	0.21875	0.03125	0.03125	0.0625	0.0625	0.0	0.0	0.0	0.0625	0.0625	0.21875	0.0625	0.0625	0.03125	32.0	"BJP"	1	0.0	0.0	0.0	1.0	0.0	0.0
40		"BJP"	"Male"	"Gyanmurti Ramchandra Sharma"	42	"B.Sc."	"L.L.B."	"Yes"	0		1.1996E7		60	65	11	13	31	33	2014							70.145	69.879	67.968	74.69	62.903	72.777	73.17	79.916	79.221	64.705	59.133	62.829	69.945	65.345	32.5	50.7	57.873333	70.2425	65.535	68.2775			0	5	0	0	0	0	0	1	0	1	2	0	4	0	2	1	4	1	0	0	0	3	0	0	0	0	0	4	0	1	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	1	4	0	2	1	0	0	2012.0	488.0	"P/N"	0.48	0.0	"G"	0.0	"G"	1	0.0	0.0	0.9230769	0.84615386	0.9357798	0.9996667	1.0	1.0	12.74468085106383	5.566632364291227	0.08510638	0.08510638	0.04255319	0.0	0.0	0.021276595	0.31914893	0.021276595	0.04255319	0.0	0.021276595	0.08510638	0.021276595	0.06382979	0.08510638	0.021276595	0.08510638	47.0	"BJP"	1	0.0	0.0	0.0	1.0	0.0	0.0
40		"BJP"	"Male"	"Gyanmurti Ramchandra Sharma"	43	"B.Sc."	"L.L.B."	"Yes"	0		5221000.0		70	79	15	16	34	34	2015							54.491	46.068	47.42	55.946	51.83	61.473	66.542	69.226	68.588	44.031	45.184	50.304	60.221	54.023	17.6	55.8	59.163334	65.6525	74.57	57.91			0	3	0	0	0	0	0	0	0	2	3	1	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	3	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2012.0	488.0	"P/N"	0.48	0.0	"G"	0.0	"G"	1	0.0	0.0	0.886076	0.9375	0.92248064	0.87016666	1.0	1.0	13.92	5.61757265148757	0.16	0.0	0.0	0.0	0.0	0.04	0.24	0.0	0.12	0.0	0.16	0.0	0.08	0.0	0.08	0.08	0.04	25.0	"BJP"	1	0.0	0.0	0.0	1.0	0.0	0.0
40		"BJP"	"Male"	"Gyanmurti Ramchandra Sharma"	44	"B.Sc."	"L.L.B."	"Yes"	0		4269540.5		66	74	14	14	31	31	2016							75.669	70.558	74.782	84.218	81.011	82.778	82.558	86.437	83.343	78.663	76.884	76.767	80.663	79.882	5.6	1.1	58.886665	68.885	61.665	75.0			0	1	0	0	0	0	0	0	0	1	4	0	2	0	0	1	1	2	0	0	0	0	0	0	0	0	0	3	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	2012.0	488.0	"P/N"	0.48	0.0	"G"	0.0	"G"	1	0.0	0.0	0.8918919	1.0	0.9327731	0.35579506	1.0	1.0	13.363636363636365	5.3526201844657315	0.09090909	0.045454547	0.045454547	0.0	0.0	0.0	0.18181819	0.09090909	0.18181819	0.0	0.045454547	0.045454547	0.045454547	0.045454547	0.13636364	0.045454547	0.0	22.0	"BJP"	1	0.0	0.0	0.0	1.0	0.0	0.0
40	"OBC"	"SS"	"Male"	"Suhas Chandrakant Wadkar"	44	"Graduate"		"Yes"	0		5207187.0		102	102	12	15	24	24	2018		27384	"8946"		"NCP"	"6131"	45.841	44.432	50.106	65.22		61.816	62.519	72.218	73.213	38.738	44.757	51.363	63.341	49.384	28.7	25.6	59.816666	62.23	51.4025	67.0875		46.981	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	4	0	0	2017.0	489.0	"P/N"	0.48	0.0		0.0	"OBC"	2	1.0	0.0	1.0	0.8	0.9787234	0.8678645	1.0	1.0	11.565235294117647	2.59185878962536	0.11764706	0.0	0.4117647	0.05882353	0.0	0.0	0.0	0.0	0.0	0.0	0.05882353	0.0	0.23529412	0.0	0.11764706	0.0	0.0	17.0	"SS"	5	1.0	0.0	0.0			0.0
41	"W"	"INC"	"Female"	"Dikshita Jayesh Shah"									32	51	8	14	6	13	2011			"6983"		"BJP"	"2780"	70.992	68.419	59.168	68.377		72.363	69.316	71.184	70.025	65.075	65.82	62.101	65.982	66.884					70.645		166		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2007.0	490.0	"P/N"	0.48	1.0		1.0	"G"	1	0.0		0.627451	0.5714286	0.64788735				6.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	"INC"	2	0.0	0.0	0.0	1.0	1.0	0.48
41		"BJP"	"Male"	"Vinod Babaji Shelar"	42	"D.M.E."		"Yes"	2		5778658.0		63	70	15	17	8	25	2013	2		"9145"		"Congress"	"4405"	58.17	54.884	53.176	65.214	51.042	65.557	67.376	71.848	66.104	49.532	51.547	59.516	64.023	59.211	23.4	37.3	62.04	73.73	69.28	64.1975			0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2012.0	491.0	"P/N"	0.48	0.0	"G"	0.0	"G"	1	0.0	1.0	0.9	0.88235295	0.9052632	0.9631097	1.0	1.0	12.75	1.78409825468649	0.06666667	0.0	0.0	0.2	0.13333334	0.13333334	0.06666667	0.06666667	0.0	0.0	0.0	0.0	0.06666667	0.0	0.06666667	0.13333334	0.06666667	15.0	"BJP"	1	0.0	0.0	0.0	1.0	0.0	0.0
41		"BJP"	"Male"	"Vinod Babaji Shelar"	43	"D.M.E."		"Yes"	2		1.1561E7		52	65	10	13	14	29	2014							71.706	65.65	60.963	75.402	62.651	68.723	72.283	81.727	80.859	57.792	63.926	63.72	69.14	66.567	24.0	44.9	60.703335	66.7025	59.1775	62.3425			0	1	0	0	0	0	0	0	1	1	0	0	3	0	0	0	0	1	0	1	0	1	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	2	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2012.0	491.0	"P/N"	0.48	0.0	"G"	0.0	"G"	1	0.0	1.0	0.8	0.7692308	0.82608694	0.9634167	1.0	1.0	11.785714285714286	3.6017011834319526	0.10714286	0.0	0.0	0.0	0.32142857	0.0	0.10714286	0.035714287	0.0	0.035714287	0.0	0.0	0.10714286	0.0	0.14285715	0.035714287	0.10714286	28.0	"BJP"	1	0.0	0.0	0.0	1.0	0.0	0.0
41		"BJP"	"Male"	"Vinod Babaji Shelar"	44	"D.M.E."		"Yes"	2	1	3172000.0		54	79	5	16	142	211	2015							50.566	43.206	42.773	58.367	49.806	63.343	70.753	69.956	68.62	46.739	41.94	53.147	58.965	54.794	8.7	79.0	64.85333	69.845	70.44	62.9475			0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2012.0	491.0	"P/N"	0.48	0.0	"G"	0.0	"G"	1	0.0	1.0	0.6835443	0.3125	0.84810126	0.5286667	1.0	1.0	13.153846153846153	3.6276309458038534	0.0	0.0	0.07692308	0.0	0.3846154	0.07692308	0.23076923	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07692308	0.07692308	0.07692308	13.0	"BJP"	1	0.0	0.0	0.0	1.0	0.0	0.0
41		"BJP"	"Male"	"Vinod Babaji Shelar"	45	"D.M.E."		"Yes"	2	1	5724446.0		50	74	14	14	114	154	2016	2						70.328	60.653	67.44	77.038	65.289	75.202	77.35	77.854	70.594	65.665	66.531	69.16	72.114	71.001	8.3	24.8	61.156666	75.67	82.3725	70.25			0	1	0	0	0	0	0	0	0	1	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2012.0	491.0	"P/N"	0.48	0.0	"G"	0.0	"G"	1	0.0	1.0	0.6756757	1.0	0.8811881	0.47703716	1.0	1.0	14.4	3.9955083322324345	0.2	0.0	0.0	0.0	0.13333334	0.0	0.2	0.0	0.0	0.0	0.06666667	0.0	0.13333334	0.0	0.13333334	0.06666667	0.06666667	15.0	"BJP"	1	0.0	0.0	0.0	1.0	0.0	0.0
