state,year,district,block,seat_no,seat_id_printed,tier,tier_local,reservation,caste_reservation,woman_reserved,reservation_raw,printings_agree,script,source_path,source_page
West Bengal,2018,Dakshin Dinajpur,Banshihari,17,Banshihari/ZP-17,zp_member,zilla parishad member,Other than Woman,NONE,0,,,latin,data/wb/2018/1675-SEC-Gazette Notification-Delimitation and reservation-Dakshin Dinajpur.pdf,3
West Bengal,2018,Dakshin Dinajpur,Banshihari,18,Banshihari/ZP-18,zp_member,zilla parishad member,ST Other than Woman,ST,0,ST,,latin,data/wb/2018/1675-SEC-Gazette Notification-Delimitation and reservation-Dakshin Dinajpur.pdf,3
West Bengal,2018,Malda,Bamongola,1,Bamongola/ZP-1,zp_member,zilla parishad member,Woman,NONE,1,WOMEN,,latin,data/wb/2018/1676-SEC-Gazette Notification-Delimitation and reservation-Malda.pdf,1
West Bengal,2018,Malda,Bamongola,2,Bamongola/ZP-2,zp_member,zilla parishad member,Woman,NONE,1,WOMEN,,latin,data/wb/2018/1676-SEC-Gazette Notification-Delimitation and reservation-Malda.pdf,1
West Bengal,2018,Malda,Habibpur,3,Habibpur/ZP-3,zp_member,zilla parishad member,ST Other than Woman,ST,0,ST,,latin,data/wb/2018/1676-SEC-Gazette Notification-Delimitation and reservation-Malda.pdf,2
West Bengal,2018,Malda,Habibpur,4,Habibpur/ZP-4,zp_member,zilla parishad member,Other than Woman,NONE,0,,,latin,data/wb/2018/1676-SEC-Gazette Notification-Delimitation and reservation-Malda.pdf,2
West Bengal,2018,Malda,Habibpur,5,Habibpur/ZP-5,zp_member,zilla parishad member,Woman,NONE,1,WOMEN,,latin,data/wb/2018/1676-SEC-Gazette Notification-Delimitation and reservation-Malda.pdf,2
West Bengal,2018,Malda,Gazole,6,Gazole/ZP-6,zp_member,zilla parishad member,SC Woman,SC,1,SC WOMEN,,latin,data/wb/2018/1676-SEC-Gazette Notification-Delimitation and reservation-Malda.pdf,2
West Bengal,2018,Malda,Gazole,7,Gazole/ZP-7,zp_member,zilla parishad member,ST Other than Woman,ST,0,ST,,latin,data/wb/2018/1676-SEC-Gazette Notification-Delimitation and reservation-Malda.pdf,2
West Bengal,2018,Malda,Gazole,8,Gazole/ZP-8,zp_member,zilla parishad member,SC Woman,SC,1,SC WOMEN,,latin,data/wb/2018/1676-SEC-Gazette Notification-Delimitation and reservation-Malda.pdf,2
West Bengal,2018,Malda,Harishchandrapur-I,9,Harishchandrapur-I/ZP-9,zp_member,zilla parishad member,Other than Woman,NONE,0,,,latin,data/wb/2018/1676-SEC-Gazette Notification-Delimitation and reservation-Malda.pdf,2
West Bengal,2018,Malda,Harishchandrapur-I,10,Harishchandrapur-I/ZP-10,zp_member,zilla parishad member,SC Other than Woman,SC,0,SC,,latin,data/wb/2018/1676-SEC-Gazette Notification-Delimitation and reservation-Malda.pdf,2
West Bengal,2018,Malda,Chanchal-I,11,Chanchal-I/ZP-11,zp_member,zilla parishad member,Woman,NONE,1,WOMEN,,latin,data/wb/2018/1676-SEC-Gazette Notification-Delimitation and reservation-Malda.pdf,2
West Bengal,2018,Malda,Chanchal-I,12,Chanchal-I/ZP-12,zp_member,zilla parishad member,Other than Woman,NONE,0,,,latin,data/wb/2018/1676-SEC-Gazette Notification-Delimitation and reservation-Malda.pdf,2
West Bengal,2018,Malda,Harishchandrapur-II,13,Harishchandrapur-II/ZP-13,zp_member,zilla parishad member,BC Woman,BC,1,BC WOMEN,,latin,data/wb/2018/1676-SEC-Gazette Notification-Delimitation and reservation-Malda.pdf,2
West Bengal,2018,Malda,Harishchandrapur-II,14,Harishchandrapur-II/ZP-14,zp_member,zilla parishad member,Woman,NONE,1,WOMEN,,latin,data/wb/2018/1676-SEC-Gazette Notification-Delimitation and reservation-Malda.pdf,2
West Bengal,2018,Malda,Harishchandrapur-II,15,Harishchandrapur-II/ZP-15,zp_member,zilla parishad member,Other than Woman,NONE,0,,,latin,data/wb/2018/1676-SEC-Gazette Notification-Delimitation and reservation-Malda.pdf,2
West Bengal,2018,Malda,Chanchal-II,16,Chanchal-II/ZP-16,zp_member,zilla parishad member,BC Other than Woman,BC,0,BC,,latin,data/wb/2018/1676-SEC-Gazette Notification-Delimitation and reservation-Malda.pdf,2
West Bengal,2018,Malda,Chanchal-II,17,Chanchal-II/ZP-17,zp_member,zilla parishad member,Woman,NONE,1,WOMEN,,latin,data/wb/2018/1676-SEC-Gazette Notification-Delimitation and reservation-Malda.pdf,2
West Bengal,2018,Malda,Ratua-II,18,Ratua-II/ZP-18,zp_member,zilla parishad member,BC Woman,BC,1,BC WOMEN,,latin,data/wb/2018/1676-SEC-Gazette Notification-Delimitation and reservation-Malda.pdf,3
West Bengal,2018,Malda,Ratua-II,19,Ratua-II/ZP-19,zp_member,zilla parishad member,Other than Woman,NONE,0,,,latin,data/wb/2018/1676-SEC-Gazette Notification-Delimitation and reservation-Malda.pdf,3
West Bengal,2018,Malda,Ratua-I,20,Ratua-I/ZP-20,zp_member,zilla parishad member,SC Other than Woman,SC,0,SC,,latin,data/wb/2018/1676-SEC-Gazette Notification-Delimitation and reservation-Malda.pdf,3
West Bengal,2018,Malda,Ratua-I,21,Ratua-I/ZP-21,zp_member,zilla parishad member,BC Woman,BC,1,BC WOMEN,,latin,data/wb/2018/1676-SEC-Gazette Notification-Delimitation and reservation-Malda.pdf,3
West Bengal,2018,Malda,Ratua-I,22,Ratua-I/ZP-22,zp_member,zilla parishad member,BC Other than Woman,BC,0,BC,,latin,data/wb/2018/1676-SEC-Gazette Notification-Delimitation and reservation-Malda.pdf,3
West Bengal,2018,Malda,Manikchak,23,Manikchak/ZP-23,zp_member,zilla parishad member,Woman,NONE,1,WOMEN,,latin,data/wb/2018/1676-SEC-Gazette Notification-Delimitation and reservation-Malda.pdf,3
West Bengal,2018,Malda,Manikchak,24,Manikchak/ZP-24,zp_member,zilla parishad member,Other than Woman,NONE,0,,,latin,data/wb/2018/1676-SEC-Gazette Notification-Delimitation and reservation-Malda.pdf,3
West Bengal,2018,Malda,Manikchak,25,Manikchak/ZP-25,zp_member,zilla parishad member,BC Woman,BC,1,BC WOMEN,,latin,data/wb/2018/1676-SEC-Gazette Notification-Delimitation and reservation-Malda.pdf,3
West Bengal,2018,Malda,Englishbazar,26,Englishbazar/ZP-26,zp_member,zilla parishad member,Woman,NONE,1,WOMEN,,latin,data/wb/2018/1676-SEC-Gazette Notification-Delimitation and reservation-Malda.pdf,3
West Bengal,2018,Malda,Englishbazar,27,Englishbazar/ZP-27,zp_member,zilla parishad member,Other than Woman,NONE,0,,,latin,data/wb/2018/1676-SEC-Gazette Notification-Delimitation and reservation-Malda.pdf,3
West Bengal,2018,Malda,Englishbazar,28,Englishbazar/ZP-28,zp_member,zilla parishad member,Woman,NONE,1,WOMEN,,latin,data/wb/2018/1676-SEC-Gazette Notification-Delimitation and reservation-Malda.pdf,3
West Bengal,2018,Malda,Old Malda,29,Old Malda/ZP-29,zp_member,zilla parishad member,Other than Woman,NONE,0,,,latin,data/wb/2018/1676-SEC-Gazette Notification-Delimitation and reservation-Malda.pdf,3
West Bengal,2018,Malda,Old Malda,30,Old Malda/ZP-30,zp_member,zilla parishad member,SC Other than Woman,SC,0,SC,,latin,data/wb/2018/1676-SEC-Gazette Notification-Delimitation and reservation-Malda.pdf,3
West Bengal,2018,Malda,Kaliachak-II,31,Kaliachak-II/ZP-31,zp_member,zilla parishad member,Woman,NONE,1,WOMEN,,latin,data/wb/2018/1676-SEC-Gazette Notification-Delimitation and reservation-Malda.pdf,3
West Bengal,2018,Malda,Kaliachak-II,32,Kaliachak-II/ZP-32,zp_member,zilla parishad member,SC Woman,SC,1,SC WOMEN,,latin,data/wb/2018/1676-SEC-Gazette Notification-Delimitation and reservation-Malda.pdf,3
West Bengal,2018,Malda,Kaliachak-I,33,Kaliachak-I/ZP-33,zp_member,zilla parishad member,BC Other than Woman,BC,0,BC,,latin,data/wb/2018/1676-SEC-Gazette Notification-Delimitation and reservation-Malda.pdf,4
West Bengal,2018,Malda,Kaliachak-I,34,Kaliachak-I/ZP-34,zp_member,zilla parishad member,BC Woman,BC,1,BC WOMEN,,latin,data/wb/2018/1676-SEC-Gazette Notification-Delimitation and reservation-Malda.pdf,4
West Bengal,2018,Malda,Kaliachak-I,35,Kaliachak-I/ZP-35,zp_member,zilla parishad member,Other than Woman,NONE,0,,,latin,data/wb/2018/1676-SEC-Gazette Notification-Delimitation and reservation-Malda.pdf,4
West Bengal,2018,Malda,Kaliachak-III,36,Kaliachak-III/ZP-36,zp_member,zilla parishad member,SC Other than Woman,SC,0,SC,,latin,data/wb/2018/1676-SEC-Gazette Notification-Delimitation and reservation-Malda.pdf,4
West Bengal,2018,Malda,Kaliachak-III,37,Kaliachak-III/ZP-37,zp_member,zilla parishad member,SC Woman,SC,1,SC WOMEN,,latin,data/wb/2018/1676-SEC-Gazette Notification-Delimitation and reservation-Malda.pdf,4
West Bengal,2018,Malda,Kaliachak-III,38,Kaliachak-III/ZP-38,zp_member,zilla parishad member,SC Other than Woman,SC,0,SC,,latin,data/wb/2018/1676-SEC-Gazette Notification-Delimitation and reservation-Malda.pdf,4
West Bengal,2018,Murshidabad,Farakka,1,Farakka/ZP-1,zp_member,zilla parishad member,BC Other than Woman,BC,0,BC,,latin,data/wb/2018/1677-SEC-Gazette Notification-Delimitation and reservation-Murshidabad.pdf,1
West Bengal,2018,Murshidabad,Farakka,2,Farakka/ZP-2,zp_member,zilla parishad member,Woman,NONE,1,WOMEN,,latin,data/wb/2018/1677-SEC-Gazette Notification-Delimitation and reservation-Murshidabad.pdf,1
West Bengal,2018,Murshidabad,Farakka,3,Farakka/ZP-3,zp_member,zilla parishad member,BC Woman,BC,1,BC WOMEN,,latin,data/wb/2018/1677-SEC-Gazette Notification-Delimitation and reservation-Murshidabad.pdf,2
West Bengal,2018,Murshidabad,Samserganj,4,Samserganj/ZP-4,zp_member,zilla parishad member,BC Other than Woman,BC,0,BC,,latin,data/wb/2018/1677-SEC-Gazette Notification-Delimitation and reservation-Murshidabad.pdf,2
West Bengal,2018,Murshidabad,Samserganj,5,Samserganj/ZP-5,zp_member,zilla parishad member,BC Woman,BC,1,BC WOMEN,,latin,data/wb/2018/1677-SEC-Gazette Notification-Delimitation and reservation-Murshidabad.pdf,2
West Bengal,2018,Murshidabad,Samserganj,6,Samserganj/ZP-6,zp_member,zilla parishad member,BC Other than Woman,BC,0,BC,,latin,data/wb/2018/1677-SEC-Gazette Notification-Delimitation and reservation-Murshidabad.pdf,2
West Bengal,2018,Murshidabad,Suti-I,7,Suti - I/ZP-7,zp_member,zilla parishad member,BC Woman,BC,1,BC WOMEN,,latin,data/wb/2018/1677-SEC-Gazette Notification-Delimitation and reservation-Murshidabad.pdf,2
West Bengal,2018,Murshidabad,Suti-II,8,Suti - Il/ZP-8,zp_member,zilla parishad member,BC Other than Woman,BC,0,BC,,latin,data/wb/2018/1677-SEC-Gazette Notification-Delimitation and reservation-Murshidabad.pdf,2
West Bengal,2018,Murshidabad,Suti-II,9,Suti - II/ZP-9,zp_member,zilla parishad member,BC Woman,BC,1,BC WOMEN,,latin,data/wb/2018/1677-SEC-Gazette Notification-Delimitation and reservation-Murshidabad.pdf,2
West Bengal,2018,Murshidabad,Suti-I,10,Suti-I/ZP-10,zp_member,zilla parishad member,Other than Woman,NONE,0,,,latin,data/wb/2018/1677-SEC-Gazette Notification-Delimitation and reservation-Murshidabad.pdf,2
West Bengal,2018,Murshidabad,Suti-I,11,Suti-I/ZP-11,zp_member,zilla parishad member,BC Other than Woman,BC,0,BC,,latin,data/wb/2018/1677-SEC-Gazette Notification-Delimitation and reservation-Murshidabad.pdf,2
West Bengal,2018,Murshidabad,Raghunathganj-I,12,Raghunathganj-I/ZP-12,zp_member,zilla parishad member,SC Woman,SC,1,SC WOMEN,,latin,data/wb/2018/1677-SEC-Gazette Notification-Delimitation and reservation-Murshidabad.pdf,2
West Bengal,2018,Murshidabad,Raghunathganj-I,13,Raghunathganj-I/ZP-13,zp_member,zilla parishad member,Woman,NONE,1,WOMEN,,latin,data/wb/2018/1677-SEC-Gazette Notification-Delimitation and reservation-Murshidabad.pdf,2
West Bengal,2018,Murshidabad,Raghunathganj-II,14,Raghunathganj-II/ZP-14,zp_member,zilla parishad member,BC Other than Woman,BC,0,BC,,latin,data/wb/2018/1677-SEC-Gazette Notification-Delimitation and reservation-Murshidabad.pdf,2
West Bengal,2018,Murshidabad,Raghunathganj-II,15,Raghunathganj-II/ZP-15,zp_member,zilla parishad member,Other than Woman,NONE,0,,,latin,data/wb/2018/1677-SEC-Gazette Notification-Delimitation and reservation-Murshidabad.pdf,2
West Bengal,2018,Murshidabad,Raghunathganj-II,16,Raghunathganj-II/ZP-16,zp_member,zilla parishad member,BC Woman,BC,1,BC WOMEN,,latin,data/wb/2018/1677-SEC-Gazette Notification-Delimitation and reservation-Murshidabad.pdf,2
West Bengal,2018,Murshidabad,Lalgola,17,Lalgola/ZP-17,zp_member,zilla parishad member,BC Other than Woman,BC,0,BC,,latin,data/wb/2018/1677-SEC-Gazette Notification-Delimitation and reservation-Murshidabad.pdf,2
West Bengal,2018,Murshidabad,Lalgola,18,Lalgola/ZP-18,zp_member,zilla parishad member,Woman,NONE,1,WOMEN,,latin,data/wb/2018/1677-SEC-Gazette Notification-Delimitation and reservation-Murshidabad.pdf,2
West Bengal,2018,Murshidabad,Lalgola,19,Lalgola/ZP-19,zp_member,zilla parishad member,Woman,NONE,1,WOMEN,,latin,data/wb/2018/1677-SEC-Gazette Notification-Delimitation and reservation-Murshidabad.pdf,2
West Bengal,2018,Murshidabad,Sagardighi,20,Sagardighi/ZP-20,zp_member,zilla parishad member,SC Woman,SC,1,SC WOMEN,,latin,data/wb/2018/1677-SEC-Gazette Notification-Delimitation and reservation-Murshidabad.pdf,3
West Bengal,2018,Murshidabad,Sagardighi,21,Sagardighi/ZP-21,zp_member,zilla parishad member,Woman,NONE,1,WOMEN,,latin,data/wb/2018/1677-SEC-Gazette Notification-Delimitation and reservation-Murshidabad.pdf,3
West Bengal,2018,Murshidabad,Sagardighi,22,Sagardighi/ZP-22,zp_member,zilla parishad member,Woman,NONE,1,WOMEN,,latin,data/wb/2018/1677-SEC-Gazette Notification-Delimitation and reservation-Murshidabad.pdf,3
West Bengal,2018,Murshidabad,Bhagwangola-I,23,Bhagwangola-I/ZP-23,zp_member,zilla parishad member,Woman,NONE,1,WOMEN,,latin,data/wb/2018/1677-SEC-Gazette Notification-Delimitation and reservation-Murshidabad.pdf,3
West Bengal,2018,Murshidabad,Bhagwangola-I,24,Bhagwangola-I/ZP-24,zp_member,zilla parishad member,Woman,NONE,1,WOMEN,,latin,data/wb/2018/1677-SEC-Gazette Notification-Delimitation and reservation-Murshidabad.pdf,3
West Bengal,2018,Murshidabad,Bhagwangola-II,25,Bhagwangola-II/ZP-25,zp_member,zilla parishad member,Woman,NONE,1,WOMEN,,latin,data/wb/2018/1677-SEC-Gazette Notification-Delimitation and reservation-Murshidabad.pdf,3
West Bengal,2018,Murshidabad,Bhagwangola-II,26,Bhagwangola-II/ZP-26,zp_member,zilla parishad member,Woman,NONE,1,WOMEN,,latin,data/wb/2018/1677-SEC-Gazette Notification-Delimitation and reservation-Murshidabad.pdf,3
West Bengal,2018,Murshidabad,Raninagar-I,27,Raninagar-I/ZP-27,zp_member,zilla parishad member,Other than Woman,NONE,0,,,latin,data/wb/2018/1677-SEC-Gazette Notification-Delimitation and reservation-Murshidabad.pdf,3
West Bengal,2018,Murshidabad,Raninagar-I,28,Raninagar-I/ZP-28,zp_member,zilla parishad member,Other than Woman,NONE,0,,,latin,data/wb/2018/1677-SEC-Gazette Notification-Delimitation and reservation-Murshidabad.pdf,3
West Bengal,2018,Murshidabad,Raninagar-II,29,Raninagar-II/ZP-29,zp_member,zilla parishad member,Other than Woman,NONE,0,,,latin,data/wb/2018/1677-SEC-Gazette Notification-Delimitation and reservation-Murshidabad.pdf,3
West Bengal,2018,Murshidabad,Raninagar-II,30,Raninagar-II/ZP-30,zp_member,zilla parishad member,SC Other than Woman,SC,0,SC,,latin,data/wb/2018/1677-SEC-Gazette Notification-Delimitation and reservation-Murshidabad.pdf,3
West Bengal,2018,Murshidabad,DomkaI,31,Domkal/ZP-31,zp_member,zilla parishad member,BC Woman,BC,1,BC WOMEN,,latin,data/wb/2018/1677-SEC-Gazette Notification-Delimitation and reservation-Murshidabad.pdf,3
West Bengal,2018,Murshidabad,DomkaI,32,Domkal/ZP-32,zp_member,zilla parishad member,BC Other than Woman,BC,0,BC,,latin,data/wb/2018/1677-SEC-Gazette Notification-Delimitation and reservation-Murshidabad.pdf,3
West Bengal,2018,Murshidabad,DomkaI,33,Domkal/ZP-33,zp_member,zilla parishad member,Other than Woman,NONE,0,,,latin,data/wb/2018/1677-SEC-Gazette Notification-Delimitation and reservation-Murshidabad.pdf,3
West Bengal,2018,Murshidabad,Murshidabad-Jiaganj,34,Murshidabad-Jiaganj/ZP-34,zp_member,zilla parishad member,Other than Woman,NONE,0,,,latin,data/wb/2018/1677-SEC-Gazette Notification-Delimitation and reservation-Murshidabad.pdf,3
West Bengal,2018,Murshidabad,Murshidabad-Jiaganj,35,Murshidabad-Jiaganj/ZP-35,zp_member,zilla parishad member,Other than Woman,NONE,0,,,latin,data/wb/2018/1677-SEC-Gazette Notification-Delimitation and reservation-Murshidabad.pdf,3
West Bengal,2018,Murshidabad,Murshidabad-Jiaganj,36,Murshidabad-Jiaganj/ZP-36,zp_member,zilla parishad member,Other than Woman,NONE,0,,,latin,data/wb/2018/1677-SEC-Gazette Notification-Delimitation and reservation-Murshidabad.pdf,3
West Bengal,2018,Murshidabad,Nabagram,37,Nabagram/ZP-37,zp_member,zilla parishad member,Woman,NONE,1,WOMEN,,latin,data/wb/2018/1677-SEC-Gazette Notification-Delimitation and reservation-Murshidabad.pdf,4
West Bengal,2018,Murshidabad,Nabagram,38,Nabagram/ZP-38,zp_member,zilla parishad member,ST Woman,ST,1,ST WOMEN,,latin,data/wb/2018/1677-SEC-Gazette Notification-Delimitation and reservation-Murshidabad.pdf,4
West Bengal,2018,Murshidabad,Nabagram,39,Nabagram/ZP-39,zp_member,zilla parishad member,Other than Woman,NONE,0,,,latin,data/wb/2018/1677-SEC-Gazette Notification-Delimitation and reservation-Murshidabad.pdf,4
West Bengal,2018,Murshidabad,Berhampore,40,Berhampore/ZP-40,zp_member,zilla parishad member,SC Other than Woman,SC,0,SC,,latin,data/wb/2018/1677-SEC-Gazette Notification-Delimitation and reservation-Murshidabad.pdf,4
West Bengal,2018,Murshidabad,Berhampore,41,Berhampore/ZP-41,zp_member,zilla parishad member,SC Woman,SC,1,SC WOMEN,,latin,data/wb/2018/1677-SEC-Gazette Notification-Delimitation and reservation-Murshidabad.pdf,4
West Bengal,2018,Murshidabad,Berhampore,42,Berhampore/ZP-42,zp_member,zilla parishad member,Woman,NONE,1,WOMEN,,latin,data/wb/2018/1677-SEC-Gazette Notification-Delimitation and reservation-Murshidabad.pdf,4
West Bengal,2018,Murshidabad,Khargram,43,Khargram/ZP-43,zp_member,zilla parishad member,SC Other than Woman,SC,0,SC,,latin,data/wb/2018/1677-SEC-Gazette Notification-Delimitation and reservation-Murshidabad.pdf,4
West Bengal,2018,Murshidabad,Khargram,44,Khargram/ZP-44,zp_member,zilla parishad member,BC Woman,BC,1,BC WOMEN,,latin,data/wb/2018/1677-SEC-Gazette Notification-Delimitation and reservation-Murshidabad.pdf,4
West Bengal,2018,Murshidabad,Khargram,45,Khargram/ZP-45,zp_member,zilla parishad member,Other than Woman,NONE,0,,,latin,data/wb/2018/1677-SEC-Gazette Notification-Delimitation and reservation-Murshidabad.pdf,4
West Bengal,2018,Murshidabad,Burwan,46,Burwan/ZP-46,zp_member,zilla parishad member,Woman,NONE,1,WOMEN,,latin,data/wb/2018/1677-SEC-Gazette Notification-Delimitation and reservation-Murshidabad.pdf,4
West Bengal,2018,Murshidabad,Burwan,47,Burwan/ZP-47,zp_member,zilla parishad member,Other than Woman,NONE,0,,,latin,data/wb/2018/1677-SEC-Gazette Notification-Delimitation and reservation-Murshidabad.pdf,4
West Bengal,2018,Murshidabad,Burwan,48,Burwan/ZP-48,zp_member,zilla parishad member,Woman,NONE,1,WOMEN,,latin,data/wb/2018/1677-SEC-Gazette Notification-Delimitation and reservation-Murshidabad.pdf,4
West Bengal,2018,Murshidabad,Bharatpur-I,49,Bharatpur-I/ZP-49,zp_member,zilla parishad member,BC Other than Woman,BC,0,BC,,latin,data/wb/2018/1677-SEC-Gazette Notification-Delimitation and reservation-Murshidabad.pdf,4
West Bengal,2018,Murshidabad,Bharatpur-I,50,Bharatpur-I/ZP-50,zp_member,zilla parishad member,SC Woman,SC,1,SC WOMEN,,latin,data/wb/2018/1677-SEC-Gazette Notification-Delimitation and reservation-Murshidabad.pdf,4
West Bengal,2018,Murshidabad,Kandi,51,Kandi/ZP-51,zp_member,zilla parishad member,Other than Woman,NONE,0,,,latin,data/wb/2018/1677-SEC-Gazette Notification-Delimitation and reservation-Murshidabad.pdf,5
West Bengal,2018,Murshidabad,Kandi,52,Kandi/ZP-52,zp_member,zilla parishad member,Woman,NONE,1,WOMEN,,latin,data/wb/2018/1677-SEC-Gazette Notification-Delimitation and reservation-Murshidabad.pdf,5
West Bengal,2018,Murshidabad,Kandi,53,Kandi/ZP-53,zp_member,zilla parishad member,Other than Woman,NONE,0,,,latin,data/wb/2018/1677-SEC-Gazette Notification-Delimitation and reservation-Murshidabad.pdf,5
West Bengal,2018,Murshidabad,Bharatpur-II,54,Bharatpur-II/ZP-54,zp_member,zilla parishad member,SC Other than Woman,SC,0,SC,,latin,data/wb/2018/1677-SEC-Gazette Notification-Delimitation and reservation-Murshidabad.pdf,5
West Bengal,2018,Murshidabad,Bharatpur-II,55,Bharatpur -II/ZP-55,zp_member,zilla parishad member,SC Woman,SC,1,SC WOMEN,,latin,data/wb/2018/1677-SEC-Gazette Notification-Delimitation and reservation-Murshidabad.pdf,5
West Bengal,2018,Murshidabad,Beldanga-II,56,Beldanga-II/ZP-56,zp_member,zilla parishad member,BC Other than Woman,BC,0,BC,,latin,data/wb/2018/1677-SEC-Gazette Notification-Delimitation and reservation-Murshidabad.pdf,5
West Bengal,2018,Murshidabad,Beldanga-II,57,Beldanga -II/ZP-57,zp_member,zilla parishad member,BC Woman,BC,1,BC WOMEN,,latin,data/wb/2018/1677-SEC-Gazette Notification-Delimitation and reservation-Murshidabad.pdf,5
West Bengal,2018,Murshidabad,Beldanga-II,58,Beldanga -II/ZP-58,zp_member,zilla parishad member,BC Other than Woman,BC,0,BC,,latin,data/wb/2018/1677-SEC-Gazette Notification-Delimitation and reservation-Murshidabad.pdf,5
West Bengal,2018,Murshidabad,Beldanga-I,59,Beldanga-I/ZP-59,zp_member,zilla parishad member,BC Woman,BC,1,BC WOMEN,,latin,data/wb/2018/1677-SEC-Gazette Notification-Delimitation and reservation-Murshidabad.pdf,5
West Bengal,2018,Murshidabad,Beldanga-I,60,Beldanga-I/ZP-60,zp_member,zilla parishad member,Woman,NONE,1,WOMEN,,latin,data/wb/2018/1677-SEC-Gazette Notification-Delimitation and reservation-Murshidabad.pdf,5
West Bengal,2018,Murshidabad,Beldanga-I,61,Beldanga-I/ZP-61,zp_member,zilla parishad member,BC Other than Woman,BC,0,BC,,latin,data/wb/2018/1677-SEC-Gazette Notification-Delimitation and reservation-Murshidabad.pdf,5
West Bengal,2018,Murshidabad,Hariharpara,62,Hariharpara/ZP-62,zp_member,zilla parishad member,Other than Woman,NONE,0,,,latin,data/wb/2018/1677-SEC-Gazette Notification-Delimitation and reservation-Murshidabad.pdf,5
West Bengal,2018,Murshidabad,Hariharpara,63,Hariharpara/ZP-63,zp_member,zilla parishad member,BC Woman,BC,1,BC WOMEN,,latin,data/wb/2018/1677-SEC-Gazette Notification-Delimitation and reservation-Murshidabad.pdf,5
West Bengal,2018,Murshidabad,Hariharpara,64,Hariharpara/ZP-64,zp_member,zilla parishad member,Woman,NONE,1,WOMEN,,latin,data/wb/2018/1677-SEC-Gazette Notification-Delimitation and reservation-Murshidabad.pdf,5
West Bengal,2018,Murshidabad,Nowda,65,Nowda/ZP-65,zp_member,zilla parishad member,Other than Woman,NONE,0,,,latin,data/wb/2018/1677-SEC-Gazette Notification-Delimitation and reservation-Murshidabad.pdf,5
West Bengal,2018,Murshidabad,Nowda,66,Nowda/ZP-66,zp_member,zilla parishad member,Woman,NONE,1,WOMEN,,latin,data/wb/2018/1677-SEC-Gazette Notification-Delimitation and reservation-Murshidabad.pdf,5
West Bengal,2018,Murshidabad,Nowda,67,Nowda/ZP-67,zp_member,zilla parishad member,BC Other than Woman,BC,0,BC,,latin,data/wb/2018/1677-SEC-Gazette Notification-Delimitation and reservation-Murshidabad.pdf,5
West Bengal,2018,Murshidabad,Jalangi,68,Jalangi/ZP-68,zp_member,zilla parishad member,Other than Woman,NONE,0,,,latin,data/wb/2018/1677-SEC-Gazette Notification-Delimitation and reservation-Murshidabad.pdf,6
West Bengal,2018,Murshidabad,Jalangi,69,Jalangi/ZP-69,zp_member,zilla parishad member,BC Woman,BC,1,BC WOMEN,,latin,data/wb/2018/1677-SEC-Gazette Notification-Delimitation and reservation-Murshidabad.pdf,6
West Bengal,2018,Murshidabad,Jalangi,70,Jalangi/ZP-70,zp_member,zilla parishad member,BC Other than Woman,BC,0,BC,,latin,data/wb/2018/1677-SEC-Gazette Notification-Delimitation and reservation-Murshidabad.pdf,6
West Bengal,2018,Nadia,Karimpur-II,1,Karimpur-II/ZP-1,zp_member,zilla parishad member,BC Other than Woman,BC,0,BC,,latin,data/wb/2018/1678-SEC-Gazette Notification-Delimitation and reservation-Nadia.pdf,1
West Bengal,2018,Nadia,Karimpur-II,2,Karimpur-II/ZP-2,zp_member,zilla parishad member,SC Woman,SC,1,SC WOMEN,,latin,data/wb/2018/1678-SEC-Gazette Notification-Delimitation and reservation-Nadia.pdf,1
West Bengal,2018,Nadia,Karimpur-II,3,Karimpur-II/ZP-3,zp_member,zilla parishad member,SC Other than Woman,SC,0,SC,,latin,data/wb/2018/1678-SEC-Gazette Notification-Delimitation and reservation-Nadia.pdf,2
West Bengal,2018,Nadia,Karimpur-I,4,Karimpur-I/ZP-4,zp_member,zilla parishad member,SC Woman,SC,1,SC WOMEN,,latin,data/wb/2018/1678-SEC-Gazette Notification-Delimitation and reservation-Nadia.pdf,2
West Bengal,2018,Nadia,Karimpur-I,5,Karimpur-I/ZP-5,zp_member,zilla parishad member,Woman,NONE,1,WOMEN,,latin,data/wb/2018/1678-SEC-Gazette Notification-Delimitation and reservation-Nadia.pdf,2
West Bengal,2018,Nadia,Karimpur-I,6,Karimpur-I/ZP-6,zp_member,zilla parishad member,Other than Woman,NONE,0,,,latin,data/wb/2018/1678-SEC-Gazette Notification-Delimitation and reservation-Nadia.pdf,2
West Bengal,2018,Nadia,Tehatta-I,7,Tehatta-I/ZP-7,zp_member,zilla parishad member,Woman,NONE,1,WOMEN,,latin,data/wb/2018/1678-SEC-Gazette Notification-Delimitation and reservation-Nadia.pdf,2
West Bengal,2018,Nadia,Tehatta-I,8,Tehatta-I/ZP-8,zp_member,zilla parishad member,SC Other than Woman,SC,0,SC,,latin,data/wb/2018/1678-SEC-Gazette Notification-Delimitation and reservation-Nadia.pdf,2
West Bengal,2018,Nadia,Tehatta-I,9,Tehatta-I/ZP-9,zp_member,zilla parishad member,SC Woman,SC,1,SC WOMEN,,latin,data/wb/2018/1678-SEC-Gazette Notification-Delimitation and reservation-Nadia.pdf,2
